ck2_id,ck2_status,ck2_kind,ck3_counterpart,ck3_kind,confidence,evidence_ck2,evidence_ck3,reason
100428,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:10565,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100429,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:10627,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100440,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:10645,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100441,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:10743,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100442,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:10797,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100443,kept,letter_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:10827,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100444,kept,letter_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:10853,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100445,kept,letter_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:10866,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100450,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:10879,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100451,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11012,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100452,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11090,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100453,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11137,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100460,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11167,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100461,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11339,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100462,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11357,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100470,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11376,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100471,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11451,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100472,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11476,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100480,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11490,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100481,kept,letter_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11584,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100500,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11809,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100501,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11937,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100502,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:11999,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100503,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12013,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100510,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12031,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100511,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12250,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100512,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12393,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100513,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12435,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100514,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12485,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100520,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12511,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100521,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12667,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100522,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12684,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100523,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12801,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100524,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:12951,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100525,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:13042,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100526,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:13171,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100527,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:13197,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100530,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:13227,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100531,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:13384,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100532,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:13438,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100533,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:13455,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100534,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:13760,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100535,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:14060,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100536,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:14142,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100537,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:14224,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100538,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:14259,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100540,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:14290,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100541,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:14452,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100542,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:14502,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100543,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:14519,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100544,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:14824,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100545,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:15124,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100546,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:15207,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100547,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:15299,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100550,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:15334,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100551,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:15435,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100552,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:15493,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100553,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:15542,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100554,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:15570,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100555,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:15642,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
11,kept,character_event,,none,n/a,events/on_action_events.txt:176,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
150,kept,character_event,,none,n/a,events/on_action_events.txt:595,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1500,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:17,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1501,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:128,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
151,kept,character_event,,none,n/a,events/on_action_events.txt:639,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1510,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:153,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1511,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:265,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
152,kept,character_event,,none,n/a,events/on_action_events.txt:679,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1520,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:290,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1521,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:402,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
153,kept,character_event,,none,n/a,events/on_action_events.txt:720,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1530,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:425,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1531,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:537,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
154,kept,character_event,,none,n/a,events/on_action_events.txt:738,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1540,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:560,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1541,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:673,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
155,kept,character_event,,none,n/a,events/on_action_events.txt:766,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1550,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:697,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1551,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:810,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
156,kept,character_event,,none,n/a,events/on_action_events.txt:779,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1560,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:833,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1561,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:953,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
157,kept,character_event,,none,n/a,events/on_action_events.txt:812,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1570,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:982,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1571,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1102,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
158,kept,character_event,,none,n/a,events/on_action_events.txt:851,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1580,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1125,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1581,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1230,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
159,kept,character_event,,none,n/a,events/on_action_events.txt:897,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1590,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1253,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1591,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1357,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
160,kept,character_event,,none,n/a,events/on_action_events.txt:945,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1600,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1380,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1601,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1485,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
161,kept,character_event,,none,n/a,events/on_action_events.txt:997,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1610,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1508,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1611,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1612,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
162,kept,character_event,,none,n/a,events/on_action_events.txt:1072,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1620,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1637,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1621,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1741,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
163,kept,character_event,,none,n/a,events/on_action_events.txt:1106,n/a,generic on_action-triggered housekeeping events with no shared theme; CK3's own on_action-triggered events are scattered by theme across the whole tree
1630,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1764,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1631,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1874,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1632,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:1894,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1640,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2002,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1641,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2106,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1650,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2129,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1651,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2233,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1660,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2256,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1661,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2361,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1670,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2384,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1671,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2488,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1680,modified,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2511,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1681,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2616,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1690,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2639,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1691,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2693,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
1700,kept,character_event,education_and_childhood/child_personality_events.txt,event_folder,medium,events/childhood_personality_traits_events.txt:2716,game/events/education_and_childhood/child_personality_events.txt:1,"direct theme match; CK3 split childhood personality across two files, child_personality_events.txt cited as the anchor"
