ck3_loc_key,ck2_source,ck2_value,note
dynn_fae_15541,"common/dynasties name (literal, no CK2 loc key)",Orchiós,new key
dynn_fae_15542,"common/dynasties name (literal, no CK2 loc key)",Philetairos,new key
dynn_fae_15543,"common/dynasties name (literal, no CK2 loc key)",Prostatêr,new key
dynn_fae_15544,"common/dynasties name (literal, no CK2 loc key)",Sôtêr,new key
dynn_fae_15545,"common/dynasties name (literal, no CK2 loc key)",Synnomos,new key
dynn_fae_15546,"common/dynasties name (literal, no CK2 loc key)",Tragókerôs,new key
dynn_fae_15547,"common/dynasties name (literal, no CK2 loc key)",Tragópous,new key
dynn_fae_15548,"common/dynasties name (literal, no CK2 loc key)",Tragophónos,new key
dynn_fae_15549,"common/dynasties name (literal, no CK2 loc key)",Marsýas,new key
dynn_fae_1555,"common/dynasties name (literal, no CK2 loc key)",Ss'ess'ss,new key
dynn_fae_15550,"common/dynasties name (literal, no CK2 loc key)",Silénos,new key
dynn_fae_15551,"common/dynasties name (literal, no CK2 loc key)",Ampélos,new key
dynn_fae_15552,"common/dynasties name (literal, no CK2 loc key)",Krótos,new key
dynn_fae_15553,"common/dynasties name (literal, no CK2 loc key)",Kómos,new key
dynn_fae_15554,"common/dynasties name (literal, no CK2 loc key)",Oinopíôn,new key
dynn_fae_15555,"common/dynasties name (literal, no CK2 loc key)",Skirtós,new key
dynn_fae_15556,"common/dynasties name (literal, no CK2 loc key)",Márôn,new key
dynn_fae_15557,"common/dynasties name (literal, no CK2 loc key)",Phólos,new key
dynn_fae_15558,"common/dynasties name (literal, no CK2 loc key)",Lityérsis,new key
dynn_fae_15559,"common/dynasties name (literal, no CK2 loc key)",Astrayamede,new key
dynn_fae_1556,"common/dynasties name (literal, no CK2 loc key)",Vaolo,new key
dynn_fae_15560,"common/dynasties name (literal, no CK2 loc key)",Meilin,new key
dynn_fae_15561,"common/dynasties name (literal, no CK2 loc key)",Nicort,new key
dynn_fae_15562,"common/dynasties name (literal, no CK2 loc key)",Olwynson,new key
dynn_fae_15563,"common/dynasties name (literal, no CK2 loc key)",Infernazid,new key
dynn_fae_15564,"common/dynasties name (literal, no CK2 loc key)",Urobizan,new key
dynn_fae_15565,"common/dynasties name (literal, no CK2 loc key)",Ghurkid,new key
dynn_fae_15566,"common/dynasties name (literal, no CK2 loc key)",Ivemog,new key
dynn_fae_15567,"common/dynasties name (literal, no CK2 loc key)",Abyscour,new key
dynn_fae_15568,"common/dynasties name (literal, no CK2 loc key)",Illnevaltarivog,new key
dynn_fae_15569,"common/dynasties name (literal, no CK2 loc key)",Igurtor,new key
dynn_fae_1557,"common/dynasties name (literal, no CK2 loc key)",Harpwatch,new key
dynn_fae_15570,"common/dynasties name (literal, no CK2 loc key)",Marastrabizid,new key
dynn_fae_15571,"common/dynasties name (literal, no CK2 loc key)",Hellhorn,new key
dynn_fae_15572,"common/dynasties name (literal, no CK2 loc key)",Mortazid,new key
dynn_fae_15573,"common/dynasties name (literal, no CK2 loc key)",Envioxazid,new key
dynn_fae_15574,"common/dynasties name (literal, no CK2 loc key)",Ghiir,new key
dynn_fae_15575,"common/dynasties name (literal, no CK2 loc key)",Igurvox,new key
dynn_fae_15576,"common/dynasties name (literal, no CK2 loc key)",Torturkuri,new key
dynn_fae_15577,"common/dynasties name (literal, no CK2 loc key)",Rukkhorn,new key
dynn_fae_15578,"common/dynasties name (literal, no CK2 loc key)",Tanabizid,new key
dynn_fae_15579,"common/dynasties name (literal, no CK2 loc key)",Raggorlok,new key
dynn_fae_1558,"common/dynasties name (literal, no CK2 loc key)",Brahms,new key
dynn_fae_15580,"common/dynasties name (literal, no CK2 loc key)",Ragdlacrid,new key
dynn_fae_15581,"common/dynasties name (literal, no CK2 loc key)",Mavacrid,new key
dynn_fae_15582,"common/dynasties name (literal, no CK2 loc key)",Ghiirtanni,new key
dynn_fae_15583,"common/dynasties name (literal, no CK2 loc key)",Azogneval,new key
dynn_fae_15584,"common/dynasties name (literal, no CK2 loc key)",Illorgizod,new key
dynn_fae_15585,"common/dynasties name (literal, no CK2 loc key)",Crushskull,new key
dynn_fae_15586,"common/dynasties name (literal, no CK2 loc key)",Rukkid,new key
dynn_fae_15587,"common/dynasties name (literal, no CK2 loc key)",Zorzigid,new key
dynn_fae_15588,"common/dynasties name (literal, no CK2 loc key)",Hellfire,new key
dynn_fae_15589,"common/dynasties name (literal, no CK2 loc key)",Azukk,new key
dynn_fae_1559,"common/dynasties name (literal, no CK2 loc key)",Greycastle,new key
dynn_fae_15590,"common/dynasties name (literal, no CK2 loc key)",Enomog,new key
dynn_fae_15591,"common/dynasties name (literal, no CK2 loc key)",Xaburan,new key
dynn_fae_15592,"common/dynasties name (literal, no CK2 loc key)",Asaros,new key
dynn_fae_15593,"common/dynasties name (literal, no CK2 loc key)",Namaekyn,new key
dynn_fae_15594,"common/dynasties name (literal, no CK2 loc key)",Porilis,new key
dynn_fae_15595,"common/dynasties name (literal, no CK2 loc key)",Nomelleos,new key
dynn_fae_15596,"common/dynasties name (literal, no CK2 loc key)",Aswimisso,new key
dynn_fae_15597,"common/dynasties name (literal, no CK2 loc key)",Strongsword,new key
dynn_fae_15598,"common/dynasties name (literal, no CK2 loc key)",Orminstal,new key
dynn_fae_15599,"common/dynasties name (literal, no CK2 loc key)",Malamisso,new key
dynn_fae_156,"common/dynasties name (literal, no CK2 loc key)",Wurmhorn,new key
dynn_fae_1560,"common/dynasties name (literal, no CK2 loc key)",Greatfield,new key
dynn_fae_15600,"common/dynasties name (literal, no CK2 loc key)",Parnashir,new key
dynn_fae_15601,"common/dynasties name (literal, no CK2 loc key)",Normerentan,new key
dynn_fae_15602,"common/dynasties name (literal, no CK2 loc key)",Cormilis,new key
dynn_fae_15603,"common/dynasties name (literal, no CK2 loc key)",Haranalili,new key
dynn_fae_15604,"common/dynasties name (literal, no CK2 loc key)",Orminshiir,new key
dynn_fae_15605,"common/dynasties name (literal, no CK2 loc key)",Balbanar,new key
dynn_fae_15606,"common/dynasties name (literal, no CK2 loc key)",Balorostal,new key
dynn_fae_15607,"common/dynasties name (literal, no CK2 loc key)",Haraklu,new key
dynn_fae_15608,"common/dynasties name (literal, no CK2 loc key)",Cormeklu,new key
dynn_fae_15609,"common/dynasties name (literal, no CK2 loc key)",Balijmisheklu,new key
dynn_fae_1561,"common/dynasties name (literal, no CK2 loc key)",Dourpick,new key
dynn_fae_15610,"common/dynasties name (literal, no CK2 loc key)",Normenateklu,new key
dynn_fae_15611,"common/dynasties name (literal, no CK2 loc key)",Enorashir,new key
dynn_fae_15612,"common/dynasties name (literal, no CK2 loc key)",Haramisso,new key
dynn_fae_15613,"common/dynasties name (literal, no CK2 loc key)",Enashiilis,new key
dynn_fae_15614,"common/dynasties name (literal, no CK2 loc key)",Parnatyn,new key
dynn_fae_15615,"common/dynasties name (literal, no CK2 loc key)",Parnarideh,new key
dynn_fae_15616,"common/dynasties name (literal, no CK2 loc key)",Famishiir,new key
dynn_fae_15617,"common/dynasties name (literal, no CK2 loc key)",Salamstal,new key
dynn_fae_15618,"common/dynasties name (literal, no CK2 loc key)",Stalamimis,new key
dynn_fae_15619,"common/dynasties name (literal, no CK2 loc key)",Stalimisso,new key
dynn_fae_1562,"common/dynasties name (literal, no CK2 loc key)",Rimeshield,new key
dynn_fae_15620,"common/dynasties name (literal, no CK2 loc key)",Orshanastal,new key
dynn_fae_15621,"common/dynasties name (literal, no CK2 loc key)",Saeleneklu,new key
dynn_fae_15622,"common/dynasties name (literal, no CK2 loc key)",Orminyhep,new key
dynn_fae_15623,"common/dynasties name (literal, no CK2 loc key)",Parvasonekklu,new key
dynn_fae_15624,"common/dynasties name (literal, no CK2 loc key)",Norimiil,new key
dynn_fae_15625,"common/dynasties name (literal, no CK2 loc key)",Sae’vorthauth,new key
dynn_fae_15626,"common/dynasties name (literal, no CK2 loc key)",Sae’kothiss,new key
dynn_fae_15627,"common/dynasties name (literal, no CK2 loc key)",Vaethiss’zo,new key
dynn_fae_15628,"common/dynasties name (literal, no CK2 loc key)",Rakothiss’zo,new key
dynn_fae_15629,"common/dynasties name (literal, no CK2 loc key)",Sautho’vor,new key
dynn_fae_1563,"common/dynasties name (literal, no CK2 loc key)",Redford,new key
dynn_fae_15630,"common/dynasties name (literal, no CK2 loc key)",Vamissg’zo,new key
dynn_fae_15631,"common/dynasties name (literal, no CK2 loc key)",Raetombre,new key
dynn_fae_15632,"common/dynasties name (literal, no CK2 loc key)",Vortombre,new key
dynn_fae_15633,"common/dynasties name (literal, no CK2 loc key)",Kolath’vor,new key
dynn_fae_15634,"common/dynasties name (literal, no CK2 loc key)",Omenshadow,new key
dynn_fae_15635,"common/dynasties name (literal, no CK2 loc key)",Shadeheart,new key
dynn_fae_15636,"common/dynasties name (literal, no CK2 loc key)",Vaetom’vor,new key
dynn_fae_15637,"common/dynasties name (literal, no CK2 loc key)",Raethiss’horr,new key
dynn_fae_15638,"common/dynasties name (literal, no CK2 loc key)",Vaesova,new key
dynn_fae_15639,"common/dynasties name (literal, no CK2 loc key)",Elso’vor,new key
dynn_fae_1564,"common/dynasties name (literal, no CK2 loc key)",Ostrava,new key
dynn_fae_15640,"common/dynasties name (literal, no CK2 loc key)",Elmissg’horr,new key
dynn_fae_15641,"common/dynasties name (literal, no CK2 loc key)",Lorensova’vor,new key
dynn_fae_15642,"common/dynasties name (literal, no CK2 loc key)",Amitombre,new key
dynn_fae_15643,"common/dynasties name (literal, no CK2 loc key)",Ellolath,new key
dynn_fae_15644,"common/dynasties name (literal, no CK2 loc key)",Zethitombre,new key
dynn_fae_15645,"common/dynasties name (literal, no CK2 loc key)",Amaethan,new key
dynn_fae_15646,"common/dynasties name (literal, no CK2 loc key)",Elsombre’horr,new key
dynn_fae_15647,"common/dynasties name (literal, no CK2 loc key)",Zethisova,new key
dynn_fae_15648,"common/dynasties name (literal, no CK2 loc key)",Spectreheart,new key
dynn_fae_15649,"common/dynasties name (literal, no CK2 loc key)",Umbershade,new key
dynn_fae_1565,"common/dynasties name (literal, no CK2 loc key)",Marstel,new key
dynn_fae_15650,"common/dynasties name (literal, no CK2 loc key)",Sableheart,new key
dynn_fae_15651,"common/dynasties name (literal, no CK2 loc key)",Sableshade,new key
dynn_fae_15652,"common/dynasties name (literal, no CK2 loc key)",Faer’vor,new key
dynn_fae_15653,"common/dynasties name (literal, no CK2 loc key)",Fathissotombre,new key
dynn_fae_15654,"common/dynasties name (literal, no CK2 loc key)",Gloomshadow,new key
dynn_fae_15655,"common/dynasties name (literal, no CK2 loc key)",Valesoul,new key
dynn_fae_15656,"common/dynasties name (literal, no CK2 loc key)",Snowblade,new key
dynn_fae_15657,"common/dynasties name (literal, no CK2 loc key)",Bronzesword,new key
dynn_fae_15658,"common/dynasties name (literal, no CK2 loc key)",Ironbane,new key
dynn_fae_15659,"common/dynasties name (literal, no CK2 loc key)",Frostwind,new key
dynn_fae_1566,"common/dynasties name (literal, no CK2 loc key)",Nazel,new key
dynn_fae_15660,"common/dynasties name (literal, no CK2 loc key)",Lightstep,new key
dynn_fae_15661,"common/dynasties name (literal, no CK2 loc key)",Coldsigil,new key
dynn_fae_15662,"common/dynasties name (literal, no CK2 loc key)",Sullenglade,new key
dynn_fae_15663,"common/dynasties name (literal, no CK2 loc key)",Crystalhall,new key
dynn_fae_15664,"common/dynasties name (literal, no CK2 loc key)",Chillmantle,new key
dynn_fae_15665,"common/dynasties name (literal, no CK2 loc key)",Shortwinter,new key
dynn_fae_15666,"common/dynasties name (literal, no CK2 loc key)",Fallensnow,new key
dynn_fae_15667,"common/dynasties name (literal, no CK2 loc key)",Briskwind,new key
dynn_fae_15668,"common/dynasties name (literal, no CK2 loc key)",Icewhisper,new key
dynn_fae_15669,"common/dynasties name (literal, no CK2 loc key)",Bronzeheart,new key
dynn_fae_1567,"common/dynasties name (literal, no CK2 loc key)",Garen,new key
dynn_fae_15670,"common/dynasties name (literal, no CK2 loc key)",Dharrmorok,new key
dynn_fae_15671,"common/dynasties name (literal, no CK2 loc key)",Foromath,new key
dynn_fae_15672,"common/dynasties name (literal, no CK2 loc key)",Vhaupice,new key
dynn_fae_15673,"common/dynasties name (literal, no CK2 loc key)",Bhardavil,new key
dynn_fae_15674,"common/dynasties name (literal, no CK2 loc key)",Ushimath,new key
dynn_fae_15675,"common/dynasties name (literal, no CK2 loc key)",Vhapashar,new key
dynn_fae_15676,"common/dynasties name (literal, no CK2 loc key)",Shanhar,new key
dynn_fae_15677,"common/dynasties name (literal, no CK2 loc key)",Harril,new key
dynn_fae_15678,"common/dynasties name (literal, no CK2 loc key)",Uldogoba,new key
dynn_fae_15679,"common/dynasties name (literal, no CK2 loc key)",Shannetsk,new key
dynn_fae_1568,"common/dynasties name (literal, no CK2 loc key)",Woodspear,new key
dynn_fae_15680,"common/dynasties name (literal, no CK2 loc key)",Nauvhetsk,new key
dynn_fae_15681,"common/dynasties name (literal, no CK2 loc key)",Fauvharr,new key
dynn_fae_15682,"common/dynasties name (literal, no CK2 loc key)",Greatspan,new key
dynn_fae_15683,"common/dynasties name (literal, no CK2 loc key)",Sunkisser,new key
dynn_fae_15684,"common/dynasties name (literal, no CK2 loc key)",Icarythiir,new key
dynn_fae_15685,"common/dynasties name (literal, no CK2 loc key)",Nomatiel,new key
dynn_fae_15686,"common/dynasties name (literal, no CK2 loc key)",Xilothaliir,new key
dynn_fae_15687,"common/dynasties name (literal, no CK2 loc key)",Wingheart,new key
dynn_fae_15688,"common/dynasties name (literal, no CK2 loc key)",Soarblade,new key
dynn_fae_15689,"common/dynasties name (literal, no CK2 loc key)",Glitterspear,new key
dynn_fae_1569,"common/dynasties name (literal, no CK2 loc key)",Malkizid,new key
dynn_fae_15690,"common/dynasties name (literal, no CK2 loc key)",Gustpride,new key
dynn_fae_15691,"common/dynasties name (literal, no CK2 loc key)",Breezestep,new key
dynn_fae_15692,"common/dynasties name (literal, no CK2 loc key)",Glythakerym,new key
dynn_fae_15693,"common/dynasties name (literal, no CK2 loc key)",Silodai,new key
dynn_fae_15694,"common/dynasties name (literal, no CK2 loc key)",Sinomesamai,new key
dynn_fae_15695,"common/dynasties name (literal, no CK2 loc key)",Kiirxilom,new key
dynn_fae_15696,"common/dynasties name (literal, no CK2 loc key)",Shatterwind,new key
dynn_fae_15697,"common/dynasties name (literal, no CK2 loc key)",Elagala,new key
dynn_fae_15698,"common/dynasties name (literal, no CK2 loc key)",Silathiel,new key
dynn_fae_15699,"common/dynasties name (literal, no CK2 loc key)",Xiirquan,new key
dynn_fae_157,"common/dynasties name (literal, no CK2 loc key)",Ironmaster,new key
dynn_fae_1570,"common/dynasties name (literal, no CK2 loc key)",Silverblade,new key
dynn_fae_15700,"common/dynasties name (literal, no CK2 loc key)",Xenebrades,new key
dynn_fae_15701,"common/dynasties name (literal, no CK2 loc key)",Ethelemades,new key
dynn_fae_15702,"common/dynasties name (literal, no CK2 loc key)",Numastene,new key
dynn_fae_15703,"common/dynasties name (literal, no CK2 loc key)",Astramaea,new key
dynn_fae_15704,"common/dynasties name (literal, no CK2 loc key)",Stymishema,new key
dynn_fae_15705,"common/dynasties name (literal, no CK2 loc key)",Mastonomor,new key
dynn_fae_15706,"common/dynasties name (literal, no CK2 loc key)",Cosmaphares,new key
dynn_fae_15707,"common/dynasties name (literal, no CK2 loc key)",Saphomadia,new key
dynn_fae_15708,"common/dynasties name (literal, no CK2 loc key)",Xemetor,new key
dynn_fae_15709,"common/dynasties name (literal, no CK2 loc key)",Yalthaemor,new key
dynn_fae_1571,"common/dynasties name (literal, no CK2 loc key)",Treemaw,new key
dynn_fae_15710,"common/dynasties name (literal, no CK2 loc key)",Lunasmic,new key
dynn_fae_15711,"common/dynasties name (literal, no CK2 loc key)",Solonarion,new key
dynn_fae_15712,"common/dynasties name (literal, no CK2 loc key)",Plutuvarnades,new key
dynn_fae_15713,"common/dynasties name (literal, no CK2 loc key)",Mercuramon,new key
dynn_fae_15714,"common/dynasties name (literal, no CK2 loc key)",Yupitamene,new key
dynn_fae_15715,"common/dynasties name (literal, no CK2 loc key)",Xyla,new key
dynn_fae_15716,"common/dynasties name (literal, no CK2 loc key)",Saturnamene,new key
dynn_fae_15717,"common/dynasties name (literal, no CK2 loc key)",Venuseric,new key
dynn_fae_15718,"common/dynasties name (literal, no CK2 loc key)",Vaerduranes,new key
dynn_fae_15719,"common/dynasties name (literal, no CK2 loc key)",Rivusanes,new key
dynn_fae_1572,"common/dynasties name (literal, no CK2 loc key)",Alsevil,new key
dynn_fae_15720,"common/dynasties name (literal, no CK2 loc key)",Xaryndares,new key
dynn_fae_15721,"common/dynasties name (literal, no CK2 loc key)",Xaryxes,new key
dynn_fae_15722,"common/dynasties name (literal, no CK2 loc key)",Darkul,new key
dynn_fae_15723,"common/dynasties name (literal, no CK2 loc key)",Nahpret,new key
dynn_fae_15724,"common/dynasties name (literal, no CK2 loc key)",Grynn,new key
dynn_fae_15725,"common/dynasties name (literal, no CK2 loc key)",Gul,new key
dynn_fae_15726,"common/dynasties name (literal, no CK2 loc key)",Ocerat,new key
dynn_fae_15727,"common/dynasties name (literal, no CK2 loc key)",Naismen,new key
dynn_fae_15728,"common/dynasties name (literal, no CK2 loc key)",Aka'Pillihp,new key
dynn_fae_15729,"common/dynasties name (literal, no CK2 loc key)",Ansar,new key
dynn_fae_1573,"common/dynasties name (literal, no CK2 loc key)",Sarothiil,new key
dynn_fae_15730,"common/dynasties name (literal, no CK2 loc key)",Xotal,new key
dynn_fae_15731,"common/dynasties name (literal, no CK2 loc key)",Mirr,new key
dynn_fae_15732,"common/dynasties name (literal, no CK2 loc key)",Gall,new key
dynn_fae_15733,"common/dynasties name (literal, no CK2 loc key)",Oandem,new key
dynn_fae_15734,"common/dynasties name (literal, no CK2 loc key)",Juramot,new key
dynn_fae_15735,"common/dynasties name (literal, no CK2 loc key)",Donard,new key
dynn_fae_15736,"common/dynasties name (literal, no CK2 loc key)",D'Arcey,new key
dynn_fae_15737,"common/dynasties name (literal, no CK2 loc key)",Chaseris,new key
dynn_fae_15738,"common/dynasties name (literal, no CK2 loc key)",Clayhill,new key
dynn_fae_15739,"common/dynasties name (literal, no CK2 loc key)",Morieth,new key
dynn_fae_1574,"common/dynasties name (literal, no CK2 loc key)",Safvok,new key
dynn_fae_15740,"common/dynasties name (literal, no CK2 loc key)",Cadathlyn,new key
dynn_fae_15741,"common/dynasties name (literal, no CK2 loc key)",Droust,new key
dynn_fae_15742,"common/dynasties name (literal, no CK2 loc key)",Marhymbel,new key
dynn_fae_15743,"common/dynasties name (literal, no CK2 loc key)",Iringil,new key
dynn_fae_15744,"common/dynasties name (literal, no CK2 loc key)",Indicopleustes,new key
dynn_fae_15745,"common/dynasties name (literal, no CK2 loc key)",Turlstars,new key
dynn_fae_15746,"common/dynasties name (literal, no CK2 loc key)",Taranth,new key
dynn_fae_15747,"common/dynasties name (literal, no CK2 loc key)",Xzorthishae,new key
dynn_fae_15748,"common/dynasties name (literal, no CK2 loc key)",Nyreniash,new key
dynn_fae_15749,"common/dynasties name (literal, no CK2 loc key)",Xzoryesimal,new key
dynn_fae_1575,"common/dynasties name (literal, no CK2 loc key)",Wufrag,new key
dynn_fae_15750,"common/dynasties name (literal, no CK2 loc key)",Seronomyr,new key
dynn_fae_15751,"common/dynasties name (literal, no CK2 loc key)",Lumaxzro,new key
dynn_fae_15752,"common/dynasties name (literal, no CK2 loc key)",Seroshimishae,new key
dynn_fae_15753,"common/dynasties name (literal, no CK2 loc key)",Avanomonyr,new key
dynn_fae_15754,"common/dynasties name (literal, no CK2 loc key)",Selumal,new key
dynn_fae_15755,"common/dynasties name (literal, no CK2 loc key)",Maronomaar,new key
dynn_fae_15756,"common/dynasties name (literal, no CK2 loc key)",Faelumal,new key
dynn_fae_15757,"common/dynasties name (literal, no CK2 loc key)",Xzoryseumour,new key
dynn_fae_15758,"common/dynasties name (literal, no CK2 loc key)",Shaemenathine,new key
dynn_fae_15759,"common/dynasties name (literal, no CK2 loc key)",Naraselour,new key
dynn_fae_1576,"common/dynasties name (literal, no CK2 loc key)",Joorgo,new key
dynn_fae_15760,"common/dynasties name (literal, no CK2 loc key)",Velyathiir,new key
dynn_fae_15761,"common/dynasties name (literal, no CK2 loc key)",Shaemathiir,new key
dynn_fae_15762,"common/dynasties name (literal, no CK2 loc key)",Whitebow,new key
dynn_fae_15763,"common/dynasties name (literal, no CK2 loc key)",Silverwind,new key
dynn_fae_15764,"common/dynasties name (literal, no CK2 loc key)",Chillsong,new key
dynn_fae_15765,"common/dynasties name (literal, no CK2 loc key)",Frostdancer,new key
dynn_fae_15766,"common/dynasties name (literal, no CK2 loc key)",Hailsinger,new key
dynn_fae_15767,"common/dynasties name (literal, no CK2 loc key)",Glimmerfrost,new key
dynn_fae_15768,"common/dynasties name (literal, no CK2 loc key)",Snowvale,new key
dynn_fae_15769,"common/dynasties name (literal, no CK2 loc key)",Coldheart,new key
dynn_fae_1577,"common/dynasties name (literal, no CK2 loc key)",Ruinshield,new key
dynn_fae_15770,"common/dynasties name (literal, no CK2 loc key)",Nitherblade,new key
dynn_fae_15771,"common/dynasties name (literal, no CK2 loc key)",Vul'xoqqir,new key
dynn_fae_15772,"common/dynasties name (literal, no CK2 loc key)",Xululka'aerr,new key
dynn_fae_15773,"common/dynasties name (literal, no CK2 loc key)",Zaulagratt,new key
dynn_fae_15774,"common/dynasties name (literal, no CK2 loc key)",Illoq'a'zarr,new key
dynn_fae_15775,"common/dynasties name (literal, no CK2 loc key)",Q'okenzat,new key
dynn_fae_15776,"common/dynasties name (literal, no CK2 loc key)",Eezendruth,new key
dynn_fae_15777,"common/dynasties name (literal, no CK2 loc key)",V'lzathengrob,new key
dynn_fae_15778,"common/dynasties name (literal, no CK2 loc key)",Zolqenzuth,new key
dynn_fae_15779,"common/dynasties name (literal, no CK2 loc key)",El-Ulventuth,new key
dynn_fae_1578,"common/dynasties name (literal, no CK2 loc key)",Feymane,new key
dynn_fae_15780,"common/dynasties name (literal, no CK2 loc key)",Grolthenelp,new key
dynn_fae_15781,"common/dynasties name (literal, no CK2 loc key)",Quol'oth,new key
dynn_fae_15782,"common/dynasties name (literal, no CK2 loc key)",Zeemess,new key
dynn_fae_15783,"common/dynasties name (literal, no CK2 loc key)",Mohenclug,new key
dynn_fae_15784,"common/dynasties name (literal, no CK2 loc key)",Ohdeepemm,new key
dynn_fae_15785,"common/dynasties name (literal, no CK2 loc key)",Deecushef,new key
dynn_fae_15786,"common/dynasties name (literal, no CK2 loc key)",Zush'utheq,new key
dynn_fae_15787,"common/dynasties name (literal, no CK2 loc key)",Astunshu,new key
dynn_fae_15788,"common/dynasties name (literal, no CK2 loc key)",Mka'kich'lit,new key
dynn_fae_15789,"common/dynasties name (literal, no CK2 loc key)",Zton,new key
dynn_fae_1579,"common/dynasties name (literal, no CK2 loc key)",Gladeguard,new key
dynn_fae_15790,"common/dynasties name (literal, no CK2 loc key)",Iqshyol,new key
dynn_fae_15791,"common/dynasties name (literal, no CK2 loc key)",Tzaraak,new key
dynn_fae_15792,"common/dynasties name (literal, no CK2 loc key)",Cathak,new key
dynn_fae_15793,"common/dynasties name (literal, no CK2 loc key)",Xithalkith,new key
dynn_fae_15794,"common/dynasties name (literal, no CK2 loc key)",C'thag,new key
dynn_fae_15795,"common/dynasties name (literal, no CK2 loc key)",Nul'kass,new key
dynn_fae_15796,"common/dynasties name (literal, no CK2 loc key)",Xikliz,new key
dynn_fae_15797,"common/dynasties name (literal, no CK2 loc key)",K'thi'hil,new key
dynn_fae_15798,"common/dynasties name (literal, no CK2 loc key)",Ftihillt,new key
dynn_fae_15799,"common/dynasties name (literal, no CK2 loc key)",Xelthorbash,new key
dynn_fae_158,"common/dynasties name (literal, no CK2 loc key)",Sneighfanglen,new key
dynn_fae_1580,"common/dynasties name (literal, no CK2 loc key)",Leafspear,new key
dynn_fae_15800,"common/dynasties name (literal, no CK2 loc key)",Ag-Mexxin,new key
dynn_fae_15801,"common/dynasties name (literal, no CK2 loc key)",LLakorzoreth,new key
dynn_fae_15802,"common/dynasties name (literal, no CK2 loc key)",Xeminsh,new key
dynn_fae_15803,"common/dynasties name (literal, no CK2 loc key)",Zyxenel,new key
dynn_fae_15804,"common/dynasties name (literal, no CK2 loc key)",Phaethoxoris,new key
dynn_fae_15805,"common/dynasties name (literal, no CK2 loc key)",Nymixenzel,new key
dynn_fae_15806,"common/dynasties name (literal, no CK2 loc key)",Xelfor,new key
dynn_fae_15807,"common/dynasties name (literal, no CK2 loc key)",Xaxes,new key
dynn_fae_15808,"common/dynasties name (literal, no CK2 loc key)",Morganizbor,new key
dynn_fae_15809,"common/dynasties name (literal, no CK2 loc key)",Thuyxes,new key
dynn_fae_1581,"common/dynasties name (literal, no CK2 loc key)",Oldbark,new key
dynn_fae_15810,"common/dynasties name (literal, no CK2 loc key)",Sshexinis,new key
dynn_fae_15811,"common/dynasties name (literal, no CK2 loc key)",Ag-Xortari,new key
dynn_fae_15812,"common/dynasties name (literal, no CK2 loc key)",Phekxunti,new key
dynn_fae_15813,"common/dynasties name (literal, no CK2 loc key)",Xelthorbash,new key
dynn_fae_15814,"common/dynasties name (literal, no CK2 loc key)",Ag-Mexxin,new key
dynn_fae_15815,"common/dynasties name (literal, no CK2 loc key)",LLakorzoreth,new key
dynn_fae_15816,"common/dynasties name (literal, no CK2 loc key)",Xeminsh,new key
dynn_fae_15817,"common/dynasties name (literal, no CK2 loc key)",Phaethoxoris,new key
dynn_fae_15818,"common/dynasties name (literal, no CK2 loc key)",Nymixenzel,new key
dynn_fae_15819,"common/dynasties name (literal, no CK2 loc key)",Xelfor,new key
dynn_fae_1582,"common/dynasties name (literal, no CK2 loc key)",Binthanil,new key
dynn_fae_15820,"common/dynasties name (literal, no CK2 loc key)",Xaxes,new key
dynn_fae_15821,"common/dynasties name (literal, no CK2 loc key)",Morganizbor,new key
dynn_fae_15822,"common/dynasties name (literal, no CK2 loc key)",Thuyxes,new key
dynn_fae_15823,"common/dynasties name (literal, no CK2 loc key)",Sshexinis,new key
dynn_fae_15824,"common/dynasties name (literal, no CK2 loc key)",Ag-Xortari,new key
dynn_fae_15825,"common/dynasties name (literal, no CK2 loc key)",Phekxunti,new key
dynn_fae_15826,"common/dynasties name (literal, no CK2 loc key)",Cu'Lyrran,new key
dynn_fae_15827,"common/dynasties name (literal, no CK2 loc key)",Talos-claere,new key
dynn_fae_15828,"common/dynasties name (literal, no CK2 loc key)",Cu’Maethyll,new key
dynn_fae_15829,"common/dynasties name (literal, no CK2 loc key)",Cu’Abydyn,new key
dynn_fae_1583,"common/dynasties name (literal, no CK2 loc key)",Turv,new key
dynn_fae_15830,"common/dynasties name (literal, no CK2 loc key)",Cu’Othyllewyd,new key
dynn_fae_15831,"common/dynasties name (literal, no CK2 loc key)",Cu’Telere,new key
dynn_fae_15832,"common/dynasties name (literal, no CK2 loc key)",Nemos-phaere,new key
dynn_fae_15833,"common/dynasties name (literal, no CK2 loc key)",Aethykyll,new key
dynn_fae_15834,"common/dynasties name (literal, no CK2 loc key)",Manyth-claere,new key
dynn_fae_15835,"common/dynasties name (literal, no CK2 loc key)",Mindaros-claere,new key
dynn_fae_15836,"common/dynasties name (literal, no CK2 loc key)",Aethyl,new key
dynn_fae_15837,"common/dynasties name (literal, no CK2 loc key)",Cu’Phentyryth,new key
dynn_fae_15838,"common/dynasties name (literal, no CK2 loc key)",Amyslyrr,new key
dynn_fae_15839,"common/dynasties name (literal, no CK2 loc key)",Phaekythyrr,new key
dynn_fae_1584,"common/dynasties name (literal, no CK2 loc key)",Tymmyr,new key
dynn_fae_15840,"common/dynasties name (literal, no CK2 loc key)",Keporyl,new key
