# GENERATED by scripts/build_relief_paint_csv.py from docs/evidence/vanilla_paint_vs_relief.csv -- do not hand-edit
ck3_terrain,slope_bin,curvature_bin,elevation_bin,n,category_rank,category_shares,top_material,top_share
hills,mid,flat,mid,42154,rock;grass;other;forest;soil;snow,rock=44.93;grass=24.58;other=18.12;forest=9.09;soil=2.63;snow=0.65,drylands_01_grassy,21.74
hills,mid,flat,high,15242,rock;grass;other;forest;soil;snow,rock=46.15;grass=21.47;other=18.41;forest=6.64;soil=4.52;snow=2.81,hills_01,15.9
hills,mid,valley,low,100465,rock;grass;other;forest;snow;soil,rock=37.41;grass=25.32;other=24.72;forest=8.7;snow=2.24;soil=1.6,drylands_01_grassy,23.49
hills,mid,valley,mid,38861,rock;other;grass;forest;soil;snow,rock=39.68;other=27.49;grass=22.72;forest=7.32;soil=1.79;snow=1.01,hills_01,24.46
hills,mid,valley,high,7555,rock;other;grass;forest;soil;snow,rock=43.69;other=33.18;grass=11.82;forest=7.57;soil=2.38;snow=1.35,hills_01,30.62
hills,high,ridge,low,39597,rock;other;grass;forest;snow;soil,rock=30.5;other=28.8;grass=15.79;forest=12.34;snow=7.23;soil=5.35,hills_01,24.46
hills,high,ridge,mid,69349,rock;other;forest;grass;snow;soil,rock=33.19;other=20.7;forest=17.01;grass=13.21;snow=8.18;soil=7.71,hills_01,17.29
hills,high,ridge,high,109690,rock;grass;other;forest;snow;soil,rock=34.68;grass=20.95;other=14.14;forest=11.19;snow=9.92;soil=9.14,hills_01,12.4
hills,high,flat,low,28786,rock;other;grass;forest;snow;soil,rock=29.79;other=27.4;grass=20.69;forest=12.58;snow=6.84;soil=2.7,hills_01,23.95
hills,high,flat,mid,24394,other;rock;forest;grass;snow;soil,other=28.42;rock=28.34;forest=14.56;grass=14.16;snow=11.52;soil=3.01,hills_01,24.13
hills,high,flat,high,12292,rock;other;snow;forest;grass;soil,rock=32.2;other=25.28;snow=13.7;forest=13.67;grass=12.54;soil=2.61,hills_01,22.74
hills,high,valley,low,120115,rock;other;forest;grass;snow;soil,rock=32.24;other=30.25;forest=14.28;grass=14.12;snow=7.13;soil=1.99,hills_01,27.05
hills,high,valley,mid,39765,other;rock;forest;snow;grass;soil,other=38.17;rock=26.89;forest=12.55;snow=11.88;grass=8.36;soil=2.15,hills_01,33.76
hills,high,valley,high,12391,other;rock;snow;forest;grass;soil,other=33.61;rock=28.27;snow=16.75;forest=11.89;grass=6.59;soil=2.89,hills_01,30.07
jungle,low,ridge,low,2098,forest;grass;soil;rock;other;snow,forest=68.21;grass=23.93;soil=5.24;rock=2.19;other=0.38;snow=0.05,forest_jungle_01,68.21
jungle,low,ridge,mid,9958,forest;grass;rock;soil;other,forest=84.42;grass=12.28;rock=1.95;soil=1.11;other=0.23,forest_jungle_01,84.29
jungle,low,ridge,high,17762,forest;grass;other;soil;rock;snow,forest=60.02;grass=9.83;other=8.98;soil=8.65;rock=7.07;snow=5.45,forest_jungle_01,59.74
jungle,low,flat,low,5720,forest;grass;rock;soil;snow,forest=64.77;grass=31.42;rock=2.8;soil=0.56;snow=0.45,forest_jungle_01,59.72
jungle,low,flat,mid,19788,forest;grass;rock;soil;other;snow,forest=84.95;grass=13.68;rock=0.74;soil=0.47;other=0.08;snow=0.08,forest_jungle_01,84.16
jungle,low,flat,high,6807,forest;grass;other;rock;snow;soil,forest=80.37;grass=5.67;other=5.57;rock=4.82;snow=1.9;soil=1.67,forest_jungle_01,79.74
jungle,low,valley,low,17034,forest;grass;rock;snow;soil;other,forest=71.79;grass=23.42;rock=2.38;snow=1.39;soil=0.62;other=0.4,forest_jungle_01,69.98
jungle,low,valley,mid,11094,forest;grass;rock;other;snow;soil,forest=85.03;grass=11.47;rock=1.43;other=1.03;snow=0.87;soil=0.17,forest_jungle_01,84.24
jungle,low,valley,high,2833,forest;rock;other;grass;snow,forest=77.13;rock=9.46;other=6.78;grass=6.49;snow=0.14,forest_jungle_01,77.13
jungle,mid,ridge,low,10707,forest;grass;soil;rock;snow;other,forest=68.45;grass=24.54;soil=4.28;rock=1.39;snow=0.9;other=0.44,forest_jungle_01,68.14
jungle,mid,ridge,mid,40438,forest;grass;soil;rock;other;snow,forest=80.81;grass=12.97;soil=3.15;rock=2.0;other=0.8;snow=0.26,forest_jungle_01,80.35
jungle,mid,ridge,high,52334,forest;soil;grass;rock;other;snow,forest=65.94;soil=10.86;grass=10.48;rock=9.18;other=2.82;snow=0.72,forest_jungle_01,65.15
jungle,mid,flat,low,14395,forest;grass;rock;soil;snow;other,forest=69.8;grass=24.7;rock=2.86;soil=1.34;snow=1.17;other=0.13,forest_jungle_01,69.52
jungle,mid,flat,mid,29968,forest;grass;rock;soil;snow;other,forest=86.72;grass=9.01;rock=2.55;soil=0.85;snow=0.57;other=0.3,forest_jungle_01,86.59
jungle,mid,flat,high,12895,forest;rock;grass;other;soil;snow,forest=72.42;rock=11.73;grass=5.51;other=4.88;soil=2.88;snow=2.6,forest_jungle_01,72.31
jungle,mid,valley,low,55959,forest;grass;rock;snow;other;soil,forest=72.67;grass=23.51;rock=2.38;snow=1.07;other=0.22;soil=0.14,forest_jungle_01,70.91
jungle,mid,valley,mid,25757,forest;grass;rock;snow;soil;other,forest=84.07;grass=9.41;rock=4.67;snow=0.91;soil=0.54;other=0.4,forest_jungle_01,83.62
jungle,mid,valley,high,7797,forest;rock;grass;other;snow;soil,forest=67.38;rock=16.96;grass=6.22;other=5.14;snow=2.24;soil=2.05,forest_jungle_01,67.38
jungle,high,ridge,low,23526,forest;grass;soil;rock;snow;other,forest=43.63;grass=33.46;soil=12.45;rock=8.78;snow=1.3;other=0.39,forest_jungle_01,41.23
jungle,high,ridge,mid,38437,forest;soil;grass;rock;other;snow,forest=63.25;soil=14.05;grass=12.1;rock=8.16;other=1.5;snow=0.94,forest_jungle_01,60.72
jungle,high,ridge,high,78113,forest;soil;grass;rock;other;snow,forest=52.34;soil=15.81;grass=15.12;rock=11.94;other=3.63;snow=1.16,forest_jungle_01,50.82
jungle,high,flat,low,16922,forest;grass;rock;soil;snow;other,forest=56.89;grass=32.19;rock=6.01;soil=2.91;snow=1.2;other=0.8,forest_jungle_01,56.84
jungle,high,flat,mid,16332,forest;grass;rock;other;soil;snow,forest=65.64;grass=18.45;rock=7.44;other=4.53;soil=3.79;snow=0.15,forest_jungle_01,64.77
jungle,high,flat,high,17624,forest;other;rock;grass;soil;snow,forest=50.56;other=21.29;rock=11.62;grass=8.43;soil=4.43;snow=3.67,forest_jungle_01,49.01
jungle,high,valley,low,73547,forest;grass;rock;snow;soil;other,forest=56.17;grass=31.59;rock=7.02;snow=2.3;soil=2.15;other=0.78,forest_jungle_01,56.04
jungle,high,valley,mid,23139,forest;grass;rock;other;soil;snow,forest=67.25;grass=11.98;rock=10.25;other=5.03;soil=3.91;snow=1.59,forest_jungle_01,66.93
jungle,high,valley,high,10437,forest;rock;grass;other;soil;snow,forest=58.66;rock=18.94;grass=7.21;other=6.61;soil=5.86;snow=2.71,forest_jungle_01,57.42
mountains,low,ridge,low,3880,rock;other;grass;soil;forest,rock=62.73;other=16.03;grass=13.79;soil=4.74;forest=2.71,desert_rocky,41.42
mountains,low,ridge,mid,6005,rock;grass;other;forest;soil;snow,rock=49.94;grass=20.57;other=13.91;forest=8.54;soil=4.41;snow=2.63,desert_rocky,32.22
mountains,low,ridge,high,9223,snow;rock;grass;soil;other;forest,snow=29.83;rock=29.18;grass=18.82;soil=12.87;other=5.85;forest=3.45,mountain_02_snow,29.38
mountains,low,flat,low,2523,rock;grass;other;forest;soil,rock=71.98;grass=19.78;other=5.39;forest=1.63;soil=1.23,desert_rocky,48.55
mountains,low,flat,mid,1801,rock;grass;snow;forest;soil;other,rock=57.36;grass=24.49;snow=8.66;forest=4.22;soil=2.78;other=2.5,desert_rocky,28.82
mountains,low,flat,high,1179,snow;rock;grass;other;forest;soil,snow=51.82;rock=19.68;grass=11.87;other=11.28;forest=5.26;soil=0.08,mountain_02_snow,36.81
mountains,low,valley,low,4154,rock;grass;other;forest;soil;snow,rock=58.18;grass=30.26;other=8.11;forest=2.34;soil=0.58;snow=0.53,desert_rocky,31.82
mountains,low,valley,mid,723,rock;other;snow;grass;forest;soil,rock=63.62;other=14.38;snow=7.61;grass=7.33;forest=6.09;soil=0.97,desert_rocky,41.77
mountains,low,valley,high,215,snow;rock;forest;other;grass,snow=67.44;rock=14.88;forest=11.63;other=3.26;grass=2.79,mountain_02_snow,67.44
mountains,mid,ridge,low,12537,rock;other;soil;grass;forest;snow,rock=61.11;other=15.42;soil=8.42;grass=7.97;forest=6.76;snow=0.33,desert_rocky,34.24
mountains,mid,ridge,mid,23122,rock;other;forest;grass;soil;snow,rock=43.14;other=15.91;forest=14.27;grass=12.9;soil=8.52;snow=5.27,desert_rocky,21.3
mountains,mid,ridge,high,35040,snow;grass;rock;soil;other;forest,snow=32.2;grass=22.4;rock=22.25;soil=10.05;other=9.73;forest=3.37,mountain_02_snow,31.29
mountains,mid,flat,low,7659,rock;forest;other;grass;soil;snow,rock=63.06;forest=13.83;other=10.54;grass=9.23;soil=2.25;snow=1.1,desert_rocky,30.13
mountains,mid,flat,mid,5239,rock;forest;soil;snow;grass;other,rock=39.4;forest=23.13;soil=10.9;snow=10.02;grass=9.03;other=7.52,desert_rocky,22.41
mountains,mid,flat,high,2566,snow;rock;forest;grass;other;soil,snow=52.92;rock=19.56;forest=9.78;grass=7.79;other=6.51;soil=3.43,mountain_02_snow,50.47
mountains,mid,valley,low,13052,rock;grass;forest;other;soil;snow,rock=52.42;grass=19.12;forest=12.16;other=11.07;soil=3.6;snow=1.63,desert_rocky,25.15
mountains,mid,valley,mid,2661,rock;forest;other;soil;grass;snow,rock=40.1;forest=17.21;other=13.23;soil=12.06;grass=9.96;snow=7.44,desert_rocky,21.5
mountains,mid,valley,high,670,rock;snow;other;grass;soil;forest,rock=47.01;snow=35.07;other=12.54;grass=2.24;soil=1.94;forest=1.19,desert_rocky,31.04
mountains,high,ridge,low,19917,rock;other;grass;soil;forest;snow,rock=46.67;other=14.81;grass=12.74;soil=11.0;forest=10.24;snow=4.54,hills_01_rocks,15.22
mountains,high,ridge,mid,34869,rock;soil;other;forest;snow;grass,rock=35.42;soil=16.69;other=14.23;forest=14.09;snow=9.93;grass=9.64,wetlands_02_mud,14.46
mountains,high,ridge,high,67050,snow;grass;rock;soil;other;forest,snow=33.78;grass=21.83;rock=18.72;soil=10.4;other=10.36;forest=4.9,mountain_02_snow,32.04
mountains,high,flat,low,9391,rock;forest;other;grass;snow;soil,rock=45.33;forest=18.91;other=12.52;grass=9.97;snow=7.88;soil=5.39,hills_01_rocks,22.92
mountains,high,flat,mid,6586,rock;forest;snow;other;grass;soil,rock=31.37;forest=24.32;snow=16.84;other=14.03;grass=7.18;soil=6.26,forest_leaf_01,14.47
mountains,high,flat,high,2398,snow;rock;other;grass;forest;soil,snow=36.95;rock=21.23;other=14.39;grass=11.72;forest=8.88;soil=6.84,mountain_02_snow,22.52
mountains,high,valley,low,30450,rock;forest;snow;other;grass;soil,rock=48.63;forest=20.67;snow=11.8;other=9.26;grass=6.46;soil=3.18,hills_01_rocks,21.29
mountains,high,valley,mid,7728,rock;forest;snow;other;soil;grass,rock=36.39;forest=20.39;snow=19.97;other=11.01;soil=8.48;grass=3.77,mountain_02_c_snow,13.0
mountains,high,valley,high,1486,snow;rock;other;forest;grass;soil,snow=32.1;rock=31.02;other=11.84;forest=11.17;grass=9.76;soil=4.1,mountain_02_snow,15.48
oasis,low,ridge,mid,105,other;grass;rock,other=58.1;grass=28.57;rock=13.33,drylands_01,58.1
oasis,low,ridge,high,259,rock;grass;other;soil,rock=56.37;grass=27.03;other=15.06;soil=1.54,mountain_02_c,36.29
oasis,low,flat,low,127,rock;other;grass;soil,rock=41.73;other=33.86;grass=22.05;soil=2.36,mountain_02_c,37.01
oasis,low,flat,mid,1922,rock;other;soil;grass,rock=48.23;other=26.59;soil=13.11;grass=12.07,mountain_02_c,40.58
oasis,low,flat,high,850,rock;soil;other;grass,rock=63.76;soil=17.06;other=13.18;grass=6.0,mountain_02_c,44.94
oasis,low,valley,low,572,other;grass;rock;soil,other=48.78;grass=33.39;rock=13.81;soil=4.02,drylands_01,48.78
oasis,low,valley,mid,1732,rock;other;soil;grass;snow,rock=59.58;other=24.25;soil=8.31;grass=7.56;snow=0.29,mountain_02_c,50.92
oasis,low,valley,high,205,rock;grass;other;soil,rock=40.49;grass=36.1;other=17.56;soil=5.85,drylands_01_grassy,36.1
oasis,mid,ridge,low,296,rock;grass;other;soil,rock=45.95;grass=43.58;other=7.09;soil=3.38,drylands_01_grassy,43.58
oasis,mid,ridge,mid,454,rock;other;grass;snow;soil,rock=44.05;other=28.41;grass=17.62;snow=6.39;soil=3.52,desert_rocky,31.06
oasis,mid,ridge,high,1260,other;rock;grass;soil;snow,other=41.35;rock=29.37;grass=18.17;soil=9.05;snow=2.06,drylands_01,35.16
oasis,mid,flat,low,256,rock;grass;other,rock=53.91;grass=25.39;other=20.7,mountain_02_c,33.59
oasis,mid,flat,mid,2819,rock;grass;other;soil;snow,rock=39.59;grass=28.7;other=22.14;soil=9.54;snow=0.04,mountain_02_c,30.47
oasis,mid,flat,high,1492,rock;other;soil;grass;snow,rock=51.41;other=19.17;soil=15.28;grass=13.87;snow=0.27,desert_rocky,26.54
oasis,mid,valley,low,594,other;rock;grass,other=53.87;rock=36.03;grass=10.1,drylands_01,45.96
oasis,mid,valley,mid,1389,other;rock;grass,other=55.22;rock=30.09;grass=14.69,drylands_01,45.0
oasis,mid,valley,high,339,other;grass;rock,other=43.95;grass=36.58;rock=19.47,drylands_01,40.71
oasis,high,ridge,low,830,rock;grass;other;soil,rock=56.14;grass=21.81;other=21.08;soil=0.96,mountain_02_c,27.23
oasis,high,ridge,mid,655,rock;grass;other,rock=42.6;grass=36.64;other=20.76,drylands_01_grassy,36.64
oasis,high,ridge,high,1633,grass;rock;other;soil;snow,grass=42.25;rock=41.09;other=12.74;soil=2.63;snow=1.29,drylands_01_grassy,42.25
oasis,high,flat,low,1009,rock;grass;other;soil,rock=35.18;grass=34.29;other=26.86;soil=3.67,drylands_01_grassy,34.29
oasis,high,flat,mid,387,rock;grass;other;soil,rock=43.67;grass=36.18;other=19.38;soil=0.78,drylands_01_grassy,36.18
oasis,high,flat,high,732,grass;other;rock;soil,grass=38.66;other=31.01;rock=28.14;soil=2.19,drylands_01_grassy,38.66
oasis,high,valley,low,7464,grass;rock;other;soil,grass=39.95;rock=33.67;other=24.01;soil=2.37,drylands_01_grassy,39.95
oasis,high,valley,mid,958,rock;grass;other;soil,rock=43.42;grass=39.67;other=16.49;soil=0.42,drylands_01_grassy,39.67
oasis,high,valley,high,563,rock;grass;other;soil;snow,rock=47.6;grass=28.42;other=22.38;soil=1.42;snow=0.18,drylands_01_grassy,28.42
plains,low,ridge,low,4825,rock;snow;forest;grass;soil;other,rock=38.28;snow=24.6;forest=19.25;grass=9.41;soil=4.77;other=3.69,mountain_02_desert_c,34.65
plains,low,ridge,mid,20285,forest;grass;soil;snow;rock;other,forest=47.13;grass=14.99;soil=13.35;snow=10.96;rock=10.89;other=2.68,forest_jungle_01,39.15
plains,low,ridge,high,37182,forest;snow;rock;soil;grass;other,forest=35.74;snow=20.08;rock=17.16;soil=13.81;grass=10.14;other=3.08,forest_jungle_01,26.58
plains,low,flat,low,27830,rock;forest;soil;snow;grass;other,rock=33.88;forest=24.11;soil=14.9;snow=14.13;grass=10.87;other=2.1,mountain_02_desert_c,24.08
plains,low,flat,mid,192466,soil;forest;rock;grass;snow;other,soil=41.48;forest=39.98;rock=8.2;grass=6.64;snow=2.32;other=1.38,desert_wavy_01,40.22
plains,low,flat,high,51936,forest;soil;rock;snow;grass;other,forest=48.31;soil=18.37;rock=14.03;snow=9.37;grass=8.26;other=1.67,forest_jungle_01,43.69
plains,low,valley,low,98988,rock;forest;snow;grass;soil;other,rock=31.97;forest=23.36;snow=16.89;grass=14.49;soil=10.83;other=2.47,mountain_02_desert_c,25.86
plains,low,valley,mid,67333,forest;soil;rock;grass;snow;other,forest=30.92;soil=30.46;rock=18.93;grass=8.92;snow=8.61;other=2.16,forest_jungle_01,28.69
plains,low,valley,high,13743,rock;snow;forest;grass;soil;other,rock=36.21;snow=29.57;forest=24.19;grass=4.55;soil=3.86;other=1.62,mountain_02_desert_c,24.54
plains,mid,ridge,low,17477,rock;snow;forest;grass;other;soil,rock=35.57;snow=19.99;forest=17.65;grass=14.25;other=7.71;soil=4.83,mountain_02_desert_c,26.32
plains,mid,ridge,mid,28133,forest;rock;grass;snow;soil;other,forest=28.8;rock=21.63;grass=15.2;snow=15.07;soil=13.99;other=5.31,forest_jungle_01,22.91
plains,mid,ridge,high,71404,forest;snow;rock;soil;grass;other,forest=24.98;snow=24.71;rock=19.73;soil=13.7;grass=13.66;other=3.22,forest_jungle_01,20.13
plains,mid,flat,low,38398,rock;forest;soil;snow;grass;other,rock=30.79;forest=21.43;soil=16.55;snow=16.23;grass=10.52;other=4.48,mountain_02_desert_c,23.72
plains,mid,flat,mid,87415,soil;forest;rock;grass;snow;other,soil=45.49;forest=30.09;rock=10.79;grass=6.23;snow=4.69;other=2.71,desert_wavy_01,44.35
plains,mid,flat,high,40642,forest;rock;soil;snow;grass;other,forest=30.09;rock=23.08;soil=22.74;snow=13.4;grass=6.39;other=4.31,forest_jungle_01,27.06
plains,mid,valley,low,166489,rock;forest;snow;soil;grass;other,rock=43.56;forest=18.29;snow=16.5;soil=12.1;grass=6.6;other=2.95,mountain_02_desert_c,35.1
plains,mid,valley,mid,71397,forest;rock;soil;snow;grass;other,forest=27.2;rock=26.05;soil=25.01;snow=13.05;grass=6.02;other=2.67,forest_jungle_01,24.32
plains,mid,valley,high,21345,rock;snow;forest;grass;soil;other,rock=32.43;snow=30.9;forest=19.98;grass=7.94;soil=5.36;other=3.39,mountain_02_desert_c,23.97
plains,high,ridge,low,27434,rock;grass;snow;forest;other;soil,rock=43.21;grass=19.57;snow=15.0;forest=12.65;other=4.84;soil=4.73,mountain_02_desert_c,28.13
plains,high,ridge,mid,27241,rock;grass;forest;snow;soil;other,rock=34.09;grass=20.19;forest=17.17;snow=14.72;soil=8.96;other=4.87,mountain_02_desert_c,22.83
plains,high,ridge,high,99175,snow;rock;grass;soil;forest;other,snow=36.15;rock=23.13;grass=14.55;soil=10.82;forest=9.65;other=5.71,mountain_02_snow,18.09
plains,high,flat,low,26351,rock;forest;grass;snow;soil;other,rock=45.95;forest=17.15;grass=15.3;snow=13.24;soil=4.8;other=3.57,mountain_02_desert_c,36.81
plains,high,flat,mid,13477,rock;forest;snow;grass;soil;other,rock=34.56;forest=19.6;snow=17.07;grass=16.4;soil=6.74;other=5.63,mountain_02_desert_c,25.64
plains,high,flat,high,27252,rock;snow;grass;forest;other;soil,rock=30.83;snow=28.13;grass=13.35;forest=12.26;other=9.02;soil=6.4,mountain_02_desert_c,21.21
plains,high,valley,low,156911,rock;forest;snow;grass;soil;other,rock=52.2;forest=13.96;snow=13.9;grass=8.08;soil=6.93;other=4.93,mountain_02_desert_c,42.81
plains,high,valley,mid,29306,rock;snow;forest;grass;soil;other,rock=44.72;snow=19.03;forest=10.35;grass=9.22;soil=9.13;other=7.55,mountain_02_desert_c,36.98
plains,high,valley,high,24354,rock;snow;other;forest;grass;soil,rock=36.79;snow=24.13;other=12.43;forest=10.31;grass=9.86;soil=6.48,mountain_02_desert_c,28.12
steppe,low,ridge,low,274,other;rock,other=51.82;rock=48.18,mountain_03,41.97
steppe,low,ridge,mid,8076,rock;other;grass;soil;forest;snow,rock=84.63;other=8.12;grass=3.83;soil=2.66;forest=0.72;snow=0.04,mountain_03,72.63
steppe,low,ridge,high,27202,rock;grass;soil;other;forest;snow,rock=85.5;grass=8.34;soil=3.66;other=1.4;forest=0.94;snow=0.16,mountain_03,78.67
steppe,low,flat,low,2208,rock;other;grass;soil;snow,rock=70.2;other=16.76;grass=7.07;soil=5.93;snow=0.05,mountain_03,48.69
steppe,low,flat,mid,17337,rock;soil;grass;other;snow;forest,rock=83.35;soil=6.95;grass=6.55;other=1.31;snow=1.1;forest=0.74,mountain_03,75.55
steppe,low,flat,high,10274,rock;grass;soil;forest;other;snow,rock=80.34;grass=11.61;soil=4.01;forest=1.78;other=1.3;snow=0.95,mountain_03,78.37
steppe,low,valley,low,14334,rock;other;grass;forest;soil;snow,rock=51.19;other=27.25;grass=11.94;forest=4.58;soil=3.78;snow=1.25,mountain_03,41.9
steppe,low,valley,mid,13076,rock;grass;other;forest;snow;soil,rock=72.97;grass=17.12;other=4.12;forest=2.65;snow=2.02;soil=1.12,mountain_03,67.93
steppe,low,valley,high,4298,rock;grass;other;forest;soil;snow,rock=88.65;grass=5.44;other=3.23;forest=1.21;soil=0.86;snow=0.6,mountain_03,82.69
steppe,mid,ridge,low,1704,rock;other;grass;soil;forest,rock=58.57;other=29.93;grass=8.33;soil=1.88;forest=1.29,mountain_03,44.54
steppe,mid,ridge,mid,13491,rock;grass;other;soil;forest;snow,rock=62.52;grass=13.41;other=12.59;soil=9.66;forest=1.37;snow=0.45,mountain_03,55.46
steppe,mid,ridge,high,51337,rock;grass;other;soil;snow;forest,rock=80.29;grass=9.03;other=4.77;soil=4.63;snow=0.71;forest=0.57,mountain_03,74.22
steppe,mid,flat,low,6371,rock;other;soil;grass;forest,rock=48.12;other=25.04;soil=12.34;grass=10.22;forest=4.29,mountain_03,36.18
steppe,mid,flat,mid,27125,rock;other;soil;grass;forest;snow,rock=59.82;other=15.92;soil=12.45;grass=9.18;forest=2.11;snow=0.52,mountain_03,48.87
steppe,mid,flat,high,24218,rock;other;grass;soil;forest;snow,rock=74.6;other=11.88;grass=8.4;soil=4.42;forest=0.69;snow=0.01,mountain_03,68.85
steppe,mid,valley,low,27960,rock;grass;other;forest;soil;snow,rock=53.4;grass=19.52;other=16.98;forest=7.56;soil=2.1;snow=0.44,mountain_03,41.46
steppe,mid,valley,mid,22089,rock;grass;other;soil;forest;snow,rock=67.79;grass=17.43;other=5.18;soil=4.99;forest=3.69;snow=0.91,mountain_03,58.0
steppe,mid,valley,high,10631,rock;grass;other;forest;soil,rock=79.94;grass=9.28;other=7.31;forest=1.75;soil=1.72,mountain_03,75.57
steppe,high,ridge,low,1748,grass;rock;other;forest,grass=44.97;rock=39.13;other=11.5;forest=4.41,drylands_01_grassy,44.45
steppe,high,ridge,mid,3148,rock;grass;soil;other;forest,rock=79.99;grass=16.65;soil=1.37;other=1.27;forest=0.73,mountain_03,72.84
steppe,high,ridge,high,13780,rock;grass;other;snow;soil;forest,rock=92.9;grass=4.07;other=1.91;snow=0.7;soil=0.38;forest=0.04,mountain_03,88.95
steppe,high,flat,low,2509,rock;grass;other;forest;soil,rock=70.27;grass=14.47;other=8.77;forest=4.58;soil=1.91,mountain_03,62.46
steppe,high,flat,mid,4259,rock;grass;other;soil;forest,rock=80.25;grass=11.34;other=5.45;soil=1.67;forest=1.29,mountain_03,74.15
steppe,high,flat,high,5809,rock;grass;other;soil;snow;forest,rock=78.43;grass=16.46;other=3.6;soil=1.1;snow=0.36;forest=0.05,mountain_03,71.89
steppe,high,valley,low,15706,rock;grass;other;snow;forest;soil,rock=56.7;grass=28.03;other=10.26;snow=2.15;forest=2.06;soil=0.79,mountain_03,49.06
steppe,high,valley,mid,6555,rock;grass;other;soil;forest;snow,rock=75.39;grass=18.41;other=3.98;soil=1.37;forest=0.47;snow=0.37,mountain_03,69.12
steppe,high,valley,high,5732,rock;grass;other;soil;forest;snow,rock=81.47;grass=16.0;other=2.06;soil=0.31;forest=0.1;snow=0.05,mountain_03,73.62
taiga,low,ridge,low,6735,forest;rock;snow;other;soil,forest=69.03;rock=24.71;snow=4.94;other=1.28;soil=0.04,forest_pine_01,58.43
taiga,low,ridge,mid,28647,forest;rock;snow;other;grass;soil,forest=86.92;rock=9.81;snow=2.76;other=0.29;grass=0.2;soil=0.01,forest_pine_01,84.94
taiga,low,ridge,high,41978,forest;rock;snow;other;soil,forest=88.85;rock=7.96;snow=2.48;other=0.69;soil=0.02,forest_pine_01,85.75
taiga,low,flat,low,60234,forest;rock;snow;other;grass;soil,forest=79.5;rock=15.43;snow=3.43;other=1.31;grass=0.21;soil=0.11,forest_pine_01,72.97
taiga,low,flat,mid,215005,forest;rock;snow;other;grass;soil,forest=94.37;rock=3.19;snow=1.91;other=0.39;grass=0.12;soil=0.02,forest_pine_01,90.04
taiga,low,flat,high,103573,forest;rock;snow;other;grass;soil,forest=91.98;rock=4.74;snow=2.74;other=0.42;grass=0.11;soil=0.01,forest_pine_01,88.78
taiga,low,valley,low,101986,forest;rock;snow;other;grass;soil,forest=73.22;rock=20.82;snow=3.25;other=2.28;grass=0.36;soil=0.07,forest_pine_01,66.97
taiga,low,valley,mid,51012,forest;rock;snow;other;grass;soil,forest=91.0;rock=6.41;snow=2.18;other=0.33;grass=0.07;soil=0.01,forest_pine_01,86.69
taiga,low,valley,high,24406,forest;rock;snow;other;grass;soil,forest=87.45;rock=9.98;snow=1.75;other=0.78;grass=0.03;soil=0.01,forest_pine_01,84.61
taiga,mid,ridge,low,9938,forest;rock;snow;other;soil,forest=85.75;rock=10.09;snow=3.94;other=0.18;soil=0.03,forest_pine_01,63.41
taiga,mid,ridge,mid,12125,forest;rock;snow;other;soil,forest=87.86;rock=9.5;snow=2.04;other=0.45;soil=0.15,forest_pine_01,78.38
taiga,mid,ridge,high,52255,forest;rock;snow;other;soil,forest=78.27;rock=17.28;snow=3.45;other=0.93;soil=0.07,forest_pine_01,73.97
taiga,mid,flat,low,30391,forest;rock;snow;other;soil;grass,forest=78.96;rock=18.59;snow=1.59;other=0.67;soil=0.18;grass=0.02,forest_pine_01,70.45
taiga,mid,flat,mid,28671,forest;rock;snow;other;soil,forest=85.15;rock=13.35;snow=0.89;other=0.5;soil=0.11,forest_pine_01,81.49
taiga,mid,flat,high,35580,forest;rock;other;snow;soil,forest=87.78;rock=9.87;other=1.33;snow=0.98;soil=0.04,forest_pine_01,84.62
taiga,mid,valley,low,81007,forest;rock;snow;other;soil,forest=77.21;rock=17.76;snow=2.82;other=1.98;soil=0.23,forest_pine_01,69.68
taiga,mid,valley,mid,31773,forest;rock;snow;other;soil,forest=88.61;rock=9.8;snow=0.95;other=0.49;soil=0.15,forest_pine_01,82.72
taiga,mid,valley,high,18281,forest;rock;snow;other;soil,forest=87.24;rock=10.88;snow=1.08;other=0.77;soil=0.03,forest_pine_01,81.72
taiga,high,ridge,low,8682,forest;rock;snow;other;soil;grass,forest=77.03;rock=11.32;snow=8.36;other=3.09;soil=0.14;grass=0.06,forest_pine_01,49.57
taiga,high,ridge,mid,5861,forest;snow;rock;other;grass;soil,forest=87.08;snow=7.68;rock=3.75;other=1.06;grass=0.31;soil=0.12,forest_pine_01,70.84
taiga,high,ridge,high,34702,forest;snow;rock;other;grass;soil,forest=86.93;snow=8.13;rock=2.7;other=1.92;grass=0.3;soil=0.03,forest_pine_01,76.71
taiga,high,flat,low,9958,forest;rock;snow;other;grass,forest=78.0;rock=12.56;snow=7.02;other=2.38;grass=0.04,forest_pine_01,62.82
taiga,high,flat,mid,3903,forest;rock;snow;other;soil,forest=82.73;rock=9.63;snow=6.07;other=1.46;soil=0.1,forest_pine_01,72.33
taiga,high,flat,high,11300,forest;snow;rock;other;soil;grass,forest=81.33;snow=8.02;rock=7.12;other=3.41;soil=0.1;grass=0.04,forest_pine_01,71.96
taiga,high,valley,low,42038,forest;rock;snow;other;soil;grass,forest=82.13;rock=12.54;snow=3.28;other=1.92;soil=0.11;grass=0.02,forest_pine_01,72.27
