province,centroid_x,centroid_y_top,loc_x,loc_y,loc_z,dx,dz_if_bottom_origin,dz_if_top_origin
343,1854.6,754.4,1857.077637,0.0,3851.085449,2.5,2.5,3096.7
344,1888.7,715.1,1900.849365,0.0,3893.021484,12.2,-0.2,3177.9
345,1806.6,689.1,1802.820923,0.0,3914.489258,-3.8,4.4,3225.4
346,1826.1,748.8,1820.077637,0.0,3849.085449,-6.0,10.1,3100.3
347,1798.0,758.8,1800.077637,0.0,3847.085449,2.1,2.1,3088.3
348,1771.1,735.8,1776.077637,0.0,3873.085449,4.9,-0.8,3137.3
349,1814.1,727.6,1810.4104,0.0,3877.598145,-3.7,2.8,3150.0
350,1785.8,668.9,1783.557251,0.0,3934.427246,-2.2,4.7,3265.6
351,1762.3,644.1,1756.495605,0.0,3953.693848,-5.8,10.2,3309.6
352,1719.2,675.0,1718.018677,0.0,3923.986328,-1.2,9.0,3249.0
353,1777.9,705.6,1773.546021,0.0,3898.018066,-4.3,4.4,3192.4
354,1839.1,699.2,1848.561768,0.0,3906.126953,9.5,2.7,3206.9
355,1839.7,670.8,1832.344238,0.0,3935.035645,-7.4,2.2,3264.3
356,1823.4,665.0,1815.28894,0.0,3939.589844,-8.1,3.4,3274.6
357,1797.6,630.6,1803.745117,0.0,3979.783691,6.1,-2.4,3349.2
358,1764.1,608.3,1771.682617,0.0,3992.683105,7.6,7.0,3384.4
359,1802.5,593.7,1802.020264,0.0,4014.123535,-0.5,0.2,3420.4
360,1834.6,625.3,1840.481812,0.0,3983.04834,5.9,-0.3,3357.8
361,1838.8,577.8,1850.22583,0.0,4018.728516,11.5,11.4,3440.9
362,1800.0,562.2,1796.077637,0.0,4048.085449,-3.9,-2.3,3485.9
363,1834.8,546.4,1829.272217,0.0,4052.880859,-5.5,8.7,3506.5
364,1855.9,551.7,1852.077637,0.0,4045.085449,-3.8,11.2,3493.3
365,1881.5,527.0,1877.577148,0.0,4071.85498,-3.9,9.1,3544.8
366,1858.9,502.0,1866.78894,0.0,4116.630371,7.9,-10.7,3614.6
367,1914.6,494.7,1919.397583,0.0,4104.065918,4.8,9.2,3609.4
368,1959.5,469.6,1952.696899,0.0,4125.01709,-6.8,13.4,3655.5
369,1920.5,897.2,1909.825439,0.0,3706.489746,-10.7,4.3,2809.3
370,1910.1,915.1,1908.820557,0.0,3684.837158,-1.3,8.1,2769.8
371,1920.9,924.2,1922.077637,0.0,3684.085449,1.2,-0.3,2759.9
372,1936.5,880.1,1939.077637,0.0,3722.085449,2.6,5.8,2842.0
373,1916.4,307.1,1912.771484,0.0,4302.078125,-3.6,-1.2,3994.9
374,1909.0,338.6,1897.749512,0.0,4277.904297,-11.2,-8.5,3939.3
375,1955.2,401.6,1960.162964,0.0,4191.33252,5.0,15.1,3789.7
376,1838.1,239.6,1831.443726,0.0,4381.698242,-6.6,-13.3,4142.1
377,1812.2,308.3,1801.221313,0.0,4306.084961,-11.0,-6.4,3997.8
378,1966.0,296.3,1971.138428,0.0,4307.42334,5.1,4.3,4011.2
379,1928.6,265.9,1918.895508,0.0,4340.185059,-9.7,1.9,4074.3
380,1975.6,232.0,1984.161011,0.0,4366.557617,8.6,9.4,4134.5
381,1766.8,330.5,1766.077637,0.0,4276.085449,-0.7,1.4,3945.5
382,1932.6,438.0,1928.20874,0.0,4166.178223,-4.4,3.9,3728.2
383,1865.1,189.4,1856.353149,0.0,4410.02002,-8.7,8.6,4220.6
384,1999.8,194.6,2003.846436,0.0,4417.979492,4.0,-4.6,4223.3
385,2084.9,237.9,2096.689697,0.0,4342.043457,11.8,28.1,4104.2
386,1753.4,522.8,1750.238403,0.0,4077.825684,-3.2,7.3,3555.0
387,2129.9,254.2,2132.466797,0.0,4362.163574,2.5,-8.4,4108.0
388,2161.7,296.1,2169.604248,0.0,4302.731445,7.9,9.2,4006.6
389,1742.0,546.6,1742.290527,0.0,4058.710938,0.3,2.7,3512.1
390,2186.5,232.7,2174.52417,0.0,4374.970703,-12.0,0.3,4142.2
391,2117.2,160.4,2123.119141,0.0,4434.125488,5.9,13.5,4273.7
392,2052.7,178.2,2052.779785,0.0,4414.76123,0.1,15.0,4236.5
393,1902.0,120.2,1890.569946,0.0,4482.859863,-11.4,5.0,4362.7
394,1992.4,121.4,1991.680908,0.0,4467.40625,-0.7,19.2,4346.0
395,2033.9,74.1,2033.077637,0.0,4532.085449,-0.9,1.8,4457.9
396,2100.8,62.1,2103.608154,0.0,4534.715332,2.8,11.2,4472.7
397,2053.0,131.4,2044.081665,0.0,4492.88916,-8.9,-16.3,4361.5
398,2133.6,110.1,2142.320801,0.0,4505.469238,8.7,-7.5,4395.4
399,2192.1,62.4,2194.476318,0.0,4534.042969,2.4,11.6,4471.7
400,2187.6,115.8,2184.708252,0.0,4483.105469,-2.9,9.1,4367.3
401,2223.5,206.3,2225.93457,0.0,4397.848145,2.4,3.9,4191.6
402,2266.8,135.2,2269.196533,0.0,4462.993652,2.4,9.8,4327.8
