county,ck2_province,baronies,county_px,county_radius_px,distinct_slots,distinct_slots_inside_county,spread_all_slots_px,spread_inside_px,spread_inside_over_radius
c_dragongrounds,2638,1,14942,69.0,7,4,6318.9,87.0,1.261
c_dragonisle,1136,1,784,15.8,6,2,63.5,5.7,0.358
c_dragonspear,6,1,10524,57.9,7,5,127.5,95.4,1.649
c_dralpur,781,3,14702,68.4,5,5,70.4,70.4,1.029
c_draya,1296,2,21866,83.4,6,6,96.5,96.5,1.157
c_drelagara,1111,1,9272,54.3,4,3,64.5,59.4,1.094
c_drik_hargunen,2505,1,1233,19.8,3,2,24.2,14.1,0.714
c_druarwood,33,1,4055,35.9,6,5,52.9,41.4,1.152
c_drubiev,1773,1,6060,43.9,7,4,6266.9,42.2,0.96
c_dubegat,1454,1,8428,51.8,4,3,31.6,28.2,0.544
c_duirtanal,722,3,10945,59.0,5,5,62.6,62.6,1.061
c_dun_hills,501,1,9348,54.5,7,7,65.5,65.5,1.201
c_dun_orthass,2537,1,2414,27.7,3,3,24.2,24.2,0.872
c_dun_tharos,2539,1,8388,51.7,3,3,24.2,24.2,0.468
c_dunod,155,2,2964,30.7,6,4,52.9,40.0,1.302
c_dunspeirrin,2506,1,1092,18.6,3,3,23.3,23.3,1.248
c_dunwood,989,1,8973,53.4,3,3,23.3,23.3,0.435
c_durgach,772,2,3656,34.1,5,3,62.6,37.0,1.085
c_durlags_tower,65,1,5601,42.2,3,3,23.8,23.8,0.563
c_dusklan,2154,2,1410,21.2,5,3,47.0,26.0,1.227
c_dust_road,557,1,17601,74.9,7,7,73.4,73.4,0.98
c_dustwall,770,1,11397,60.2,7,4,129.0,37.5,0.622
c_dustwaves,713,2,10968,59.1,5,4,89.9,62.6,1.06
c_dwarven_valley,2616,2,1261,20.0,6,5,6559.3,36.9,1.841
c_dynnegall,316,1,752,15.5,7,3,61.3,20.6,1.332
c_dzoulins_cradle,1176,1,24166,87.7,5,5,76.5,76.5,0.872
c_eagle_hills,1117,2,3401,32.9,5,4,51.1,43.0,1.307
c_eartheart,489,3,4428,37.5,5,4,62.6,62.6,1.668
c_earthfast,1569,2,1499,21.8,7,6,5451.6,40.0,1.831
c_earthwood,1181,1,3267,32.2,7,3,53.5,40.4,1.252
c_east_keep,2474,3,2181,26.3,5,4,6339.5,24.5,0.93
c_east_lluirwood,741,1,13477,65.5,6,5,114.8,62.6,0.956
c_east_methwood,2454,1,9073,53.7,3,3,22.8,22.8,0.425
c_east_rendai,2332,3,36263,107.4,3,3,22.8,22.8,0.213
c_east_soravia,368,1,19655,79.1,5,5,62.6,62.6,0.792
c_east_tejarn,87,2,5032,40.0,3,3,23.3,23.3,0.583
c_eastgulth,572,1,8127,50.9,6,5,52.6,43.2,0.849
c_easting,1429,1,5591,42.2,7,4,4485.9,29.5,0.7
c_eastwood,300,3,5689,42.6,6,4,61.1,33.5,0.788
c_eayan_aljunun,1615,1,2532,28.4,4,3,27.7,25.6,0.902
c_ebenfar,68,2,9196,54.1,3,3,22.8,22.8,0.422
c_edenvale,811,3,9775,55.8,7,7,67.9,67.9,1.217
c_edouura,652,3,8489,52.0,5,5,63.3,63.3,1.217
c_eghagu,1246,1,8296,51.4,5,4,62.6,41.4,0.806
c_ejen_horo,701,1,22738,85.1,5,5,75.0,75.0,0.881
c_ekwong,1328,1,46196,121.3,5,5,71.1,71.1,0.586
c_elbencort,1716,2,5429,41.6,7,4,4187.4,35.5,0.853
c_elbulder,608,3,10447,57.7,6,6,63.3,63.3,1.097
c_elchulmarch,646,2,13481,65.5,7,7,80.9,80.9,1.235
c_eldaths_water,1707,1,5309,41.1,7,4,4695.3,35.6,0.866
c_eldergroves,1720,1,19150,78.1,7,4,4623.4,45.5,0.583
c_eldrinfar,806,4,7441,48.7,6,5,62.6,62.6,1.287
c_elemetar,122,2,4041,35.9,7,5,82.6,30.6,0.853
c_elghal,616,2,8413,51.7,5,5,62.6,62.6,1.21
c_elion,1118,2,4623,38.4,4,3,72.7,29.6,0.772
c_elmwood,2468,2,1914,24.7,4,4,41.4,41.4,1.677
c_elne,1490,1,7862,50.0,5,4,68.4,47.7,0.953
c_eltabbar,1034,4,3286,32.3,5,3,65.2,28.0,0.866
c_elturel,15,4,3449,33.1,4,4,31.4,31.4,0.947
c_elven_court,335,2,5211,40.7,6,6,52.6,52.6,1.292
c_elven_port,1692,2,7961,50.3,7,5,5195.5,52.0,1.032
c_elventree,269,2,1966,25.0,4,3,43.4,36.1,1.444
c_elversult,185,4,5619,42.3,6,5,72.2,55.4,1.311
c_elveswatch,735,1,14578,68.1,5,4,64.5,61.4,0.901
c_emmech,1028,2,2385,27.6,6,4,52.6,42.5,1.544
c_end_of_light,1089,2,27645,93.8,7,6,123.1,110.4,1.176
c_endar_aglandtor,1708,2,8848,53.1,7,4,4853.3,41.8,0.787
c_endless_blizzard,52,2,10220,57.0,3,3,23.8,23.8,0.417
c_enlightened_ring,957,2,7397,48.5,6,6,60.4,60.4,1.246
c_envarl,751,2,7523,48.9,6,5,63.0,57.0,1.165
c_erebos,626,3,2254,26.8,6,3,70.4,22.2,0.829
c_erech_forest,925,1,6006,43.7,5,4,62.6,47.4,1.084
c_errusk,550,1,19394,78.6,7,7,74.1,74.1,0.943
c_erum,1759,2,10320,57.3,7,4,5595.4,33.4,0.583
c_eryndlyn,2443,2,1357,20.8,3,2,23.3,14.1,0.68
c_esbresh,789,3,9763,55.7,5,4,83.4,63.3,1.135
c_escalant,1040,3,2355,27.4,6,3,51.9,21.3,0.777
c_eshpurta,78,4,4016,35.8,4,4,24.3,24.3,0.681
c_eskat,559,1,24543,88.4,5,5,79.1,79.1,0.895
c_esmeltaran,76,2,5448,41.6,6,6,57.3,57.3,1.375
c_essembra,272,3,2956,30.7,7,6,61.1,49.2,1.603
c_estan,728,2,17732,75.1,5,5,64.8,64.8,0.862
c_ethvale,1013,2,11878,61.5,5,5,62.6,62.6,1.018
c_eveningstar,251,4,2867,30.2,7,6,65.0,46.6,1.543
c_evereska,112,5,4730,38.8,6,6,52.9,52.9,1.363
c_everlund,29,3,3838,35.0,7,6,52.6,44.2,1.265
c_evermelt,51,1,8085,50.7,7,6,68.0,38.3,0.754
c_everwide,549,1,19094,78.0,6,6,89.1,89.1,1.143
c_eyegad,2444,1,1390,21.0,3,3,23.3,23.3,1.109
c_faeressar,2591,1,2190,26.4,5,5,67.0,67.0,2.538
c_fahhas,1474,3,3749,34.5,5,3,66.0,30.8,0.892
c_fairheight,1567,2,841,16.4,7,3,36.1,15.2,0.931
c_fallen_giant_rift,1060,1,18353,76.4,6,6,85.8,85.8,1.123
c_fallen_lands,108,3,13650,65.9,5,4,72.8,41.2,0.625
c_fallow_steppe,1320,1,25000,89.2,5,5,88.0,88.0,0.986
c_falls_of_erech,926,1,7665,49.4,5,5,68.2,68.2,1.382
c_fanedown,1637,2,4166,36.4,4,4,50.8,50.8,1.395
c_fangmoor,1673,1,4319,37.1,4,4,50.4,50.4,1.361
c_fanus,1482,2,5717,42.7,4,3,46.1,36.5,0.856
c_far_forest,107,1,8083,50.7,7,5,70.2,41.4,0.816
c_far_nemoree,1124,1,358,10.7,6,3,52.6,10.8,1.009
c_far_ulhai,1414,1,48918,124.8,7,6,8708.4,96.1,0.77
c_farhaven,2383,2,2201,26.5,4,4,31.3,31.3,1.181
c_farsea_marsh,375,1,4077,36.0,7,6,59.8,59.8,1.659
c_farshore,302,3,3839,35.0,7,5,55.2,35.1,1.004
c_fasriul,739,3,8660,52.5,7,4,141.3,39.5,0.752
c_fatuta_chuba,975,1,17293,74.2,5,5,77.9,77.9,1.05
c_feifeng,1374,2,10603,58.1,6,6,61.0,61.0,1.051
c_felbarr,106,2,5915,43.4,6,5,52.6,47.4,1.093
c_fell_pass,39,2,2171,26.3,4,4,30.0,30.0,1.142
c_fendarls_gate,1700,1,6185,44.4,7,4,4420.8,37.7,0.85
c_fergana,729,2,16396,72.2,6,6,62.6,62.6,0.867
c_fertile_moon,1392,1,30751,98.9,7,6,7796.8,53.6,0.542
c_fida,1547,1,6382,45.1,3,2,35.4,23.3,0.517
c_fields_of_ganath,1173,2,6003,43.7,6,5,52.9,40.4,0.923
c_fields_of_kesk,689,2,12670,63.5,3,3,23.3,23.3,0.366
c_fields_of_nun,2543,1,6683,46.1,3,3,43.4,43.4,0.941
c_fields_of_pryollus,2417,2,4826,39.2,4,3,42.6,42.6,1.088
c_fields_of_rime,1090,1,27531,93.6,5,5,74.6,74.6,0.797
c_fields_of_salt,1395,1,39980,112.8,7,6,7904.0,71.1,0.63
c_fiends_wing,958,2,14962,69.0,7,7,103.6,103.6,1.501
c_finger_pass,2551,1,1157,19.2,3,2,14.1,12.6,0.659
c_fire_river,379,2,3389,32.8,7,4,92.1,29.2,0.888
c_firealm,1232,2,10618,58.1,7,5,6531.5,57.5,0.988
c_firedrake,116,4,6882,46.8,7,5,73.2,73.2,1.565
c_fireforges,2523,2,1502,21.9,3,3,23.3,23.3,1.064
c_firepeaks,851,3,7839,50.0,7,6,183.2,53.9,1.079
c_fireshear,23,2,6689,46.1,6,4,51.1,43.6,0.944
c_firesteap_hills,543,1,12056,61.9,5,5,82.0,82.0,1.324
c_firesteap_woods,1721,1,7145,47.7,7,4,4520.3,46.6,0.977
c_firetrees,664,3,3907,35.3,3,3,23.8,23.8,0.674
c_firewine,85,2,8994,53.5,7,6,66.9,55.6,1.039
c_flamsterd,214,1,1315,20.5,5,2,52.6,12.2,0.595
c_flatshield,538,1,25804,90.6,5,5,75.0,75.0,0.827
c_flint_rock,2509,1,3896,35.2,3,3,23.8,23.8,0.675
c_flowery_well,898,1,31020,99.4,5,5,73.0,73.0,0.735
c_flyndagol,785,2,13437,65.4,6,5,89.2,52.9,0.809
c_forest_of_wyrms,102,1,9853,56.0,5,5,63.3,63.3,1.129
c_forests_edge,2486,1,23340,86.2,3,3,23.3,23.3,0.271
c_forgefires,2392,1,2403,27.7,3,3,25.3,25.3,0.915
c_forgotten_forest,110,1,4423,37.5,6,4,52.9,26.1,0.695
c_forharn,353,3,2091,25.8,4,4,30.5,30.5,1.181
c_forlorn_hills,468,3,5636,42.4,7,7,66.7,66.7,1.575
c_fornaluit_plain,554,1,21451,82.6,5,5,62.6,62.6,0.758
c_forol,552,1,19393,78.6,7,7,72.0,72.0,0.916
c_free_heights,1760,1,17825,75.3,7,4,6352.1,38.3,0.508
c_freedale,2603,1,2811,29.9,6,6,31.6,31.6,1.056
c_frostfenn,217,1,3231,32.1,6,3,63.6,24.0,0.748
c_frozen_flindyke,355,1,7141,47.7,4,4,29.0,29.0,0.608
c_frozen_forest,387,1,27247,93.1,5,5,63.3,63.3,0.679
c_fuirgar,724,3,12342,62.7,5,5,62.6,62.6,0.999
c_fujegat,1470,2,4957,39.7,3,3,49.0,49.0,1.235
c_fukiow,1381,2,24037,87.5,6,6,87.5,87.5,1.0
c_fussellshade,672,2,17251,74.1,5,5,62.6,62.6,0.845
c_fustat,824,2,11300,60.0,5,5,61.8,61.8,1.031
c_fyraven,117,4,7060,47.4,5,3,45.0,37.0,0.781
c_gaethluntar,389,1,13957,66.7,5,5,69.2,69.2,1.039
c_galena_snake,1578,2,5750,42.8,7,4,5844.9,58.9,1.377
c_galenarr,343,1,1748,23.6,7,4,51.9,18.0,0.764
c_gallads_garden,1177,1,12539,63.2,7,7,55.8,55.8,0.883
c_galuka,835,1,20573,80.9,7,4,152.0,59.8,0.739
c_gamruhan,1558,1,6527,45.6,3,3,24.2,24.2,0.53
c_gana,1598,3,6391,45.1,5,4,46.7,44.0,0.976
c_ganathwood,685,2,10243,57.1,3,3,23.3,23.3,0.407
c_gate_of_heaven,956,2,1969,25.0,6,4,56.6,39.6,1.583
c_gauros,1039,2,7271,48.1,7,6,78.2,47.0,0.978
c_geman,912,1,41692,115.2,5,4,115.6,61.8,0.537
c_generals_stand,1313,1,8411,51.7,5,4,62.6,41.4,0.8
c_genies_garden,1273,1,29377,96.7,6,6,62.6,62.6,0.648
c_genval,540,1,18054,75.8,7,7,63.1,63.1,0.833
c_ghaastwood,726,1,24659,88.6,5,5,81.6,81.6,0.921
c_ghajar,939,1,9025,53.6,5,4,91.6,62.6,1.168
c_ghalagar,637,1,11840,61.4,5,4,123.0,62.6,1.02
c_gheldaneth,679,4,4411,37.5,6,4,65.3,48.2,1.285
c_ghost_leopard,961,2,28268,94.9,5,5,62.6,62.6,0.66
c_giant_gap,2538,1,1861,24.3,3,3,16.5,16.5,0.678
c_giants_run,201,1,12080,62.0,6,5,61.8,45.9,0.74
c_gildenglade,240,4,6098,44.1,3,3,23.3,23.3,0.528
c_gimise,1515,1,11818,61.3,4,4,41.2,41.2,0.671
c_giniracha,1507,1,4849,39.3,4,3,51.5,23.3,0.594
c_giteyosha,2389,3,8286,51.4,5,3,1439.9,21.6,0.421
c_glacier_of_the_white_worm,2350,1,2695,29.3,3,3,23.3,23.3,0.794
c_glakis,1095,1,21338,82.4,6,6,69.4,69.4,0.842
c_glarn,1657,2,5370,41.3,4,4,29.0,29.0,0.701
c_glaurachyndaar,2473,4,2103,25.9,6,5,6546.8,37.9,1.463
c_glaurflow,2136,1,2683,29.2,3,3,42.2,42.2,1.442
c_glister,1584,1,3284,32.3,3,3,22.8,22.8,0.707
c_glitterdelve,592,1,1207,19.6,5,3,61.8,23.8,1.213
c_gnarhelm,313,2,1989,25.2,7,2,5548.1,19.2,0.763
c_gnollhomes,622,1,16455,72.4,6,6,70.2,70.2,0.97
c_goblin_marches,374,1,8151,50.9,3,3,23.3,23.3,0.458
c_golden_crossing,1719,1,9483,54.9,7,4,4568.9,38.3,0.697
c_golden_falcon,1458,1,9458,54.9,3,3,22.8,22.8,0.416
c_golden_fields,758,2,9288,54.4,7,5,117.2,90.2,1.66
c_golden_road,609,1,8810,53.0,7,6,71.4,65.5,1.236
c_golden_shore,2457,2,8477,51.9,4,3,70.2,45.5,0.877
c_goldenfields,2427,2,1315,20.5,3,3,14.1,14.1,0.691
c_gomwenk,1250,1,7575,49.1,5,5,63.3,63.3,1.288
c_gondistho,1674,1,5276,41.0,6,3,71.0,46.2,1.128
c_gontal,2141,3,2549,28.5,5,4,50.3,29.6,1.04
c_gontal_pass,2148,1,2439,27.9,6,5,63.0,43.7,1.57
c_gracklstugh,2502,1,901,16.9,4,4,21.9,21.9,1.295
c_granuin_forest,742,1,18557,76.9,6,5,97.2,73.7,0.959
c_graskynar,2524,3,1701,23.3,3,3,19.7,19.7,0.847
c_graulthanc,1689,1,6406,45.2,3,3,23.3,23.3,0.515
c_graxan_forest,2157,1,7231,48.0,6,6,65.7,65.7,1.37
c_great_sands,1101,1,14995,69.1,6,6,76.9,76.9,1.113
c_great_traders_way,743,1,18937,77.6,5,5,86.6,86.6,1.116
c_green_fields,1701,1,10834,58.7,3,3,22.8,22.8,0.389
c_green_shadows,2533,2,8536,52.1,4,4,35.8,35.8,0.688
c_greenest,73,2,7269,48.1,6,5,62.2,57.4,1.194
c_greenshores,118,3,4305,37.0,7,3,53.2,20.9,0.564
c_greentree,1155,3,4446,37.6,4,4,27.9,27.9,0.74
c_grendel,809,2,20902,81.6,6,5,96.0,83.0,1.018
c_grey_wood,1202,1,5994,43.7,7,5,5171.8,52.9,1.211
c_greycloak_hills,113,2,5427,41.6,6,6,52.6,52.6,1.266
c_grimroost,1677,2,3159,31.7,4,3,64.1,49.3,1.553
c_grondsgrunn,218,1,1049,18.3,7,3,55.9,45.2,2.475
c_grunwald,1200,1,4276,36.9,7,4,168.7,40.3,1.093
c_guallidurth,2651,1,735,15.3,3,0,23.8,0.0,0.0
c_guihar,2479,1,24195,87.8,3,3,24.2,24.2,0.275
c_guilmarl,796,2,11059,59.3,6,6,97.9,97.9,1.651
c_gukh,860,1,14786,68.6,7,6,81.9,53.2,0.775
c_gullrocks,213,1,556,13.3,6,1,62.6,0.0,0.0
c_gundar_forest,752,1,4426,37.5,6,4,60.5,35.9,0.957
c_gundarlun,226,1,1377,20.9,5,1,62.6,0.0,0.0
c_gurvandene,883,1,28815,95.8,5,4,128.5,62.6,0.654
c_guth,438,2,4942,39.7,6,4,52.9,47.0,1.186
c_haatar_baen,1575,3,6872,46.8,7,4,5657.3,52.4,1.12
c_haelwood,1204,3,5202,40.7,4,3,58.9,22.0,0.54
c_hafaya,950,4,7750,49.7,5,3,62.6,37.9,0.764
c_hahami,1591,1,4874,39.4,3,2,47.9,22.5,0.571
c_hai_jungle,1321,1,49182,125.1,6,6,108.1,108.1,0.864
c_hakim,1590,1,5620,42.3,5,4,52.3,29.2,0.691
c_halagard,640,2,5534,42.0,6,5,72.4,56.0,1.334
c_halangorn,1447,3,3026,31.0,7,6,4785.1,43.7,1.407
c_halar_hills,642,2,10804,58.6,7,6,77.8,66.0,1.126
c_halarahh,635,4,6053,43.9,6,4,68.8,44.3,1.009
c_halaze,639,2,4022,35.8,6,4,52.9,40.4,1.128
c_halruaan_heights,1213,1,12148,62.2,7,5,3932.1,87.5,1.407
c_halu,1377,1,27175,93.0,5,5,62.6,62.6,0.673
c_halwa,1464,3,5992,43.7,5,5,42.1,42.1,0.963
c_hame,1765,1,26374,91.6,7,4,7387.3,62.3,0.68
c_hamid,1560,1,16946,73.4,4,4,29.5,29.5,0.402
c_hamlar_hills,1571,2,2978,30.8,5,3,55.4,23.3,0.758
c_hammer_hall,98,1,5553,42.0,7,4,114.6,41.2,0.981
c_hand_of_the_sky,1457,1,20282,80.3,3,3,23.3,23.3,0.289
c_hanya_maut,1287,1,37487,109.2,7,7,138.2,138.2,1.265
c_hap,2608,2,2423,27.8,4,4,33.6,33.6,1.21
c_haqar,727,1,18814,77.4,5,5,74.1,74.1,0.957
c_harb,720,3,7259,48.1,6,3,63.7,28.8,0.6
c_hardang,314,1,3768,34.6,5,3,77.4,57.0,1.646
c_hardcastle,485,3,16333,72.1,5,5,61.8,61.8,0.858
c_harglast,1625,2,2239,26.7,4,3,40.4,27.1,1.014
c_hargleth_forest,1655,1,5028,40.0,6,6,47.4,47.4,1.186
c_harheldur,2519,3,2056,25.6,3,3,23.3,23.3,0.909
c_harlending,591,3,2225,26.6,5,3,62.6,23.3,0.874
c_harngel,1744,1,16020,71.4,7,4,5312.2,56.4,0.789
c_harrowdale,277,2,1737,23.5,7,5,73.7,40.5,1.723
c_hartsvale,48,1,7425,48.6,5,5,65.0,65.0,1.337
c_hasira,2367,3,9149,54.0,3,2,74.3,53.0,0.982
c_hatgiainli,885,1,22963,85.5,7,7,114.2,114.2,1.336
c_havraquoar,2637,1,15563,70.4,7,6,6426.5,81.9,1.163
c_hawa,940,4,6522,45.6,5,4,79.9,62.6,1.374
c_hawksroost,348,1,4364,37.3,7,6,70.3,52.0,1.395
c_haxkhun,1271,1,12317,62.6,6,6,51.9,51.9,0.829
c_hayyir,1460,4,6968,47.1,4,3,55.8,32.6,0.692
c_hazamarch,132,2,6258,44.6,6,5,55.2,36.4,0.816
c_hazuth,733,3,7703,49.5,6,4,83.2,71.8,1.451
c_heartblood,56,2,7299,48.2,6,5,76.6,60.1,1.247
c_heartwood,2419,2,3570,33.7,6,6,40.6,40.6,1.205
c_heldar,771,5,9828,55.9,5,3,62.6,62.6,1.12
c_helenas_wood,986,1,11930,61.6,5,4,62.6,41.4,0.672
c_heliogabalus,370,2,1914,24.7,6,4,53.5,35.1,1.42
c_helm_rift,1064,1,13440,65.4,5,5,62.6,62.6,0.957
c_helms_hold,2426,3,3358,32.7,5,3,33.1,27.7,0.846
c_hengfena,1767,1,20276,80.3,7,4,7777.6,51.4,0.64
c_heptios,2433,2,7424,48.6,3,2,73.1,23.3,0.48
c_herath,795,2,9369,54.6,7,5,93.2,29.7,0.544
c_herders_crook,1375,2,25279,89.7,6,6,62.6,62.6,0.698
c_hernes_wood,1167,1,19325,78.4,7,6,88.5,88.5,1.129
c_heroes_height,2323,1,10626,58.2,3,3,40.3,40.3,0.692
c_hethar,797,3,9540,55.1,6,4,71.2,62.6,1.136
c_hidden_hopes,1214,1,362,10.7,7,2,2057.3,13.2,1.225
c_hidden_vale,2577,1,882,16.8,6,6,41.1,41.1,2.453
c_high_gap,1407,2,2854,30.1,7,5,5163.5,24.7,0.819
c_high_horn,2516,2,2883,30.3,4,4,21.8,21.8,0.721
c_high_moors,2413,1,2767,29.7,4,4,25.3,25.3,0.853
c_high_valley,698,1,5844,43.1,7,7,72.2,72.2,1.674
c_highcastle,278,2,1817,24.0,7,6,64.8,44.6,1.856
c_highcountry,365,1,3749,34.5,7,6,64.1,32.2,0.932
c_highmoon,275,2,2161,26.2,7,5,71.2,55.1,2.1
c_highplume_station,2617,1,2315,27.1,6,5,6651.0,37.6,1.385
c_highstars,814,2,14271,67.4,5,5,76.2,76.2,1.131
c_hills_edge,93,2,4225,36.7,7,6,52.9,39.1,1.065
c_hills_of_scent,1096,1,5620,42.3,7,4,89.6,35.4,0.836
c_hills_of_the_dead_kings,793,2,14147,67.1,5,5,62.6,62.6,0.933
c_hillsfar,268,3,3457,33.2,3,3,33.1,33.1,0.997
c_hilm,1471,4,7890,50.1,3,2,63.5,22.8,0.455
c_hisari,448,2,8046,50.6,6,6,52.9,52.9,1.045
c_hitan_island,1476,1,1244,19.9,4,2,34.0,13.9,0.698
c_hiyal,1453,4,3970,35.5,5,5,44.8,44.8,1.26
c_hlammach,1585,3,1889,24.5,7,4,5452.3,27.5,1.122
c_hlath,577,3,2797,29.8,7,3,83.0,24.4,0.816
c_hlaungadath,1091,1,12822,63.9,7,6,88.3,88.3,1.382
c_hlintar,381,1,4739,38.8,6,5,52.9,37.5,0.965
c_hlondeth,205,4,3454,33.2,7,4,52.9,39.6,1.193
c_hluthvar,2435,1,3942,35.4,3,3,24.2,24.2,0.682
c_hoarbridge,924,1,16203,71.8,5,5,62.6,62.6,0.872
c_holdensword,241,2,3484,33.3,5,2,63.9,22.5,0.675
c_hollow_mountain,2471,3,1965,25.0,3,3,16.2,16.2,0.646
c_horaholm,919,1,11602,60.8,5,5,62.6,62.6,1.031
c_horizons,545,1,24381,88.1,7,7,65.5,65.5,0.744
c_horn_of_afyal,1526,2,6436,45.3,4,3,37.0,37.0,0.817
c_horseshoe_oasis,888,1,57967,135.8,5,5,82.7,82.7,0.609
c_hosttower_of_the_arcane,2571,2,1829,24.1,6,4,37.5,30.7,1.271
c_howling_gap,709,1,19438,78.7,6,6,79.5,79.5,1.011
c_hrakhamar,2128,2,2145,26.1,5,3,3595.1,26.1,0.998
c_huai,1769,1,23757,87.0,7,4,7748.7,59.0,0.679
c_hudariyah,1506,1,5406,41.5,5,4,47.5,47.5,1.146
c_huddagh,327,3,5637,42.4,3,3,23.3,23.3,0.551
c_hudid,1481,4,4718,38.8,4,3,35.5,23.3,0.602
c_hulan,1314,1,22976,85.5,5,5,74.2,74.2,0.868
c_hulburg,344,2,2229,26.6,6,4,58.6,33.1,1.241
c_hullack_forest,329,2,5565,42.1,7,7,52.6,52.6,1.25
c_hulm,1541,1,10607,58.1,4,4,59.5,59.5,1.025
c_hundelstone,44,2,1541,22.1,6,4,52.9,27.7,1.252
c_hundred_spears,556,1,16012,71.4,5,5,62.6,62.6,0.877
c_huplik,1253,1,21892,83.5,5,5,69.0,69.0,0.826
c_huzuz,1467,4,3694,34.3,5,3,31.1,22.4,0.652
c_hykopgrok,1245,1,15925,71.2,5,5,70.5,70.5,0.99
c_ibelgrak,1266,1,19217,78.2,6,4,62.6,52.9,0.676
c_ibreb,1609,1,10093,56.7,4,3,50.2,34.5,0.609
c_icelace,1579,1,11532,60.6,7,5,6298.9,79.0,1.304
c_iceroot_forest,855,1,24918,89.1,6,6,62.6,62.6,0.703
c_icespire_peak,2622,1,2177,26.3,7,6,6231.1,37.6,1.428
c_icetail,930,1,4488,37.8,5,4,62.6,50.9,1.348
c_icewind_coast,2561,1,6449,45.3,5,5,42.4,42.4,0.937
c_igenghack,1252,1,22035,83.7,5,5,65.8,65.8,0.786
c_iirgar,526,1,18479,76.7,5,5,83.2,83.2,1.085
c_ikemmu,2559,2,1077,18.5,7,5,5536.8,30.1,1.625
c_ilighon,1207,1,616,14.0,7,2,4853.3,4.0,0.286
c_ilimar,1209,1,16102,71.6,7,6,3870.4,52.9,0.739
c_ilinvur,351,3,7712,49.5,4,4,38.1,38.1,0.769
c_iliphanar,712,2,6606,45.9,5,3,68.5,61.8,1.349
c_ilipur,1430,2,2233,26.7,7,5,4611.3,44.8,1.68
c_iljak,1236,1,954,17.4,3,2,11.7,1.0,0.057
c_illuks,597,1,8811,53.0,5,5,63.3,63.3,1.194
c_illuskwood,2438,1,4194,36.5,3,3,27.1,27.1,0.741
c_ilmwatch,401,3,4939,39.7,6,4,58.0,43.4,1.095
c_iltkazar,2594,2,1391,21.0,5,0,51.4,0.0,0.0
c_imajuvisik,1247,1,18570,76.9,5,5,63.3,63.3,0.823
c_imdolphyn,1628,2,1215,19.7,5,4,49.1,29.0,1.475
c_immerflow,466,2,2898,30.4,6,5,58.5,31.6,1.04
c_immilmar,1017,2,4726,38.8,5,3,62.6,51.6,1.331
c_imnescar,79,3,5610,42.3,7,7,56.6,56.6,1.341
c_impresk,162,4,5747,42.8,7,6,68.9,68.9,1.612
c_imroley,1079,1,19764,79.3,5,5,61.8,61.8,0.78
c_ingdals_arm,1055,2,2009,25.3,5,2,62.6,22.0,0.868
c_ingmur,1422,1,11392,60.2,7,5,6019.3,61.4,1.019
c_inkelvale,955,2,11831,61.4,6,5,78.4,62.0,1.01
c_inkrath,666,2,10047,56.6,3,3,24.2,24.2,0.427
c_innarlith,499,3,10791,58.6,5,3,62.6,62.6,1.069
c_inner_ama,2400,1,48783,124.6,5,5,66.6,66.6,0.535
c_intibah,1604,2,6754,46.4,5,5,33.7,33.7,0.728
c_inupras,1073,1,28101,94.6,5,5,62.6,62.6,0.662
c_ioma,176,2,2633,29.0,6,4,53.9,53.9,1.862
c_irestone,618,1,16881,73.3,7,7,98.2,98.2,1.339
c_iriaebor,92,4,5574,42.1,7,4,72.6,47.4,1.126
c_iris_spring,853,1,36006,107.1,6,6,52.6,52.6,0.492
c_iritasker,2423,1,1419,21.3,4,2,23.3,7.8,0.367
c_iron_keep,2659,1,620,14.0,3,0,23.8,0.0,0.0
c_ironfang_deep,1340,4,3772,34.7,6,5,52.9,41.4,1.195
c_ironfang_keep,2470,3,3050,31.2,3,3,39.6,39.6,1.272
c_ironmaster,43,2,3791,34.7,6,4,49.5,28.0,0.807
c_ironspur,2565,3,4566,38.1,7,7,26.2,26.2,0.687
c_irphong,177,1,804,16.0,6,1,62.5,0.0,0.0
c_isfasan,691,3,7845,50.0,5,5,71.2,71.2,1.425
c_ishamar_isles,1627,1,3057,31.2,5,4,30.5,27.7,0.887
c_ishau,444,1,3692,34.3,6,3,57.7,23.6,0.688
c_iskashyoll,139,2,8449,51.9,5,4,62.6,62.6,1.208
c_isle_of_prespur,1134,1,755,15.5,6,2,59.5,3.0,0.194
c_isle_of_quelthiir,745,1,1293,20.3,7,3,52.9,6.3,0.312
c_ithal_pass,141,2,5676,42.5,5,4,62.6,62.6,1.473
c_ithan,1616,1,3053,31.2,6,5,4280.9,49.7,1.596
c_ithmong,421,2,7430,48.6,5,3,62.6,37.0,0.761
c_ithmonn,123,2,9874,56.1,5,5,68.2,68.2,1.216
c_itiraf,1477,4,5400,41.5,4,3,35.2,24.4,0.587
c_ixinos,581,1,154,7.0,7,2,52.6,2.0,0.286
c_iyrandrar,2436,1,5408,41.5,3,3,23.8,23.8,0.573
c_jaasa,518,3,7514,48.9,5,4,66.3,62.6,1.281
c_jab,1071,1,21516,82.8,7,6,95.5,95.5,1.154
c_jabal_sarahin,2124,1,10420,57.6,4,4,28.2,28.2,0.49
c_jade_gate,1337,2,11892,61.5,5,5,62.6,62.6,1.018
