barony,county,ck3_province,seed_x,seed_y,current_centroid_x,current_centroid_y,dist_px,seed_in_current_cell,current_seed_source
b_geman,c_geman,2183,5336,890,5351.4,907.2,23.1,yes,capital_position
b_ermani,c_generals_stand,3063,7617,1565,7619.2,1562.7,3.2,yes,capital_position
b_genies_garden,c_genies_garden,3334,6079,4995,6089.0,4969.6,27.3,yes,capital_position
b_genval,c_genval,2291,3776,3142,3778.6,3129.9,12.4,yes,capital_position
b_bexel,c_ghaastwood,1729,5750,2153,5754.1,2147.2,7.1,yes,capital_position
b_ghajar,c_ghajar,3391,5375,4850,5376.1,4848.0,2.3,yes,capital_position
b_borah,c_ghalagar,2430,3491,3970,3492.0,3973.3,3.5,yes,capital_position
b_gheldaneth,c_gheldaneth,1621,5012,2587,5013.1,2593.4,6.5,yes,capital_position
b_azala,c_gheldaneth,1623,5060,2591,5075.7,2589.4,15.8,yes,sampled
b_dazarqash,c_gheldaneth,1624,5041,2579,5043.8,2585.5,7.1,yes,sampled
b_delgora,c_gheldaneth,1622,5025,2602,5061.9,2615.8,39.4,no,sampled
b_ings,c_ghost_leopard,1396,6442,4733,6432.2,4755.7,24.7,yes,capital_position
b_narmuli,c_ghost_leopard,1397,6424,4735,6479.5,4666.2,88.4,no,sampled
b_giant_gap,c_giant_gap,1835,4537,1256,4539.5,1254.3,3.0,yes,capital_position
b_iisilmark,c_giants_run,543,3290,2088,3307.0,2075.6,21.1,yes,capital_position
b_gildenglade,c_gildenglade,496,3980,2180,3981.5,2174.3,5.9,yes,capital_position
b_banathar,c_gildenglade,498,3999,2192,3951.2,2169.5,52.8,no,sampled
b_merrydell,c_gildenglade,497,3989,2171,4010.8,2166.6,22.3,no,sampled
b_gimise,c_gimise,3215,6401,5508,6379.4,5517.6,23.7,yes,capital_position
b_giniracha,c_giniracha,3210,6860,5852,6861.0,5829.9,22.1,yes,capital_position
b_giteyosha,c_giteyosha,3418,3053,6284,3060.5,6287.0,8.1,yes,capital_position
b_godaayacado,c_giteyosha,3419,3073,6290,3105.2,6237.3,61.8,no,sampled
b_kibongari,c_giteyosha,3420,3055,6278,3000.4,6313.9,65.3,no,sampled
b_mount_wormlook,c_glacier_of_the_white_worm,749,4197,1395,4199.3,1392.7,3.3,yes,capital_position
b_glakis,c_glakis,298,3145,885,3144.0,872.0,13.0,yes,capital_position
b_glarn,c_glarn,44,935,2460,925.0,2473.8,17.0,yes,capital_position
b_tyebar,c_glarn,45,923,2479,962.8,2429.1,63.8,no,sampled
b_glaurachyndaar,c_glaurachyndaar,2055,2932,715,2930.8,715.5,1.3,yes,capital_position
b_star_mausoleum,c_glaurachyndaar,2057,2926,742,2916.3,703.5,39.7,no,sampled
b_talgotha,c_glaurachyndaar,2056,2918,705,2927.8,743.5,39.7,no,sampled
b_tuerel,c_glaurachyndaar,2058,2928,726,2947.6,714.0,23.0,no,sampled
b_kustaelau,c_glaurflow,87,401,2620,402.8,2617.8,2.9,yes,capital_position
b_glister,c_glister,765,4009,1154,4011.8,1151.5,3.7,yes,capital_position
b_glitterdelve,c_glitterdelve,2207,4396,3132,4398.0,3131.6,2.0,yes,capital_position
b_gnarhelm,c_gnarhelm,2735,2012,1445,2002.3,1446.6,9.9,yes,capital_position
b_deaths_door,c_gnarhelm,2736,2000,1430,1998.5,1414.7,15.4,yes,sampled
b_ouargh,c_gnollhomes,2420,4462,3736,4447.8,3746.7,17.8,yes,capital_position
b_lundar,c_goblin_marches,284,3270,1533,3272.0,1531.8,2.3,yes,capital_position
b_aurinstrat,c_golden_crossing,574,4015,2630,4005.2,2634.7,10.9,yes,capital_position
b_fereej_al_amail,c_golden_falcon,3239,6028,5510,6022.7,5505.1,7.2,yes,capital_position
b_ganak,c_golden_fields,1307,5807,3462,5810.9,3458.0,5.6,yes,capital_position
b_sish,c_golden_fields,1308,5762,3478,5744.3,3485.3,19.1,yes,sampled
b_nagaford,c_golden_road,573,3909,2618,3913.7,2625.0,8.4,yes,capital_position
b_pharus,c_golden_shore,1579,5047,2382,5077.9,2395.2,33.6,yes,capital_position
b_zassatam,c_golden_shore,1580,5090,2397,5052.2,2345.2,64.1,no,sampled
b_goldenfields,c_goldenfields,2007,2381,1031,2381.5,1038.6,7.6,yes,capital_position
b_harvesthome,c_goldenfields,2008,2391,1021,2388.4,1010.0,11.3,yes,sampled
b_gomwenk,c_gomwenk,815,4548,746,4545.0,746.5,3.0,yes,capital_position
b_gondistho,c_gondistho,146,993,2210,1001.1,2189.3,22.2,yes,capital_position
b_gontal,c_gontal,74,327,2782,323.4,2787.1,6.2,yes,capital_position
b_areyn,c_gontal,76,304,2784,313.5,2763.7,22.4,no,sampled
b_sanda,c_gontal,75,311,2767,344.3,2779.7,35.7,no,sampled
b_djerad_saari,c_gontal_pass,24,436,2790,420.9,2782.9,16.7,yes,capital_position
b_gracklstugh,c_gracklstugh,3592,2479,697,2481.3,694.2,3.6,yes,capital_position
b_atag,c_granuin_forest,2485,4810,3931,4817.3,3888.0,43.7,yes,capital_position
b_graskynar,c_graskynar,1837,4595,1293,4594.3,1292.5,0.9,yes,capital_position
b_tavwurn,c_graskynar,1839,4613,1301,4613.2,1297.5,3.5,yes,sampled
b_yaughsonn,c_graskynar,1838,4605,1283,4576.7,1281.0,28.3,no,sampled
b_graulthanc,c_graulthanc,98,362,2462,364.9,2459.8,3.7,yes,capital_position
b_graxan,c_graxan_forest,32,534,2915,532.2,2905.5,9.7,yes,capital_position
b_maatar,c_great_sands,266,3225,1299,3228.6,1296.1,4.6,yes,capital_position
b_thruldar,c_great_traders_way,2493,5047,3623,5105.2,3613.5,59.0,yes,capital_position
b_astranar,c_green_fields,2565,2813,1819,2815.0,1816.8,3.0,yes,capital_position
b_thurgabanteth,c_green_shadows,552,4130,2401,4119.2,2398.1,11.2,yes,capital_position
b_tempushrine,c_green_shadows,553,4163,2415,4172.5,2405.4,13.5,yes,sampled
b_greenest,c_greenest,2558,2885,1832,2879.8,1833.8,5.6,yes,capital_position
b_millstone,c_greenest,2559,2903,1809,2925.7,1823.8,27.1,yes,sampled
b_kirgard,c_greenshores,2622,2625,2325,2626.9,2318.2,7.0,yes,capital_position
b_kirlyntar,c_greenshores,2623,2619,2305,2610.5,2257.9,47.9,no,sampled
b_st_domin,c_greenshores,2624,2625,2305,2630.8,2359.0,54.3,no,sampled
b_greengrove,c_greentree,850,3731,1340,3729.3,1342.5,3.0,yes,capital_position
b_kerymiir,c_greentree,852,3757,1350,3760.5,1342.1,8.6,yes,sampled
b_ushaalnoth,c_greentree,851,3747,1328,3689.0,1326.8,58.1,no,sampled
b_urhar,c_grendel,1359,6618,4096,6637.9,4061.6,39.7,yes,capital_position
b_bemame,c_grendel,1360,6645,4133,6634.4,4139.2,12.3,yes,sampled
b_caerenvalt,c_grey_wood,1124,4243,1670,4235.3,1660.1,12.5,yes,capital_position
b_greyhome,c_greycloak_hills,2922,3069,1260,3057.0,1259.0,12.0,yes,capital_position
b_halfway_inn,c_greycloak_hills,2923,3079,1250,3103.4,1254.1,24.7,no,sampled
b_grimroost,c_grimroost,137,876,2167,859.0,2164.0,17.3,yes,capital_position
b_arsthar,c_grimroost,138,925,2172,927.7,2168.6,4.3,yes,sampled
b_arndtbergon,c_grondsgrunn,2767,1795,1537,1786.8,1555.9,20.6,yes,capital_position
b_grunwald,c_grunwald,1982,2358,611,2353.7,591.7,19.8,yes,capital_position
b_guihar,c_guihar,2985,7963,2325,7964.6,2323.8,2.0,yes,capital_position
b_guilmarl,c_guilmarl,2389,4247,4195,4247.6,4194.9,0.6,yes,capital_position
b_coibal,c_guilmarl,2390,4283,4203,4232.6,4145.5,76.5,no,sampled
b_gukh,c_gukh,3171,6442,1086,6414.3,1077.1,29.0,yes,capital_position
b_gull_nest,c_gullrocks,2710,1410,1873,1395.8,1888.8,21.3,yes,capital_position
b_gundar_kanga,c_gundar_forest,1189,5563,3605,5563.4,3603.8,1.3,yes,capital_position
b_gundbarg,c_gundarlun,2704,1726,730,1728.7,727.5,3.7,yes,capital_position
b_gurvandene,c_gurvandene,3135,6974,842,7009.7,831.2,37.3,yes,capital_position
b_guth,c_guth,686,2662,3662,2671.8,3640.3,23.8,yes,capital_position
b_olmfarth,c_guth,687,2647,3685,2654.9,3699.5,16.5,yes,sampled
b_hillsafar_hall,c_haatar_baen,775,4128,1193,4139.0,1197.0,11.7,yes,capital_position
b_black_hole,c_haatar_baen,776,4144,1180,4094.8,1164.4,51.6,no,sampled
b_mt_throndor,c_haatar_baen,777,4093,1168,4092.8,1204.6,36.6,no,sampled
b_haelev,c_haelwood,969,253,1444,259.3,1444.3,6.3,yes,capital_position
b_afen_allanar,c_haelwood,971,272,1455,266.0,1406.2,49.2,no,sampled
b_onorar,c_haelwood,970,255,1465,236.3,1473.2,20.4,no,sampled
b_hafaya,c_hafaya,3370,5889,4826,5890.8,4823.1,3.4,yes,capital_position
b_dammaydah,c_hafaya,3373,5873,4850,5884.8,4851.0,11.8,yes,sampled
b_umm_gafago,c_hafaya,3372,5909,4838,5841.6,4827.7,68.2,no,sampled
b_hahami,c_hahami,3272,5864,6048,5865.0,6045.0,3.2,yes,capital_position
b_hai,c_hai_jungle,1464,7810,3251,7811.0,3244.1,7.0,yes,capital_position
b_hakim,c_hakim,3508,5361,6001,5354.4,6005.3,7.9,yes,capital_position
b_halagard,c_halagard,2466,3503,4045,3490.8,4046.9,12.3,yes,capital_position
b_kithymm,c_halagard,2467,3473,4017,3544.5,4034.1,73.5,no,sampled
b_talmost,c_halangorn,2118,2442,1078,2445.3,1077.0,3.4,yes,capital_position
b_hardstone,c_halangorn,2120,2440,1045,2436.4,1053.7,9.4,yes,sampled
b_loghann,c_halangorn,2119,2463,1064,2456.9,1098.8,35.3,no,sampled
b_mathass,c_halar_hills,2449,3438,3861,3452.2,3868.2,15.9,yes,capital_position
b_nuundal,c_halar_hills,2450,3378,3867,3388.1,3853.1,17.2,yes,sampled
b_halarahh,c_halarahh,2422,3606,3943,3595.6,3953.0,14.4,yes,capital_position
b_halabar,c_halarahh,2424,3591,3967,3638.7,3941.3,54.2,no,sampled
b_lath,c_halarahh,2423,3624,3939,3657.4,3916.7,40.2,no,sampled
b_mardala,c_halarahh,2425,3610,3927,3607.9,3917.6,9.6,yes,sampled
b_halaze,c_halaze,2468,3470,4101,3462.1,4083.2,19.5,yes,capital_position
b_maezoun,c_halaze,2469,3440,4074,3486.9,4130.3,73.3,no,sampled
b_broken_helms,c_halruaan_heights,2503,4015,3664,4023.4,3665.7,8.6,yes,capital_position
b_guizen,c_halu,3004,8066,4154,8070.5,4154.8,4.6,yes,capital_position
b_halwa,c_halwa,3231,5969,5591,5961.6,5586.8,8.5,yes,capital_position
b_qurtai,c_halwa,3232,5953,5610,5999.0,5574.9,57.9,no,sampled
b_shinuraiq,c_halwa,3233,5983,5608,5950.0,5626.0,37.6,no,sampled
b_hame,c_hame,3046,7279,2771,7265.1,2787.0,21.2,yes,capital_position
b_hamid,c_hamid,3356,5508,5735,5507.0,5717.4,17.6,yes,capital_position
b_arnise,c_hamlar_hills,187,2594,2020,2601.8,2021.6,8.0,yes,capital_position
b_st_carwells_vale,c_hamlar_hills,188,2586,2010,2570.1,1993.1,23.2,no,sampled
b_hammer_hall,c_hammer_hall,2943,2819,1156,2801.8,1169.3,21.8,yes,capital_position
b_surireb,c_hand_of_the_sky,3344,5995,5378,5999.2,5385.2,8.3,yes,capital_position
b_laou,c_hanya_maut,2316,7310,4486,7304.2,4450.4,36.1,yes,capital_position
b_hap,c_hap,900,3815,1504,3818.0,1510.7,7.4,yes,capital_position
b_tower_of_dracandros,c_hap,901,3835,1516,3817.7,1483.4,36.9,no,sampled
b_askamal,c_haqar,1730,5907,2129,5910.6,2125.4,5.1,yes,capital_position
b_harb,c_harb,1703,5944,2313,5941.8,2313.1,2.2,yes,capital_position
b_shahar,c_harb,1705,5928,2337,5983.1,2275.0,83.0,no,sampled
b_uman,c_harb,1704,5944,2317,5901.7,2351.0,54.3,no,sampled
b_hardangheight,c_hardang,2737,1961,1467,1969.6,1456.4,13.7,yes,capital_position
b_hardcastle,c_hardcastle,2248,4482,2903,4476.9,2917.7,15.6,yes,capital_position
b_bilgunar,c_hardcastle,2250,4453,2876,4556.5,2893.2,104.9,no,sampled
b_naporia,c_hardcastle,2249,4492,2894,4411.8,2887.0,80.5,no,sampled
b_harglast,c_harglast,8,843,2913,837.4,2912.5,5.7,yes,capital_position
b_ironguard,c_harglast,9,870,2911,865.8,2914.6,5.5,yes,sampled
b_akalentar,c_hargleth_forest,67,1034,2526,1028.8,2536.9,12.1,yes,capital_position
b_harheldur,c_harheldur,3662,5264,2120,5258.7,2113.7,8.3,yes,capital_position
b_firedelves,c_harheldur,3664,5283,2131,5266.0,2136.2,17.8,no,sampled
b_mordinsonn,c_harheldur,3663,5273,2110,5282.7,2112.7,10.1,yes,sampled
b_harlending,c_harlending,2208,4535,3247,4533.4,3249.2,2.7,yes,capital_position
b_nulukkhol,c_harlending,2210,4554,3259,4550.8,3245.1,14.2,yes,sampled
b_orpool,c_harlending,2209,4544,3238,4512.1,3245.6,32.8,no,sampled
b_harngel,c_harngel,1316,5297,3445,5301.7,3438.7,7.9,yes,capital_position
b_harrowdale,c_harrowdale,882,3974,1500,3971.5,1503.9,4.6,yes,capital_position
b_two_rocks,c_harrowdale,883,3991,1479,3990.9,1478.5,0.5,yes,sampled
b_stagwick,c_hartsvale,1993,3001,474,3012.8,479.2,12.9,yes,capital_position
b_shasira,c_hasira,3440,3864,6017,3866.8,6014.0,4.1,yes,capital_position
b_kashira,c_hasira,3441,3833,5974,3793.5,5882.6,99.6,no,sampled
b_hatgiainli,c_hatgiainli,3136,7191,996,7180.5,976.5,22.1,yes,capital_position
b_havraquoar,c_havraquoar,2712,306,244,318.1,242.4,12.2,yes,capital_position
b_hawa,c_hawa,3387,5389,4760,5383.1,4759.6,5.9,yes,capital_position
b_diraraht,c_hawa,3389,5359,4733,5372.9,4733.5,13.9,yes,sampled
b_safe_cove,c_hawa,3388,5373,4783,5428.2,4760.8,59.5,no,sampled
b_tissemgara,c_hawa,3390,5408,4772,5378.5,4787.9,33.5,no,sampled
b_hawksroost,c_hawksroost,764,3925,1160,3933.9,1156.6,9.5,yes,capital_position
b_haxkhun,c_haxkhun,3129,7359,1129,7336.3,1129.9,22.7,yes,capital_position
b_hayyir,c_hayyir,3244,5754,5565,5753.6,5561.0,4.1,yes,capital_position
b_busaib,c_hayyir,3245,5785,5575,5766.1,5529.4,49.4,no,sampled
b_jahrarak,c_hayyir,3246,5766,5563,5794.3,5580.5,33.3,no,sampled
b_mourning_stones,c_hazamarch,2630,3083,2427,3085.3,2438.2,11.4,yes,capital_position
b_chevangard,c_hazamarch,2631,3077,2442,3090.1,2387.4,56.1,no,sampled
b_hazuth,c_hazuth,2375,4748,3974,4756.0,3984.9,13.5,yes,capital_position
b_geddye,c_hazuth,2376,4703,3918,4698.5,3895.6,22.9,yes,sampled
b_hashimi,c_hazuth,2377,4732,3945,4730.8,3923.4,21.6,yes,sampled
b_lhuve,c_heartblood,2036,2803,877,2799.6,883.7,7.5,yes,capital_position
b_karse,c_heartblood,2037,2746,896,2755.0,882.1,16.5,yes,sampled
b_standing_stone,c_heartwood,862,3825,1408,3808.8,1416.7,18.3,yes,capital_position
b_greatstone,c_heartwood,863,3833,1397,3854.2,1382.2,25.8,no,sampled
b_heldapan,c_heldar,1191,5842,3281,5839.8,3273.1,8.2,yes,capital_position
b_agankmu,c_heldar,1193,5813,3253,5865.7,3322.7,87.4,no,sampled
b_ramumbua,c_heldar,1194,5862,3292,5870.1,3266.9,26.3,no,sampled
b_nighthawk_tower,c_helenas_wood,1853,4791,1365,4792.5,1363.3,2.3,yes,capital_position
b_heliogabalus,c_heliogabalus,688,4367,1262,4361.8,1260.0,5.6,yes,capital_position
b_rosekeep,c_heliogabalus,689,4388,1250,4392.1,1247.0,5.1,yes,sampled
b_iouloum,c_helm_rift,308,3452,1117,3447.7,1117.3,4.3,yes,capital_position
b_helms_hold,c_helms_hold,2125,2213,808,2218.7,820.1,13.4,yes,capital_position
b_crossroad_keep,c_helms_hold,2127,2209,789,2197.1,788.1,11.9,yes,sampled
b_helms_cathedral,c_helms_hold,2126,2215,816,2217.0,779.1,36.9,no,sampled
b_hengfena,c_hengfena,3017,7605,2581,7604.4,2570.8,10.2,yes,capital_position
b_heptios,c_heptios,2882,4607,2405,4620.8,2389.4,20.9,yes,capital_position
b_nekala,c_heptios,2883,4627,2417,4580.7,2439.0,51.3,no,sampled
b_herath,c_herath,2386,4292,3982,4306.9,3965.3,22.4,yes,capital_position
b_gramander,c_herath,2387,4267,3998,4259.7,4010.9,14.8,yes,sampled
b_po,c_herders_crook,3001,7908,3697,7901.0,3714.1,18.5,yes,capital_position
b_tanggong,c_herders_crook,3002,7943,3707,7971.1,3736.1,40.4,no,sampled
b_funashi,c_hernes_wood,3189,6776,4692,6796.9,4688.3,21.2,yes,capital_position
b_heroes_height,c_heroes_height,828,4904,734,4923.3,726.5,20.7,yes,capital_position
b_hethar,c_hethar,2409,4398,4215,4399.2,4204.1,11.0,yes,capital_position
b_gahyrst,c_hethar,2410,4361,4168,4468.6,4193.1,110.5,no,sampled
b_ghikuli,c_hethar,2411,4390,4195,4336.2,4184.2,54.9,no,sampled
b_hidden_hopes,c_hidden_hopes,1441,1496,3404,1506.9,3406.1,11.1,yes,capital_position
b_hidden_vale,c_hidden_vale,927,3614,1660,3618.0,1662.4,4.7,yes,capital_position
b_obrynns_landing,c_high_gap,3609,2915,892,2912.3,894.1,3.4,yes,capital_position
b_lothamar,c_high_gap,3610,2907,875,2943.8,876.5,36.8,no,sampled
b_high_horn,c_high_horn,1014,3260,1639,3252.9,1644.8,9.2,yes,capital_position
b_huthduth,c_high_horn,1015,3249,1623,3283.2,1622.3,34.2,no,sampled
b_marts_keep,c_high_moors,288,3356,1569,3358.3,1566.3,3.5,yes,capital_position
b_ankherhome,c_high_valley,1649,5326,2149,5324.2,2145.4,4.0,yes,capital_position
b_highcastle,c_highcastle,925,3651,1670,3653.2,1669.8,2.2,yes,capital_position
b_dancing_place,c_highcastle,926,3608,1682,3609.8,1679.9,2.7,yes,sampled
b_helmsdale,c_highcountry,704,4369,1197,4370.5,1206.7,9.8,yes,capital_position
b_highmoon,c_highmoon,874,3696,1608,3690.1,1610.0,6.2,yes,capital_position
b_bristar,c_highmoon,875,3724,1604,3722.5,1598.0,6.2,yes,sampled
b_highplume_station,c_highplume_station,1934,2170,341,2178.8,330.3,13.9,yes,capital_position
b_kemva,c_highstars,1349,6534,3726,6525.7,3722.1,9.2,yes,capital_position
b_thufuj,c_highstars,1350,6577,3724,6598.2,3738.2,25.6,yes,sampled
b_hills_edge,c_hills_edge,2570,3010,1569,3015.3,1562.5,8.4,yes,capital_position
b_gilting,c_hills_edge,2571,2971,1571,2972.3,1569.6,1.9,yes,sampled
b_elahzad,c_hills_of_scent,259,3366,1281,3380.2,1268.3,19.1,yes,capital_position
b_bhyanaga,c_hills_of_the_dead_kings,2378,4597,3929,4570.3,3927.4,26.8,yes,capital_position
b_mithyme,c_hills_of_the_dead_kings,2379,4570,3918,4661.9,3926.4,92.2,no,sampled
b_castle_maalthiir,c_hillsfar,726,3876,1332,3871.8,1337.7,7.1,yes,capital_position
b_hillsfar,c_hillsfar,727,3894,1311,3868.0,1305.9,26.5,yes,sampled
b_tailings_bay,c_hillsfar,728,3896,1344,3897.4,1344.9,1.7,yes,sampled
b_hilm,c_hilm,3296,5998,5935,6001.3,5938.0,4.5,yes,capital_position
b_as_bidbiyat,c_hilm,3299,6018,5946,6007.2,5893.1,54.0,no,sampled
b_hisari,c_hisari,621,2240,3488,2260.4,3484.9,20.6,yes,capital_position
b_aggen,c_hisari,622,2217,3486,2199.7,3484.0,17.4,yes,sampled
b_sibbaqiyah,c_hitan_island,3280,5783,6044,5784.8,6042.3,2.5,yes,capital_position
b_hiyal,c_hiyal,3255,5543,5456,5548.9,5452.9,6.7,yes,capital_position
b_hamuwa,c_hiyal,3257,5529,5430,5537.6,5425.6,9.6,yes,sampled
b_jurdaiya,c_hiyal,3256,5568,5452,5511.2,5469.7,59.5,no,sampled
b_sabus,c_hiyal,3258,5549,5440,5514.5,5440.0,34.5,no,sampled
b_hlammach,c_hlammach,1021,4347,1674,4345.8,1667.2,6.9,yes,capital_position
b_amgoth,c_hlammach,1022,4370,1688,4368.7,1678.7,9.4,yes,sampled
b_pick_and_axe,c_hlammach,1023,4361,1662,4367.7,1655.0,9.7,yes,sampled
b_hlath,c_hlath,467,4189,2225,4193.5,2233.8,9.9,yes,capital_position
b_alatar,c_hlath,469,4212,2217,4197.8,2201.4,21.1,no,sampled
b_skasar,c_hlath,468,4197,2206,4225.4,2211.8,29.0,no,sampled
b_hlaungadath,c_hlaungadath,294,3075,589,3084.4,638.7,50.6,yes,capital_position
b_hlintar,c_hlintar,1119,4124,1531,4107.6,1536.9,17.5,yes,capital_position
b_hlondeth,c_hlondeth,512,3839,2317,3846.7,2307.4,12.3,yes,capital_position
b_amphisbaena,c_hlondeth,514,3802,2303,3811.2,2293.5,13.3,yes,sampled
b_halfling_vale,c_hlondeth,515,3835,2294,3810.8,2312.7,30.5,no,sampled
b_tanarspear,c_hlondeth,513,3823,2309,3785.3,2317.2,38.6,no,sampled
b_hluthvar,c_hluthvar,2577,3038,1684,3038.6,1681.7,2.4,yes,capital_position
b_hoarbridge,c_hoarbridge,1826,4914,1096,4915.3,1094.5,1.9,yes,capital_position
b_holdensword,c_holdensword,494,4056,2147,4039.0,2139.8,18.4,yes,capital_position
b_obelners_well,c_holdensword,495,4075,2159,4083.6,2140.0,20.8,yes,sampled
b_hollow_mountain,c_hollow_mountain,1138,4167,1440,4162.0,1445.2,7.2,yes,capital_position
b_deepfires,c_hollow_mountain,1139,4177,1430,4163.1,1422.9,15.6,no,sampled
b_glimmering_swords,c_hollow_mountain,1140,4171,1445,4183.2,1444.9,12.2,no,sampled
b_horaholm,c_horaholm,2158,5217,1158,5220.5,1152.5,6.5,yes,capital_position
b_cerrek,c_horizons,2306,4146,2970,4143.2,2966.8,4.2,yes,capital_position
b_horn_of_afyal,c_horn_of_afyal,3474,6657,6247,6653.8,6240.3,7.4,yes,capital_position
b_wazikkar,c_horn_of_afyal,3475,6694,6247,6694.1,6228.0,19.0,yes,sampled
b_bogon,c_horseshoe_oasis,3143,7107,1926,7168.0,1908.4,63.5,yes,capital_position
b_mirar_green,c_hosttower_of_the_arcane,1939,2105,558,2100.1,559.1,5.0,yes,capital_position
b_central_spire,c_hosttower_of_the_arcane,1940,2086,560,2124.3,549.1,39.8,no,sampled
b_istafa,c_howling_gap,1713,6235,2563,6238.1,2559.3,4.9,yes,capital_position
b_hrakhamar,c_hrakhamar,636,1824,3480,1833.6,3474.4,11.1,yes,capital_position
b_wyrmheart,c_hrakhamar,637,1836,3462,1817.8,3501.6,43.6,no,sampled
b_huai,c_huai,3035,7687,2853,7690.2,2835.5,17.8,yes,capital_position
b_hudariyah,c_hudariyah,3207,6729,5849,6702.9,5855.9,27.0,yes,capital_position
b_huddagh,c_huddagh,1158,3653,1750,3653.4,1752.4,2.5,yes,capital_position
b_halfknot,c_huddagh,1159,3673,1762,3686.3,1753.0,16.0,yes,sampled
b_kulta,c_huddagh,1160,3663,1741,3623.2,1734.2,40.3,no,sampled
b_hudid,c_hudid,3288,5975,6183,5977.4,6183.7,2.5,yes,capital_position
b_araitan,c_hudid,3289,5959,6177,5944.0,6197.9,25.7,no,sampled
b_hususan,c_hudid,3290,5979,6189,5940.8,6164.4,45.4,no,sampled
b_hulan,c_hulan,3158,7527,1490,7528.1,1488.8,1.7,yes,capital_position
b_griffonwatch_keep,c_hulburg,735,4052,1250,4045.3,1245.7,8.0,yes,capital_position
b_hulburg,c_hulburg,736,4036,1273,4071.8,1244.6,45.7,no,sampled
b_tethgard,c_hullack_forest,999,3513,1625,3522.8,1611.9,16.3,yes,capital_position
b_wyvernstones,c_hullack_forest,1000,3499,1647,3507.5,1655.3,11.9,yes,sampled
b_hulm,c_hulm,3358,5168,5612,5146.4,5628.5,27.2,yes,capital_position
b_hundelstone,c_hundelstone,1954,2060,496,2053.5,496.9,6.6,yes,capital_position
b_chevlarin,c_hundelstone,1955,2070,486,2074.9,486.7,4.9,yes,sampled
b_hundred_spears,c_hundred_spears,1240,5244,2827,5250.0,2827.5,6.0,yes,capital_position
b_huplik,c_huplik,798,4660,654,4664.5,652.7,4.7,yes,capital_position
b_huzuz,c_huzuz,3218,5785,5806,5782.7,5809.9,4.5,yes,capital_position
b_gamremah,c_huzuz,3220,5805,5796,5806.5,5783.2,12.9,yes,sampled
b_marirah,c_huzuz,3219,5795,5804,5811.8,5755.9,51.0,no,sampled
b_hykopgrok,c_hykopgrok,805,4412,951,4411.0,949.7,1.6,yes,capital_position
b_ibelgrak,c_ibelgrak,800,4754,906,4751.4,917.8,12.1,yes,capital_position
b_ibreb,c_ibreb,3505,5185,6488,5172.9,6453.9,36.2,yes,capital_position
b_icelace,c_icelace,1829,4847,1002,4908.2,1002.3,61.2,yes,capital_position
b_bura,c_iceroot_forest,3138,6634,1041,6638.3,1022.7,18.8,yes,capital_position
b_icespire_peak,c_icespire_peak,2110,2303,808,2305.5,813.1,5.7,yes,capital_position
b_peltarch,c_icetail,1830,4712,1221,4714.6,1219.7,2.9,yes,capital_position
b_icewind_coast,c_icewind_coast,1942,2232,273,2238.7,267.5,8.6,yes,capital_position
b_igenghack,c_igenghack,802,4574,973,4571.6,960.7,12.5,yes,capital_position
b_iirgar,c_iirgar,2276,3851,3593,3865.5,3589.7,14.9,yes,capital_position
b_makthar,c_ikemmu,3653,4705,1926,4706.7,1927.1,2.0,yes,capital_position
b_pyton,c_ikemmu,3654,4734,1934,4726.5,1937.1,8.1,yes,sampled
b_sapra,c_ilighon,461,4189,2102,4194.2,2101.9,5.2,yes,capital_position
b_ilimar,c_ilimar,2405,4101,3980,4080.0,3989.6,23.1,yes,capital_position
b_ilinvur,c_ilinvur,755,3909,1111,3899.7,1113.3,9.5,yes,capital_position
b_aetherglen,c_ilinvur,756,3876,1092,3845.0,1075.9,34.9,no,sampled
b_verrunmill,c_ilinvur,757,3896,1103,3884.5,1072.1,33.0,no,sampled
b_iliphanar,c_iliphanar,1716,5936,2557,5924.6,2545.1,16.5,yes,capital_position
b_kel_erish,c_iliphanar,1717,5907,2530,5984.4,2571.2,87.7,no,sampled
b_ilipur,c_ilipur,1086,3303,1815,3305.4,1817.5,3.5,yes,capital_position
b_bloodtower,c_ilipur,1087,3274,1787,3273.2,1801.7,14.8,yes,sampled
b_iljak,c_iljak,454,3984,2370,3985.3,2367.4,2.9,yes,capital_position
b_illuks,c_illuks,557,4165,2542,4169.3,2540.1,4.7,yes,capital_position
b_everwinter,c_illuskwood,2135,2197,652,2198.4,650.6,2.0,yes,capital_position
b_ilmwatch,c_ilmwatch,1029,4484,1502,4485.4,1501.8,1.4,yes,capital_position
b_cairnpur,c_ilmwatch,1030,4468,1526,4484.8,1542.9,23.8,yes,sampled
b_maracath,c_ilmwatch,1031,4474,1483,4486.8,1468.2,19.6,yes,sampled
b_imajuvisik,c_imajuvisik,792,4177,832,4176.8,832.5,0.6,yes,capital_position
b_imdolphyn,c_imdolphyn,6,876,2892,871.2,2887.1,6.9,yes,capital_position
b_dexal,c_imdolphyn,7,888,2907,891.2,2899.0,8.6,yes,sampled
b_hillmarch,c_immerflow,1001,3462,1617,3471.4,1613.1,10.2,yes,capital_position
b_masoners_bridge,c_immerflow,1002,3464,1639,3460.1,1649.1,10.8,yes,sampled
b_immilmar,c_immilmar,2148,5072,1402,5087.7,1398.2,16.2,yes,capital_position
