table,ck2_key,column,status,token,verdict,live_hits,info_hits,evidence
government_map.csv,theocratic_feudal_government,ck3_government,approx,feudal_government,found,1334,1,common/casus_belli_types/01_fp1_wars.txt:1015
government_map.csv,theocracy_government,ck3_government,exact,theocracy_government,found,323,0,common/customizable_localization/00_pl_custom_loc_extra.txt:1017
government_map.csv,theocracy_government,succession_law_to_emit,exact,bishop_theocratic_succession_law,found,1,0,common/laws/00_succession_laws.txt:708
government_map.csv,baron_theocracy_government,ck3_government,exact,theocracy_government,found,323,0,common/customizable_localization/00_pl_custom_loc_extra.txt:1017
government_map.csv,baron_theocracy_government,succession_law_to_emit,exact,bishop_theocratic_succession_law,found,1,0,common/laws/00_succession_laws.txt:708
government_map.csv,muslim_government,ck3_government,approx,clan_government,found,762,0,common/casus_belli_types/05_fp3_wars.txt:904
government_map.csv,republic_government,ck3_government,approx,republic_government,found,322,0,common/customizable_localization/00_pl_custom_loc_extra.txt:1024
government_map.csv,republic_government,succession_law_to_emit,approx,city_succession_law,found,1,0,common/laws/00_succession_laws.txt:770
government_map.csv,merchant_republic_government,ck3_government,approx,republic_government,found,322,0,common/customizable_localization/00_pl_custom_loc_extra.txt:1024
government_map.csv,merchant_republic_government,succession_law_to_emit,approx,city_succession_law,found,1,0,common/laws/00_succession_laws.txt:770
government_map.csv,tribal_government,ck3_government,exact,tribal_government,found,1456,1,common/casus_belli_types/01_fp1_wars.txt:1003
government_map.csv,nomadic_tribal_government,ck3_government,approx,nomad_government,found,782,1,common/casus_belli_types/00_religious_war.txt:3664
government_map.csv,nomadic_tribal_government,succession_law_to_emit,approx,single_heir_succession_kurultai_law,found,7,0,common/laws/00_succession_laws.txt:344
government_map.csv,semi_nomadic_government,ck3_government,approx,tribal_government,found,1456,1,common/casus_belli_types/01_fp1_wars.txt:1003
government_map.csv,ordning_government,ck3_government,approx,tribal_government,found,1456,1,common/casus_belli_types/01_fp1_wars.txt:1003
government_map.csv,order_government,ck3_government,exact,holy_order_government,found,21,0,common/customizable_localization/00_government_custom_loc.txt:845
government_map.csv,order_government,succession_law_to_emit,exact,holy_order_succession_law,found,1,0,common/laws/00_succession_laws.txt:729
government_map.csv,roman_imperial_government,ck3_government,approx,administrative_government,found,646,0,common/customizable_localization/00_government_custom_loc.txt:1085
government_map.csv,roman_imperial_government,succession_law_to_emit,approx,noble_family_succession_law,found,1341,0,common/laws/01_title_succession_laws.txt:217
government_map.csv,celestial_government,ck3_government,approx,celestial_government,found,1901,0,common/customizable_localization/00_government_custom_loc.txt:949
government_map.csv,celestial_government,succession_law_to_emit,approx,celestial_ministry_appointment_succession_law,found,15,0,common/laws/01_title_succession_laws.txt:292
government_map.csv,celestial_bureaucracy,ck3_government,approx,meritocratic_government,found,459,0,common/customizable_localization/00_government_custom_loc.txt:1003
government_map.csv,celestial_bureaucracy,succession_law_to_emit,approx,meritocratic_appointment_succession_law,found,7,0,common/laws/00_succession_laws.txt:1450
government_map.csv,yikaria_government,ck3_government,approx,theocracy_government,found,323,0,common/customizable_localization/00_pl_custom_loc_extra.txt:1017
government_map.csv,yikaria_government,succession_law_to_emit,approx,bishop_theocratic_succession_law,found,1,0,common/laws/00_succession_laws.txt:708
government_map.csv,(landed_titles mercenary = yes),ck3_government,exact,mercenary_government,found,20,0,common/customizable_localization/00_government_custom_loc.txt:865
government_map.csv,(landed_titles mercenary = yes),succession_law_to_emit,exact,mercenary_company_succession_law,found,1,0,common/laws/00_succession_laws.txt:750
government_map.csv,(landless titular e_ organisation titles),ck3_government,approx,landless_adventurer_government,found,540,0,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:163
government_map.csv,(landless titular e_ organisation titles),succession_law_to_emit,approx,landless_adventurer_succession_law,found,73,0,common/laws/00_succession_laws.txt:674
title_fields.csv,color,ck3_key,exact,color,found,4089,7,common/legends/legend_types/00_legends.txt:2
title_fields.csv,color,default_when_none,exact,color,found,4089,7,common/legends/legend_types/00_legends.txt:2
title_fields.csv,capital,ck3_key,approx,capital,found,3293,34,common/task_contracts/laamp_transport_contracts.txt:33
title_fields.csv,"<culture_id> = ""Name""  (bare culture key, 229 distinct ids in Faerun)",ck3_key,approx,cultural_names,found,1563,2,common/landed_titles/06_philippines.txt:1888
title_fields.csv,title,ck3_key,approx,type,found,3953,143,common/council_positions/00_council_positions.txt:887
title_fields.csv,title,ck3_key,approx,character,found,3639,457,common/scripted_character_templates/04_fp3_character_templates.txt:184
title_fields.csv,title,ck3_key,approx,gender,found,1219,6,common/scripted_character_templates/04_fp3_character_templates.txt:75
title_fields.csv,title,ck3_key,approx,male,found,3938,11,common/scripted_character_templates/04_fp3_character_templates.txt:116
title_fields.csv,title,ck3_key,approx,tier,found,4056,40,common/council_positions/00_council_positions.txt:882
title_fields.csv,title,ck3_key,approx,titles,found,539,45,common/council_positions/00_council_positions.txt:2113
title_fields.csv,title_female,ck3_key,approx,type,found,3953,143,common/council_positions/00_council_positions.txt:887
title_fields.csv,title_female,ck3_key,approx,character,found,3639,457,common/scripted_character_templates/04_fp3_character_templates.txt:184
title_fields.csv,title_female,ck3_key,approx,gender,found,1219,6,common/scripted_character_templates/04_fp3_character_templates.txt:75
title_fields.csv,title_female,ck3_key,approx,female,found,4085,11,common/scripted_character_templates/04_fp3_character_templates.txt:75
title_fields.csv,title_prefix,ck3_key,approx,type,found,3953,143,common/council_positions/00_council_positions.txt:887
title_fields.csv,title_prefix,ck3_key,approx,title,found,3953,143,common/council_positions/00_council_positions.txt:2760
title_fields.csv,short_name,ck3_key,approx,definite_form,found,1437,2,common/landed_titles/01_japan_noble_family.txt:9
title_fields.csv,location_ruler_title,ck3_key,approx,ruler_uses_title_name,found,1396,2,common/landed_titles/01_japan_noble_family.txt:11
title_fields.csv,dignity,ck3_key,approx,ai_primary_priority,found,1516,2,common/landed_titles/01_japan_noble_family.txt:17
title_fields.csv,holy_site,ck3_key,approx,county,found,4022,74,common/scripted_character_templates/00_officials_templates.txt:7
title_fields.csv,holy_site,ck3_key,approx,barony,found,1595,23,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:38
title_fields.csv,landless,ck3_key,exact,landless,found,1547,9,common/casus_belli_types/07_ep3_wars.txt:6054
title_fields.csv,primary,ck3_key,approx,always_follows_primary_heir,found,1337,2,common/landed_titles/01_japan_noble_family.txt:12
title_fields.csv,primary,ck3_key,approx,ai_primary_priority,found,1516,2,common/landed_titles/01_japan_noble_family.txt:17
title_fields.csv,tribe,ck3_key,approx,government,found,4004,92,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:58
title_fields.csv,tribe,ck3_key,approx,tribal_government,found,1456,1,common/casus_belli_types/01_fp1_wars.txt:1003
title_fields.csv,pirate,ck3_key,approx,landless,found,1547,9,common/casus_belli_types/07_ep3_wars.txt:6054
title_fields.csv,pirate,ck3_key,approx,require_landless,found,53,2,common/landed_titles/01_korea_noble_family.txt:1291
title_fields.csv,pirate,ck3_key,approx,government,found,4004,92,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:58
title_fields.csv,pirate,ck3_key,approx,landless_adventurer_government,found,540,0,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:163
title_fields.csv,mercenary,ck3_key,approx,government,found,4004,92,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:58
title_fields.csv,mercenary,ck3_key,approx,mercenary_government,found,20,0,common/customizable_localization/00_government_custom_loc.txt:865
title_fields.csv,holy_order,ck3_key,approx,government,found,4004,92,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:58
title_fields.csv,holy_order,ck3_key,approx,holy_order_government,found,21,0,common/customizable_localization/00_government_custom_loc.txt:845
title_fields.csv,creation_requires_capital,ck3_key,approx,can_create,found,130,3,common/landed_titles/06_philippines.txt:1893
title_fields.csv,allow,ck3_key,approx,can_create,found,130,3,common/landed_titles/06_philippines.txt:1893
title_fields.csv,caliphate,ck3_key,approx,religious_head,found,578,1,common/council_positions/00_council_positions.txt:876
title_fields.csv,caliphate,ck3_key,approx,doctrine_temporal_head,found,37,0,common/casus_belli_types/00_subjugation.txt:15
title_fields.csv,pentarchy,ck3_key,approx,tenet_pentarchy,found,7,0,common/religion/religion_types/00_christianity.txt:339
title_fields.csv,controls_religion,ck3_key,approx,religious_head,found,578,1,common/council_positions/00_council_positions.txt:876
title_fields.csv,dynasty_title_names,ck3_key,approx,can_be_named_after_dynasty,found,171,2,common/landed_titles/06_philippines.txt:1886
title_fields.csv,used_for_dynasty_names,ck3_key,approx,dynasty_names,found,219,2,common/culture/name_lists/00_west_germanic.txt:30
title_fields.csv,assimilate,ck3_key,approx,de_jure_drift_disabled,found,15,2,common/landed_titles/00_landed_titles.txt:83
title_fields.csv,male_names / female_names (Faerun uses both),ck3_key,approx,holding_regnal_male_names,found,1,2,common/landed_titles/00_landed_titles.txt:86
title_fields.csv,male_names / female_names (Faerun uses both),ck3_key,approx,holding_regnal_female_names,info_only,0,2,common/landed_titles/_landed_titles.info:176
title_fields.csv,male_names / female_names (Faerun uses both),ck3_key,approx,posthumous_regnal_male_names,found,1,2,common/landed_titles/01_japan.txt:1625
title_fields.csv,male_names / female_names (Faerun uses both),ck3_key,approx,posthumous_regnal_female_names,found,1,2,common/landed_titles/01_japan.txt:1699
title_fields.csv,name_tier (Faerun only),ck3_key,approx,type,found,3953,143,common/council_positions/00_council_positions.txt:887
title_fields.csv,name_tier (Faerun only),ck3_key,approx,title,found,3953,143,common/council_positions/00_council_positions.txt:2760
title_fields.csv,name_tier (Faerun only),ck3_key,approx,tier,found,4056,40,common/council_positions/00_council_positions.txt:882
title_fields.csv,name_tier (Faerun only),ck3_key,approx,name_lists,found,316,3,common/flavorization/10_tgp_korea_flavorization.txt:9
title_fields.csv,can_be_claimed / can_be_usurped (Faerun only),ck3_key,approx,no_automatic_claims,found,1398,2,common/landed_titles/01_japan_noble_family.txt:13
title_fields.csv,de_jure_liege / dejure_liege_title / owner / has_holder / holder_scope / is_titular / show_scope_change / hire_range / any_direct_de_jure_vassal_title,ck3_key,approx,de_jure_liege,found,310,3,common/casus_belli_types/00_claim.txt:23
title_fields.csv,coat_of_arms (CK2 base) / Faerun gfx/flags/*.tga,ck3_key,approx,pattern,found,3357,0,common/defines/00_defines.txt:1446
title_fields.csv,coat_of_arms (CK2 base) / Faerun gfx/flags/*.tga,ck3_key,approx,colored_emblem,found,4096,0,common/coat_of_arms/coat_of_arms/99_coa_designer_templates.txt:8
title_fields.csv,coat_of_arms (CK2 base) / Faerun gfx/flags/*.tga,default_when_none,approx,default,found,473,198,common/game_rules/00_game_rules.txt:7
title_fields.csv,coat_of_arms (CK2 base) / Faerun gfx/flags/*.tga,default_when_none,approx,pattern,found,3357,0,common/defines/00_defines.txt:1446
title_fields.csv,coat_of_arms (CK2 base) / Faerun gfx/flags/*.tga,default_when_none,approx,color1,found,4096,0,common/coat_of_arms/coat_of_arms/99_coa_designer_templates.txt:4
title_fields.csv,(none),ck3_key,none,province,found,4077,19,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:38
title_fields.csv,(none),default_when_none,none,province,found,4077,19,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:38
title_fields.csv,(none),ck3_key,none,noble_family,found,1298,4,common/game_concepts/tgp_game_concepts.txt:880
title_fields.csv,(none),ck3_key,none,destroy_if_invalid_heir,found,1396,3,common/landed_titles/01_japan_noble_family.txt:15
title_fields.csv,(none),ck3_key,none,destroy_on_succession,found,1,2,common/landed_titles/00_landed_titles.txt:111
title_fields.csv,(none),ck3_key,none,delete_on_destroy,info_only,0,2,common/landed_titles/_landed_titles.info:74
title_fields.csv,(none),ck3_key,none,delete_on_gain_same_tier,info_only,0,2,common/landed_titles/_landed_titles.info:81
title_fields.csv,(none),ck3_key,none,figurehead,found,2,3,common/landed_titles/05_goryeo.txt:1132
title_fields.csv,(none),ck3_key,none,allow_domicile,found,11,2,common/landed_titles/05_goryeo.txt:1133
title_fields.csv,(none),ck3_key,none,can_use_nomadic_naming,found,63,0,common/landed_titles/00_landed_titles.txt:44
title_fields.csv,(none),ck3_key,none,ignore_titularity_for_title_weighting,info_only,0,2,common/landed_titles/_landed_titles.info:165
title_fields.csv,(none),ck3_key,none,personal_relation_entry,found,4,1,common/landed_titles/05_goryeo.txt:40
title_fields.csv,(none),ck3_key,none,personal_relation_vassal,found,2,1,common/landed_titles/05_goryeo.txt:55
title_fields.csv,holder (25993 uses in Faerun),ck3_key,exact,holder,found,4058,38,common/scripted_character_templates/00_pool_repopulation_character_templates.txt:1089
title_fields.csv,liege (5613),ck3_key,exact,liege,found,3980,116,common/council_positions/00_council_positions.txt:109
title_fields.csv,de_jure_liege (7),ck3_key,exact,de_jure_liege,found,310,3,common/casus_belli_types/00_claim.txt:23
title_fields.csv,law (9198 uses in Faerun),ck3_key,approx,succession_laws,found,1463,0,common/game_concepts/00_game_concepts.txt:1761
title_fields.csv,law (9198 uses in Faerun),ck3_key,approx,remove_succession_laws,found,3,0,history/titles/k_scotland.txt:236
title_fields.csv,law (9198 uses in Faerun),default_when_none,approx,succession_laws,found,1463,0,common/game_concepts/00_game_concepts.txt:1761
title_fields.csv,name (123) / adjective (113),ck3_key,approx,name,found,4043,53,common/achievement_groups.txt:2
title_fields.csv,name (123) / adjective (113),ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
title_fields.csv,name (123) / adjective (113),ck3_key,approx,set_title_name,found,34,0,common/effect_localization/00_landed_title_effects.txt:16
title_fields.csv,"reset_name / reset_adjective (CK2 base only, 0 uses in Faerun)",ck3_key,exact,reset_name,found,6,0,history/titles/e_seasia.txt:67
title_fields.csv,government (44 uses in Faerun),ck3_key,exact,government,found,4004,92,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:58
title_fields.csv,government (44 uses in Faerun),default_when_none,exact,government,found,4004,92,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:58
title_fields.csv,government (44 uses in Faerun),default_when_none,exact,feudal_government,found,1334,1,common/casus_belli_types/01_fp1_wars.txt:1015
title_fields.csv,set_tribute_suzerain (83) / clear_tribute_suzerain (61),ck3_key,approx,tributary_of,found,113,0,history/titles/k_kamarupa.txt:1718
title_fields.csv,capital (24),ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
title_fields.csv,capital (24),ck3_key,approx,set_capital_county,found,70,0,common/casus_belli_types/07_ep3_wars.txt:6189
title_fields.csv,effect (437) / qisma = { set_religion_head = ... },ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
title_fields.csv,set_global_flag (2),ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
title_fields.csv,set_global_flag (2),ck3_key,approx,set_global_variable,found,526,0,common/casus_belli_types/00_event_war.txt:57
title_fields.csv,(none),ck3_key,none,change_development_level,found,4096,0,common/task_contracts/admin_contracts.txt:107
title_fields.csv,(none),ck3_key,none,insert_title_history,found,7,0,history/titles/k_spanish_galicia.txt:7
title_fields.csv,(none),ck3_key,none,holder_ignore_head_of_faith_requirement,found,45,0,history/titles/00_other_titles.txt:735
title_fields.csv,b_<barony> = castle|city|temple|tribal|ct_spelljammer_port|ct_planar_portal,ck3_key,approx,holding,found,4050,46,common/task_contracts/laamp_extra_contracts.txt:1266
title_fields.csv,b_<barony> = castle|city|temple|tribal|ct_spelljammer_port|ct_planar_portal,default_when_none,approx,holding,found,4050,46,common/task_contracts/laamp_extra_contracts.txt:1266
title_fields.csv,building keys b_<barony> = ca_wall_1 | ct_port_1 | tp_barracks_1 | tb_shipyard_1 (CK2 base only: 63 distinct; ZERO in Faerun),ck3_key,approx,buildings,found,640,28,common/task_contracts/laamp_base_contracts.txt:2912
title_fields.csv,culture,ck3_key,exact,culture,found,4087,9,common/council_positions/00_council_positions.txt:661
title_fields.csv,religion,ck3_key,exact,religion,found,4067,29,common/council_positions/00_council_positions.txt:664
title_fields.csv,terrain,ck3_key,approx,terrain,found,3235,19,common/scripted_character_templates/00_holy_order_character_templates.txt:82
title_fields.csv,terrain,default_when_none,approx,default_land,found,1,0,common/province_terrain/00_province_terrain.txt:1
title_fields.csv,terrain,default_when_none,approx,plains,found,2634,2,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:883
title_fields.csv,build_wonder / build_wonder_upgrade / set_wonder_stage / set_wonder_damaged / destroy_wonder (Faerun),ck3_key,approx,special_building_slot,found,148,3,history/provinces/k_andhra.txt:415
title_fields.csv,build_wonder / build_wonder_upgrade / set_wonder_stage / set_wonder_damaged / destroy_wonder (Faerun),ck3_key,approx,special_building,found,201,2,common/game_concepts/00_game_concepts.txt:1161
title_fields.csv,build_wonder / build_wonder_upgrade / set_wonder_stage / set_wonder_damaged / destroy_wonder (Faerun),ck3_key,approx,duchy_capital_building,found,3,1,history/provinces/k_andalusia.txt:123
title_fields.csv,(none),ck3_key,none,add_travel_point_of_interest,found,8,1,common/on_action/province_on_actions.txt:370
character_fields.csv,name,ck3_key,exact,name,found,4043,53,common/achievement_groups.txt:2
character_fields.csv,female,ck3_key,exact,female,found,4085,11,common/scripted_character_templates/04_fp3_character_templates.txt:75
character_fields.csv,dynasty,ck3_key,exact,dynasty,found,4060,36,common/scripted_character_templates/04_ep2_character_templates.txt:3
character_fields.csv,(none),ck3_key,none,dynasty_house,found,4093,3,common/scripted_character_templates/04_fp3_character_templates.txt:535
character_fields.csv,religion,ck3_key,exact,religion,found,4067,29,common/council_positions/00_council_positions.txt:664
character_fields.csv,culture,ck3_key,exact,culture,found,4087,9,common/council_positions/00_council_positions.txt:661
character_fields.csv,martial / diplomacy / intrigue / stewardship / learning,ck3_key,exact,martial,found,4091,5,common/council_positions/00_council_positions.txt:285
character_fields.csv,martial / diplomacy / intrigue / stewardship / learning,ck3_key,exact,diplomacy,found,4087,9,common/council_positions/00_council_positions.txt:2
character_fields.csv,martial / diplomacy / intrigue / stewardship / learning,ck3_key,exact,intrigue,found,4094,2,common/council_positions/00_council_positions.txt:433
character_fields.csv,martial / diplomacy / intrigue / stewardship / learning,ck3_key,exact,stewardship,found,4092,4,common/council_positions/00_council_positions.txt:143
character_fields.csv,martial / diplomacy / intrigue / stewardship / learning,ck3_key,exact,learning,found,2366,7,common/council_positions/00_council_positions.txt:576
character_fields.csv,combat_rating,ck3_key,approx,prowess,found,1634,2,common/council_positions/00_council_positions.txt:360
character_fields.csv,health,ck3_key,exact,health,found,700,2,common/scripted_character_templates/05_bp2_character_templates.txt:19
character_fields.csv,fertility,ck3_key,exact,fertility,found,294,4,common/task_contracts/nomads_migration_contracts.txt:41
character_fields.csv,father / mother,ck3_key,exact,father,found,4090,6,common/scripted_character_templates/04_fp3_character_templates.txt:535
character_fields.csv,father / mother,ck3_key,exact,mother,found,4087,9,common/secret_types/00_secret_types.txt:241
character_fields.csv,real_father,ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
character_fields.csv,real_father,ck3_key,approx,set_real_father,found,1,0,common/effect_localization/00_additional_effects.txt:168
character_fields.csv,trait,ck3_key,exact,trait,found,4012,84,common/scripted_character_templates/04_ep2_character_templates.txt:9
character_fields.csv,add_trait / remove_trait,ck3_key,exact,add_trait,found,1176,0,common/scripted_character_templates/04_ep2_character_templates.txt:608
character_fields.csv,add_trait / remove_trait,ck3_key,exact,remove_trait,found,558,0,common/scripted_character_templates/00_pool_repopulation_character_templates.txt:1598
character_fields.csv,disallow_random_traits,ck3_key,exact,disallow_random_traits,found,241,1,history/characters/berber.txt:7349
character_fields.csv,dna,ck3_key,none,dna,found,469,2,common/defines/jomini/portraits.txt:5
character_fields.csv,immortal_age,ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
character_fields.csv,immortal_age,ck3_key,approx,set_immortal_age,found,1,1,common/effect_localization/00_additional_effects.txt:184
character_fields.csv,give_nickname,ck3_key,exact,give_nickname,found,892,2,common/scripted_character_templates/04_ep2_character_templates.txt:605
character_fields.csv,employer,ck3_key,exact,employer,found,1980,17,common/task_contracts/laamp_transport_contracts.txt:30
character_fields.csv,add_claim,ck3_key,approx,add_pressed_claim,found,645,0,common/task_contracts/laamp_extra_contracts.txt:5106
character_fields.csv,add_claim,ck3_key,approx,add_unpressed_claim,found,38,0,common/effect_localization/00_title_effects.txt:111
character_fields.csv,add_claim,default_when_none,approx,add_unpressed_claim,found,38,0,common/effect_localization/00_title_effects.txt:111
character_fields.csv,add_spouse / add_matrilineal_spouse,ck3_key,exact,add_spouse,found,4095,1,history/characters/oirat.txt:10
character_fields.csv,add_spouse / add_matrilineal_spouse,ck3_key,exact,add_matrilineal_spouse,found,61,1,history/characters/galician.txt:1170
character_fields.csv,remove_spouse,ck3_key,exact,remove_spouse,found,179,0,history/characters/galician.txt:1671
character_fields.csv,add_consort,ck3_key,approx,add_concubine,found,54,0,history/characters/berber.txt:7361
character_fields.csv,add_lover,ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
character_fields.csv,add_lover,ck3_key,approx,set_relation_lover,found,42,0,common/effect_localization/00_character_effects.txt:886
character_fields.csv,add_friend,ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
character_fields.csv,add_friend,ck3_key,approx,set_relation_friend,found,109,0,common/effect_localization/00_character_effects.txt:824
character_fields.csv,add_rival,ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
character_fields.csv,add_rival,ck3_key,approx,set_relation_rival,found,121,0,common/effect_localization/00_character_effects.txt:852
character_fields.csv,secret_religion,ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
character_fields.csv,secret_religion,ck3_key,approx,add_secret,found,88,0,common/scripted_character_templates/01_ep1_character_templates.txt:1050
character_fields.csv,secret_religion,ck3_key,approx,type,found,3953,143,common/council_positions/00_council_positions.txt:887
character_fields.csv,secret_religion,ck3_key,approx,secret_crypto_religionist,found,30,0,common/secret_types/00_secret_types.txt:587
character_fields.csv,set_character_flag,ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
character_fields.csv,set_character_flag,ck3_key,approx,add_character_flag,found,2040,0,common/scripted_character_templates/04_fp3_character_templates.txt:318
character_fields.csv,capital,ck3_key,approx,capital,found,3293,34,common/task_contracts/laamp_transport_contracts.txt:33
character_fields.csv,wealth / prestige,ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
character_fields.csv,wealth / prestige,ck3_key,approx,add_gold,found,299,11,common/scripted_character_templates/04_ep2_character_templates.txt:569
character_fields.csv,wealth / prestige,ck3_key,approx,add_prestige,found,996,0,common/council_positions/00_council_positions.txt:2900
character_fields.csv,piety / decadence,ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
character_fields.csv,piety / decadence,ck3_key,approx,add_piety,found,484,0,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:439
character_fields.csv,effect,ck3_key,approx,effect,found,3920,176,common/scripted_character_templates/03_fp2_character_templates.txt:547
character_fields.csv,birth,ck3_key,exact,birth,found,4095,1,common/customizable_localization/00_diarchy_custom_loc.txt:1565
character_fields.csv,death,ck3_key,exact,death,found,4085,11,common/casus_belli_types/00_civil_war.txt:929
character_fields.csv,death,default_when_none,exact,death,found,4085,11,common/casus_belli_types/00_civil_war.txt:929
character_fields.csv,death_reason (inside death block),ck3_key,approx,death_reason,found,1362,0,common/secret_types/00_secret_types.txt:434
character_fields.csv,death_reason (inside death block),default_when_none,approx,death_reason,found,1362,0,common/secret_types/00_secret_types.txt:434
character_fields.csv,death_reason (inside death block),default_when_none,approx,death_natural_causes,found,133,0,common/game_concepts/00_game_concepts.txt:843
character_fields.csv,(none),ck3_key,none,sexuality,found,201,1,common/scripted_character_templates/01_bp1_character_templates.txt:20
character_fields.csv,(none),ck3_key,none,give_council_position,found,77,0,history/titles/e_china.txt:263
character_fields.csv,(none),ck3_key,none,move_to_pool,found,80,0,common/council_positions/00_council_positions.txt:894
character_fields.csv,(none),ck3_key,none,set_primary_title_to,found,43,0,common/casus_belli_types/09_mpo_wars.txt:1094
character_fields.csv,(none),ck3_key,none,add_trait_xp,found,668,1,common/scripted_character_templates/04_ep2_character_templates.txt:340
character_fields.csv,(none),ck3_key,none,add_character_modifier,found,795,0,common/scripted_character_templates/04_ep2_character_templates.txt:251
character_fields.csv,(none),ck3_key,none,add_perk,found,95,0,common/effect_localization/00_additional_effects.txt:136
character_fields.csv,(none),ck3_key,none,learn_language,found,77,0,common/council_positions/00_council_positions.txt:914
character_fields.csv,(none),ck3_key,none,learn_language_of_culture,found,108,0,common/council_positions/00_council_positions.txt:909
character_fields.csv,(none),ck3_key,none,portrait_override,info_only,0,1,history/_characters.info:31
character_fields.csv,name,ck3_key,approx,name,found,4043,53,common/achievement_groups.txt:2
character_fields.csv,name,default_when_none,approx,name,found,4043,53,common/achievement_groups.txt:2
character_fields.csv,(none),ck3_key,none,prefix,found,2875,8,common/modifier_definition_formats/00_vassal_stance_definitions.txt:18
character_fields.csv,culture,ck3_key,exact,culture,found,4087,9,common/council_positions/00_council_positions.txt:661
character_fields.csv,coat_of_arms = { template layer { texture texture_internal emblem color } },ck3_key,approx,pattern,found,3357,0,common/defines/00_defines.txt:1446
character_fields.csv,coat_of_arms = { template layer { texture texture_internal emblem color } },ck3_key,approx,colored_emblem,found,4096,0,common/coat_of_arms/coat_of_arms/99_coa_designer_templates.txt:8
character_fields.csv,coat_of_arms = { template layer { texture texture_internal emblem color } },default_when_none,approx,placeholder,found,1927,0,common/event_transitions/debug_test_transitions.txt:4
character_fields.csv,coat_of_arms = { template layer { texture texture_internal emblem color } },default_when_none,approx,CoA,found,43,2,common/casus_belli_types/01_fp1_wars.txt:710
character_fields.csv,(none),ck3_key,none,motto,found,151,1,common/defines/00_defines.txt:1039
character_fields.csv,(none - CK2 has no cadet houses),ck3_key,none,name,found,4043,53,common/achievement_groups.txt:2
character_fields.csv,(none - CK2 has no cadet houses),ck3_key,none,dynasty,found,4060,36,common/scripted_character_templates/04_ep2_character_templates.txt:3
character_fields.csv,(none - CK2 has no cadet houses),ck3_key,none,prefix,found,2875,8,common/modifier_definition_formats/00_vassal_stance_definitions.txt:18
character_fields.csv,(none - CK2 has no cadet houses),ck3_key,none,motto,found,151,1,common/defines/00_defines.txt:1039
character_fields.csv,date,ck3_key,exact,start_date,found,89,2,common/bookmarks/bookmarks/00_bookmarks.txt:2
character_fields.csv,era = yes,ck3_key,approx,default_start_date,found,3,2,common/bookmarks/groups/00_bookmark_groups.txt:2
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,character,found,3639,457,common/scripted_character_templates/04_fp3_character_templates.txt:184
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,name,found,4043,53,common/achievement_groups.txt:2
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,history_id,found,281,2,common/bookmarks/bookmarks/00_bookmarks.txt:22
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,type,found,3953,143,common/council_positions/00_council_positions.txt:887
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,birth,found,4095,1,common/customizable_localization/00_diarchy_custom_loc.txt:1565
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,title,found,3953,143,common/council_positions/00_council_positions.txt:2760
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,government,found,4004,92,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:58
