ck2_trait,source_file,reason
bio_horgar,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_hubadai,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_hydia,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ibbalar,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_icewind,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_icingdeath,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ilvara,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_imbrar,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_imix,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_imoen,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_inferno,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_io,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_irae,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_isair,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_isarr,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ishi,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_isobel,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_isteval,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ivus,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_iymrith,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jaheira,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jaluth,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jan,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jarir,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jarlaxle,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jarnathan,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_javen,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jeervan,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jeggred,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jenevelle,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jil,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jon,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_jurin,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kaanyr,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kadroth,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kagain,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kagha,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_karas,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_karlach,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kayalithica,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kazerabet,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_keene,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_keirgar,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_keldorn,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kella,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kelson,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ketheric,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_khalid,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_khaspere,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_khelben,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_khelben2,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kimmuriel,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_king_of_shadows,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kinnuki,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kirukesai,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_klarg,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_klauth,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kleef,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_koja,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_korgan,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kregos,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_krydle,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kryonar,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kyorl,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_kyriani,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_laeral,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_laezel,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_lamruil,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_lareth,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_larissa,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_larloch,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_liara,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_linu,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_liriel,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_lod,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_lostmauth,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_lyonarth,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_lysan,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_madae,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_malabog,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_malaina,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_malar,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_malcanthet,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_malchor,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_malice,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_malik,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_malkizid,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_manshoon,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_markham,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_markos,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_mathise,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_maugrim,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_maura,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_maxiladanarr,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_maya,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_mazzy,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_mei_wan,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_melegaunt,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_mephistopheles,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_methil,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_mhaere,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_midnight,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_min_ho,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ming,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_minsc,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_minthara,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_miquiztl,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_mirran,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_mirt,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_mist,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_mizora,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_mkhiin,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_moander,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_montaron,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_moonfire,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_muiral,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_myrineyl,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_myrkul,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nahaunglaroth,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nalia,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nasher,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nathur,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_neera,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_neeshka,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_neri,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_neronvain,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_niko,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nildar,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nimor,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ningal,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nobanion,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nocturne,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nuli,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nung_chiang,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nym,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_nymara,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_obould,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_obould_xvii,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ogandi,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_orcus,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ordalf,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_orin,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_oswald,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_othovir,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_pandorym,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_pelendralaar,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_penelope,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_pereghost,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_pharaun,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_piergeiron,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_presto,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_protanther,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_pwyll,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_quavylene,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_quayle,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_quenthel,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_rakor,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_raphael,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_rasaad,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_rashel,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_redeye,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_regis,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_remallia,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ren,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_renwick,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_rezmir,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_rizzen,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_robillard,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_robyn,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_rora,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_rowen,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_ryld,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_rynnarvyx,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_saarvin,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_safana,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_saharel,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sammaster,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sangalor,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sansuri,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sarevok,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sarya,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sathfissith,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_schael,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_scyllua,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sememmon,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sendai,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_serissa,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_severin,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_shadowheart,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_shaerl,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_shalendra,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_shandril,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_shar_teel,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sharpfangs,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sharwyn,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_sheila,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_shuruppak,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
bio_simbul,z_biography_traits.txt,classified `comment` in docs/evidence/faerun_custom_traits.csv (Faerûn biography/roleplaying marker read only by CK2 events)
