ck2_id,ck3_id,namespace,kind,ck3_type,theme,emitted,live,score,mapped,total,gates,calls,loc_keys,source_file
CDR.400,fae_cdr.400,fae_cdr,character_event,character_event,witchcraft,yes,no,0.500,1,2,score;unsaved_scope,,EVTOPTA_CDR_400;EVTDESC_CDR_400,events/faerun_cult_of_the_dragon_events.txt
CDR.401,fae_cdr.401,fae_cdr,character_event,character_event,stewardship,yes,no,0.143,1,7,score,,EVTOPTA_CDR_401;EVTDESC_CDR_401,events/faerun_cult_of_the_dragon_events.txt
CDR.402,fae_cdr.402,fae_cdr,character_event,character_event,diplomacy,yes,no,0.100,1,10,score,,EVTOPTA_CDR_402;EVTOPTB_CDR_402;EVTDESC_CDR_402,events/faerun_cult_of_the_dragon_events.txt
CDR.403,fae_cdr.403,fae_cdr,character_event,character_event,witchcraft,yes,no,0.458,11,24,score,,EVTOPTA_CDR_403;EVTOPTB_CDR_403;EVTOPTC_CDR_403;EVTDESC_CDR_403,events/faerun_cult_of_the_dragon_events.txt
CDR.404,fae_cdr.404,fae_cdr,character_event,character_event,witchcraft,yes,no,0.143,1,7,score,,EVTOPTA_CDR_404;EVTDESC_CDR_404,events/faerun_cult_of_the_dragon_events.txt
CDR.405,fae_cdr.405,fae_cdr,character_event,character_event,default,yes,no,0.000,0,4,score;dead_call,CDR.6200,,events/faerun_cult_of_the_dragon_events.txt
CDR.500,fae_cdr.500,fae_cdr,character_event,character_event,witchcraft,yes,no,0.061,2,33,score,,EVTOPTA_CDR_500;EVTOPTB_CDR_500;EVTOPTD_TWI_200;EVTDESC_CDR_500,events/faerun_cult_of_the_dragon_events.txt
CDR.600,fae_cdr.600,fae_cdr,character_event,character_event,war,yes,no,0.333,1,3,score;unsaved_scope,,EVTOPTA_CDR_600;EVTDESC_CDR_600,events/faerun_cult_of_the_dragon_events.txt
CDR.6200,fae_cdr.6200,fae_cdr,character_event,character_event,default,yes,no,0.333,2,6,score;unsaved_scope,,EVTOPTA_CDR_6200;EVTDESC_CDR_6200,events/faerun_cult_of_the_dragon_events.txt
CDR.6201,fae_cdr.6201,fae_cdr,character_event,character_event,default,yes,no,0.667,2,3,score;from_scope;dead_call;unsaved_scope,CDR.6202,,events/faerun_cult_of_the_dragon_events.txt
CDR.6202,,,society_quest_event,,,no,no,,,,society quest event; societies do not exist in CK3 (docs/mechanics_inventory.md),,,events/faerun_cult_of_the_dragon_events.txt
CDR.6203,fae_cdr.6203,fae_cdr,character_event,character_event,default,yes,no,0.429,3,7,score;from_scope;dead_call;unsaved_scope,CDR.6204;CDR.6205,EVTOPTA_CDR_6203;EVTOPTB_CDR_6203;EVTDESC_CDR_6203,events/faerun_cult_of_the_dragon_events.txt
CDR.6204,fae_cdr.6204,fae_cdr,character_event,character_event,default,yes,no,0.000,0,4,score;dead_call,CDR.301,EVTOPTA_CDR_6204;EVTDESC_CDR_6204,events/faerun_cult_of_the_dragon_events.txt
CDR.6205,fae_cdr.6205,fae_cdr,character_event,character_event,default,yes,no,0.000,0,1,score,,EVTOPTA_CDR_6205;EVTDESC_CDR_6205,events/faerun_cult_of_the_dragon_events.txt
DAL.100,fae_dal.100,fae_dal,character_event,character_event,default,yes,no,0.400,4,10,score;from_scope;dead_call;unsaved_scope,DAL.101,,events/faerun_dales_council_events.txt
DAL.101,fae_dal.101,fae_dal,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,DAL.102,,events/faerun_dales_council_events.txt
DAL.102,fae_dal.102,fae_dal,letter_event,letter_event,faith,yes,no,0.667,2,3,score,,EVTOPTA_DAL_102;EVTDESC_DAL_102,events/faerun_dales_council_events.txt
DAL.110,fae_dal.110,fae_dal,character_event,character_event,default,yes,no,0.316,6,19,score;dead_call,DAL.111,,events/faerun_dales_council_events.txt
DAL.111,fae_dal.111,fae_dal,character_event,character_event,default,yes,no,0.714,15,21,score,,,events/faerun_dales_council_events.txt
DAL.30000,fae_dal.30000,fae_dal,character_event,character_event,realm,yes,no,0.000,0,1,score,,EXCELLENT;EVTDESC_DAL_30000,events/faerun_dales_council_events.txt
DAL.8000,fae_dal.8000,fae_dal,character_event,character_event,feast_activity,yes,no,0.500,7,14,score,,EVTOPTA_DAL_8000;EVTOPTB_DAL_8000;EVTDESC_DAL_8000,events/faerun_dales_council_events.txt
DAL.8001,fae_dal.8001,fae_dal,letter_event,letter_event,default,yes,no,0.429,3,7,score;from_scope;unsaved_scope,DAL.8003,EVTOPTA_DAL_8001;EVTOPTB_DAL_8001;EVTDESC_DAL_8001,events/faerun_dales_council_events.txt
DAL.8002,fae_dal.8002,fae_dal,letter_event,letter_event,default,yes,yes,1.000,1,1,,,EVTOPTA_DAL_8002;EVTDESC_DAL_8002,events/faerun_dales_council_events.txt
DAL.8003,fae_dal.8003,fae_dal,letter_event,letter_event,default,yes,yes,1.000,0,0,,,EVTOPTA_DAL_8003;EVTDESC_DAL_8003,events/faerun_dales_council_events.txt
DEAD.1,fae_dead.1,fae_dead,character_event,character_event,default,yes,no,0.273,3,11,score,,,events/faerun_undead_events.txt
DEAD.2,fae_dead.2,fae_dead,character_event,character_event,default,yes,no,0.500,4,8,score;from_scope;dead_call;unsaved_scope,DEAD.3,,events/faerun_undead_events.txt
DEAD.3,fae_dead.3,fae_dead,character_event,character_event,default,yes,no,0.250,1,4,score;from_scope;unsaved_scope,,,events/faerun_undead_events.txt
DEAD.4,fae_dead.4,fae_dead,narrative_event,character_event,default,yes,no,0.000,0,2,score,,DEAD.4a;SECRET_IDENTITY.title;DEAD.4,events/faerun_undead_events.txt
ELDC.100,fae_eldc.100,fae_eldc,character_event,character_event,default,yes,no,0.400,4,10,score;from_scope;dead_call;unsaved_scope,ELDC.101,,events/faerun_elder_concord_events.txt
ELDC.1000,fae_eldc.1000,fae_eldc,character_event,character_event,default,yes,no,0.360,9,25,score;dead_call;unsaved_scope,ELDC.1001;ELDC.1006,,events/faerun_elder_concord_events.txt
ELDC.1001,fae_eldc.1001,fae_eldc,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,ELDC.1002,,events/faerun_elder_concord_events.txt
ELDC.1002,,,society_quest_event,,,no,no,,,,society quest event; societies do not exist in CK3 (docs/mechanics_inventory.md),,,events/faerun_elder_concord_events.txt
ELDC.1003,fae_eldc.1003,fae_eldc,character_event,character_event,war,yes,no,0.308,4,13,score;from_scope;unsaved_scope,,EVTOPTAELDC25503;EVTDESCELDC_1003,events/faerun_elder_concord_events.txt
ELDC.1004,fae_eldc.1004,fae_eldc,character_event,character_event,default,yes,no,0.000,0,8,score;dead_call,ELDC.1005,,events/faerun_elder_concord_events.txt
ELDC.1005,fae_eldc.1005,fae_eldc,character_event,character_event,default,yes,no,0.000,0,4,score,,,events/faerun_elder_concord_events.txt
ELDC.1006,fae_eldc.1006,fae_eldc,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,ELDC.1007,,events/faerun_elder_concord_events.txt
ELDC.1007,,,society_quest_event,,,no,no,,,,society quest event; societies do not exist in CK3 (docs/mechanics_inventory.md),,,events/faerun_elder_concord_events.txt
ELDC.1008,fae_eldc.1008,fae_eldc,character_event,character_event,war,yes,no,0.000,0,5,score,,EVTOPTAELDC25503;EVTDESCELDC_1008,events/faerun_elder_concord_events.txt
ELDC.101,fae_eldc.101,fae_eldc,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,ELDC.102,,events/faerun_elder_concord_events.txt
ELDC.102,fae_eldc.102,fae_eldc,letter_event,letter_event,faith,yes,no,0.500,3,6,score,,EVTOPTA_ELDC_102;EVTOPTB_ELDC_102;EVTDESC_ELDC_102,events/faerun_elder_concord_events.txt
ELDC.110,fae_eldc.110,fae_eldc,character_event,character_event,default,yes,no,0.297,11,37,score;dead_call,ELDC.111,,events/faerun_elder_concord_events.txt
ELDC.111,fae_eldc.111,fae_eldc,character_event,character_event,default,yes,no,0.773,17,22,score,,,events/faerun_elder_concord_events.txt
ELDC.112,fae_eldc.112,fae_eldc,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,ELDC.113,,events/faerun_elder_concord_events.txt
ELDC.113,fae_eldc.113,fae_eldc,letter_event,letter_event,faith,yes,no,0.000,0,3,score,,EVTOPTA_ELDC_113;EVTOPTB_ELDC_113;EVTDESC_ELDC_113,events/faerun_elder_concord_events.txt
ELDC.2000,fae_eldc.2000,fae_eldc,character_event,character_event,default,yes,no,0.500,3,6,score;dead_call;unsaved_scope,ELDC.2001,EVTOPTA_ELDC_2000;EVTOPTB_ELDC_2000;EVTDESC_ELDC_2000,events/faerun_elder_concord_events.txt
ELDC.2001,fae_eldc.2001,fae_eldc,character_event,character_event,default,yes,no,0.314,11,35,score;unsaved_scope,,EVTOPTA_ELDC_2001;EVTOPTB_ELDC_2001;EVTOPTC_ELDC_2001;EVTDESC_ELDC_2001,events/faerun_elder_concord_events.txt
ELDC.2100,fae_eldc.2100,fae_eldc,character_event,character_event,default,yes,no,0.250,1,4,score,,EVTOPTA_ELDC_2100;EVTDESC_ELDC_2100,events/faerun_elder_concord_events.txt
EME.100,fae_eme.100,fae_eme,character_event,character_event,default,yes,no,0.400,4,10,score;from_scope;dead_call;unsaved_scope,EME.101,,events/faerun_emerald_enclave_events.txt
EME.1000,fae_eme.1000,fae_eme,character_event,character_event,default,yes,no,0.167,3,18,score;dead_call,EME.1001;EME.1004,,events/faerun_emerald_enclave_events.txt
EME.1001,fae_eme.1001,fae_eme,character_event,character_event,default,yes,no,0.500,1,2,score;dead_call;unsaved_scope,EME.1002,,events/faerun_emerald_enclave_events.txt
EME.1002,fae_eme.1002,fae_eme,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,EME.1003,,events/faerun_emerald_enclave_events.txt
EME.1003,,,society_quest_event,,,no,no,,,,society quest event; societies do not exist in CK3 (docs/mechanics_inventory.md),,,events/faerun_emerald_enclave_events.txt
EME.1004,fae_eme.1004,fae_eme,character_event,character_event,default,yes,no,0.500,1,2,score;dead_call;unsaved_scope,EME.1005,,events/faerun_emerald_enclave_events.txt
EME.1005,fae_eme.1005,fae_eme,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,EME.1006,,events/faerun_emerald_enclave_events.txt
EME.1006,,,society_quest_event,,,no,no,,,,society quest event; societies do not exist in CK3 (docs/mechanics_inventory.md),,,events/faerun_emerald_enclave_events.txt
EME.101,fae_eme.101,fae_eme,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,EME.102,,events/faerun_emerald_enclave_events.txt
EME.102,fae_eme.102,fae_eme,letter_event,letter_event,faith,yes,no,0.667,2,3,score,,EVTOPTA_EME_102;EVTDESC_EME_102,events/faerun_emerald_enclave_events.txt
EME.110,fae_eme.110,fae_eme,character_event,character_event,default,yes,no,0.353,6,17,score;dead_call,EME.111,,events/faerun_emerald_enclave_events.txt
EME.111,fae_eme.111,fae_eme,character_event,character_event,default,yes,no,0.526,10,19,score,,,events/faerun_emerald_enclave_events.txt
EME.25000,fae_eme.25000,fae_eme,character_event,character_event,faith,yes,no,0.333,1,3,score;unsaved_scope,,EVTOPTA_EME_25000;EVTDESC_EME_25000,events/faerun_emerald_enclave_events.txt
EME.300,fae_eme.300,fae_eme,character_event,character_event,travel,yes,no,0.000,0,1,score,,EVTOPTA_EME_300;EVTDESC_EME_300,events/faerun_emerald_enclave_events.txt
EME.7000,fae_eme.7000,fae_eme,character_event,character_event,faith,yes,no,0.556,10,18,score,,EVTOPTA_EME_7000;EVTOPTB_EME_7000;EVTOPTC_EME_7000;EVTOPTD_EME_7000;EVTOPTE_EME_7000;EVTDESC_EME_7000,events/faerun_emerald_enclave_events.txt
EME.7001,fae_eme.7001,fae_eme,character_event,character_event,faith,yes,no,0.535,23,43,score;unsaved_scope,,EVTOPTA_EME_7001;EVTOPTB_TOG_7001;EVTOPTB_EME_7001;EVTOPTC_EME_7001;EVTOPTD_EME_7001;EVTDESC_EME_7001_health;EVTDESC_EME_7001_relationships;EVTDESC_EME_7001_war;EVTDESC_EME_7001_prosperity;EVTDESC_EME_7001_wisdom,events/faerun_emerald_enclave_events.txt
EME.7002,fae_eme.7002,fae_eme,character_event,character_event,faith,yes,no,0.710,49,69,score,,EVTOPTA_TOG_7002;EVTDESC_EME_7002_massive;EVTDESC_TOG_7002_human;EVTDESC_EME_7002_great;EVTDESC_EME_7002_feast;EVTDESC_EME_7002_carving,events/faerun_emerald_enclave_events.txt
EME.7010,fae_eme.7010,fae_eme,character_event,character_event,default,yes,no,0.000,0,4,score;dead_call,EME.7014;EME.7016,,events/faerun_emerald_enclave_events.txt
EME.7011,fae_eme.7011,fae_eme,character_event,character_event,faith,yes,no,0.000,0,3,score,,EVTOPTA_TOG_7011;EVTDESC_TOG_7011,events/faerun_emerald_enclave_events.txt
EME.7012,fae_eme.7012,fae_eme,character_event,character_event,faith,yes,no,0.000,0,1,score,,EVTOPTA_TOG_7012;EVTDESC_TOG_7012,events/faerun_emerald_enclave_events.txt
EME.7013,fae_eme.7013,fae_eme,character_event,character_event,physical_health,yes,no,0.000,0,3,score,,EVTOPTA_TOG_7013;EVTDESC_TOG_7013;EVTDESC_TOG_7013,events/faerun_emerald_enclave_events.txt
EME.7014,fae_eme.7014,fae_eme,character_event,character_event,faith,yes,no,0.500,1,2,score,,EVTOPTA_TOG_7014;EVTDESC_TOG_7014,events/faerun_emerald_enclave_events.txt
EME.7016,fae_eme.7016,fae_eme,character_event,character_event,faith,yes,no,0.000,0,1,score,,EVTOPTA_TOG_7016;EVTDESC_TOG_7016,events/faerun_emerald_enclave_events.txt
EME.7020,fae_eme.7020,fae_eme,character_event,character_event,love,yes,no,0.467,14,30,score;unsaved_scope,,EVTOPTA_TOG_7020;EVTOPTB_TOG_7020;EVTDESC_TOG_7020,events/faerun_emerald_enclave_events.txt
EME.7021,fae_eme.7021,fae_eme,character_event,character_event,feast_activity,yes,no,0.333,4,12,score,,EVTOPTA_TOG_7021;EVTOPTB_TOG_7021;EVTDESC_TOG_7021,events/faerun_emerald_enclave_events.txt
EME.7022,fae_eme.7022,fae_eme,character_event,character_event,court,yes,no,0.000,0,1,score,,EVTOPTA_TOG_7022;EVTDESC_TOG_7022,events/faerun_emerald_enclave_events.txt
EME.7023,fae_eme.7023,fae_eme,character_event,character_event,faith,yes,no,0.333,4,12,score,,EVTOPTA_TOG_7023;EVTDESC_TOG_7023,events/faerun_emerald_enclave_events.txt
EME.7024,fae_eme.7024,fae_eme,character_event,character_event,court,yes,no,0.000,0,1,score,,EVTOPTA_TOG_7024;EVTDESC_TOG_7024,events/faerun_emerald_enclave_events.txt
EME.7025,fae_eme.7025,fae_eme,character_event,character_event,recovery,yes,no,0.000,0,4,score,,EVTOPTA_TOG_7025;EVTOPTB_TOG_7025;EVTDESC_TOG_7025;EVTDESC_TOG_7025,events/faerun_emerald_enclave_events.txt
EME.7030,fae_eme.7030,fae_eme,character_event,character_event,martial,yes,no,0.111,1,9,score;unsaved_scope,,EVTOPTA_TOG_7030;EVTDESC_TOG_7030,events/faerun_emerald_enclave_events.txt
EME.7032,fae_eme.7032,fae_eme,character_event,character_event,battle,yes,no,0.600,9,15,score,,EVTOPTA_TOG_7032;EVTDESC_TOG_7032,events/faerun_emerald_enclave_events.txt
EME.7033,fae_eme.7033,fae_eme,character_event,character_event,war,yes,no,0.000,0,1,score,,EVTOPTA_TOG_7033;EVTDESC_TOG_7033,events/faerun_emerald_enclave_events.txt
EME.7034,fae_eme.7034,fae_eme,character_event,character_event,war,yes,no,0.000,0,6,score,,EVTOPTA_TOG_7034;EVTDESC_TOG_7034_A;EVTDESC_TOG_7034_B,events/faerun_emerald_enclave_events.txt
EME.7035,fae_eme.7035,fae_eme,character_event,character_event,war,yes,no,0.000,0,1,score,,EVTOPTA_TOG_7035;EVTDESC_TOG_7035,events/faerun_emerald_enclave_events.txt
EME.7040,fae_eme.7040,fae_eme,character_event,character_event,travel,yes,no,0.250,3,12,score,,EVTOPTA_TOG_7040;EVTDESC_TOG_7040,events/faerun_emerald_enclave_events.txt
EME.7041,fae_eme.7041,fae_eme,character_event,character_event,realm,yes,no,0.000,0,4,score,,EVTOPTA_TOG_7041;EVTDESC_TOG_7041_A;EVTDESC_TOG_7041_B,events/faerun_emerald_enclave_events.txt
EME.7042,fae_eme.7042,fae_eme,character_event,character_event,stewardship,yes,no,0.000,0,1,score,,EVTOPTA_TOG_7042;EVTDESC_TOG_7042,events/faerun_emerald_enclave_events.txt
EME.7043,fae_eme.7043,fae_eme,character_event,character_event,faith,yes,no,0.000,0,1,score,,EVTOPTA_TOG_7043;EVTDESC_TOG_7043,events/faerun_emerald_enclave_events.txt
EME.7044,fae_eme.7044,fae_eme,character_event,character_event,travel,yes,no,0.200,1,5,score,,EVTOPTA_TOG_7044;EVTDESC_TOG_7044,events/faerun_emerald_enclave_events.txt
EME.7050,fae_eme.7050,fae_eme,character_event,character_event,learning,yes,no,0.000,0,4,score,,EVTOPTA_TOG_7050;EVTDESC_TOG_7050,events/faerun_emerald_enclave_events.txt
EME.7051,fae_eme.7051,fae_eme,character_event,character_event,faith,yes,no,0.200,1,5,score;unsaved_scope,,EVTOPTA_TOG_7051;EVTDESC_TOG_7051,events/faerun_emerald_enclave_events.txt
EME.7052,fae_eme.7052,fae_eme,character_event,character_event,learning,yes,no,0.000,0,1,score,,EVTOPTA_TOG_7052;EVTDESC_TOG_7052,events/faerun_emerald_enclave_events.txt
EME.7053,fae_eme.7053,fae_eme,character_event,character_event,learning,yes,no,0.000,0,1,score,,EVTOPTA_TOG_7053;EVTDESC_TOG_7053,events/faerun_emerald_enclave_events.txt
EME.7054,fae_eme.7054,fae_eme,character_event,character_event,faith,yes,no,0.000,0,2,score,,EVTOPTA_TOG_7054;EVTOPTB_TOG_7054;EVTDESC_TOG_7054,events/faerun_emerald_enclave_events.txt
EVER.100,fae_ever.100,fae_ever,character_event,character_event,default,yes,no,0.400,4,10,score;from_scope;dead_call;unsaved_scope,EVER.101,,events/faerun_everlasting_events.txt
EVER.101,fae_ever.101,fae_ever,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,EVER.102,,events/faerun_everlasting_events.txt
EVER.102,fae_ever.102,fae_ever,letter_event,letter_event,faith,yes,no,0.667,2,3,score,,EVTOPTA_EVER_102;EVTDESC_EVER_102,events/faerun_everlasting_events.txt
EVER.110,fae_ever.110,fae_ever,character_event,character_event,default,yes,no,0.353,6,17,score;dead_call,EVER.111,,events/faerun_everlasting_events.txt
EVER.111,fae_ever.111,fae_ever,character_event,character_event,default,yes,no,0.706,12,17,score,,,events/faerun_everlasting_events.txt
EVER.6200,fae_ever.6200,fae_ever,character_event,character_event,default,yes,no,0.440,11,25,score;unsaved_scope,,,events/faerun_everlasting_events.txt
EVER.6201,fae_ever.6201,fae_ever,character_event,character_event,default,yes,no,0.667,2,3,score;from_scope;dead_call;unsaved_scope,EVER.6202,,events/faerun_everlasting_events.txt
EVER.6202,,,society_quest_event,,,no,no,,,,society quest event; societies do not exist in CK3 (docs/mechanics_inventory.md),,,events/faerun_everlasting_events.txt
EVER.6203,fae_ever.6203,fae_ever,character_event,character_event,default,yes,no,0.250,1,4,score;from_scope;dead_call;unsaved_scope,EVER.6204,,events/faerun_everlasting_events.txt
EVER.6204,,,society_quest_event,,,no,no,,,,society quest event; societies do not exist in CK3 (docs/mechanics_inventory.md),,,events/faerun_everlasting_events.txt
EVER.6205,fae_ever.6205,fae_ever,character_event,character_event,faith,yes,no,0.100,1,10,score;from_scope;unsaved_scope,,EVTOPTA_MNM_6205_A;EVTOPTA_MNM_6205_B;EVTDESC_MNM_6205_A;EVTDESC_MNM_6205_B,events/faerun_everlasting_events.txt
EVER.6206,,,province_event,,,no,no,,,,province-scope root; CK3 has no province event type and a non-character root scope must be hidden or major (game/events/_events.info),,,events/faerun_everlasting_events.txt
EVER.6220,fae_ever.6220,fae_ever,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,EVER.6221,,events/faerun_everlasting_events.txt
EVER.6221,,,society_quest_event,,,no,no,,,,society quest event; societies do not exist in CK3 (docs/mechanics_inventory.md),,,events/faerun_everlasting_events.txt
EVER.6248,fae_ever.6248,fae_ever,character_event,character_event,default,yes,no,0.000,0,1,score;from_scope;dead_call;unsaved_scope,EVER.6249,,events/faerun_everlasting_events.txt
EVER.6249,,,society_quest_event,,,no,no,,,,society quest event; societies do not exist in CK3 (docs/mechanics_inventory.md),,,events/faerun_everlasting_events.txt
EVER.6250,fae_ever.6250,fae_ever,character_event,character_event,witchcraft,yes,no,0.821,96,117,score;dead_call;unsaved_scope,EVER.6251;EVER.6251;EVER.6251;EVER.6251;EVER.6251,EVTOPTA_MNM_6250;EVTOPTA_MNM_6250;EVTOPTB_MNM_6250;EVTOPTC_MNM_6250;EVTOPTD_MNM_6250;EVTOPTE_MNM_6250;EVTOPTF_MNM_6250;EVTDESC_MNM_6250_A;EVTDESC_MNM_6250_B,events/faerun_everlasting_events.txt
EVER.6251,fae_ever.6251,fae_ever,character_event,character_event,default,yes,no,0.667,4,6,score;from_scope;dead_call;unsaved_scope,EVER.6252,,events/faerun_everlasting_events.txt
EVER.6252,fae_ever.6252,fae_ever,character_event,character_event,intrigue,yes,no,0.769,10,13,score;dead_call,EVER.6253;EVER.6253;EVER.6253,EVTOPTA_MNM_6252;EVTOPTB_MNM_6252;EVTOPTC_MNM_6252;EVTDESC_MNM_6252,events/faerun_everlasting_events.txt
EVER.6253,fae_ever.6253,fae_ever,character_event,character_event,intrigue,yes,no,0.820,50,61,score;dead_call;unsaved_scope,EVER.6254;EVER.6255;EVER.6256,EVTOPTA_MNM_6253;EVTDESC_MNM_6253_A;EVTDESC_MNM_6253_B;EVTDESC_MNM_6253_C,events/faerun_everlasting_events.txt
EVER.6254,fae_ever.6254,fae_ever,character_event,character_event,witchcraft,yes,no,0.857,6,7,score;dead_call,EVER.6261,EVTOPTA_MNM_6254;EVTDESC_MNM_6254_A;EVTDESC_MNM_6254_B;EVTDESC_MNM_6254_C,events/faerun_everlasting_events.txt
EVER.6255,fae_ever.6255,fae_ever,character_event,character_event,witchcraft,yes,no,0.778,7,9,score;dead_call;unsaved_scope,EVER.6261,EVTOPTA_MNM_6255;EVTDESC_MNM_6255_A;EVTDESC_MNM_6255_B;EVTDESC_MNM_6255_C,events/faerun_everlasting_events.txt
EVER.6256,fae_ever.6256,fae_ever,character_event,character_event,intrigue,yes,no,0.733,11,15,score;dead_call;unsaved_scope,EVER.6259;EVER.6259,EVTOPTA_MNM_6256;EVTOPTB_MNM_6256;EVTDESC_MNM_6256,events/faerun_everlasting_events.txt
EVER.6257,fae_ever.6257,fae_ever,character_event,character_event,default,yes,no,0.867,13,15,score;dead_call;unsaved_scope,EVER.6258,,events/faerun_everlasting_events.txt
EVER.6258,fae_ever.6258,fae_ever,character_event,character_event,witchcraft,yes,no,0.286,2,7,score;unsaved_scope,,EVTOPTA_MNM_6258;EVTOPTB_MNM_6258;EVTDESC_MNM_6258,events/faerun_everlasting_events.txt
EVER.6259,fae_ever.6259,fae_ever,character_event,character_event,witchcraft,yes,no,0.672,41,61,score;dead_call;unsaved_scope,EVER.6257;EVER.6258;EVER.6257;EVER.6258;EVER.6257,EVTOPTA_MNM_6259;EVTOPTB_MNM_6259;EVTOPTC_MNM_6259;EVTDESC_MNM_6259_A;EVTDESC_MNM_6259_B;EVTDESC_MNM_6259_C;EVTDESC_MNM_6259_D;EVTDESC_MNM_6259_E;EVTDESC_MNM_6259_F,events/faerun_everlasting_events.txt
EVER.6261,fae_ever.6261,fae_ever,character_event,character_event,default,yes,no,0.750,3,4,score;dead_call;unsaved_scope,EVER.6259,,events/faerun_everlasting_events.txt
EVER.6948,fae_ever.6948,fae_ever,character_event,character_event,default,yes,no,0.000,0,3,score;dead_call,MNM.6100,,events/faerun_everlasting_events.txt
EVER.6949,fae_ever.6949,fae_ever,character_event,character_event,default,yes,no,0.000,0,3,score,,,events/faerun_everlasting_events.txt
FCE.0001,fae_fce.1,fae_fce,character_event,character_event,intrigue,yes,no,0.616,61,99,score,,EVTOPTA_FCE_0001;EVTOPTB_FCE_0001;EVTOPTC_FCE_0001;EVTOPTD_FCE_0001;EVTOPTE_FCE_0001;EVTDESC_FCE_0001,events/faerun_court_events.txt
FCE.0011,fae_fce.11,fae_fce,character_event,character_event,intrigue,yes,no,0.486,17,35,score;dead_call,FCE.0012;FCE.0012;FCE.0012,EVTOPTA_FCE_0011;EVTOPTB_FCE_0011;EVTOPTC_FCE_0011;EVTOPTD_FCE_0011;EVTDESC_FCE_0011,events/faerun_court_events.txt
FCE.0012,fae_fce.12,fae_fce,character_event,character_event,intrigue,yes,no,0.400,8,20,score,,EVTOPTA_FCE_0012;EVTOPTB_FCE_0012;EVTDESC_FCE_0012,events/faerun_court_events.txt
FCE.73006,fae_fce.65535,fae_fce,character_event,character_event,default,yes,no,0.500,11,22,score;dead_call,73006,,events/faerun_court_events.txt
FMU.0001,fae_fmu.1,fae_fmu,character_event,character_event,default,yes,no,0.500,3,6,score;from_scope;dead_call;unsaved_scope,FMU.0002,,events/faerun_Magic_User.txt
FMU.0002,fae_fmu.2,fae_fmu,character_event,character_event,learning,yes,no,0.000,0,42,score;from_scope;unsaved_scope,,EVTOPTB_FMU_0002;EVTOPTC_FMU_0002;EVTOPTD_FMU_0002;EVTOPTE_FMU_0002;EVTDESC_FMU_0002,events/faerun_Magic_User.txt
FRE.0001,fae_fre.1,fae_fre,character_event,character_event,faith,yes,no,0.389,7,18,score,,EVTOPTA_FRE_0001;EVTOPTB_FRE_0001;EVTDESC_FRE_0001,events/faerun_Rogue.txt
FSC.0001,fae_fsc.1,fae_fsc,character_event,character_event,faith,yes,no,0.571,4,7,score;dead_call,FSC.0002,EVTOPTAFSC.0001;EVTOPTBFSC.0001;EVTDESC_FSC_0001,events/faerun_Sea_Creatures.txt
FSC.0002,fae_fsc.2,fae_fsc,character_event,character_event,faith,yes,no,0.000,0,1,score,,EVTOPTAFSC.0002;EVTDESC_FSC_0002,events/faerun_Sea_Creatures.txt
FSC.0003,fae_fsc.3,fae_fsc,character_event,character_event,default,yes,no,0.962,25,26,score,,,events/faerun_Sea_Creatures.txt
FaerunMercenaries.1,fae_faerunmercenaries.1,fae_faerunmercenaries,character_event,character_event,default,yes,no,0.500,1,2,score;from_scope;unsaved_scope,FaerunMercenaries.2,,events/faerun_Mercenaries.txt
FaerunMercenaries.1001,fae_faerunmercenaries.1001,fae_faerunmercenaries,character_event,character_event,default,yes,no,0.472,17,36,score,,,events/faerun_Mercenaries.txt
FaerunMercenaries.2,fae_faerunmercenaries.2,fae_faerunmercenaries,letter_event,letter_event,war,yes,yes,1.000,0,0,,,EXCELLENT;EVTDESC_FaerunMercenary_2,events/faerun_Mercenaries.txt
FaerunSiege.1,fae_faerunsiege.1,fae_faerunsiege,character_event,character_event,war,yes,no,0.036,2,55,score,,FaerunSiege1TTA;FaerunSiege1TTB;FaerunSiege1,events/faerun_siege_events.txt
FaerunSiege.2,fae_faerunsiege.2,fae_faerunsiege,character_event,character_event,war,yes,yes,1.000,0,0,,,FaerunSiege2TTA;FaerunSiege2,events/faerun_siege_events.txt
FaerunSiege.3,fae_faerunsiege.3,fae_faerunsiege,character_event,character_event,war,yes,yes,1.000,0,0,,,FaerunSiege2TTA;FaerunSiege3,events/faerun_siege_events.txt
FaerunSocieties.1,fae_faerunsocieties.1,fae_faerunsocieties,character_event,character_event,default,yes,no,0.400,4,10,score;from_scope;dead_call;unsaved_scope,FaerunSocieties.101,,events/faerun_Societies.txt
