county,defined,built,max_settlements
c_maerchwoods,7,1,3
c_maerduuth,7,3,4
c_maerimydra,7,3,4
c_maeruhal,7,2,4
c_maerwatch,7,2,3
c_maerzalar,7,2,3
c_maeynda,7,1,4
c_mafrad,7,3,4
c_magis_tor,7,1,2
c_magrib,7,3,3
c_mahabba,7,4,5
c_maharas_vale,7,1,3
c_mahazaka,7,1,3
c_mahligwi,7,1,3
c_makaxar,7,3,4
c_malaarar,7,1,4
c_maldali,7,1,3
c_malualti,7,1,2
c_manass,7,3,4
c_mangale,7,1,3
c_mangangan,7,1,3
c_manhus_and_saliam,7,1,3
c_manshaka,7,4,4
c_marangor,7,3,4
c_marching_camels_road,7,1,3
c_maribar_island,7,2,3
c_marrauk,7,1,4
c_marsember,9,4,5
c_marsh_of_tun,8,2,3
c_maskana,7,1,3
c_maskath,7,1,4
c_masud_jazayir,7,1,3
c_mata,7,1,3
c_matolo,7,1,4
c_maviddi_forest,7,1,3
c_mazat,7,1,3
c_mbala,7,1,4
c_medang_perang,7,1,3
c_medina_akota,7,3,5
c_medina_al_afyal,7,3,5
c_medinat_muskawoon,7,1,3
c_meinan,7,1,4
c_meiritin,7,2,3
c_mekebat,7,3,4
c_mella,7,1,3
c_melvaunt,8,3,5
c_memnon,7,5,5
c_menzoberranzan,9,5,7
c_mere_of_dead_men,7,2,3
c_mergu,7,1,3
c_mergu_saah,7,1,3
c_merkungard,7,1,3
c_messemprar,7,4,5
c_methwood,7,1,3
c_mettledale,7,1,3
c_mevarand,10,1,4
c_mezro,7,7,7
c_mhaelos,7,2,3
c_mhair_pass,7,1,3
c_mhairhetel,7,3,5
c_mhairling,7,1,4
c_mhiilamnir,7,3,4
c_middenlands,7,2,3
c_middle_longwood,7,1,3
c_middle_rendai,7,1,4
c_middlewoods,7,1,3
c_midnight_waters,7,1,3
c_midvale,7,1,4
c_midways,7,1,3
c_midwinter_pass,7,1,3
c_miir,7,1,4
c_milvarune,7,3,4
c_mimph,7,3,5
c_mina,7,3,4
c_minlow,7,3,4
c_minta_vale,7,1,3
c_mintar,7,2,3
c_mintarn,7,2,4
c_mirabar,7,4,6
c_mirande,11,2,4
c_mirror_lake,7,1,3
c_misbahd,7,3,3
c_mishan,7,2,3
c_mishtan,7,3,4
c_misted_court,7,1,3
c_mistfells,6,1,4
c_mistshaws,10,1,4
c_misty_forest,7,2,4
c_misty_plains,7,1,3
c_misty_vale,7,1,3
c_mithel,7,2,4
c_mithral_hall,7,4,5
c_mnyama,7,1,3
c_mokalonni_islands,7,2,3
c_molken,7,1,3
c_monksblade,10,2,4
c_monteshi,7,4,4
c_moonglade,7,3,4
c_moonrise,7,2,3
c_moonvales,7,1,3
c_moonwood,7,1,4
c_moraan,7,3,3
c_moradask,7,2,3
c_mordulkin,7,2,3
c_morninggold,7,3,3
c_morrowikik,7,1,2
c_mortens_gap,7,1,3
c_mortik_swamp,7,1,4
c_morvar,7,3,4
c_mosstrunks,8,2,5
c_moszabbar,7,2,3
c_mother_of_mists,7,1,2
c_motra,7,2,3
c_mount_illefarn,7,2,3
c_mount_sar,7,2,3
c_mount_sarengard,7,2,3
c_mount_sundabar,7,1,3
c_mountain_of_iron,7,1,3
c_mourktar,7,3,4
c_mraar_forest,7,1,3
c_mratanga,7,1,4
c_mreyelundar,7,2,4
c_msalin,7,2,3
c_mt_hotenow,7,2,3
c_muara,7,1,3
c_mulharahold,7,2,4
c_mulhessen,7,2,3
c_mulmaster,8,4,4
c_mulptan,7,2,3
c_mulsantir,7,2,5
c_mulsanyaar,7,1,3
c_muluk,7,3,4
c_munli,7,1,3
c_murann,8,2,3
c_murbant,8,2,3
c_muren_tso,7,1,3
c_murghyr,7,3,5
c_murpeth,7,2,3
c_murr,7,1,2
c_murthil,7,1,3
c_mussum,7,2,5
c_myrloch_vale,7,1,4
c_myrmyr,7,2,3
c_myth_drannor,8,5,7
c_myth_dyraalis,7,2,2
c_myth_telvondial,7,1,3
c_mytharan_woods,7,2,3
c_naga_plain,7,1,3
c_nagaflow,7,1,3
c_nagai_terrace,7,1,3
c_nagarana,7,1,3
c_nagarr,7,1,5
c_nagoo,7,1,3
c_nahr_al_fil,7,2,3
c_naiganga,7,1,3
c_najara,7,1,4
c_namtan,7,1,5
c_nangalore,7,1,5
c_nanhu,7,1,4
c_nanxun,7,2,4
c_naon,7,1,3
c_naqayna,7,1,3
c_naqq_and_qutil,7,1,3
c_nar_ormpur,7,1,3
c_narari,7,1,3
c_narderwood,7,1,3
c_narodara,7,1,3
c_narubel,7,2,3
c_narvarr,7,2,4
c_nashkel,7,2,3
c_nath_pass,7,1,3
c_nathenje,7,1,3
c_nathlekh,7,2,3
c_nathoud,7,1,4
c_naupau,7,3,3
c_naurogloth,7,3,4
c_nawal,7,1,3
c_naysabur,7,2,3
c_ndoto,7,1,3
c_neachal,7,2,3
c_nearwoods,7,1,3
c_neldorild,7,3,5
c_nember,7,1,4
c_nemessor,7,1,3
c_nemoree_isles,7,1,3
c_nenvar,7,1,3
c_nerth,7,2,3
c_neryudzhan,7,1,3
c_nesme,7,2,3
c_nethentir,8,2,4
c_nether_mountains,7,2,3
c_netheril_river,7,1,3
c_nethjet,7,3,4
c_nethra,7,2,3
c_neverwinter,7,4,6
c_neverwinter_wood,7,1,4
c_new_sarshel,7,1,3
c_nezras,7,1,3
c_ni_ko,7,1,4
c_night_trees,7,1,4
c_nimlith,7,3,4
c_nimpeth,7,4,5
c_nimsur,7,3,3
c_nisalin,7,2,3
c_nix,7,1,3
c_njast,7,1,4
c_nleeth_and_amah,7,2,4
c_nogoonraat,7,1,3
c_nolin,7,2,3
c_nonthal,7,4,5
c_noondai,7,1,3
c_norheim,7,1,4
c_nornglast,10,1,4
c_north_fornaluit,7,1,3
c_north_peak,7,3,4
c_north_reaching_wood,7,1,3
c_north_rystall,7,1,3
c_north_winterwood,7,1,3
c_northdark_woods,7,1,3
c_northwind,7,1,3
c_nouarada,7,1,3
c_nsi,7,2,3
c_nun,7,2,3
c_nunwood,7,1,3
c_nuthretos,7,3,5
c_nyangumi,7,1,3
c_nyanzaru,7,1,4
c_nykkar,7,2,2
c_nymphwood,7,1,3
c_nyth,7,2,4
c_obarval,7,1,3
c_oceans_sigh,10,1,3
c_ochoq,7,1,3
c_ochre_hills,7,1,3
c_odesh,7,1,3
c_oghrann,7,1,4
c_ohmai,7,2,4
c_okk,7,2,2
c_olafstaad,7,2,4
c_olattan,7,1,3
c_old_drivendelve,7,2,3
c_old_road,7,1,3
c_old_well,7,1,3
c_olomaa,7,1,4
c_olstone,7,2,4
c_olum,7,1,4
c_olung,7,1,3
c_olyniak,7,1,2
c_ommvale,7,2,3
c_omu,7,4,6
c_ondathel,7,3,4
c_ondene,7,1,3
c_ong_woods,7,3,3
c_oostar,7,1,3
c_open_marches,7,3,4
c_oraundil,7,1,4
c_orbedal,7,1,5
c_orbrekh_hills,7,1,3
c_orbrekhland,7,1,3
c_ordulin,10,3,5
c_oreme,7,1,4
c_orgymist,7,1,4
c_orithar,7,3,3
c_orlil,7,2,3
c_orlumbor,7,3,3
c_ormath,7,2,3
c_ormen,7,4,5
c_ormpe,7,3,4
c_ormpetarr,7,4,5
c_ormpur,7,2,3
c_orogoth,7,1,3
c_orolunga,8,1,4
c_oroth,7,1,4
c_orphar,7,1,3
c_orpher,7,2,3
c_orvyltar,7,5,5
c_oryndoll,8,3,3
c_oslin,7,2,4
c_ospkur,7,1,2
c_ostel,7,3,4
c_otennath,7,2,3
c_othars_hand,7,3,4
c_outer_reghed,7,1,2
c_outlaw_waste,7,1,3
c_oyargh,7,1,3
c_palevash,7,1,3
c_palischuk,7,2,3
c_panforza,7,1,3
c_panjang_river,7,1,4
c_panjuis,8,1,3
c_pasar,7,2,5
c_patatak,7,1,2
c_pazar,7,2,3
c_pearl_banks,7,2,3
c_pehrrifaal,7,1,3
c_pelandar,10,1,4
c_pelauvir,7,1,3
c_peldvale,7,1,3
c_pelleors_prairie,7,1,4
c_penuh_susak,7,1,4
c_peqqir,7,1,3
c_perilous,7,4,3
c_perpustakaan,7,1,6
c_peskar,7,1,3
c_phannaskul,7,2,6
c_phantom_pass,7,1,3
c_pharren,7,1,3
c_phelajarama,7,2,4
c_phelzol,7,3,4
c_phent,7,2,5
c_phlan,8,3,5
c_phoenix,7,2,3
c_phsant,7,2,3
c_phutan,7,1,3
c_pigeon_rock,7,1,3
c_pikemans_folly,7,2,3
c_plain_of_heroes,7,2,3
c_plain_of_the_talon,7,1,3
c_plainsmarch,7,3,4
c_po_yul_dzayul,7,1,2
c_polten,7,3,4
c_poltensmark,7,1,3
c_port_ghast,7,3,4
c_port_llast,7,2,3
c_prastuil,7,3,4
c_priapurl,7,2,3
c_prints_floe,7,1,2
c_procampur,7,3,4
c_proskur,7,2,3
c_protain,7,2,3
c_pterafolk_eyries,7,1,3
c_punakha_dzong,7,1,3
c_purple_rocks,7,1,3
c_purskul,7,2,3
c_pyarados,11,4,5
c_pyratar,7,4,5
c_qadib,7,2,3
c_qadim_hills,9,1,3
c_qanadad,7,1,3
c_qantun,7,1,3
c_qaragar,10,2,4
c_qarintg,7,1,3
c_qarlondrar,9,3,4
c_qinyi,7,1,3
c_qorkh,7,1,4
c_qosodera,7,1,3
c_qota,7,1,3
c_quaraband,7,1,5
c_quaraqand,7,1,3
c_quarat,8,3,4
c_quarter_of_emptiness,7,1,3
c_quaver,7,1,3
c_quchang,7,1,4
c_qudalla,7,2,3
c_qudao,7,1,4
c_qudra,7,4,6
c_quistrade,7,1,3
c_quli,7,1,3
c_quorat,7,1,3
c_quretta,7,1,4
c_qurth_forest,7,1,3
c_qutel,7,1,3
c_ragado,7,1,3
c_rago,7,1,2
c_rainbow_falls,7,3,4
c_ralasuu_isle,7,1,2
c_ramekho,7,1,4
c_rashaflow,7,1,3
c_raskuldin,9,3,4
c_rassalantar,7,3,3
c_rassatan,7,2,3
c_rastaal,7,1,3
c_rathmar,7,1,2
c_rauder,7,1,3
c_raurokh,8,1,4
c_rauthgor,7,2,3
c_rauthil,7,2,3
c_ravens_bluff,25,4,6
c_raziz,7,1,3
c_reaching_wood,7,1,3
c_red_cliffs,7,1,3
c_red_goat,7,3,4
c_red_larch,7,3,4
c_red_shores,7,3,4
c_reddansyr,8,1,4
c_redspring,10,3,3
c_redstar,7,1,3
c_redwater_dale,7,1,3
c_redwaters,7,3,2
c_regdasaid,7,1,2
c_relkaths_foot,7,3,4
c_remorhaz_ride,7,1,3
c_reth,7,2,3
c_rethild_shore,7,1,3
c_rethmar,7,2,4
c_riatavin,7,4,4
c_riders_to_the_sky,7,1,2
c_riftwood,7,2,3
c_riimlost,7,1,4
c_rimba,7,1,3
c_rimlost,8,1,4
c_rimmator,7,3,4
c_risha,7,1,3
c_riven_frost,7,1,2
c_river_of_metals,7,2,3
c_rivermoot,7,2,3
c_riverride,7,1,3
c_rivers_run,7,3,4
c_rivershire,7,2,3
c_road_less_traveled,7,2,3
c_road_of_dust,7,2,3
c_roaringshore,7,2,3
c_rodanar,7,2,3
c_rogosto,7,3,5
c_rokthorl,7,2,4
c_rondeval,9,1,4
c_roof_of_the_world,7,1,2
c_roraari,11,1,4
c_rorst,7,1,4
c_ruathym,7,3,4
c_rubbans_tears,7,1,3
c_rucien_xan,7,2,4
c_ruith,7,3,5
c_rume,7,3,4
c_ruriks_end,7,1,2
c_rystall_wood,7,1,4
c_sabrasha,7,1,3
c_sadamzar,7,2,3
c_sadazeh,7,1,3
c_saekolath,7,3,4
c_saelmur,7,2,3
c_saerb,7,2,3
c_saerloon,11,3,5
c_safaq,7,2,4
c_saichik,7,1,2
c_saigai,7,3,4
c_saikhoi,7,4,5
c_sakh,7,1,3
c_sakina,7,1,3
c_salira,7,1,3
c_salju,7,1,2
c_salpir,7,3,3
c_samagard,7,2,3
c_samargol,7,4,5
c_sambar,7,4,6
c_sambral,7,2,4
c_sammaresh,7,3,4
c_samphos,7,1,3
c_sampranasz,7,2,4
c_samra,7,3,4
c_sandsrun,7,2,3
c_sant,7,1,3
c_sapphire_shores,7,2,3
c_saraath,7,1,3
c_saraq,7,3,4
c_sarenestar,7,1,3
c_sargauth,7,3,3
c_sariban,7,1,3
c_sarrukoth,7,2,3
c_sarshel,7,3,4
c_sartha_coast,7,1,3
c_sathadech,10,1,4
c_satous,7,1,3
c_satyr_road,7,1,3
c_sawsh,7,1,3
c_sayf,7,1,3
c_scardale,7,3,4
c_scarlet_jungle,7,1,3
c_schamedar,7,3,3
c_scornubel,7,2,3
c_scrabbleground,7,1,3
c_sea_of_salt,7,1,2
c_sebben,7,1,4
c_secomber,7,2,3
c_sefriszar,8,3,4
c_segaran_swamp,7,1,3
c_seikung,7,4,5
c_sekola_atas,7,1,4
c_sekras,7,3,4
c_selgaunt,9,5,6
c_selskar_vale,7,1,3
c_sembabule,7,2,3
c_semberholme,7,3,5
c_semkhrun,7,1,5
c_semphar_water,7,2,3
c_sempharin,7,3,5
c_sendalam,7,2,3
c_senia_plateau,7,1,3
c_sentinel_island,7,1,2
c_sentinel_spire,7,3,4
c_serpent_hills,7,1,4
c_serpent_valley,7,2,3
c_serpents_tail,7,1,4
c_serzeman_bamar,7,1,3
c_seshano,7,1,3
c_sesserash,7,1,3
c_sessrenglade,7,2,3
c_settlestone,7,3,3
c_seventon,7,1,3
c_severed_hand,7,2,3
c_sezilinta,7,3,4
c_shaareach_forest,7,1,3
c_shaargald,7,1,3
c_shaarmid,7,3,4
c_shaddath,7,1,3
c_shadowdale,6,4,4
c_shadowed_grave,7,1,3
c_shadowglade,7,1,2
c_shadows_end,8,3,4
c_shaelyn,7,3,4
c_shakham,7,2,3
c_shakkak,7,1,2
c_shalanar,7,3,5
c_shamandra,7,2,3
c_shamph,7,3,4
c_shan_sao,7,1,2
c_shandaular,7,1,3
c_shangtao,7,2,4
c_shannath,7,1,2
c_shanshu,7,2,3
c_shantal,7,1,3
c_sharandar,7,1,4
c_sharawood,7,1,3
c_sharira,7,1,3
c_shattered_tower,7,1,3
c_shatterwave,7,1,4
c_shay_hills,7,1,3
c_shederran_grove,7,1,2
c_sheirtalar,7,4,6
c_shentsa,7,1,4
c_shey_chorten,7,1,4
c_shih_tuh,7,2,4
c_shihfang,7,2,4
c_shilku_bay,7,2,3
c_shilmista,7,1,4
c_shining_gap,7,1,3
c_shining_white,7,1,3
c_ship_isle,7,2,3
c_ship_of_the_gods,7,1,3
c_shipgrave_isles,7,1,2
c_shirc,7,1,4
c_shivering_coast,7,1,2
c_shoal_of_thirst,7,1,3
c_shoonach,7,4,6
c_shota,7,1,3
c_shou_kuan,7,3,5
c_shrouded_lands,7,1,3
c_shussel,7,3,4
c_sidewinder_wood,7,1,3
c_sidi_island,7,1,3
c_sierrak,9,1,4
c_sigram,8,1,3
c_siiluth,7,4,5
c_sikak,7,3,5
c_siksuv,7,1,2
c_silapathar,7,1,3
c_silver_hills,7,3,4
c_silvermoon_pass,7,2,3
c_silverwood,7,1,3
c_silverymoon,7,5,6
c_simbaya,7,2,3
c_sinking_palace,8,1,3
c_sinna,7,1,3
c_sixstreams,7,1,3
c_skadaurak,7,1,2
c_skarou,7,2,4
c_skeska,7,1,3
c_skouth,7,1,3
c_skuld,7,5,7
c_skuldusk,7,1,3
c_skullport,7,3,5
c_skurrukh,7,3,3
c_sky_fields,7,3,4
c_skytower_shelter,7,1,2
c_skyvale,7,1,3
c_skywall,7,3,3
c_smokeholes,7,1,3
c_smokespire,7,1,1
c_smoking_mountains,7,2,3
c_snakewood,7,1,3
c_snapping_turtle_bay,7,1,3
c_snokkok,7,1,2
c_snout_of_omgar,7,1,3
c_sokkar,7,1,3
c_soleineflow,7,2,3
c_solon,7,3,3
c_sombor,7,3,3
c_somraggah,7,3,4
c_songfarla,7,3,4
c_songhal,7,2,4
c_soolabax,7,3,4
c_soorenar,7,3,4
c_soranda,7,1,3
c_sorghum_fields,7,2,3
c_sorib,7,1,3
c_sorl,7,2,3
c_sossvaal,7,2,3
c_soto,7,1,3
c_soubar,7,2,4
c_soussal,7,2,3
c_south_fornaluit,7,1,3
c_south_winterwood,7,1,3
c_southern_shandaular,7,1,3
c_southspar,7,1,4
c_southwatch,7,1,2
c_southwood,7,1,3
c_spandeliyon,7,2,3
c_spearhead_point,7,1,3
c_spearsmouth_dale,7,2,3
c_spellgard,7,1,3
c_spellshire,7,2,3
c_spider_swamp,7,1,2
c_spiderhaunt_woods,7,2,3
c_spiteful_isles,7,1,4
c_splendarrmornn,7,3,4
c_sragadha,7,1,3
c_sschindylryn,7,3,4
c_ssensval,7,1,3
c_sshamath,10,3,4
c_ssintar,7,1,2
c_ssrenshen,7,1,4
c_stagford,7,2,3
c_star_mounts,7,1,2
c_starfields,7,1,3
c_starmantle,7,3,4
c_starmetal_hills,7,1,3
c_starspire,10,1,4
c_starspur,8,4,5
c_stillmoors,7,1,5
c_stingfields,7,1,3
c_stirgewick,7,2,5
c_storm_horns,7,2,3
c_stormhelm,7,2,5
c_stormslough,7,1,4
c_stormy_high,7,1,3
c_sulaziir,7,2,3
c_suldanessellar,7,5,6
c_suldolphor,7,2,3
c_sultim,7,3,5
c_sumber_hills,7,3,3
c_sumbrar,7,4,5
c_sumbria,7,3,4
c_sumuk_island,7,2,3
c_sundabar,7,4,6
c_sundasz,7,2,3
c_sunder,7,1,3
c_sundice,7,1,3
c_sundrah,7,2,3
c_sunglade,7,1,3
c_sunrise_hills,7,1,4
c_suns_eye,7,2,3
c_sunset,7,1,3
c_sunset_foothills,7,1,3
c_sunset_rocks,7,2,3
c_suntar,7,3,4
c_suormpar,7,3,4
c_surag,7,3,4
c_surbar,7,3,4
c_surbrin_hills,7,1,3
c_surbroar,7,3,5
c_surcross,7,1,3
c_surkazar,7,3,4
c_surkh,7,2,3
c_surmarsh,7,1,3
c_surraer,9,1,4
c_surthay,10,3,3
c_suzail,9,5,6
c_suzhai,7,1,3
c_svardborg,7,1,3
c_syevyer_forest,7,1,3
c_synnoria,8,3,5
c_szant,7,1,4
c_szith_morcane,7,1,2
c_szul,8,2,4
c_taam,7,1,3
c_tadabbur,7,1,5
c_taertal_gates,7,2,4
c_taham,7,2,3
c_taikho_gaze,7,1,3
c_taishan,7,2,4
c_tajar,7,3,5
c_takeyef,8,1,3
c_takrit,7,3,3
c_takt_muren,7,1,4
c_talab,7,3,5
c_talacoast,7,3,4
c_talagbar,7,2,2
c_talaran_highlands,7,1,4
c_talarvale,7,1,3
c_talathgard,7,3,4
c_talduth_vale,7,2,5
c_talffolk,7,3,4
c_taliat,7,4,4
c_tall_trees,7,4,4
c_taltempla,7,3,4
c_talukhi,7,1,3
c_tammar,7,2,3
c_tane,7,1,3
c_tangkap,7,1,3
c_tangled_trees,7,2,5
c_tanistan,7,3,5
c_tantay,7,1,3
c_tantras,7,5,5
c_taotie,8,2,3
c_tapenga,7,3,4
c_taranmire,10,1,3
c_tariatooroi,7,1,3
c_tarikat_island,7,1,3
c_tarmalune,8,4,4
c_tarnhall,7,3,4
c_tarsith,7,2,5
c_taruin,7,2,3
c_tashan_gap,7,1,3
c_tashluta,7,3,5
c_taskaunt,7,2,3
c_tatanulgts,7,1,3
c_taurax,7,1,2
c_tauros,7,1,4
c_tayabuk,7,1,3
c_tayaraan,7,3,4
c_tching,7,3,4
c_tegals_mark,7,3,3
c_tehing,7,1,3
c_teladem,7,1,3
c_telah,7,1,3
c_telflamm,7,3,5
c_telox,7,1,4
c_telpir,7,2,3
c_tembasi,7,1,3
c_tempat_larang,7,1,6
c_tensteps,7,1,3
c_tera_dur,3,1,3
c_terbakar,7,1,4
c_teri,7,1,3
c_teshburl,7,4,4
c_teshwave,7,2,3
c_teshyll,7,1,2
c_tethyamar,8,3,4
c_tezarbal,7,1,3
c_teziir,7,3,5
c_tezir,7,1,2
c_thandyl,7,2,3
c_thar,7,1,3
c_thargill,7,1,2
c_tharkar,7,4,5
c_tharsult,7,4,5
c_thasselen,7,3,4
c_thasunta,7,2,4
c_thaymount,7,3,4
c_thazar,7,2,3
c_thazar_pass,7,1,2
c_thazarim,7,2,3
c_the_alaor,10,3,3
c_the_allascar,7,3,3
c_the_alley,7,1,3
c_the_anchorage,7,1,5
c_the_bird,7,2,4
c_the_bleak_plain,7,1,4
c_the_burn,8,1,3
c_the_calves,7,1,2
c_the_camels_hump,7,2,3
c_the_chador,7,2,3
c_the_chultengar,7,1,3
c_the_crags,7,1,3
c_the_dancer,7,2,3
c_the_dawn_warrior,7,1,2
c_the_dells,7,1,3
c_the_dune,7,2,3
c_the_duskwood,7,1,3
c_the_evermoors,7,1,3
c_the_eyes,7,4,4
c_the_fang,9,1,4
c_the_faraway,7,2,3
c_the_farmeadows,7,2,3
c_the_fell_wood,7,1,3
c_the_flats,7,1,2
c_the_flint,7,2,2
c_the_fork,7,1,3
c_the_fortress,7,2,3
c_the_great_oak,7,1,3
c_the_great_spire,7,1,2
c_the_icefields,7,1,2
c_the_icepeak,7,1,4
c_the_imnescourse,7,2,3
c_the_jaws,7,2,3
c_the_nath,7,1,3
c_the_neth_stand,7,1,3
c_the_old_trees,8,2,3
c_the_pearls,7,2,3
c_the_perloush,7,1,3
c_the_red_giant,7,1,3
c_the_ride,8,3,3
c_the_ridge,7,2,3
c_the_rift,7,1,2
c_the_rockshaws,7,1,4
c_the_rookery,7,2,3
c_the_saiyaddar,7,1,3
c_the_samarlogh,7,2,3
c_the_scarland,7,1,3
c_the_shaarwood,7,1,3
c_the_shield,7,2,3
c_the_singing_rocks,7,2,3
c_the_sisters,7,4,5
c_the_stonelands,9,1,4
c_the_stormtails,7,1,2
c_the_surague,7,2,3
c_the_swordpoint,7,1,3
c_the_teardrops,7,1,3
c_the_teeth,7,1,3
c_the_throat,7,1,3
c_the_tradeway,7,1,3
c_the_trollclaws,7,1,3
c_the_tusks,7,2,3
c_the_vensal,8,2,3
c_the_wayrock,7,1,3
c_the_wetwoods,7,1,3
c_the_whalebones,7,2,2
c_the_whales_flukes,7,1,2
c_the_white_rocks,7,1,2
c_the_wizards_reach,7,2,2
c_the_wormbones,7,1,3
c_the_wyrmbones,7,1,2
c_themasulter,7,1,4
c_thentia,7,3,4
c_theymarsh,7,1,4
c_thilzoun,7,4,4
c_thindar,7,3,5
c_thingulphar,7,2,3
c_tholvarr,7,1,3
c_thommar,7,2,3
c_thonns_fist,7,2,3
c_thordentor,7,2,3
c_thornhold,7,1,2
c_thornwash_vale,7,1,3
c_thornwood,7,1,3
c_three_horns,7,2,3
c_three_rivers,7,1,2
c_three_swords,7,1,3
c_thueban,7,1,3
c_thulbane,7,1,3
c_thundars_ride,7,2,3
c_thunder_gap,10,2,3
c_thunder_hills,7,1,3
c_thunderholme,7,3,4
c_thunderstone,11,3,4
c_thur,7,2,4
c_tilbrand,7,2,3
c_tilvers_gap,7,1,2
c_tilverton,7,2,4
c_tinnir,7,2,3
c_tiry,7,2,3
c_titan_peaks,7,1,1
c_toa,7,1,3
c_toaridge_at_the_suns_setting,7,2,3
c_tocpe,7,1,4
c_tokards_cross,7,1,4
c_tomai,7,1,3
c_tomb_hills,7,3,5
c_toming,7,3,3
c_tomyris,7,1,3
c_tongchun,7,3,4
c_tonge,7,1,3
c_tonli,7,1,3
c_toraldur,7,1,2
c_torglor,7,0,
c_torsch,7,2,3
c_traaskl_thorog,7,1,2
c_trademeet,8,3,4
c_traders_road,7,2,3
c_trailstone,7,3,3
c_treacherous_isles,7,1,2
c_treggi_jungle,7,1,3
c_treshla,7,1,3
c_triboar,10,3,4
c_trielta_hills,7,1,3
c_trollbark_forest,7,3,3
c_tsagang,7,1,3
c_tsan,7,3,4
c_tsaparang,7,1,4
c_tsetu,7,1,4
c_tshalkha,7,1,3
c_tsurlagol,7,3,4
c_tuern,7,1,3
c_tulbeghoth,7,2,3
c_tulmene,7,2,4
c_tulmon,7,3,3
c_tuma,7,1,3
c_tun,7,3,3
c_tungtairira,7,1,4
c_turab,7,4,5
c_turelve,7,2,3
c_turlangs_wood,7,4,5
c_turmans,7,1,3
c_turnback_mountain,7,3,3
c_two_stars,7,3,4
c_tymanchebar,8,2,4
c_tyraturos,7,5,6
c_ubar,7,3,4
c_uchan,7,3,5
c_ugewood,7,1,3
c_uhon_tsa,7,1,4
c_uitoril,7,1,3
c_ulara,7,2,3
c_ulark,10,1,4
c_uldoon,7,1,3
c_ulguum,7,1,3
c_uluran,7,2,4
c_uluvin,7,2,3
c_ulvarr,7,1,4
c_ulzel,7,2,4
c_umara,7,3,5
c_umarah,7,2,3
c_umbarra,7,2,3
c_umber_marsh,7,1,2
c_umberwood,7,1,3
c_umbral_murk,7,1,3
c_umbthal,7,2,4
c_umratharos,7,3,5
c_umukek,7,1,2
c_underhome,7,4,5
c_undermountain,7,4,5
c_undraeth,7,1,2
c_ungaran,7,1,3
c_unicorn_run,7,2,3
c_unthalass,7,4,6
c_untrivven,7,2,3
c_uplands,7,2,4
c_upper_ama,8,1,3
c_upper_goldenflow,7,2,3
c_upper_khedrun,7,1,2
c_upper_murghol,7,1,3
c_upper_nix,7,1,3
c_upper_pass,7,1,4
c_upper_reddan,7,1,3
c_upper_sempadan,7,1,3
c_urlingwood,7,2,4
c_urmlaspyr,9,2,5
c_uruk,7,3,5
c_urula,7,1,3
c_urve,7,2,3
c_ust_natha,7,3,4
c_ustann_and_tuulish,7,4,5
c_usurr,7,3,4
c_utaqa,7,3,3
c_uthangol,7,2,4
c_uthmere,7,4,5
c_utuerth,7,2,4
c_utui,7,1,2
c_uysos,7,1,3
c_vaelan,7,3,4
c_valashar,7,2,3
c_vale_of_clouds,7,1,3
c_vale_of_lost_voices,7,1,5
c_vale_of_the_reaver,7,2,3
c_valley_of_dread,7,1,4
c_valley_of_embers,7,1,3
c_valley_of_klaidson,7,1,4
c_valley_of_lost_honor,7,1,3
c_valshada,7,3,4
c_vanorva,7,2,3
c_vargath,7,1,3
c_varshum,7,1,3
c_varyth,7,2,3
c_vast_swamp,7,1,2
c_vaults_of_record,7,1,3
c_veilstone,8,1,3
c_vekkak,7,1,2
c_velandilmur,9,1,4
c_velarswood,7,2,3
c_velprintalar,7,4,5
c_velsit,7,1,3
c_venasca,7,1,3
c_venne,7,2,3
c_vercy_wood,7,1,3
c_verdigris,7,2,3
c_veshit,7,2,3
c_vintal,7,2,3
c_vintor,8,3,5
c_volothamp,7,4,4
c_voonlar,7,1,2
c_vordrorn_forest,7,1,3
c_vral,7,1,3
c_vrandaks_grave,7,1,2
c_vuerthyl,7,1,3
c_vyridian_forest,7,1,3
c_wahasha,7,1,3
c_wakrawa,7,1,3
c_wang,7,2,3
c_wards_islands,7,1,3
c_warfields,7,1,3
c_warmshores,8,2,4
c_wasat,7,4,6
c_watchers_cape,7,1,3
c_watchwall,7,3,3
c_waterdeep,12,6,7
c_wave_rocks,7,1,3
c_wavecrest,7,1,3
c_weathercote_wood,7,3,4
c_weifei,7,3,3
c_well_of_dragons,7,1,3
c_wellspring_hills,7,1,3
c_wertikak,7,1,2
c_west_lethyr,7,1,3
c_west_nanayok,8,1,3
c_west_rendai,7,1,3
c_west_road,8,2,3
c_west_tejarn,7,2,3
c_west_toadsquat,7,1,3
c_westbay,7,2,3
c_westfells,7,1,3
c_westgate,8,5,6
c_westgulth,7,1,4
c_westmark,7,1,3
c_westphal,7,2,3
c_westwood,7,1,4
c_whalers_end,7,2,2
c_whamite_isles,7,2,3
c_white_coast,7,2,3
c_white_ford,7,1,2
c_white_hills,7,3,4
c_whitehorn,7,1,4
c_wide_cascades,7,1,4
c_widestep,7,1,3
c_wild_hills,7,1,3
c_wild_yak_meadows,7,1,3
c_wildergroves,7,3,4
c_wildstorm_vale,7,1,4
c_winding_river,7,1,3
c_windspear_hills,7,2,3
c_windswept_plain,7,1,3
c_wintercloak,7,1,3
