id,kind,status,emitted,score,reason
donate_money_to_holy_sepulchre,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_huitzilopochtli,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_jomsvikings,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_knights_calatrava,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_knights_hospitaler,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_knights_santiago,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_knights_templar,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_order_of_addai,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_saint_anthony,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_sky_lords,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_sons_kaleva,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_spirit_guardians,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_teutonic_order,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_the_immortals,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_the_zealots,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_warriors_perun,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_money_to_zun_warriors,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
donate_to_liege,decisions,modified,yes,0.621,"below min_score, is_shown forced off"
dragon_minor_gift,society_decisions,new,yes,0.333,"below min_score, is_shown forced off"
dragon_transformation,decisions,new,yes,0.500,"below min_score, is_shown forced off"
dragonborn_transformation,decisions,new,yes,0.533,"below min_score, is_shown forced off"
drill_troops_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
drink_from_fountain_of_youth,decisions,modified,yes,0.500,"below min_score, is_shown forced off"
duel_decision,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
duel_for_society_leadership_decision,society_decisions,new,yes,0.182,"below min_score, is_shown forced off"
dwarven_lodge_fighting_style,society_decisions,new,yes,0.375,"below min_score, is_shown forced off"
dynamic_crusader_state,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
dynastic_meddling,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
eat_brain,targetted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
elemental_transformation,decisions,new,yes,0.500,"below min_score, is_shown forced off"
elven_lodge_fighting_style,society_decisions,new,yes,0.375,"below min_score, is_shown forced off"
embrace_ashari,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
embrace_mutazila,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
embrace_roman_culture,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
empire_of_bulgaria_decision,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
employ_a_smith,decisions,modified,yes,0.600,"below min_score, is_shown forced off"
employ_court_physician,decisions,modified,yes,0.375,"below min_score, is_shown forced off"
employ_priest,decisions,modified,yes,0.375,"below min_score, is_shown forced off"
employ_priestess,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
employ_siamorphe_steward,decisions,new,yes,0.235,"below min_score, is_shown forced off"
employ_soldier,decisions,modified,yes,0.450,"below min_score, is_shown forced off"
employ_steward,decisions,modified,yes,0.214,"below min_score, is_shown forced off"
employ_stewardess,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
empty_mind_dec,decisions,new,yes,0.444,"below min_score, is_shown forced off"
endearing_noblemen_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
engage_in_training,decisions,new,yes,0.091,"below min_score, is_shown forced off"
enlightened_schools,decisions,new,yes,0.615,"below min_score, is_shown forced off"
establish_cell,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
establish_dwarfhold,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
establish_lycan_court,decisions,new,yes,0.760,"below min_score, is_shown forced off"
establish_shadow_guild,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
establish_vampire_court,decisions,new,yes,0.880,"below min_score, is_shown forced off"
establishing_habsburg,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
exchange_land_for_hospital,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
execute_eat,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
expel_assassins,decisions,new,yes,0.471,"below min_score, is_shown forced off"
expel_chosen_perkunas,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_gurs,decisions,new,yes,0.627,"below min_score, is_shown forced off"
expel_huitzilopochtli,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_immortals,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_jews,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_knights_calatrava,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_knights_santiago,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_order_of_addai,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_saint_anthony,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_sky_lords,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_sons_kaleva,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_spirit_guardians,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_the_assassins,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_the_bektashi,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_the_haruriyyah,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_the_holy_sepulchre,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_the_jomsvikings,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_the_knights_hospitaler,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_the_knights_templar,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_the_teutonic_order,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_warriors_perun,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_zealots,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
expel_zun_warriors,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
exploit_economy,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
extort_subjects,decisions,modified,yes,0.750,"below min_score, is_shown forced off"
extract_secret,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
faction_antiking_ultimatum,plot_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
faction_claimant_ultimatum,plot_decisions,modified,yes,0.333,"below min_score, is_shown forced off"
faction_increase_council_power_ultimatum,plot_decisions,modified,yes,0.348,"below min_score, is_shown forced off"
faction_independence_ultimatum,plot_decisions,modified,yes,0.406,"below min_score, is_shown forced off"
faction_lower_crown_authority_ultimatum,plot_decisions,modified,yes,0.308,"below min_score, is_shown forced off"
faction_lower_tribal_organization_ultimatum,plot_decisions,modified,yes,0.308,"below min_score, is_shown forced off"
faction_overthrow_ultimatum,plot_decisions,modified,yes,0.381,"below min_score, is_shown forced off"
faction_powerful_vassal_takeover_ultimatum,plot_decisions,modified,yes,0.348,"below min_score, is_shown forced off"
faction_succ_feudal_elective_ultimatum,plot_decisions,modified,yes,0.348,"below min_score, is_shown forced off"
faction_succ_gavelkind_ultimatum,plot_decisions,modified,yes,0.348,"below min_score, is_shown forced off"
faction_succ_primogeniture_ultimatum,plot_decisions,modified,yes,0.348,"below min_score, is_shown forced off"
faction_succ_seniority_ultimatum,plot_decisions,modified,yes,0.348,"below min_score, is_shown forced off"
faction_succ_ultimogeniture_ultimatum,plot_decisions,new,yes,0.348,"below min_score, is_shown forced off"
faerun_dragon_minion_arctic_dwarf_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_chessentan_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_culture_1_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_culture_1_remove_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_culture_2_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_culture_2_remove_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_culture_3_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_culture_3_remove_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_dragonspawn_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_fire_giant_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_firenewt_decision,decisions,new,yes,0.429,"below min_score, is_shown forced off"
faerun_dragon_minion_kobold_decision,decisions,new,yes,0.429,"below min_score, is_shown forced off"
faerun_dragon_minion_lizardfolk_decision,decisions,new,yes,0.429,"below min_score, is_shown forced off"
faerun_dragon_minion_pick_culture_settlement_decision,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
faerun_dragon_minion_pick_culture_title_decision,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
faerun_dragon_minion_pick_extra_decision,decisions,new,yes,0.368,"below min_score, is_shown forced off"
faerun_dragon_minion_shield_dwarf_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_show_management_decision,decisions,new,yes,0.700,"below min_score, is_shown forced off"
faerun_dragon_minion_storm_giant_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faerun_dragon_minion_strixiki_decision,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faithless_branch,decisions,new,yes,0.375,"below min_score, is_shown forced off"
faithless_hard_work,decisions,new,yes,0.619,"below min_score, is_shown forced off"
feast_0,decisions,modified,yes,0.373,"below min_score, is_shown forced off"
find_guru,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
find_runecaster,decisions,new,yes,0.667,"below min_score, is_shown forced off"
fix_holding_with_dead_owner,settlement_decisions,modified,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
form_great_wyrm_tribe,decisions,new,yes,0.542,"below min_score, is_shown forced off"
form_holy_sepulchre,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
form_knights_of_calatrava,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
form_knights_of_santiago,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
form_lcr,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
form_mage_hunters,decisions,new,yes,0.333,"below min_score, is_shown forced off"
form_new_empire,decisions,modified,yes,0.457,"below min_score, is_shown forced off"
form_new_kingdom,decisions,modified,yes,0.477,"below min_score, is_shown forced off"
form_st_addai,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
form_st_anthony,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
form_teutonic_order,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
form_the_eastern_marches,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
form_the_hre,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
form_the_hre_early,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
form_the_outremer,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
foster_child,decisions,new,yes,0.600,"below min_score, is_shown forced off"
found_rhymanthiin,decisions,new,yes,0.565,"below min_score, is_shown forced off"
fr_prepared_invasion,targetted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
garagos_tactics,decisions,new,yes,0.632,"below min_score, is_shown forced off"
gather_raiders,decisions,new,yes,0.417,"below min_score, is_shown forced off"
gather_warriors,decisions,new,yes,0.316,"below min_score, is_shown forced off"
gender_alteration,decisions,new,yes,0.580,"below min_score, is_shown forced off"
get_animal_companion,decisions,new,yes,0.500,"below min_score, is_shown forced off"
give_child_special_baptism,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
glamour_dec,decisions,new,yes,0.417,"below min_score, is_shown forced off"
go_into_hiding,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
go_on_hajj,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
go_raiding,decisions,new,yes,0.636,"below min_score, is_shown forced off"
great_ritual,society_decisions,new,yes,0.458,"below min_score, is_shown forced off"
grumbar_earth_stability_decision,decisions,new,yes,0.500,"below min_score, is_shown forced off"
harper_prepared_invasion,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
harper_training,society_decisions,new,yes,0.286,"below min_score, is_shown forced off"
hathor_tend_poor,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
heal_mind,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
heal_mind_fake,decisions,new,yes,0.500,"below min_score, is_shown forced off"
hellenic_dedicate_temple,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
help_liege_manage_titles,decisions,modified,yes,0.407,"below min_score, is_shown forced off"
hermetic_grand_debate,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
hermetics_acquire_ingredients_decision,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
hermetics_make_horoscope,targeted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
hermetics_perform_scrying,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
hermetics_write_magnum_opus,targeted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
hermetics_write_theory_paper,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
highmagic_baelnorn,decisions,new,yes,0.296,"below min_score, is_shown forced off"
highmagic_celestial_army,decisions,new,yes,0.522,"below min_score, is_shown forced off"
highmagic_mythal,decisions,new,yes,0.609,"below min_score, is_shown forced off"
highmagic_nymphs_aura,decisions,new,yes,0.609,"below min_score, is_shown forced off"
highmagic_reverend_one,decisions,new,yes,0.407,"below min_score, is_shown forced off"
highmagic_worldweave,decisions,new,yes,0.625,"below min_score, is_shown forced off"
hire_brigands,decisions,new,yes,0.462,"below min_score, is_shown forced off"
hire_helmite_bodyguards,decisions,new,yes,0.679,"below min_score, is_shown forced off"
hire_planewalker,decisions,new,yes,0.400,"below min_score, is_shown forced off"
hire_teutonic_honor_guard,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
hoar_declare_rival,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
hoar_impending_doom,decisions,new,yes,0.571,"below min_score, is_shown forced off"
hoar_penultimate_thunder,decisions,new,yes,0.600,"below min_score, is_shown forced off"
hold_a_epic_tournament,decisions,modified,yes,0.457,"below min_score, is_shown forced off"
hold_a_furusiyya,decisions,modified,yes,0.500,"below min_score, is_shown forced off"
hold_a_jousting_tournament,society_decisions,new,yes,0.400,"below min_score, is_shown forced off"
hold_blot,decisions,modified,yes,0.656,"below min_score, is_shown forced off"
hold_diwali_feast_buddhist,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
hold_diwali_feast_hindu,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
hold_diwali_feast_jain,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
hold_diwali_feast_kali_puja,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
hold_grand_hunt,decisions,modified,yes,0.585,"below min_score, is_shown forced off"
hold_great_tribal_festival,decisions,modified,yes,0.581,"below min_score, is_shown forced off"
hold_jarilo,decisions,modified,yes,0.667,"below min_score, is_shown forced off"
hold_magic_symposium,decisions,new,yes,0.533,"below min_score, is_shown forced off"
hold_nerge,decisions,modified,yes,0.629,"below min_score, is_shown forced off"
hold_nomad_wargames,decisions,modified,yes,0.667,"below min_score, is_shown forced off"
hold_tiger_hunt,decisions,modified,yes,0.697,"below min_score, is_shown forced off"
hold_ukon_juhla,decisions,modified,yes,0.656,"below min_score, is_shown forced off"
hold_uthgar_season_feast,decisions,new,yes,0.611,"below min_score, is_shown forced off"
hold_uzgavenes,decisions,modified,yes,0.656,"below min_score, is_shown forced off"
hold_zun_feast,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
illithid_elder_brain,decisions,new,yes,0.542,"below min_score, is_shown forced off"
ilmater_health,decisions,new,yes,0.778,"below min_score, is_shown forced off"
ilmater_prov_health,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
ilsensine_awaken_psi,decisions,new,yes,0.579,"below min_score, is_shown forced off"
ilsensine_dominate_mob,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
ilsensine_force_efficiency,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
immortal_retire,targetted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
increase_alertness,decisions,new,yes,0.577,"below min_score, is_shown forced off"
increase_mercenary_size,decisions,modified,yes,0.708,"below min_score, is_shown forced off"
indian_pilgrimage,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
infect_with_lycanthropy,targetted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
interfere_in_vassal_war_attacker,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
interfere_in_vassal_war_attacker_use_favor,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
interfere_in_vassal_war_defender,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
interfere_in_vassal_war_defender_use_favor,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
introduce_heir,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
invite_dracolich,society_decisions,new,yes,0.333,"below min_score, is_shown forced off"
invite_druid,society_decisions,new,yes,0.200,"below min_score, is_shown forced off"
invite_hermetic_to_stargazing,targeted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
invite_high_mage,decisions,new,yes,0.444,"below min_score, is_shown forced off"
invite_to_party,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
issue_declaration_of_repentance,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
join_retreat,decisions,new,yes,0.579,"below min_score, is_shown forced off"
joyful_etiquette_lessons,decisions,new,yes,0.667,"below min_score, is_shown forced off"
joyful_improve_appearance,decisions,new,yes,0.588,"below min_score, is_shown forced off"
kaitotem,decisions,new,yes,0.733,"below min_score, is_shown forced off"
kievan_rus_local_traditions,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
knight_order_inspire_warriors,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
knight_order_summon_commander,society_decisions,new,yes,0.289,"below min_score, is_shown forced off"
knight_order_warrior_training,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
kossuth_burn_away_illness,decisions,new,yes,0.692,"below min_score, is_shown forced off"
kossuth_cleanse_land,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
kraken_aqua_servant,society_decisions,new,yes,0.118,"below min_score, is_shown forced off"
kraken_legendary_gathering,society_decisions,new,yes,0.261,"below min_score, is_shown forced off"
kuo_tan_become_vassal,society_decisions,new,yes,0.586,"below min_score, is_shown forced off"
launder_cash,decisions,new,yes,0.302,"below min_score, is_shown forced off"
lay_on_hands,decisions,new,yes,0.390,"below min_score, is_shown forced off"
legend_lore_sorc,decisions,new,yes,0.423,"below min_score, is_shown forced off"
legitimize_bastard,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
long_live_the_brotherhood,society_decisions,new,yes,0.458,"below min_score, is_shown forced off"
long_live_the_flame_brotherhood,society_decisions,new,yes,0.429,"below min_score, is_shown forced off"
loyal_vassalage,decisions,new,yes,0.571,"below min_score, is_shown forced off"
make_primary,settlement_decisions,modified,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
make_rome_capital,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
make_shieldmaiden,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
malar_become_werebeast,decisions,new,yes,0.571,"below min_score, is_shown forced off"
manifest_mindblade,decisions,new,yes,0.385,"below min_score, is_shown forced off"
mend_great_schism,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
mind_control_dec,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
monastic_order_convert_county,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
monastic_order_meditation,society_decisions,modified,yes,0.600,"below min_score, is_shown forced off"
monastic_order_penance,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
monastic_order_rejoin_world,society_decisions,modified,yes,0.923,"below min_score, is_shown forced off"
monastic_orders_donate_to_charity,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
monastic_orders_go_celibate,society_decisions,modified,yes,0.727,"below min_score, is_shown forced off"
monastic_orders_invite_ascetic,society_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
monastic_orders_perfect_self,society_decisions,new,yes,0.308,"below min_score, is_shown forced off"
monastic_orders_spiritual_guidance,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
monastic_orders_stop_celibate,society_decisions,modified,yes,0.333,"below min_score, is_shown forced off"
monastic_orders_teach_virtue,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
money_to_piety,decisions,new,yes,0.824,"below min_score, is_shown forced off"
monk_abandon_focus,decisions,new,yes,0.846,"below min_score, is_shown forced off"
monk_contemplate,decisions,new,yes,0.556,"below min_score, is_shown forced off"
monk_longevity,decisions,new,yes,0.375,"below min_score, is_shown forced off"
monk_mob,decisions,new,yes,0.455,"below min_score, is_shown forced off"
mound_burial_decision,decisions,new,yes,0.615,"below min_score, is_shown forced off"
move_crown_focus,title_decisions,modified,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
muhjari_cultivate_gardens,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
muhjari_syncretise,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
murder_deflection_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
muslim_mercenary_for_reconquista_attacker_side,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
muslim_mercenary_for_reconquista_mercenary_side,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
nature_favor,society_decisions,new,yes,0.091,"below min_score, is_shown forced off"
negotiate_with_adventurer,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
nomad_adopt_feudalism,settlement_decisions,deleted,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
nomad_adopt_republicanism,settlement_decisions,deleted,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
nomadrule_duel_decision,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
nomadrule_duel_out_of_court,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
observe_ramadan,decisions,modified,yes,0.533,"below min_score, is_shown forced off"
onyx_conjure_servants,decisions,new,yes,0.303,"below min_score, is_shown forced off"
open_gov_list,decisions,new,yes,0.333,"below min_score, is_shown forced off"
open_psi_spellbook,decisions,new,yes,0.600,"below min_score, is_shown forced off"
open_rituals,decisions,new,yes,0.308,"below min_score, is_shown forced off"
open_sorc_spellbook,decisions,new,yes,0.600,"below min_score, is_shown forced off"
open_the_gates,decisions,modified,yes,0.780,"below min_score, is_shown forced off"
orc_claim,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
order_to_join_holy_order,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
order_to_take_vows,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
organize_army_light,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
organize_levy,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
organize_levy_reminder,decisions,new,yes,0.600,"below min_score, is_shown forced off"
organize_varangian_guard,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
overthrow_grandmaster_decision,society_decisions,new,yes,0.115,"below min_score, is_shown forced off"
pagan_branch_decision,decisions,modified,yes,0.769,"below min_score, is_shown forced off"
paladin_oaths,decisions,new,yes,0.700,"below min_score, is_shown forced off"
patrons_bon,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
