ck2_province,name,county,kind,history_terrain,history_ck3_key,bitmap_category,bitmap_ck3_key,agree
700,Denzar,c_denzar,land,mountain,mountains,hills,hills,no
707,Dhaztanar,c_dhaztanar,land,farmlands,farmlands,plains,plains,no
708,Darabjind,c_darabjind,land,farmlands,farmlands,plains,plains,no
717,Sempharin,c_sempharin,land,farmlands,farmlands,plains,plains,no
723,Tonge,c_tonge,land,forest,forest,plains,plains,no
726,Ghaastwood,c_ghaastwood,land,forest,forest,forest,forest,yes
727,Haqar,c_haqar,land,forest,forest,forest,forest,yes
728,Estan,c_estan,land,forest,forest,plains,plains,no
729,Fergana,c_fergana,land,forest,forest,plains,plains,no
732,Cathyr,c_cathyr,land,farmlands,farmlands,plains,plains,no
740,Otennath,c_otennath,land,farmlands,farmlands,plains,plains,no
741,East Lluirwood,c_east_lluirwood,land,jungle,jungle,jungle,jungle,yes
742,Granuin Forest,c_granuin_forest,land,jungle,jungle,jungle,jungle,yes
744,Lluirwood,c_lluirwood,land,jungle,jungle,jungle,jungle,yes
745,Isle of Quelthiir,c_isle_of_quelthiir,land,coastal,farmlands,plains,plains,no
747,Beluir,c_beluir,land,farmlands,farmlands,plains,plains,no
752,Gundar Forest,c_gundar_forest,land,jungle,jungle,plains,plains,no
753,Pyratar,c_pyratar,land,farmlands,farmlands,plains,plains,no
754,Des,c_des,land,farmlands,farmlands,plains,plains,no
755,Myrmyr,c_myrmyr,land,farmlands,farmlands,plains,plains,no
758,Golden Fields,c_golden_fields,land,farmlands,farmlands,plains,plains,no
759,Zelpir,c_zelpir,land,farmlands,farmlands,plains,plains,no
762,Aerilpar Forest,c_aerilpar_forest,land,jungle,jungle,jungle,jungle,yes
763,Beast Lands,c_beast_lands,land,hills,hills,plains,plains,no
764,Vaelan,c_vaelan,land,farmlands,farmlands,plains,plains,no
769,Ormpe,c_ormpe,land,farmlands,farmlands,plains,plains,no
770,Dustwall,c_dustwall,land,hills,hills,hills,hills,yes
775,Ajmer Forest,c_ajmer_forest,land,jungle,jungle,jungle,jungle,yes
778,Bhaluin,c_bhaluin,land,coastal,farmlands,plains,plains,no
782,Barbarians Road,c_barbarians_road,land,plains,plains,plains,plains,yes
787,Dalvind,c_dalvind,land,plains,plains,plains,plains,yes
792,Tharkar,c_tharkar,land,hills,hills,hills,hills,yes
793,Hills of the Dead Kings,c_hills_of_the_dead_kings,land,hills,hills,hills,hills,yes
794,Prastuil,c_prastuil,land,farmlands,farmlands,plains,plains,no
800,Ship Isle,c_ship_isle,land,coastal,farmlands,plains,plains,no
804,Zendum,c_zendum,land,hills,hills,hills,hills,yes
808,Doegwood,c_doegwood,land,jungle,jungle,plains,plains,no
811,Edenvale,c_edenvale,land,hills,hills,hills,hills,yes
812,Serpent Valley,c_serpent_valley,land,hills,hills,plains,plains,no
813,Olstone,c_olstone,land,mountain,mountains,hills,hills,no
814,Highstars,c_highstars,land,hills,hills,plains,plains,no
821,Ommvale,c_ommvale,land,hills,hills,hills,hills,yes
822,Venasca,c_venasca,land,hills,hills,hills,hills,yes
823,Lagiluri,c_lagiluri,land,mountain,mountains,hills,hills,no
829,Westbay,c_westbay,land,farmlands,farmlands,plains,plains,no
838,Shay Hills,c_shay_hills,land,hills,hills,hills,hills,yes
841,Citadel Rashemar,c_citadel_rashemar,land,hills,hills,steppe,steppe,no
844,Ugewood,c_ugewood,land,forest,forest,plains,plains,no
847,Songfarla,c_songfarla,land,hills,hills,hills,hills,yes
851,Firepeaks,c_firepeaks,land,mountain,mountains,hills,hills,no
854,Sentinel Spire,c_sentinel_spire,land,mountain,mountains,steppe,steppe,no
858,Umberwood,c_umberwood,land,forest,forest,forest,forest,yes
866,Syevyer Forest,c_syevyer_forest,land,forest,forest,steppe,steppe,no
874,Peqqir,c_peqqir,land,forest,forest,forest,forest,yes
876,Nagoo,c_nagoo,land,hills,hills,hills,hills,yes
885,Hatgiainli,c_hatgiainli,land,forest,forest,arctic,taiga,no
890,Chama,c_chama,land,forest,forest,forest,forest,yes
893,Bara,c_bara,land,hills,hills,desert,desert,no
908,Yidyn,c_yidyn,land,forest,forest,forest,forest,yes
910,Cholta,c_cholta,land,forest,forest,forest,forest,yes
919,Horaholm,c_horaholm,land,hills,hills,arctic,taiga,no
920,Luirbrech,c_luirbrech,land,hills,hills,hills,hills,yes
925,Erech Forest,c_erech_forest,land,forest,forest,forest,forest,yes
931,Quistrade,c_quistrade,land,hills,hills,arctic,taiga,no
934,The Bird,c_the_bird,land,coastal,farmlands,desert,desert,no
935,The Dancer,c_the_dancer,land,coastal,farmlands,desert,desert,no
936,The Dune,c_the_dune,land,coastal,farmlands,desert,desert,no
937,The Chador,c_the_chador,land,coastal,farmlands,plains,plains,no
938,The Camels Hump,c_the_camels_hump,land,coastal,farmlands,plains,plains,no
939,Ghajar,c_ghajar,land,coastal,farmlands,plains,plains,no
940,Hawa,c_hawa,land,coastal,farmlands,plains,plains,no
941,The Eyes,c_the_eyes,land,coastal,farmlands,plains,plains,no
942,al-Azra,c_al_azra,land,coastal,farmlands,plains,plains,no
943,al-Harir,c_al_harir,land,coastal,farmlands,plains,plains,no
944,The Wizards Reach,c_the_wizards_reach,land,coastal,farmlands,desert,desert,no
945,Muluk,c_muluk,land,farmlands,farmlands,desert,desert,no
950,Hafaya,c_hafaya,land,farmlands,farmlands,desert,desert,no
972,Scarlet Jungle,c_scarlet_jungle,land,forest,forest,jungle,jungle,no
977,Alashan,c_alashan,land,hills,hills,hills,hills,yes
978,Skarou,c_skarou,land,mountain,mountains,hills,hills,no
979,Manass,c_manass,land,hills,hills,hills,hills,yes
980,Broken Wall Pass,c_broken_wall_pass,land,mountain,mountains,hills,hills,no
981,Saikhoi,c_saikhoi,land,mountain,mountains,hills,hills,no
982,Rainbow Falls,c_rainbow_falls,land,mountain,mountains,hills,hills,no
983,Yumbu Shan,c_yumbu_shan,land,mountain,mountains,mountain,mountains,yes
984,Road Less Traveled,c_road_less_traveled,land,mountain,mountains,mountain,mountains,yes
985,Kushk,c_kushk,land,mountain,mountains,mountain,mountains,yes
986,Helenas Wood,c_helenas_wood,land,forest,forest,forest,forest,yes
987,Sidewinder Wood,c_sidewinder_wood,land,forest,forest,plains,plains,no
989,Dunwood,c_dunwood,land,forest,forest,plains,plains,no
991,West Lethyr,c_west_lethyr,land,forest,forest,forest,forest,yes
993,Narderwood,c_narderwood,land,forest,forest,plains,plains,no
1000,Telflamm,c_telflamm,land,farmlands,farmlands,plains,plains,no
1004,Surcross,c_surcross,land,hills,hills,plains,plains,no
1006,Two-Stars,c_two_stars,land,farmlands,farmlands,plains,plains,no
1007,Tezir,c_tezir,land,marsh,wetlands,plains,plains,no
1009,Surmarsh,c_surmarsh,land,marsh,wetlands,marsh,wetlands,yes
1011,Nethjet,c_nethjet,land,plains,plains,plains,plains,yes
1012,Nethentir,c_nethentir,land,plains,plains,plains,plains,yes
1013,Ethvale,c_ethvale,land,hills,hills,plains,plains,no
1014,Umber Marsh,c_umber_marsh,land,marsh,wetlands,marsh,wetlands,yes
1015,Mulsantir,c_mulsantir,land,forest,forest,plains,plains,no
1016,Ashenwood,c_ashenwood,land,forest,forest,plains,plains,no
1019,Urlingwood,c_urlingwood,land,forest,forest,hills,hills,no
1020,Thasunta,c_thasunta,land,hills,hills,hills,hills,yes
1022,Mulsanyaar,c_mulsanyaar,land,mountain,mountains,hills,hills,no
1023,Surthay,c_surthay,land,hills,hills,plains,plains,no
1024,Velprintalar,c_velprintalar,land,farmlands,farmlands,plains,plains,no
1028,Emmech,c_emmech,land,hills,hills,hills,hills,yes
1029,Milvarune,c_milvarune,land,mountain,mountains,hills,hills,no
1030,Laothkund,c_laothkund,land,marsh,wetlands,plains,plains,no
1031,Tyraturos,c_tyraturos,land,farmlands,farmlands,plains,plains,no
1032,Bezantur,c_bezantur,land,hills,hills,plains,plains,no
1033,The Alaor,c_the_alaor,land,coastal,farmlands,hills,hills,no
1034,Eltabbar,c_eltabbar,land,hills,hills,hills,hills,yes
1035,Umratharos,c_umratharos,land,plains,plains,plains,plains,yes
1036,Thasselen,c_thasselen,land,marsh,wetlands,plains,plains,no
1037,Murbant,c_murbant,land,marsh,wetlands,plains,plains,no
1038,Anhaurz,c_anhaurz,land,plains,plains,plains,plains,yes
1039,Gauros,c_gauros,land,hills,hills,hills,hills,yes
1040,Escalant,c_escalant,land,farmlands,farmlands,plains,plains,no
1041,Pyarados,c_pyarados,land,farmlands,farmlands,plains,plains,no
1042,Moszabbar,c_moszabbar,land,hills,hills,hills,hills,yes
1043,Umbthal,c_umbthal,land,hills,hills,arctic,taiga,no
1044,Szul,c_szul,land,hills,hills,arctic,taiga,no
1045,Dmir,c_dmir,land,hills,hills,arctic,taiga,no
1046,Sefriszar,c_sefriszar,land,plains,plains,plains,plains,yes
1047,Thazarim,c_thazarim,land,hills,hills,plains,plains,no
1048,Amruthar,c_amruthar,land,plains,plains,plains,plains,yes
1049,Zolum,c_zolum,land,farmlands,farmlands,plains,plains,no
1050,Nuthretos,c_nuthretos,land,farmlands,farmlands,plains,plains,no
1051,Rathmar,c_rathmar,land,plains,plains,plains,plains,yes
1052,Taskaunt,c_taskaunt,land,marsh,wetlands,plains,plains,no
1053,Tilbrand,c_tilbrand,land,marsh,wetlands,plains,plains,no
1057,Yuirwood,c_yuirwood,land,forest,forest,plains,plains,no
1059,The Surague,c_the_surague,land,mountain,mountains,forest,forest,no
1067,Atars Looking Glass,c_atars_looking_glass,land,desert,desert,desert,desert,yes
1085,The Stormtails,c_the_stormtails,land,coastal,farmlands,plains,plains,no
1086,Shipgrave Isles,c_shipgrave_isles,land,coastal,farmlands,plains,plains,no
1091,Hlaungadath,c_hlaungadath,land,desert,desert,desert,desert,yes
1092,Spellgard,c_spellgard,land,desert,desert,desert,desert,yes
1093,Oreme,c_oreme,land,desert,desert,desert,desert,yes
1094,Quaver,c_quaver,land,desert,desert,desert,desert,yes
1095,Glakis,c_glakis,land,desert,desert,desert,desert,yes
1103,Lundeth,c_lundeth,land,desert,desert,plains,plains,no
1107,Leuthilspar,c_leuthilspar,land,forest,forest,plains,plains,no
1108,Siiluth,c_siiluth,land,forest,forest,plains,plains,no
1109,Nimlith,c_nimlith,land,forest,forest,plains,plains,no
1110,Sumbrar,c_sumbrar,land,coastal,farmlands,plains,plains,no
1111,Drelagara,c_drelagara,land,forest,forest,plains,plains,no
1112,Belintholme,c_belintholme,land,coastal,farmlands,plains,plains,no
1113,Ruith,c_ruith,land,forest,forest,plains,plains,no
1115,Taltempla,c_taltempla,land,forest,forest,hills,hills,no
1116,Silver Hills,c_silver_hills,land,hills,hills,hills,hills,yes
1117,Eagle Hills,c_eagle_hills,land,hills,hills,hills,hills,yes
1118,Elion,c_elion,land,forest,forest,hills,hills,no
1120,Araksa,c_araksa,land,coastal,farmlands,plains,plains,no
1121,Thonns Fist,c_thonns_fist,land,coastal,farmlands,plains,plains,no
1122,The Red Giant,c_the_red_giant,land,coastal,farmlands,hills,hills,no
1123,Wards Islands,c_wards_islands,land,coastal,farmlands,hills,hills,no
1124,Far Nemoree,c_far_nemoree,land,coastal,farmlands,plains,plains,no
1125,The White Rocks,c_the_white_rocks,land,coastal,farmlands,plains,plains,no
1126,The Pearls,c_the_pearls,land,coastal,farmlands,plains,plains,no
1127,The Teeth,c_the_teeth,land,coastal,farmlands,plains,plains,no
1132,Vale of the Reaver,c_vale_of_the_reaver,land,hills,hills,plains,plains,no
1134,Isle of Prespur,c_isle_of_prespur,land,coastal,farmlands,plains,plains,no
1135,Whamite Isles,c_whamite_isles,land,coastal,farmlands,plains,plains,no
1136,Dragonisle,c_dragonisle,land,coastal,farmlands,plains,plains,no
1137,Alphar and Kelthan,c_alphar_and_kelthan,land,coastal,farmlands,plains,plains,no
1138,The Jaws,c_the_jaws,land,coastal,farmlands,plains,plains,no
1140,Sunset Rocks,c_sunset_rocks,land,coastal,farmlands,plains,plains,no
1143,Shaelyn,c_shaelyn,land,forest,forest,plains,plains,no
1146,The Wayrock,c_the_wayrock,land,coastal,farmlands,plains,plains,no
1147,Northdark Woods,c_northdark_woods,land,forest,forest,plains,plains,no
1148,Trielta Hills,c_trielta_hills,land,hills,hills,hills,hills,yes
1149,Orlumbor,c_orlumbor,land,coastal,farmlands,plains,plains,no
1150,Naurogloth,c_naurogloth,land,mountain,mountains,hills,hills,no
1151,Dawn Pass,c_dawn_pass,land,hills,hills,hills,hills,yes
1152,Centaur Run,c_centaur_run,land,forest,forest,arctic,taiga,no
1153,Wildergroves,c_wildergroves,land,forest,forest,plains,plains,no
1154,Ssrenshen,c_ssrenshen,land,forest,forest,plains,plains,no
1155,Greentree,c_greentree,land,forest,forest,plains,plains,no
1156,Middlewoods,c_middlewoods,land,forest,forest,forest,forest,yes
1162,Lothen,c_lothen,land,forest,forest,plains,plains,no
1163,Bowshot,c_bowshot,land,farmlands,farmlands,plains,plains,no
1164,Kalmins Grove,c_kalmins_grove,land,forest,forest,forest,forest,yes
1165,Valley of Klaidson,c_valley_of_klaidson,land,mountain,mountains,mountain,mountains,yes
1167,Hernes Wood,c_hernes_wood,land,jungle,jungle,jungle,jungle,yes
1168,Jhalolokati,c_jhalolokati,land,jungle,jungle,plains,plains,no
1169,Odesh,c_odesh,land,jungle,jungle,forest,forest,no
1170,Tshalkha,c_tshalkha,land,jungle,jungle,plains,plains,no
1171,Dancing Dolphins,c_dancing_dolphins,land,coastal,farmlands,hills,hills,no
1172,Keluthar,c_keluthar,land,plains,plains,plains,plains,yes
1175,Prints Floe,c_prints_floe,land,arctic,taiga,arctic,taiga,yes
1176,Dzoulins Cradle,c_dzoulins_cradle,land,glacier,taiga,glacier,taiga,yes
1177,Gallads Garden,c_gallads_garden,land,glacier,taiga,glacier,taiga,yes
1178,Lonefang,c_lonefang,land,glacier,taiga,glacier,taiga,yes
1179,Axard,c_axard,land,coastal,farmlands,arctic,taiga,no
1180,Nerth,c_nerth,land,coastal,farmlands,arctic,taiga,no
1182,Uldoon,c_uldoon,land,farmlands,farmlands,plains,plains,no
1183,Peldvale,c_peldvale,land,forest,forest,plains,plains,no
1184,Beowood,c_beowood,land,jungle,jungle,mountain,mountains,no
1185,Bjeoerns Pass,c_bjeoerns_pass,land,mountain,mountains,hills,hills,no
1187,Treggi Jungle,c_treggi_jungle,land,jungle,jungle,plains,plains,no
1188,Phantom Pass,c_phantom_pass,land,mountain,mountains,hills,hills,no
1189,Nix,c_nix,land,mountain,mountains,hills,hills,no
1190,Anktarina,c_anktarina,land,plains,plains,plains,plains,yes
1192,The Neth Stand,c_the_neth_stand,land,forest,forest,plains,plains,no
1196,Jundarwood,c_jundarwood,land,forest,forest,plains,plains,no
1197,Beasts Coast,c_beasts_coast,land,mountain,mountains,hills,hills,no
1198,Spider Swamp,c_spider_swamp,land,marsh,wetlands,marsh,wetlands,yes
1199,Mimph,c_mimph,land,farmlands,farmlands,plains,plains,no
1200,Grunwald,c_grunwald,land,forest,forest,arctic,taiga,no
1201,Maviddi Forest,c_maviddi_forest,land,forest,forest,forest,forest,yes
1202,Grey Wood,c_grey_wood,land,forest,forest,plains,plains,no
1204,Haelwood,c_haelwood,land,forest,forest,forest,forest,yes
1205,Othars Hand,c_othars_hand,land,forest,forest,plains,plains,no
1207,Ilighon,c_ilighon,land,coastal,farmlands,plains,plains,no
1208,Wavecrest,c_wavecrest,land,coastal,farmlands,plains,plains,no
1210,Nath Pass,c_nath_pass,land,mountain,mountains,hills,hills,no
1211,Budais Cleft,c_budais_cleft,land,mountain,mountains,hills,hills,no
1213,Halruaan Heights,c_halruaan_heights,land,mountain,mountains,hills,hills,no
1214,Hidden Hopes,c_hidden_hopes,land,coastal,farmlands,plains,plains,no
1216,Dark Arrow,c_dark_arrow,land,mountain,mountains,mountain,mountains,yes
1217,Umbarra,c_umbarra,land,coastal,farmlands,plains,plains,no
1218,Nemoree Isles,c_nemoree_isles,land,coastal,farmlands,plains,plains,no
1219,Vale of Clouds,c_vale_of_clouds,land,mountain,mountains,hills,hills,no
1220,Stormy High,c_stormy_high,land,mountain,mountains,hills,hills,no
1222,Conaluil Range,c_conaluil_range,land,hills,hills,hills,hills,yes
1226,Mhaelos,c_mhaelos,land,desert,desert,plains,plains,no
1231,Azhul Pass,c_azhul_pass,land,mountain,mountains,mountain,mountains,yes
1232,Firealm,c_firealm,land,mountain,mountains,hills,hills,no
1233,Orlil,c_orlil,land,coastal,farmlands,plains,plains,no
1234,Riatavin,c_riatavin,land,plains,plains,plains,plains,yes
1235,North Reaching Wood,c_north_reaching_wood,land,forest,forest,plains,plains,no
1238,Battle of Bones,c_battle_of_bones,land,hills,hills,plains,plains,no
1240,Mortik Swamp,c_mortik_swamp,land,marsh,wetlands,marsh,wetlands,yes
1241,Sunglade,c_sunglade,land,forest,forest,forest,forest,yes
1242,Lilinuk,c_lilinuk,land,glacier,taiga,glacier,taiga,yes
1243,Vekkak,c_vekkak,land,glacier,taiga,glacier,taiga,yes
1244,Saichik,c_saichik,land,glacier,taiga,glacier,taiga,yes
1245,Hykopgrok,c_hykopgrok,land,glacier,taiga,glacier,taiga,yes
1246,Eghagu,c_eghagu,land,glacier,taiga,glacier,taiga,yes
1247,Imajuvisik,c_imajuvisik,land,glacier,taiga,glacier,taiga,yes
1248,Patatak,c_patatak,land,glacier,taiga,glacier,taiga,yes
1249,Snokkok,c_snokkok,land,glacier,taiga,mountain,mountains,no
1250,Gomwenk,c_gomwenk,land,glacier,taiga,glacier,taiga,yes
1251,Utui,c_utui,land,glacier,taiga,glacier,taiga,yes
1252,Igenghack,c_igenghack,land,glacier,taiga,glacier,taiga,yes
1253,Huplik,c_huplik,land,glacier,taiga,glacier,taiga,yes
1254,Shannath,c_shannath,land,glacier,taiga,glacier,taiga,yes
1255,Kresttet,c_kresttet,land,glacier,taiga,glacier,taiga,yes
1256,Wertikak,c_wertikak,land,glacier,taiga,glacier,taiga,yes
1257,Siksuv,c_siksuv,land,glacier,taiga,glacier,taiga,yes
1258,Jajam,c_jajam,land,glacier,taiga,glacier,taiga,yes
1259,Aurora,c_aurora,land,glacier,taiga,glacier,taiga,yes
1260,Anarath,c_anarath,land,glacier,taiga,glacier,taiga,yes
1261,Bhaulaea,c_bhaulaea,land,glacier,taiga,glacier,taiga,yes
1262,Untrivven,c_untrivven,land,glacier,taiga,glacier,taiga,yes
1263,Smokeholes,c_smokeholes,land,glacier,taiga,glacier,taiga,yes
1264,Riven Frost,c_riven_frost,land,glacier,taiga,glacier,taiga,yes
1265,Lugotak,c_lugotak,land,glacier,taiga,glacier,taiga,yes
1266,Ibelgrak,c_ibelgrak,land,glacier,taiga,glacier,taiga,yes
1267,Ahtitlak,c_ahtitlak,land,glacier,taiga,glacier,taiga,yes
1268,Morrowikik,c_morrowikik,land,glacier,taiga,glacier,taiga,yes
1269,Shakkak,c_shakkak,land,glacier,taiga,mountain,mountains,no
1270,Olyniak,c_olyniak,land,glacier,taiga,glacier,taiga,yes
1280,Joya,c_joya,land,forest,forest,forest,forest,yes
1281,Kabut,c_kabut,land,jungle,jungle,hills,hills,no
1282,Lower Kuning,c_lower_kuning,land,jungle,jungle,forest,forest,no
1284,Ketcheel,c_ketcheel,land,jungle,jungle,mountain,mountains,no
1287,Hanya Maut,c_hanya_maut,land,desert,desert,desert,desert,yes
1292,Larut,c_larut,land,forest,forest,forest,forest,yes
1293,Phutan,c_phutan,land,forest,forest,hills,hills,no
1294,Namtan,c_namtan,land,forest,forest,forest,forest,yes
1295,Tocpe,c_tocpe,land,forest,forest,arctic,taiga,no
1296,Draya,c_draya,land,forest,forest,forest,forest,yes
1298,Tsagang,c_tsagang,land,forest,forest,arctic,taiga,no
1299,Mache Gap,c_mache_gap,land,forest,forest,forest,forest,yes
1300,Langdarma,c_langdarma,land,mountain,mountains,mountain,mountains,yes
1301,Kemati Valley,c_kemati_valley,land,mountain,mountains,mountain,mountains,yes
1304,Sorghum Fields,c_sorghum_fields,land,farmlands,farmlands,marsh,wetlands,no
1321,Hai Jungle,c_hai_jungle,land,forest,forest,forest,forest,yes
1322,Kuning,c_kuning,land,jungle,jungle,jungle,jungle,yes
1323,Perpustakaan,c_perpustakaan,land,jungle,jungle,mountain,mountains,no
1324,Sekola Atas,c_sekola_atas,land,jungle,jungle,mountain,mountains,no
1325,Uhon Tsa,c_uhon_tsa,land,forest,forest,arctic,taiga,no
1326,Ohmai,c_ohmai,land,forest,forest,arctic,taiga,no
1328,Ekwong,c_ekwong,land,forest,forest,arctic,taiga,no
1329,Shentsa,c_shentsa,land,forest,forest,forest,forest,yes
1330,Shan Sao,c_shan_sao,land,forest,forest,jungle,jungle,no
1332,Alamaqu,c_alamaqu,land,hills,hills,hills,hills,yes
1333,Panjuis,c_panjuis,land,forest,forest,forest,forest,yes
1339,The Fortress,c_the_fortress,land,coastal,farmlands,desert,desert,no
1340,Ironfang Deep,c_ironfang_deep,land,subterranean,mountains,mountain,mountains,yes
1341,Old Drivendelve,c_old_drivendelve,land,subterranean,mountains,mountain,mountains,yes
1342,Bronzehelms,c_bronzehelms,land,subterranean,mountains,hills,hills,no
1351,Lahib Island,c_lahib_island,land,coastal,farmlands,desert,desert,no
1353,Pasar,c_pasar,land,jungle,jungle,forest,forest,no
1354,Lower Kayu,c_lower_kayu,land,jungle,jungle,forest,forest,no
1355,Keluh,c_keluh,land,jungle,jungle,forest,forest,no
1357,Penuh Susak,c_penuh_susak,land,jungle,jungle,mountain,mountains,no
1358,Mahligwi,c_mahligwi,land,jungle,jungle,jungle,jungle,yes
1359,Binatang,c_binatang,land,jungle,jungle,jungle,jungle,yes
1360,Soto,c_soto,land,jungle,jungle,hills,hills,no
1361,Rimba,c_rimba,land,jungle,jungle,forest,forest,no
1365,Yao Sai,c_yao_sai,land,forest,forest,jungle,jungle,no
1366,KoChung,c_kochung,land,forest,forest,plains,plains,no
1370,Taishan,c_taishan,land,forest,forest,plains,plains,no
1371,Saigai,c_saigai,land,forest,forest,plains,plains,no
1372,Akshu,c_akshu,land,forest,forest,hills,hills,no
1384,Bunsha,c_bunsha,land,forest,forest,forest,forest,yes
1385,Jaria,c_jaria,land,forest,forest,forest,forest,yes
1386,Ungaran,c_ungaran,land,jungle,jungle,forest,forest,no
1387,Tehing,c_tehing,land,jungle,jungle,forest,forest,no
1389,Silapathar,c_silapathar,land,jungle,jungle,jungle,jungle,yes
1391,Thunder Gap,c_thunder_gap,land,hills,hills,hills,hills,yes
1396,Qudra,c_qudra,land,farmlands,farmlands,plains,plains,no
1401,Northwind,c_northwind,land,coastal,farmlands,hills,hills,no
1403,The Old Trees,c_the_old_trees,land,forest,forest,forest,forest,yes
1405,Crab Reach,c_crab_reach,land,coastal,farmlands,plains,plains,no
1406,Rassalantar,c_rassalantar,land,farmlands,farmlands,plains,plains,no
1407,High Gap,c_high_gap,land,mountain,mountains,hills,hills,no
1408,Loagrann,c_loagrann,land,mountain,mountains,hills,hills,no
1409,Silverwood,c_silverwood,land,forest,forest,forest,forest,yes
1410,Lizard Marsh,c_lizard_marsh,land,marsh,wetlands,marsh,wetlands,yes
1411,Chionthar,c_chionthar,land,farmlands,farmlands,plains,plains,no
1413,Settlestone,c_settlestone,land,mountain,mountains,mountain,mountains,yes
1414,Far Ulhai,c_far_ulhai,land,forest,forest,forest,forest,yes
1416,Shamandra,c_shamandra,land,coastal,farmlands,plains,plains,no
1418,Po Yul Dzayul,c_po_yul_dzayul,land,mountain,mountains,mountain,mountains,yes
1419,Skyvale,c_skyvale,land,mountain,mountains,hills,hills,no
1420,Pterafolk Eyries,c_pterafolk_eyries,land,jungle,jungle,hills,hills,no
1421,Batiriland,c_batiriland,land,jungle,jungle,forest,forest,no
1422,Ingmur,c_ingmur,land,steppe,steppe,steppe,steppe,yes
1423,Wood of Flam,c_wood_of_flam,land,forest,forest,plains,plains,no
1425,Surag,c_surag,land,farmlands,farmlands,plains,plains,no
1426,Thaymount,c_thaymount,land,mountain,mountains,hills,hills,no
1427,Watchwall,c_watchwall,land,mountain,mountains,hills,hills,no
1428,The Wyrmbones,c_the_wyrmbones,land,hills,hills,hills,hills,yes
1429,Easting,c_easting,land,farmlands,farmlands,plains,plains,no
1430,Ilipur,c_ilipur,land,hills,hills,steppe,steppe,no
1431,Vercy Wood,c_vercy_wood,land,forest,forest,forest,forest,yes
1432,Ospkur,c_ospkur,land,mountain,mountains,hills,hills,no
1433,Ruriks End,c_ruriks_end,land,glacier,taiga,glacier,taiga,yes
1434,Toraldur,c_toraldur,land,glacier,taiga,glacier,taiga,yes
1435,Winters Edge,c_winters_edge,land,hills,hills,glacier,taiga,no
1436,Vordrorn Forest,c_vordrorn_forest,land,forest,forest,hills,hills,no
1437,Mhiilamnir,c_mhiilamnir,land,forest,forest,forest,forest,yes
1439,Starmetal Hills,c_starmetal_hills,land,hills,hills,plains,plains,no
1442,Reth,c_reth,land,hills,hills,hills,hills,yes
1445,Zundbridge,c_zundbridge,land,farmlands,farmlands,farmlands,farmlands,yes
1446,Upper Nix,c_upper_nix,land,mountain,mountains,hills,hills,no
1447,Halangorn,c_halangorn,land,forest,forest,plains,plains,no
1448,Open Marches,c_open_marches,land,plains,plains,plains,plains,yes
1449,Dekanter,c_dekanter,land,subterranean,mountains,mountain,mountains,yes
1453,Hiyal,c_hiyal,land,farmlands,farmlands,plains,plains,no
1467,Huzuz,c_huzuz,land,farmlands,farmlands,desert,desert,no
1471,Hilm,c_hilm,land,farmlands,farmlands,desert,desert,no
1474,Fahhas,c_fahhas,land,farmlands,farmlands,desert,desert,no
1475,Sumuk Island,c_sumuk_island,land,coastal,farmlands,desert,desert,no
1476,Hitan Island,c_hitan_island,land,coastal,farmlands,desert,desert,no
1483,al-Faraq Islands,c_al_faraq_islands,land,coastal,farmlands,desert,desert,no
1495,Dawihi Island,c_dawihi_island,land,coastal,farmlands,plains,plains,no
1500,Mahazaka,c_mahazaka,land,jungle,jungle,jungle,jungle,yes
1503,Tayaraan,c_tayaraan,land,jungle,jungle,jungle,jungle,yes
1504,al-Hanieh,c_al_hanieh,land,jungle,jungle,plains,plains,no
1505,Kajiaruti,c_kajiaruti,land,jungle,jungle,jungle,jungle,yes
1506,Hudariyah,c_hudariyah,land,jungle,jungle,jungle,jungle,yes
1507,Giniracha,c_giniracha,land,coastal,farmlands,plains,plains,no
1508,Sigram,c_sigram,land,jungle,jungle,jungle,jungle,yes
1509,Sariban,c_sariban,land,jungle,jungle,plains,plains,no
1510,Samphos,c_samphos,land,jungle,jungle,jungle,jungle,yes
1511,Jeranjah,c_jeranjah,land,jungle,jungle,jungle,jungle,yes
1513,Tadabbur,c_tadabbur,land,jungle,jungle,jungle,jungle,yes
1514,Nawal,c_nawal,land,jungle,jungle,plains,plains,no
1515,Gimise,c_gimise,land,jungle,jungle,plains,plains,no
1517,Nathenje,c_nathenje,land,jungle,jungle,plains,plains,no
1518,Tayabuk,c_tayabuk,land,jungle,jungle,plains,plains,no
1519,Narodara,c_narodara,land,jungle,jungle,plains,plains,no
1520,Bukitega,c_bukitega,land,jungle,jungle,plains,plains,no
1521,al-Kurtum,c_al_kurtum,land,jungle,jungle,plains,plains,no
1522,Bab-al-Gaba,c_bab_al_gaba,land,jungle,jungle,plains,plains,no
1523,The Calves,c_the_calves,land,coastal,farmlands,jungle,jungle,no
1524,Nahr al-Fil,c_nahr_al_fil,land,jungle,jungle,plains,plains,no
1525,al-Asirr,c_al_asirr,land,jungle,jungle,plains,plains,no
1526,Horn of Afyal,c_horn_of_afyal,land,jungle,jungle,plains,plains,no
1527,Kasal,c_kasal,land,jungle,jungle,plains,plains,no
1528,Medina al-Afyal,c_medina_al_afyal,land,jungle,jungle,plains,plains,no
1530,Jinutt,c_jinutt,land,jungle,jungle,plains,plains,no
