title,ck2_key,value
d_ruby_blades,title,"CAPTAIN"
d_ruby_blades,title_female,"CAPTAIN"
d_ruby_rose,foa,"CAPTAIN_FOA"
d_ruby_rose,title,"CAPTAIN"
d_ruby_rose,title_female,"CAPTAIN"
d_sacred_shrike,foa,"CAPTAIN_FOA"
d_sacred_shrike,title,"CAPTAIN"
d_sacred_shrike,title_female,"CAPTAIN"
d_sacred_skull,foa,"HIGH_PRIEST_FOA"
d_sacred_skull,title,"HIGH_PRIEST"
d_sacred_skull,title_female,"HIGH_PRIESTESS"
d_sailors_of_the_crimson_sea,foa,"CAPTAIN_FOA"
d_sailors_of_the_crimson_sea,title,"CAPTAIN"
d_sailors_of_the_crimson_sea,title_female,"CAPTAIN"
d_salamandra,foa,"CAPTAIN_FOA"
d_salamandra,title,"CAPTAIN"
d_salamandra,title_female,"CAPTAIN"
d_sammarths_sword,foa,"CAPTAIN_FOA"
d_sammarths_sword,title,"CAPTAIN"
d_sammarths_sword,title_female,"CAPTAIN"
d_sand_kings,foa,"CAPTAIN_FOA"
d_sand_kings,title,"CAPTAIN"
d_sand_kings,title_female,"CAPTAIN"
d_scarlet_scourge,title,"ABBOT"
d_scarlet_scourge,title_female,"ABBESS"
d_scornubel,title,"HIGHLORD"
d_scornubel,title_female,"LADY_HIGHLORD"
d_servants_of_the_royal_egg,foa,"CAPTAIN_FOA"
d_servants_of_the_royal_egg,title,"CAPTAIN"
d_servants_of_the_royal_egg,title_female,"CAPTAIN"
d_shaeles_shields,foa,"CAPTAIN_FOA"
d_shaeles_shields,title,"CAPTAIN"
d_shaeles_shields,title_female,"CAPTAIN"
d_shar,foa,"HIGH_PRIEST_FOA"
d_shar,title,"HIGH_PRIEST"
d_shar,title_female,"HIGH_PRIESTESS"
d_shard,foa,"CAPTAIN_FOA"
d_shard,title,"CAPTAIN"
d_shard,title_female,"CAPTAIN"
d_she_wolves,foa,"CAPTAIN_FOA"
d_she_wolves,title,"CAPTAIN"
d_she_wolves,title_female,"CAPTAIN"
d_shieldbreakers,foa,"CAPTAIN_FOA"
d_shieldbreakers,title,"CAPTAIN"
d_shieldbreakers,title_female,"CAPTAIN"
d_shining_crusade,foa,"GENERAL_FOA"
d_shining_crusade,title,"GENERAL"
d_shining_crusade,title_female,"GENERAL"
d_shining_ones,foa,"CAPTAIN_FOA"
d_shining_ones,title,"CAPTAIN"
d_shining_ones,title_female,"CAPTAIN"
d_shining_steel_mercenary_company,foa,"CAPTAIN_FOA"
d_shining_steel_mercenary_company,title,"CAPTAIN"
d_shining_steel_mercenary_company,title_female,"CAPTAIN"
d_silent_rain,foa,"CAPTAIN_FOA"
d_silent_rain,title,"CAPTAIN"
d_silent_rain,title_female,"CAPTAIN"
d_siluvanede,title,"HIGHLORD"
d_siluvanede,title_female,"HIGHLADY"
d_silver_blades,foa,"CAPTAIN_FOA"
d_silver_blades,title,"CAPTAIN"
d_silver_blades,title_female,"CAPTAIN"
d_silverymoon,title_prefix,"city_county_of"
d_sirocco,foa,"CAPTAIN_FOA"
d_sirocco,title,"CAPTAIN"
d_sirocco,title_female,"CAPTAIN"
d_sisterhood_of_the_oaks,foa,"CAPTAIN_FOA"
d_sisterhood_of_the_oaks,title,"CAPTAIN"
d_sisterhood_of_the_oaks,title_female,"CAPTAIN"
d_skeletal_finger,title,"GRANDMASTER"
d_skeletal_finger,title_female,"GRANDMASTER"
d_snowstriders,foa,"CAPTAIN_FOA"
d_snowstriders,title,"CAPTAIN"
d_snowstriders,title_female,"CAPTAIN"
d_society_of_the_sword,foa,"CAPTAIN_FOA"
d_society_of_the_sword,title,"CAPTAIN"
d_society_of_the_sword,title_female,"CAPTAIN"
d_soft_claws,foa,"CAPTAIN_FOA"
d_soft_claws,title,"CAPTAIN"
d_soft_claws,title_female,"CAPTAIN"
d_souls_of_the_sun,foa,"CAPTAIN_FOA"
d_souls_of_the_sun,title,"CAPTAIN"
d_souls_of_the_sun,title_female,"CAPTAIN"
d_studious_mamluk_society,foa,"GENERAL_FOA"
d_studious_mamluk_society,title,"GENERAL"
d_studious_mamluk_society,title_female,"GENERAL"
d_sun_soul,title,"ABBOT"
d_sun_soul,title_female,"ABBESS"
d_sundabar,title,"RULINGMASTER"
d_sundabar,title_female,"RULINGMASTER"
d_talons_of_justice,foa,"CAPTAIN_FOA"
d_talons_of_justice,title,"BARB"
d_talons_of_justice,title_female,"BARB"
d_tasseldale,title,"GRAND_MAIRSHAR"
d_tasseldale,title_female,"GRAND_MAIRSHAR"
d_teeth,foa,"CAPTAIN_FOA"
d_teeth,title,"CAPTAIN"
d_teeth,title_female,"CAPTAIN"
d_tejarn_hills,title,"MARGRAVE"
d_tejarn_hills,title_female,"MARGRAVINE"
d_temple_of_corellon,foa,"HIGH_PRIEST_FOA"
d_temple_of_corellon,title,"HIGH_PRIEST"
d_temple_of_corellon,title_female,"HIGH_PRIESTESS"
d_the_five,title,"HIGH_PRIEST"
d_the_five,title_female,"HIGH_PRIESTESS"
d_the_oxventure_guild,foa,"CAPTAIN_FOA"
d_the_oxventure_guild,title,"CAPTAIN"
d_the_oxventure_guild,title_female,"CAPTAIN"
d_the_quivering_thumb,foa,"CAPTAIN_FOA"
d_the_quivering_thumb,title,"CAPTAIN"
d_the_quivering_thumb,title_female,"CAPTAIN"
d_the_unworthy,foa,"CAPTAIN_FOA"
d_the_unworthy,title,"CAPTAIN"
d_the_unworthy,title_female,"CAPTAIN"
d_threskel,title,"KING"
d_threskel,title_female,"QUEEN"
d_thunder_wolves,foa,"CAPTAIN_FOA"
d_thunder_wolves,title,"CAPTAIN"
d_thunder_wolves,title_female,"CAPTAIN"
d_trade_of_blades,foa,"CAPTAIN_FOA"
d_trade_of_blades,title,"CAPTAIN"
d_trade_of_blades,title_female,"CAPTAIN"
d_trance_banshees,foa,"CAPTAIN_FOA"
d_trance_banshees,title,"CAPTAIN"
d_trance_banshees,title_female,"CAPTAIN"
d_transmutation,title,"ZULKIR"
d_transmutation,title_female,"ZULKIR"
d_transmutation,title_prefix,"ZULKIRATEOF"
d_transmutation_exile,title,"ZULKIR"
d_transmutation_exile,title_female,"ZULKIR"
d_transmutation_exile,title_prefix,"ZULKIRATEOF"
d_turvulds_swords,foa,"CAPTAIN_FOA"
d_turvulds_swords,title,"CAPTAIN"
d_turvulds_swords,title_female,"CAPTAIN"
d_ulutiuan_reformed,foa,"POPE_FOA"
d_ulutiuan_reformed,title,"HEAD_HIGH_URIT"
d_ulutiuan_reformed,title_female,"HEAD_HIGH_URIT"
d_umber_council,title,"ARCHDRUID"
d_umber_council,title_female,"ARCHDRUID"
d_undermountain,title,"MASTER"
d_undermountain,title_female,"MISTRESS"
d_uthgardt_reformed,foa,"HEAD_PRIEST_FOA"
d_uthgardt_reformed,title,"HEAD_HIGH_PRIEST"
d_uthgardt_reformed,title_female,"HEAD_HIGH_PRIESTESS"
d_valiant_mamluk_society,foa,"GENERAL_FOA"
d_valiant_mamluk_society,title,"GENERAL"
d_valiant_mamluk_society,title_female,"GENERAL"
d_veterans_guild_of_ravens_bluff,foa,"CAPTAIN_FOA"
d_veterans_guild_of_ravens_bluff,title,"CAPTAIN"
d_veterans_guild_of_ravens_bluff,title_female,"CAPTAIN"
d_victorious_blade,foa,"GRANDHEADMASTER_FOA"
d_victorious_blade,title,"VELNIKERYMA"
d_victorious_blade,title_female,"VELNIKERYMA"
d_vigilant_mamluk_society,foa,"GENERAL_FOA"
d_vigilant_mamluk_society,title,"GENERAL"
d_vigilant_mamluk_society,title_female,"GENERAL"
d_wanderers_mamluk_society,foa,"ADMIRAL_FOA"
d_wanderers_mamluk_society,title,"ADMIRAL"
d_wanderers_mamluk_society,title_female,"ADMIRAL"
d_waterdeep,title,"LORD_MAGISTER"
d_waterdeep,title_female,"LADY_MAGISTER"
d_waterdeep,title_prefix,"GRAND_CITY_OF"
d_waukeen,foa,"HIGH_PRIEST_FOA"
d_waukeen,title,"HOLYCOIN"
d_waukeen,title_female,"HOLYCOIN"
d_web_weavers,foa,"CAPTAIN_FOA"
d_web_weavers,title,"CAPTAIN"
d_web_weavers,title_female,"CAPTAIN"
d_windriders,foa,"CAPTAIN_FOA"
d_windriders,title,"CAPTAIN"
d_windriders,title_female,"CAPTAIN"
d_wondrous_mamluk_society,foa,"GENERAL_FOA"
d_wondrous_mamluk_society,title,"GENERAL"
d_wondrous_mamluk_society,title_female,"GENERAL"
d_wraith_of_the_inner_sea,foa,"CAPTAIN_FOA"
d_wraith_of_the_inner_sea,title,"CAPTAIN"
d_wraith_of_the_inner_sea,title_female,"CAPTAIN"
d_wyvern_circle,title,"ARCHDRUID"
d_wyvern_circle,title_female,"ARCHDRUID"
d_xanathar,title,"TITLE_EYE"
d_xanathar,title_female,"TITLE_EYE"
d_youthful_mamluk_society,foa,"GENERAL_FOA"
d_youthful_mamluk_society,title,"GENERAL"
d_youthful_mamluk_society,title_female,"GENERAL"
d_yuir_reformed,foa,"HEAD_PRIEST_FOA"
d_yuir_reformed,title,"HEAD_HIGH_PRIEST"
d_yuir_reformed,title_female,"HEAD_HIGH_PRIESTESS"
d_zaharas_krakens,foa,"CAPTAIN_FOA"
d_zaharas_krakens,title,"CAPTAIN"
d_zaharas_krakens,title_female,"CAPTAIN"
e_a_brotherhood,title,"ARCHMAGE"
e_a_brotherhood,title_female,"ARCHMAGE"
e_brotherhood_of_true_flame,title,"BONFIRE"
e_brotherhood_of_true_flame,title_female,"BONFIRE"
e_emerald_enclave,title,"GRAND_CABAL"
e_emerald_enclave,title_female,"GRAND_CABAL"
e_jerrods_host,title,"GREAT_SHAMAN"
e_jerrods_host,title_female,"GREAT_SHAMAN"
e_phalorm,title,"TRIPLEKING"
e_phalorm,title_female,"TRIPLEQUEEN"
e_raumathar,title,"ARKHAN"
e_raumathar,title_female,"ARKHATUN"
e_shadow_druids,title,"ARCHDRUID"
e_shadow_druids,title_female,"ARCHDRUID"
e_shadow_thieves,title,"GRANDMASTER"
e_shadow_thieves,title_female,"GRANDMASTER"
e_shou_lung_west_governor,foa,"WESTERN_GOVERNOR_TITLE_FOA"
e_shou_lung_west_governor,title,"WESTERN_GOVERNOR_MALE"
e_shou_lung_west_governor,title_female,"WESTERN_GOVERNOR_FEMALE"
e_undermountain,title,"MASTER"
e_undermountain,title_female,"MISTRESS"
e_warlock_knights,title,"VOICE"
e_warlock_knights,title_female,"VOICE"
e_zhentarim,title,"GRANDMASTER"
e_zhentarim,title_female,"GRANDMASTER"
k_afyal,title,"PADISHAH"
k_afyal,title_female,"PADISHAH_BEGUM"
k_altumbel,title,"FIRSTCONSUL"
k_altumbel,title_female,"FIRSTCONSUL"
k_ardeep,title,"KING"
k_ardeep,title_female,"QUEEN"
k_army_of_shadows,title,"MASTER"
k_army_of_shadows,title_female,"MISTRESS"
k_bakar,title,"PHARAOH"
k_bakar,title_female,"PHARAOH"
k_baldurs_gate,title,"GRANDDUKE"
k_baldurs_gate,title_female,"GRANDDUKE"
k_barakair,title,"IRON_SHIELD"
k_barakair,title_female,"IRON_SHIELD"
k_black_altar,foa,"HIGH_PRIEST_FOA"
k_black_altar,title,"HIGH_IMPERCEPTOR"
k_black_altar,title_female,"HIGH_IMPERCEPTRIX"
k_blightlords,foa,"BLIGHTMASTER_FOA"
k_blightlords,title,"BLIGHTMASTER"
k_blightlords,title_female,"BLIGHTMISTRESS"
k_caerilcarn,title,"LORD_OF_THE_WOOD"
k_caerilcarn,title_female,"LADY_OF_THE_WOOD"
k_calimshan,title,"SYLPASHA"
k_callidyrr,title,"HIGHKING"
k_callidyrr,title_female,"HIGHQUEEN"
k_circle_of_leth,foa,"NENTYARCH_FOA"
k_circle_of_leth,title,"NENTYARCH"
k_circle_of_leth,title_female,"NENTYARCH"
k_circle_of_order,title,"MASTER"
k_circle_of_order,title_female,"MISTRESS"
k_court_of_the_three,title,"GRANDMASTER"
k_court_of_the_three,title_female,"GRANDMASTER"
k_covenant,title,"GRANDMASTER"
k_covenant,title_female,"GRANDMASTER"
k_dardath,title,"KING"
k_dardath,title_female,"QUEEN"
k_delimbiyran,title,"KING"
k_delimbiyran,title_female,"QUEEN"
k_grand_caliphate,foa,"CALIPH_FOA"
k_grand_caliphate,title,"GRAND_CALIPH"
k_grand_caliphate,title_female,"GRAND_CALIPHA"
k_iram,title,"SULTAN"
k_iram,title_female,"SULTANA"
k_khazari,title,"PRINCE"
k_khazari,title_female,"PRINCESS"
k_lotus_throne,foa,"LOTUS_FOA"
k_lotus_throne,title,"LOTUS_EMPEROR"
k_lotus_throne,title_female,"LOTUS_EMPRESS"
k_maelstrom,title,"STORM_KING"
k_maelstrom,title_female,"STORM_QUEEN"
k_melairbode,title,"KING"
k_melairbode,title_female,"QUEEN"
k_moonshae,title,"HIGHKING"
k_moonshae,title_female,"HIGHQUEEN"
k_nelanther_isles,title,"BLACK_ALARIC"
k_nelanther_isles,title_female,"BLACK_ALARIC"
k_purple_staff,title,"FIRST_FELLOW"
k_purple_staff,title_female,"FIRST_FELLOW"
k_red_shadow,title,"BLOODMASTER"
k_red_shadow,title_female,"BLOODMASTER"
k_red_wizards,title,"HIGH_ZULKIR"
k_red_wizards,title_female,"HIGH_ZULKIR"
k_roldilar,title,"KING"
k_roldilar,title_female,"QUEEN"
k_samarach,title,"PHANTASMAGE"
k_samarach,title_female,"PHANTASMAGE"
k_sarifal,title,"HIGH_LORD"
k_sarifal,title_female,"HIGH_LADY"
k_silver_marches,title,"HIGHLORD"
k_silver_marches,title_female,"HIGHLADY"
k_silver_marches,title_prefix,"CONFEDERATIONOF"
k_solon,title,"RAJAH"
k_solon,title_female,"RAJAH"
k_storting,title,"STORMAZIN"
k_storting,title_female,"STORMAZIN"
k_tethyr,title,"KING"
k_tethyr,title_female,"QUEEN"
k_thultanthar,title,"HIGH_PRINCE"
k_thultanthar,title_female,"HIGH_PRINCESS"
k_turmish,foa,"LORD_FOA"
k_turmish,title,"LORD"
k_turmish,title_female,"LADY"
k_tymanther,title,"VANQUISHER"
k_tymanther,title_female,"VANQUISHER"
k_ubtao_church,foa,"POPE_FOA"
k_ubtao_church,title,"NEGUSA_NAGAST"
k_ubtao_church,title_female,"NEGESTA_NAGASTAT"
k_undermountain,title,"MASTER"
k_undermountain,title_female,"MISTRESS"
k_valashar,title,"NAZIR"
k_valashar,title_female,"NAZIRA"
k_var,title,"SUPREMEPOTENTATE"
k_var,title_female,"SUPREMEPOTENTATE"
k_veldorn,title,"ORMELARCH"
k_veldorn,title_female,"ORMELARCH"
k_vesperin,title,"GOLDEN_LORD"
k_vesperin,title_female,"GOLDEN_LORD"
k_waterdeep,title,"OPEN_LORD"
k_waterdeep,title_female,"OPEN_LORD"
k_waterdeep,title_prefix,"FREE_CITY_OF"
k_windlass,title,"GRANDMASTER"
k_windlass,title_female,"GRANDMASTER"
