ck3_terrain,slope_bin,curvature_bin,elevation_bin,n,top_material,top_share,second_material,second_share,category_shares
hills,high,flat,low,28786,hills_01,23.95,drylands_01_grassy,13.95,rock=29.79;other=27.4;grass=20.69;forest=12.58;snow=6.84;soil=2.7
hills,high,flat,mid,24394,hills_01,24.13,mountain_02_c_snow,11.17,other=28.42;rock=28.34;forest=14.56;grass=14.16;snow=11.52;soil=3.01
hills,high,flat,high,12292,hills_01,22.74,mountain_02_c_snow,12.9,rock=32.2;other=25.28;snow=13.7;forest=13.67;grass=12.54;soil=2.61
hills,high,valley,low,120115,hills_01,27.05,hills_01_rocks,11.53,rock=32.24;other=30.25;forest=14.28;grass=14.12;snow=7.13;soil=1.99
hills,high,valley,mid,39765,hills_01,33.76,mountain_02_c_snow,11.71,other=38.17;rock=26.89;forest=12.55;snow=11.88;grass=8.36;soil=2.15
hills,high,valley,high,12391,hills_01,30.07,mountain_02_c_snow,16.24,other=33.61;rock=28.27;snow=16.75;forest=11.89;grass=6.59;soil=2.89
jungle,low,ridge,low,2098,forest_jungle_01,68.21,steppe_bushes,16.4,forest=68.21;grass=23.93;soil=5.24;rock=2.19;other=0.38;snow=0.05
jungle,low,ridge,mid,9958,forest_jungle_01,84.29,steppe_bushes,6.04,forest=84.42;grass=12.28;rock=1.95;soil=1.11;other=0.23
jungle,low,ridge,high,17762,forest_jungle_01,59.74,beach_02_mediterranean,8.61,forest=60.02;grass=9.83;other=8.98;soil=8.65;rock=7.07;snow=5.45
jungle,low,flat,low,5720,forest_jungle_01,59.72,steppe_bushes,21.5,forest=64.77;grass=31.42;rock=2.8;soil=0.56;snow=0.45
jungle,low,flat,mid,19788,forest_jungle_01,84.16,steppe_grass,8.6,forest=84.95;grass=13.68;rock=0.74;soil=0.47;other=0.08;snow=0.08
jungle,low,flat,high,6807,forest_jungle_01,79.74,steppe_grass,5.19,forest=80.37;grass=5.67;other=5.57;rock=4.82;snow=1.9;soil=1.67
jungle,low,valley,low,17034,forest_jungle_01,69.98,steppe_bushes,15.62,forest=71.79;grass=23.42;rock=2.38;snow=1.39;soil=0.62;other=0.4
jungle,low,valley,mid,11094,forest_jungle_01,84.24,steppe_bushes,5.64,forest=85.03;grass=11.47;rock=1.43;other=1.03;snow=0.87;soil=0.17
jungle,low,valley,high,2833,forest_jungle_01,77.13,steppe_rocks,9.46,forest=77.13;rock=9.46;other=6.78;grass=6.49;snow=0.14
jungle,mid,ridge,low,10707,forest_jungle_01,68.14,steppe_bushes,14.17,forest=68.45;grass=24.54;soil=4.28;rock=1.39;snow=0.9;other=0.44
jungle,mid,ridge,mid,40438,forest_jungle_01,80.35,steppe_bushes,7.41,forest=80.81;grass=12.97;soil=3.15;rock=2.0;other=0.8;snow=0.26
jungle,mid,ridge,high,52334,forest_jungle_01,65.15,wetlands_02_mud,10.67,forest=65.94;soil=10.86;grass=10.48;rock=9.18;other=2.82;snow=0.72
jungle,mid,flat,low,14395,forest_jungle_01,69.52,steppe_bushes,15.46,forest=69.8;grass=24.7;rock=2.86;soil=1.34;snow=1.17;other=0.13
jungle,mid,flat,mid,29968,forest_jungle_01,86.59,steppe_bushes,4.48,forest=86.72;grass=9.01;rock=2.55;soil=0.85;snow=0.57;other=0.3
jungle,mid,flat,high,12895,forest_jungle_01,72.31,steppe_rocks,11.14,forest=72.42;rock=11.73;grass=5.51;other=4.88;soil=2.88;snow=2.6
jungle,mid,valley,low,55959,forest_jungle_01,70.91,steppe_bushes,17.42,forest=72.67;grass=23.51;rock=2.38;snow=1.07;other=0.22;soil=0.14
jungle,mid,valley,mid,25757,forest_jungle_01,83.62,steppe_bushes,6.34,forest=84.07;grass=9.41;rock=4.67;snow=0.91;soil=0.54;other=0.4
jungle,mid,valley,high,7797,forest_jungle_01,67.38,steppe_rocks,16.7,forest=67.38;rock=16.96;grass=6.22;other=5.14;snow=2.24;soil=2.05
jungle,high,ridge,low,23526,forest_jungle_01,41.23,steppe_bushes,28.25,forest=43.63;grass=33.46;soil=12.45;rock=8.78;snow=1.3;other=0.39
jungle,high,ridge,mid,38437,forest_jungle_01,60.72,wetlands_02_mud,13.87,forest=63.25;soil=14.05;grass=12.1;rock=8.16;other=1.5;snow=0.94
jungle,high,ridge,high,78113,forest_jungle_01,50.82,wetlands_02_mud,15.62,forest=52.34;soil=15.81;grass=15.12;rock=11.94;other=3.63;snow=1.16
jungle,high,flat,low,16922,forest_jungle_01,56.84,steppe_bushes,26.46,forest=56.89;grass=32.19;rock=6.01;soil=2.91;snow=1.2;other=0.8
jungle,high,flat,mid,16332,forest_jungle_01,64.77,steppe_bushes,9.86,forest=65.64;grass=18.45;rock=7.44;other=4.53;soil=3.79;snow=0.15
jungle,high,flat,high,17624,forest_jungle_01,49.01,beach_02,16.91,forest=50.56;other=21.29;rock=11.62;grass=8.43;soil=4.43;snow=3.67
jungle,high,valley,low,73547,forest_jungle_01,56.04,steppe_bushes,26.68,forest=56.17;grass=31.59;rock=7.02;snow=2.3;soil=2.15;other=0.78
jungle,high,valley,mid,23139,forest_jungle_01,66.93,steppe_rocks,9.61,forest=67.25;grass=11.98;rock=10.25;other=5.03;soil=3.91;snow=1.59
jungle,high,valley,high,10437,forest_jungle_01,57.42,steppe_rocks,18.17,forest=58.66;rock=18.94;grass=7.21;other=6.61;soil=5.86;snow=2.71
mountains,low,ridge,low,3880,desert_rocky,41.42,hills_01_rocks,13.61,rock=62.73;other=16.03;grass=13.79;soil=4.74;forest=2.71
mountains,low,ridge,mid,6005,desert_rocky,32.22,drylands_01_grassy,17.34,rock=49.94;grass=20.57;other=13.91;forest=8.54;soil=4.41;snow=2.63
mountains,low,ridge,high,9223,mountain_02_snow,29.38,desert_rocky,18.63,snow=29.83;rock=29.18;grass=18.82;soil=12.87;other=5.85;forest=3.45
mountains,low,flat,low,2523,desert_rocky,48.55,drylands_01_grassy,19.7,rock=71.98;grass=19.78;other=5.39;forest=1.63;soil=1.23
mountains,low,flat,mid,1801,desert_rocky,28.82,drylands_01_grassy,24.15,rock=57.36;grass=24.49;snow=8.66;forest=4.22;soil=2.78;other=2.5
mountains,low,flat,high,1179,mountain_02_snow,36.81,mountain_02_c_snow,15.01,snow=51.82;rock=19.68;grass=11.87;other=11.28;forest=5.26;soil=0.08
mountains,low,valley,low,4154,desert_rocky,31.82,drylands_01_grassy,30.21,rock=58.18;grass=30.26;other=8.11;forest=2.34;soil=0.58;snow=0.53
mountains,low,valley,mid,723,desert_rocky,41.77,mountain_03,15.21,rock=63.62;other=14.38;snow=7.61;grass=7.33;forest=6.09;soil=0.97
mountains,low,valley,high,215,mountain_02_snow,67.44,forest_jungle_01,11.63,snow=67.44;rock=14.88;forest=11.63;other=3.26;grass=2.79
mountains,mid,ridge,low,12537,desert_rocky,34.24,hills_01_rocks,12.57,rock=61.11;other=15.42;soil=8.42;grass=7.97;forest=6.76;snow=0.33
mountains,mid,ridge,mid,23122,desert_rocky,21.3,hills_01,7.91,rock=43.14;other=15.91;forest=14.27;grass=12.9;soil=8.52;snow=5.27
mountains,mid,ridge,high,35040,mountain_02_snow,31.29,wetlands_02,17.87,snow=32.2;grass=22.4;rock=22.25;soil=10.05;other=9.73;forest=3.37
mountains,mid,flat,low,7659,desert_rocky,30.13,hills_01_rocks,12.7,rock=63.06;forest=13.83;other=10.54;grass=9.23;soil=2.25;snow=1.1
mountains,mid,flat,mid,5239,desert_rocky,22.41,forest_leaf_01,18.63,rock=39.4;forest=23.13;soil=10.9;snow=10.02;grass=9.03;other=7.52
mountains,mid,flat,high,2566,mountain_02_snow,50.47,desert_rocky,15.28,snow=52.92;rock=19.56;forest=9.78;grass=7.79;other=6.51;soil=3.43
mountains,mid,valley,low,13052,desert_rocky,25.15,drylands_01_grassy,16.81,rock=52.42;grass=19.12;forest=12.16;other=11.07;soil=3.6;snow=1.63
mountains,mid,valley,mid,2661,desert_rocky,21.5,forest_leaf_01,15.45,rock=40.1;forest=17.21;other=13.23;soil=12.06;grass=9.96;snow=7.44
mountains,mid,valley,high,670,desert_rocky,31.04,mountain_02_snow,29.55,rock=47.01;snow=35.07;other=12.54;grass=2.24;soil=1.94;forest=1.19
mountains,high,ridge,low,19917,hills_01_rocks,15.22,desert_rocky,10.92,rock=46.67;other=14.81;grass=12.74;soil=11.0;forest=10.24;snow=4.54
mountains,high,ridge,mid,34869,wetlands_02_mud,14.46,steppe_rocks,8.96,rock=35.42;soil=16.69;other=14.23;forest=14.09;snow=9.93;grass=9.64
mountains,high,ridge,high,67050,mountain_02_snow,32.04,wetlands_02,17.3,snow=33.78;grass=21.83;rock=18.72;soil=10.4;other=10.36;forest=4.9
mountains,high,flat,low,9391,hills_01_rocks,22.92,forest_leaf_01,8.92,rock=45.33;forest=18.91;other=12.52;grass=9.97;snow=7.88;soil=5.39
mountains,high,flat,mid,6586,forest_leaf_01,14.47,mountain_02_c_snow,12.8,rock=31.37;forest=24.32;snow=16.84;other=14.03;grass=7.18;soil=6.26
mountains,high,flat,high,2398,mountain_02_snow,22.52,mountain_02_c_snow,14.18,snow=36.95;rock=21.23;other=14.39;grass=11.72;forest=8.88;soil=6.84
mountains,high,valley,low,30450,hills_01_rocks,21.29,forest_jungle_01,10.99,rock=48.63;forest=20.67;snow=11.8;other=9.26;grass=6.46;soil=3.18
mountains,high,valley,mid,7728,mountain_02_c_snow,13.0,hills_01_rocks,12.91,rock=36.39;forest=20.39;snow=19.97;other=11.01;soil=8.48;grass=3.77
mountains,high,valley,high,1486,mountain_02_snow,15.48,mountain_02_c_snow,15.41,snow=32.1;rock=31.02;other=11.84;forest=11.17;grass=9.76;soil=4.1
oasis,low,ridge,mid,105,drylands_01,58.1,drylands_01_grassy,28.57,other=58.1;grass=28.57;rock=13.33
oasis,low,ridge,high,259,mountain_02_c,36.29,drylands_01_grassy,27.03,rock=56.37;grass=27.03;other=15.06;soil=1.54
oasis,low,flat,low,127,mountain_02_c,37.01,drylands_01,30.71,rock=41.73;other=33.86;grass=22.05;soil=2.36
oasis,low,flat,mid,1922,mountain_02_c,40.58,drylands_01,18.78,rock=48.23;other=26.59;soil=13.11;grass=12.07
oasis,low,flat,high,850,mountain_02_c,44.94,desert_rocky,17.53,rock=63.76;soil=17.06;other=13.18;grass=6.0
oasis,low,valley,low,572,drylands_01,48.78,drylands_01_grassy,33.39,other=48.78;grass=33.39;rock=13.81;soil=4.02
oasis,low,valley,mid,1732,mountain_02_c,50.92,drylands_01_cracked,10.51,rock=59.58;other=24.25;soil=8.31;grass=7.56;snow=0.29
oasis,low,valley,high,205,drylands_01_grassy,36.1,mountain_02_c,33.17,rock=40.49;grass=36.1;other=17.56;soil=5.85
oasis,mid,ridge,low,296,drylands_01_grassy,43.58,mountain_02_c,22.3,rock=45.95;grass=43.58;other=7.09;soil=3.38
oasis,mid,ridge,mid,454,desert_rocky,31.06,drylands_01,25.55,rock=44.05;other=28.41;grass=17.62;snow=6.39;soil=3.52
oasis,mid,ridge,high,1260,drylands_01,35.16,mountain_02_c,23.73,other=41.35;rock=29.37;grass=18.17;soil=9.05;snow=2.06
oasis,mid,flat,low,256,mountain_02_c,33.59,drylands_01_grassy,25.39,rock=53.91;grass=25.39;other=20.7
oasis,mid,flat,mid,2819,mountain_02_c,30.47,drylands_01_grassy,28.7,rock=39.59;grass=28.7;other=22.14;soil=9.54;snow=0.04
oasis,mid,flat,high,1492,desert_rocky,26.54,mountain_02_c,23.32,rock=51.41;other=19.17;soil=15.28;grass=13.87;snow=0.27
oasis,mid,valley,low,594,drylands_01,45.96,mountain_02_c,22.73,other=53.87;rock=36.03;grass=10.1
oasis,mid,valley,mid,1389,drylands_01,45.0,mountain_02_c,21.17,other=55.22;rock=30.09;grass=14.69
oasis,mid,valley,high,339,drylands_01,40.71,drylands_01_grassy,36.58,other=43.95;grass=36.58;rock=19.47
oasis,high,ridge,low,830,mountain_02_c,27.23,drylands_01_grassy,21.81,rock=56.14;grass=21.81;other=21.08;soil=0.96
oasis,high,ridge,mid,655,drylands_01_grassy,36.64,mountain_02_c,24.27,rock=42.6;grass=36.64;other=20.76
oasis,high,ridge,high,1633,drylands_01_grassy,42.25,mountain_02_c,18.62,grass=42.25;rock=41.09;other=12.74;soil=2.63;snow=1.29
oasis,high,flat,low,1009,drylands_01_grassy,34.29,drylands_01,26.46,rock=35.18;grass=34.29;other=26.86;soil=3.67
oasis,high,flat,mid,387,drylands_01_grassy,36.18,drylands_01,17.83,rock=43.67;grass=36.18;other=19.38;soil=0.78
oasis,high,flat,high,732,drylands_01_grassy,38.66,drylands_01,30.05,grass=38.66;other=31.01;rock=28.14;soil=2.19
oasis,high,valley,low,7464,drylands_01_grassy,39.95,drylands_01,23.38,grass=39.95;rock=33.67;other=24.01;soil=2.37
oasis,high,valley,mid,958,drylands_01_grassy,39.67,mountain_02_c,22.34,rock=43.42;grass=39.67;other=16.49;soil=0.42
oasis,high,valley,high,563,drylands_01_grassy,28.42,drylands_01,22.38,rock=47.6;grass=28.42;other=22.38;soil=1.42;snow=0.18
plains,low,ridge,low,4825,mountain_02_desert_c,34.65,mountain_02_d_snow,12.75,rock=38.28;snow=24.6;forest=19.25;grass=9.41;soil=4.77;other=3.69
plains,low,ridge,mid,20285,forest_jungle_01,39.15,desert_wavy_01,12.68,forest=47.13;grass=14.99;soil=13.35;snow=10.96;rock=10.89;other=2.68
plains,low,ridge,high,37182,forest_jungle_01,26.58,desert_wavy_01,10.7,forest=35.74;snow=20.08;rock=17.16;soil=13.81;grass=10.14;other=3.08
plains,low,flat,low,27830,mountain_02_desert_c,24.08,forest_jungle_01,20.55,rock=33.88;forest=24.11;soil=14.9;snow=14.13;grass=10.87;other=2.1
plains,low,flat,mid,192466,desert_wavy_01,40.22,forest_jungle_01,38.14,soil=41.48;forest=39.98;rock=8.2;grass=6.64;snow=2.32;other=1.38
plains,low,flat,high,51936,forest_jungle_01,43.69,desert_wavy_01,17.05,forest=48.31;soil=18.37;rock=14.03;snow=9.37;grass=8.26;other=1.67
plains,low,valley,low,98988,mountain_02_desert_c,25.86,forest_jungle_01,20.13,rock=31.97;forest=23.36;snow=16.89;grass=14.49;soil=10.83;other=2.47
plains,low,valley,mid,67333,forest_jungle_01,28.69,desert_wavy_01,27.75,forest=30.92;soil=30.46;rock=18.93;grass=8.92;snow=8.61;other=2.16
plains,low,valley,high,13743,mountain_02_desert_c,24.54,forest_jungle_01,19.53,rock=36.21;snow=29.57;forest=24.19;grass=4.55;soil=3.86;other=1.62
plains,mid,ridge,low,17477,mountain_02_desert_c,26.32,mountain_02_c_snow,12.12,rock=35.57;snow=19.99;forest=17.65;grass=14.25;other=7.71;soil=4.83
plains,mid,ridge,mid,28133,forest_jungle_01,22.91,mountain_02_desert_c,12.95,forest=28.8;rock=21.63;grass=15.2;snow=15.07;soil=13.99;other=5.31
plains,mid,ridge,high,71404,forest_jungle_01,20.13,mountain_02_snow,10.47,forest=24.98;snow=24.71;rock=19.73;soil=13.7;grass=13.66;other=3.22
plains,mid,flat,low,38398,mountain_02_desert_c,23.72,forest_jungle_01,17.34,rock=30.79;forest=21.43;soil=16.55;snow=16.23;grass=10.52;other=4.48
plains,mid,flat,mid,87415,desert_wavy_01,44.35,forest_jungle_01,28.2,soil=45.49;forest=30.09;rock=10.79;grass=6.23;snow=4.69;other=2.71
plains,mid,flat,high,40642,forest_jungle_01,27.06,desert_wavy_01,20.21,forest=30.09;rock=23.08;soil=22.74;snow=13.4;grass=6.39;other=4.31
plains,mid,valley,low,166489,mountain_02_desert_c,35.1,forest_jungle_01,13.73,rock=43.56;forest=18.29;snow=16.5;soil=12.1;grass=6.6;other=2.95
plains,mid,valley,mid,71397,forest_jungle_01,24.32,desert_wavy_01,22.94,forest=27.2;rock=26.05;soil=25.01;snow=13.05;grass=6.02;other=2.67
plains,mid,valley,high,21345,mountain_02_desert_c,23.97,mountain_02_c_snow,21.51,rock=32.43;snow=30.9;forest=19.98;grass=7.94;soil=5.36;other=3.39
plains,high,ridge,low,27434,mountain_02_desert_c,28.13,steppe_bushes,16.04,rock=43.21;grass=19.57;snow=15.0;forest=12.65;other=4.84;soil=4.73
plains,high,ridge,mid,27241,mountain_02_desert_c,22.83,forest_jungle_01,13.06,rock=34.09;grass=20.19;forest=17.17;snow=14.72;soil=8.96;other=4.87
plains,high,ridge,high,99175,mountain_02_snow,18.09,mountain_02_desert_c,13.36,snow=36.15;rock=23.13;grass=14.55;soil=10.82;forest=9.65;other=5.71
plains,high,flat,low,26351,mountain_02_desert_c,36.81,forest_jungle_01,12.71,rock=45.95;forest=17.15;grass=15.3;snow=13.24;soil=4.8;other=3.57
plains,high,flat,mid,13477,mountain_02_desert_c,25.64,forest_jungle_01,16.18,rock=34.56;forest=19.6;snow=17.07;grass=16.4;soil=6.74;other=5.63
plains,high,flat,high,27252,mountain_02_desert_c,21.21,mountain_02_c_snow,16.86,rock=30.83;snow=28.13;grass=13.35;forest=12.26;other=9.02;soil=6.4
plains,high,valley,low,156911,mountain_02_desert_c,42.81,mountain_02_c_snow,10.29,rock=52.2;forest=13.96;snow=13.9;grass=8.08;soil=6.93;other=4.93
plains,high,valley,mid,29306,mountain_02_desert_c,36.98,mountain_02_c_snow,13.59,rock=44.72;snow=19.03;forest=10.35;grass=9.22;soil=9.13;other=7.55
plains,high,valley,high,24354,mountain_02_desert_c,28.12,mountain_02_c_snow,15.55,rock=36.79;snow=24.13;other=12.43;forest=10.31;grass=9.86;soil=6.48
steppe,low,ridge,low,274,mountain_03,41.97,desert_02,28.47,other=51.82;rock=48.18
steppe,low,ridge,mid,8076,mountain_03,72.63,mountain_02_desert_c,10.56,rock=84.63;other=8.12;grass=3.83;soil=2.66;forest=0.72;snow=0.04
steppe,low,ridge,high,27202,mountain_03,78.67,drylands_01_grassy,8.34,rock=85.5;grass=8.34;soil=3.66;other=1.4;forest=0.94;snow=0.16
steppe,low,flat,low,2208,mountain_03,48.69,mountain_02_desert_c,16.85,rock=70.2;other=16.76;grass=7.07;soil=5.93;snow=0.05
steppe,low,flat,mid,17337,mountain_03,75.55,mountain_02_desert_c,6.97,rock=83.35;soil=6.95;grass=6.55;other=1.31;snow=1.1;forest=0.74
steppe,low,flat,high,10274,mountain_03,78.37,drylands_01_grassy,11.61,rock=80.34;grass=11.61;soil=4.01;forest=1.78;other=1.3;snow=0.95
steppe,low,valley,low,14334,mountain_03,41.9,beach_02,13.16,rock=51.19;other=27.25;grass=11.94;forest=4.58;soil=3.78;snow=1.25
steppe,low,valley,mid,13076,mountain_03,67.93,drylands_01_grassy,17.12,rock=72.97;grass=17.12;other=4.12;forest=2.65;snow=2.02;soil=1.12
steppe,low,valley,high,4298,mountain_03,82.69,drylands_01_grassy,5.44,rock=88.65;grass=5.44;other=3.23;forest=1.21;soil=0.86;snow=0.6
steppe,mid,ridge,low,1704,mountain_03,44.54,desert_02,15.67,rock=58.57;other=29.93;grass=8.33;soil=1.88;forest=1.29
steppe,mid,ridge,mid,13491,mountain_03,55.46,drylands_01_grassy,13.18,rock=62.52;grass=13.41;other=12.59;soil=9.66;forest=1.37;snow=0.45
steppe,mid,ridge,high,51337,mountain_03,74.22,drylands_01_grassy,8.94,rock=80.29;grass=9.03;other=4.77;soil=4.63;snow=0.71;forest=0.57
steppe,mid,flat,low,6371,mountain_03,36.18,desert_wavy_01,12.34,rock=48.12;other=25.04;soil=12.34;grass=10.22;forest=4.29
steppe,mid,flat,mid,27125,mountain_03,48.87,desert_02,11.03,rock=59.82;other=15.92;soil=12.45;grass=9.18;forest=2.11;snow=0.52
steppe,mid,flat,high,24218,mountain_03,68.85,desert_02,9.23,rock=74.6;other=11.88;grass=8.4;soil=4.42;forest=0.69;snow=0.01
steppe,mid,valley,low,27960,mountain_03,41.46,drylands_01_grassy,19.48,rock=53.4;grass=19.52;other=16.98;forest=7.56;soil=2.1;snow=0.44
steppe,mid,valley,mid,22089,mountain_03,58.0,drylands_01_grassy,17.43,rock=67.79;grass=17.43;other=5.18;soil=4.99;forest=3.69;snow=0.91
steppe,mid,valley,high,10631,mountain_03,75.57,drylands_01_grassy,9.28,rock=79.94;grass=9.28;other=7.31;forest=1.75;soil=1.72
steppe,high,ridge,low,1748,drylands_01_grassy,44.45,mountain_03,37.76,grass=44.97;rock=39.13;other=11.5;forest=4.41
steppe,high,ridge,mid,3148,mountain_03,72.84,drylands_01_grassy,16.33,rock=79.99;grass=16.65;soil=1.37;other=1.27;forest=0.73
steppe,high,ridge,high,13780,mountain_03,88.95,drylands_01_grassy,4.07,rock=92.9;grass=4.07;other=1.91;snow=0.7;soil=0.38;forest=0.04
steppe,high,flat,low,2509,mountain_03,62.46,drylands_01_grassy,13.91,rock=70.27;grass=14.47;other=8.77;forest=4.58;soil=1.91
steppe,high,flat,mid,4259,mountain_03,74.15,drylands_01_grassy,11.34,rock=80.25;grass=11.34;other=5.45;soil=1.67;forest=1.29
steppe,high,flat,high,5809,mountain_03,71.89,drylands_01_grassy,16.46,rock=78.43;grass=16.46;other=3.6;soil=1.1;snow=0.36;forest=0.05
steppe,high,valley,low,15706,mountain_03,49.06,drylands_01_grassy,27.88,rock=56.7;grass=28.03;other=10.26;snow=2.15;forest=2.06;soil=0.79
steppe,high,valley,mid,6555,mountain_03,69.12,drylands_01_grassy,18.35,rock=75.39;grass=18.41;other=3.98;soil=1.37;forest=0.47;snow=0.37
steppe,high,valley,high,5732,mountain_03,73.62,drylands_01_grassy,16.0,rock=81.47;grass=16.0;other=2.06;soil=0.31;forest=0.1;snow=0.05
taiga,low,ridge,low,6735,forest_pine_01,58.43,forestfloor,10.22,forest=69.03;rock=24.71;snow=4.94;other=1.28;soil=0.04
taiga,low,ridge,mid,28647,forest_pine_01,84.94,mountain_02_d,5.52,forest=86.92;rock=9.81;snow=2.76;other=0.29;grass=0.2;soil=0.01
taiga,low,ridge,high,41978,forest_pine_01,85.75,mountain_02_d,4.5,forest=88.85;rock=7.96;snow=2.48;other=0.69;soil=0.02
taiga,low,flat,low,60234,forest_pine_01,72.97,mountain_02_d,6.79,forest=79.5;rock=15.43;snow=3.43;other=1.31;grass=0.21;soil=0.11
taiga,low,flat,mid,215005,forest_pine_01,90.04,forestfloor,4.23,forest=94.37;rock=3.19;snow=1.91;other=0.39;grass=0.12;soil=0.02
taiga,low,flat,high,103573,forest_pine_01,88.78,forestfloor,3.16,forest=91.98;rock=4.74;snow=2.74;other=0.42;grass=0.11;soil=0.01
taiga,low,valley,low,101986,forest_pine_01,66.97,mountain_02_d,7.71,forest=73.22;rock=20.82;snow=3.25;other=2.28;grass=0.36;soil=0.07
taiga,low,valley,mid,51012,forest_pine_01,86.69,forestfloor,4.08,forest=91.0;rock=6.41;snow=2.18;other=0.33;grass=0.07;soil=0.01
taiga,low,valley,high,24406,forest_pine_01,84.61,mountain_02_d,5.15,forest=87.45;rock=9.98;snow=1.75;other=0.78;grass=0.03;soil=0.01
taiga,mid,ridge,low,9938,forest_pine_01,63.41,forestfloor,22.28,forest=85.75;rock=10.09;snow=3.94;other=0.18;soil=0.03
taiga,mid,ridge,mid,12125,forest_pine_01,78.38,forestfloor,9.21,forest=87.86;rock=9.5;snow=2.04;other=0.45;soil=0.15
taiga,mid,ridge,high,52255,forest_pine_01,73.97,mountain_03,12.76,forest=78.27;rock=17.28;snow=3.45;other=0.93;soil=0.07
taiga,mid,flat,low,30391,forest_pine_01,70.45,forestfloor,8.48,forest=78.96;rock=18.59;snow=1.59;other=0.67;soil=0.18;grass=0.02
taiga,mid,flat,mid,28671,forest_pine_01,81.49,mountain_02_d,4.51,forest=85.15;rock=13.35;snow=0.89;other=0.5;soil=0.11
taiga,mid,flat,high,35580,forest_pine_01,84.62,mountain_02_d,5.71,forest=87.78;rock=9.87;other=1.33;snow=0.98;soil=0.04
taiga,mid,valley,low,81007,forest_pine_01,69.68,forestfloor,7.33,forest=77.21;rock=17.76;snow=2.82;other=1.98;soil=0.23
taiga,mid,valley,mid,31773,forest_pine_01,82.72,forestfloor,5.67,forest=88.61;rock=9.8;snow=0.95;other=0.49;soil=0.15
taiga,mid,valley,high,18281,forest_pine_01,81.72,mountain_02_d,6.58,forest=87.24;rock=10.88;snow=1.08;other=0.77;soil=0.03
taiga,high,ridge,low,8682,forest_pine_01,49.57,forestfloor,26.88,forest=77.03;rock=11.32;snow=8.36;other=3.09;soil=0.14;grass=0.06
taiga,high,ridge,mid,5861,forest_pine_01,70.84,forestfloor,16.04,forest=87.08;snow=7.68;rock=3.75;other=1.06;grass=0.31;soil=0.12
taiga,high,ridge,high,34702,forest_pine_01,76.71,forestfloor,10.14,forest=86.93;snow=8.13;rock=2.7;other=1.92;grass=0.3;soil=0.03
taiga,high,flat,low,9958,forest_pine_01,62.82,forestfloor,15.03,forest=78.0;rock=12.56;snow=7.02;other=2.38;grass=0.04
taiga,high,flat,mid,3903,forest_pine_01,72.33,forestfloor,10.3,forest=82.73;rock=9.63;snow=6.07;other=1.46;soil=0.1
taiga,high,flat,high,11300,forest_pine_01,71.96,forestfloor,9.26,forest=81.33;snow=8.02;rock=7.12;other=3.41;soil=0.1;grass=0.04
taiga,high,valley,low,42038,forest_pine_01,72.27,forestfloor,9.19,forest=82.13;rock=12.54;snow=3.28;other=1.92;soil=0.11;grass=0.02
taiga,high,valley,mid,6953,forest_pine_01,67.29,forestfloor,10.97,forest=78.84;rock=15.04;snow=4.08;other=1.55;soil=0.43;grass=0.04
taiga,high,valley,high,11989,forest_pine_01,66.69,forestfloor,15.66,forest=82.34;rock=8.99;snow=5.71;other=2.95;soil=0.01
terraced_hills,low,ridge,low,186,farm_paddy_01,47.85,forest_jungle_01,21.51,soil=48.92;forest=21.51;grass=17.2;rock=11.29;snow=1.08
terraced_hills,low,ridge,mid,682,farm_paddy_01,56.16,steppe_grass,14.37,soil=56.45;grass=24.34;rock=7.77;snow=6.6;forest=4.55;other=0.29
terraced_hills,low,ridge,high,951,farm_paddy_01,51.21,wetlands_02_mud,17.98,soil=69.19;grass=17.98;rock=11.88;forest=0.84;snow=0.11
terraced_hills,low,flat,low,115,farm_paddy_01,43.48,hills_01_rocks,40.0,soil=43.48;rock=40.0;grass=15.65;forest=0.87
terraced_hills,low,flat,mid,1253,farm_paddy_01,47.41,steppe_bushes,43.34,grass=52.04;soil=47.65;rock=0.24;other=0.08
terraced_hills,low,flat,high,208,farm_paddy_01,98.56,oasis,1.44,soil=98.56;other=1.44
terraced_hills,low,valley,low,763,farm_paddy_01,50.33,hills_01_rocks,16.91,soil=54.13;rock=25.43;forest=9.96;grass=9.17;snow=1.31
terraced_hills,low,valley,mid,966,farm_paddy_01,77.64,steppe_bushes,15.94,soil=77.64;grass=19.77;forest=2.38;rock=0.1;snow=0.1
terraced_hills,low,valley,high,96,farm_paddy_01,76.04,mountain_02_snow,19.79,soil=76.04;snow=19.79;rock=4.17
terraced_hills,mid,ridge,low,790,farm_paddy_01,59.24,steppe_bushes,16.96,soil=64.68;grass=21.9;rock=10.38;forest=2.91;snow=0.13
terraced_hills,mid,ridge,mid,3238,farm_paddy_01,63.56,steppe_grass,10.69,soil=66.15;grass=16.21;forest=8.68;rock=8.68;snow=0.15;other=0.12
terraced_hills,mid,ridge,high,5606,farm_paddy_01,54.62,wetlands_02,11.56,soil=63.33;grass=17.0;rock=11.26;forest=5.89;other=1.53;snow=1.0
terraced_hills,mid,flat,low,609,farm_paddy_01,58.95,steppe_grass,11.82,soil=61.58;grass=19.05;rock=14.61;forest=3.78;snow=0.99
terraced_hills,mid,flat,mid,2310,farm_paddy_01,76.36,steppe_grass,10.78,soil=78.83;grass=12.81;rock=4.46;forest=2.94;other=0.95
terraced_hills,mid,flat,high,650,farm_paddy_01,68.0,steppe_rocks,18.92,soil=74.31;rock=24.0;forest=1.08;grass=0.62
