ck3_id,ck2_province,county,barony,is_capital,ck2_history_terrain,bitmap_ck3_terrain,final_ck3_terrain,outcome
739,346,c_thentia,b_thentia,no,plains,hills,hills,kept_strong_bitmap
740,346,c_thentia,b_house_of_the_moon,no,plains,hills,hills,kept_strong_bitmap
741,270,c_mulmaster,b_mulmaster,yes,hills,hills,hills,already_agreed
742,270,c_mulmaster,b_black_altar,no,hills,mountains,mountains,kept_strong_bitmap
743,270,c_mulmaster,b_tower_of_the_blade,no,hills,hills,hills,already_agreed
744,383,c_daltonsvale,b_fort_dalton,yes,forest,plains,forest,applied_capital
745,383,c_daltonsvale,b_maskyrs_trail,no,forest,plains,forest,applied_weak_bitmap
746,2470,c_ironfang_keep,b_ironfang_keep,yes,mountain,mountains,mountains,already_agreed
747,2470,c_ironfang_keep,b_eastwall,no,mountain,hills,hills,kept_strong_bitmap
748,2470,c_ironfang_keep,b_tel_verinal,no,mountain,mountains,mountains,already_agreed
750,2350,c_glacier_of_the_white_worm,b_mount_wormlook,yes,glacier,taiga,taiga,already_agreed
760,1431,c_vercy_wood,b_vercy_hold,yes,forest,forest,forest,already_agreed
761,2466,c_pelauvir,b_bridge_of_kin,yes,hills,hills,hills,already_agreed
762,345,c_thar,b_fangjaws_hold,yes,hills,hills,hills,already_agreed
765,348,c_hawksroost,b_hawksroost,yes,hills,hills,hills,already_agreed
766,1584,c_glister,b_glister,yes,hills,hills,hills,already_agreed
768,384,c_bottomless_bog,b_moortown,yes,marsh,wetlands,wetlands,already_agreed
769,384,c_bottomless_bog,b_kond,no,marsh,wetlands,wetlands,already_agreed
770,384,c_bottomless_bog,b_giants_stone,no,marsh,wetlands,wetlands,already_agreed
792,1242,c_lilinuk,b_lilinuk,yes,glacier,taiga,taiga,already_agreed
793,1247,c_imajuvisik,b_imajuvisik,yes,glacier,taiga,taiga,already_agreed
794,1265,c_lugotak,b_lugotak,yes,glacier,taiga,taiga,already_agreed
795,1244,c_saichik,b_saichik,yes,glacier,taiga,taiga,already_agreed
796,1243,c_vekkak,b_vekkak,yes,glacier,taiga,taiga,already_agreed
797,1268,c_morrowikik,b_morrowikik,yes,glacier,taiga,taiga,already_agreed
798,1268,c_morrowikik,b_qaini,no,glacier,taiga,taiga,already_agreed
799,1253,c_huplik,b_huplik,yes,glacier,taiga,taiga,already_agreed
800,1254,c_shannath,b_shannath,yes,glacier,taiga,taiga,already_agreed
801,1266,c_ibelgrak,b_ibelgrak,yes,glacier,taiga,taiga,already_agreed
802,1251,c_utui,b_utui,yes,glacier,taiga,taiga,already_agreed
803,1252,c_igenghack,b_igenghack,yes,glacier,taiga,taiga,already_agreed
804,1256,c_wertikak,b_wertikak,yes,glacier,taiga,taiga,already_agreed
805,1258,c_jajam,b_jajam,yes,glacier,taiga,taiga,already_agreed
806,1245,c_hykopgrok,b_hykopgrok,yes,glacier,taiga,taiga,already_agreed
807,1267,c_ahtitlak,b_ahtitlak,yes,glacier,taiga,taiga,already_agreed
808,1267,c_ahtitlak,b_takari,no,glacier,taiga,taiga,already_agreed
809,1246,c_eghagu,b_eghagu,yes,glacier,taiga,taiga,already_agreed
810,2564,c_okk,b_mount_okk,yes,glacier,steppe,taiga,applied_capital
811,2564,c_okk,b_ice_castle,no,glacier,taiga,taiga,already_agreed
812,1255,c_kresttet,b_kresttet,yes,glacier,taiga,taiga,already_agreed
813,1270,c_olyniak,b_olyniak,yes,glacier,taiga,taiga,already_agreed
814,1269,c_shakkak,b_shakkak,yes,glacier,mountains,taiga,applied_capital
815,1257,c_siksuv,b_siksuv,yes,glacier,taiga,taiga,already_agreed
816,1250,c_gomwenk,b_gomwenk,yes,glacier,taiga,taiga,already_agreed
817,1248,c_patatak,b_patatak,yes,glacier,taiga,taiga,already_agreed
818,1249,c_snokkok,b_snokkok,yes,glacier,mountains,taiga,applied_capital
827,2515,c_dareth,b_dareth_citadel,yes,mountain,mountains,mountains,already_agreed
828,2514,c_mount_sundabar,b_sundabar_citadel,yes,mountain,taiga,mountains,applied_capital
829,2323,c_heroes_height,b_heroes_height,yes,mountain,mountains,mountains,already_agreed
837,355,c_frozen_flindyke,b_frozen_flindyke,yes,hills,taiga,hills,applied_capital
838,2465,c_kalterland,b_way_of_the_powrie,yes,hills,steppe,hills,applied_capital
839,2472,c_chilled_plain,b_akkadash,yes,hills,hills,hills,already_agreed
842,1259,c_aurora,b_urt,yes,glacier,taiga,taiga,already_agreed
843,387,c_frozen_forest,b_gartthalt,yes,forest,forest,forest,already_agreed
844,338,c_myth_drannor,b_castle_cormanthor,yes,forest,forest,forest,already_agreed
845,338,c_myth_drannor,b_cormanthor,no,forest,forest,forest,already_agreed
846,338,c_myth_drannor,b_sheshyrinnam,no,forest,forest,forest,already_agreed
847,338,c_myth_drannor,b_kerradunath,no,forest,forest,forest,already_agreed
848,338,c_myth_drannor,b_dlabraddath,no,forest,plains,forest,applied_weak_bitmap
849,2420,c_beast_marches,b_ihyrennstar,yes,forest,forest,forest,already_agreed
850,2420,c_beast_marches,b_garnets_pure,no,forest,forest,forest,already_agreed
851,1155,c_greentree,b_greengrove,yes,forest,plains,forest,applied_capital
852,1155,c_greentree,b_ushaalnoth,no,forest,plains,forest,applied_weak_bitmap
853,1155,c_greentree,b_kerymiir,no,forest,plains,forest,applied_weak_bitmap
854,1153,c_wildergroves,b_caronal,yes,forest,plains,forest,applied_capital
855,1153,c_wildergroves,b_trenahess,no,forest,plains,forest,applied_weak_bitmap
856,1153,c_wildergroves,b_stareyes,no,forest,plains,forest,applied_weak_bitmap
857,335,c_elven_court,b_elven_court,yes,forest,forest,forest,already_agreed
858,335,c_elven_court,b_xenphal,no,forest,forest,forest,already_agreed
859,339,c_darkwoods,b_minauthkeep,yes,forest,forest,forest,already_agreed
860,340,c_liswood,b_halvans_wood,yes,forest,plains,forest,applied_capital
861,336,c_tangled_trees,b_the_tangled_trees,yes,forest,forest,forest,already_agreed
862,336,c_tangled_trees,b_gielaph,no,forest,forest,forest,already_agreed
863,2419,c_heartwood,b_standing_stone,yes,forest,forest,forest,already_agreed
864,2419,c_heartwood,b_greatstone,no,forest,forest,forest,already_agreed
865,337,c_vale_of_lost_voices,b_vale_of_lost_voices,yes,forest,forest,forest,already_agreed
866,333,c_semberholme,b_sember,yes,forest,plains,forest,applied_capital
867,333,c_semberholme,b_zulmas,no,forest,plains,forest,applied_weak_bitmap
868,333,c_semberholme,b_caer_cadrin,no,forest,plains,forest,applied_weak_bitmap
869,334,c_mosstrunks,b_arauvuddelve,yes,forest,plains,forest,applied_capital
870,334,c_mosstrunks,b_the_old_stone,no,forest,forest,forest,already_agreed
871,1154,c_ssrenshen,b_ssrenshen,yes,forest,plains,forest,applied_capital
872,2606,c_beast_country,b_beast_country,yes,forest,plains,forest,applied_capital
873,372,c_spiderhaunt_woods,b_finders_keep,yes,forest,plains,forest,applied_capital
874,372,c_spiderhaunt_woods,b_stormpenhauder,no,forest,hills,hills,kept_strong_bitmap
875,275,c_highmoon,b_highmoon,yes,forest,plains,forest,applied_capital
876,275,c_highmoon,b_bristar,no,forest,plains,forest,applied_weak_bitmap
877,2573,c_three_rivers,b_three_rivers,yes,forest,plains,forest,applied_capital
878,284,c_tegals_mark,b_tegals_mark,yes,hills,hills,hills,already_agreed
879,284,c_tegals_mark,b_the_just_hammer,no,hills,plains,hills,applied_weak_bitmap
880,284,c_tegals_mark,b_tasselheart,no,hills,plains,hills,applied_weak_bitmap
883,277,c_harrowdale,b_harrowdale,yes,forest,plains,forest,applied_capital
884,277,c_harrowdale,b_two_rocks,no,forest,plains,forest,applied_weak_bitmap
885,2601,c_velarswood,b_velarswood,yes,forest,plains,forest,applied_capital
886,2601,c_velarswood,b_harvest_moon,no,forest,plains,forest,applied_weak_bitmap
888,282,c_shadowdale,b_twisted_tower,yes,forest,plains,forest,applied_capital
889,282,c_shadowdale,b_shadowdale,no,forest,plains,forest,applied_weak_bitmap
890,282,c_shadowdale,b_elminster_tower,no,forest,plains,forest,applied_weak_bitmap
891,2603,c_freedale,b_freedale,yes,forest,plains,forest,applied_capital
892,2604,c_shadowglade,b_shadowglade,yes,forest,plains,forest,applied_capital
893,279,c_ashabenford,b_ashabenford,yes,forest,plains,forest,applied_capital
894,279,c_ashabenford,b_mistletarn,no,forest,plains,forest,applied_weak_bitmap
895,279,c_ashabenford,b_the_golden_sheaf,no,forest,plains,forest,applied_weak_bitmap
896,2607,c_barrowfield,b_peldans_helm,yes,forest,plains,forest,applied_capital
897,2607,c_barrowfield,b_oakengrove,no,forest,plains,forest,applied_weak_bitmap
898,272,c_essembra,b_essembra,yes,forest,plains,forest,applied_capital
899,272,c_essembra,b_tangled_trees,no,forest,forest,forest,already_agreed
900,272,c_essembra,b_oaknoll,no,forest,plains,forest,applied_weak_bitmap
901,2608,c_hap,b_hap,yes,forest,plains,forest,applied_capital
902,2608,c_hap,b_tower_of_dracandros,no,forest,plains,forest,applied_weak_bitmap
903,280,c_scardale,b_scardale_town,yes,hills,hills,hills,already_agreed
904,280,c_scardale,b_scarsdeep,no,hills,plains,hills,applied_weak_bitmap
905,280,c_scardale,b_scar_harbor,no,hills,plains,hills,applied_weak_bitmap
908,2610,c_wrights_ferry,b_wrights_ferry,yes,forest,plains,forest,applied_capital
909,276,c_blackfeather_bridge,b_blackfeather_bridge,yes,forest,plains,forest,applied_capital
910,274,c_daggerdale,b_white_chalk_hollow,yes,hills,plains,hills,applied_capital
911,274,c_daggerdale,b_teshmere,no,hills,hills,hills,already_agreed
912,274,c_daggerdale,b_dordrien_keep,no,hills,plains,hills,applied_weak_bitmap
915,285,c_teshwave,b_teshwave,yes,hills,plains,hills,applied_capital
916,285,c_teshwave,b_teshwave_manor,no,hills,plains,hills,applied_weak_bitmap
918,273,c_archenbridge,b_archenbridge,yes,hills,plains,hills,applied_capital
919,273,c_archenbridge,b_ramblecoats,no,hills,plains,hills,applied_weak_bitmap
920,273,c_archenbridge,b_nairning,no,hills,plains,hills,applied_weak_bitmap
922,260,c_ordulin,b_ordulin,yes,farmlands,plains,farmlands,applied_capital
923,260,c_ordulin,b_bower_of_the_lady,no,farmlands,plains,farmlands,applied_weak_bitmap
924,260,c_ordulin,b_ornstar,no,farmlands,plains,farmlands,applied_weak_bitmap
926,278,c_highcastle,b_highcastle,yes,mountain,plains,mountains,applied_capital
927,278,c_highcastle,b_dancing_place,no,mountain,hills,hills,kept_strong_bitmap
929,281,c_sessrenglade,b_sessrenglade,yes,hills,plains,hills,applied_capital
930,281,c_sessrenglade,b_oversember_vale,no,hills,hills,hills,already_agreed
932,1107,c_leuthilspar,b_moonstone_palace,yes,forest,plains,forest,applied_capital
933,1107,c_leuthilspar,b_leuthilspar,no,forest,plains,forest,applied_weak_bitmap
934,1107,c_leuthilspar,b_temple_of_the_seldarine,no,forest,plains,forest,applied_weak_bitmap
935,1107,c_leuthilspar,b_the_glade,no,forest,plains,forest,applied_weak_bitmap
936,1107,c_leuthilspar,b_sunstone_common,no,forest,plains,forest,applied_weak_bitmap
937,1117,c_eagle_hills,b_helespa,yes,hills,hills,hills,already_agreed
938,1117,c_eagle_hills,b_uadinsa,no,hills,hills,hills,already_agreed
939,1143,c_shaelyn,b_summer_palace,yes,forest,forest,forest,already_agreed
940,1143,c_shaelyn,b_shaelynsrun,no,forest,plains,forest,applied_weak_bitmap
941,1143,c_shaelyn,b_yessael,no,forest,plains,forest,applied_weak_bitmap
942,1116,c_silver_hills,b_everantha,yes,hills,hills,hills,already_agreed
943,1116,c_silver_hills,b_tyathalael,no,hills,hills,hills,already_agreed
944,1116,c_silver_hills,b_fyfe_ortheiad,no,hills,hills,hills,already_agreed
945,1113,c_ruith,b_lighthouse_keep,yes,forest,hills,forest,applied_capital
946,1113,c_ruith,b_ruith,no,forest,plains,forest,applied_weak_bitmap
947,1113,c_ruith,b_the_thousand_trees,no,forest,plains,forest,applied_weak_bitmap
951,1118,c_elion,b_craulnober_keep,yes,forest,hills,forest,applied_capital
952,1118,c_elion,b_elion,no,forest,plains,forest,applied_weak_bitmap
953,1118,c_elion,b_thelmbel,no,forest,hills,hills,kept_strong_bitmap
954,1115,c_taltempla,b_taltempla,yes,forest,hills,forest,applied_capital
955,1115,c_taltempla,b_grove_of_the_four_winds,no,forest,hills,hills,kept_strong_bitmap
956,1115,c_taltempla,b_the_green_paths,no,forest,plains,forest,applied_weak_bitmap
957,1111,c_drelagara,b_drelagara,yes,forest,plains,forest,applied_capital
958,1205,c_othars_hand,b_othars_hand,yes,forest,plains,forest,applied_capital
959,1205,c_othars_hand,b_thilvetheas,no,forest,plains,forest,applied_weak_bitmap
960,1205,c_othars_hand,b_springshadow,no,forest,forest,forest,already_agreed
961,1108,c_siiluth,b_siiluth_keep,yes,forest,plains,forest,applied_capital
962,1108,c_siiluth,b_nyfh,no,forest,plains,forest,applied_weak_bitmap
963,1108,c_siiluth,b_esela,no,forest,plains,forest,applied_weak_bitmap
964,1108,c_siiluth,b_minarisa,no,forest,plains,forest,applied_weak_bitmap
965,1110,c_sumbrar,b_sumbrar,yes,coastal,plains,plains,kept_rule
966,1110,c_sumbrar,b_raholona,no,coastal,plains,plains,kept_rule
967,1120,c_araksa,b_araksa,yes,coastal,plains,plains,kept_rule
968,1112,c_belintholme,b_belintholme,yes,coastal,plains,plains,kept_rule
969,1112,c_belintholme,b_gaenor,no,coastal,plains,plains,kept_rule
970,1109,c_nimlith,b_nimlith,yes,forest,plains,forest,applied_capital
971,1109,c_nimlith,b_jave_alari,no,forest,plains,forest,applied_weak_bitmap
972,1109,c_nimlith,b_alens,no,forest,forest,forest,already_agreed
973,1204,c_haelwood,b_haelev,yes,forest,forest,forest,already_agreed
974,1204,c_haelwood,b_onorar,no,forest,plains,forest,applied_weak_bitmap
975,1204,c_haelwood,b_afen_allanar,no,forest,hills,hills,kept_strong_bitmap
978,249,c_suzail,b_azoun_palace,yes,farmlands,plains,farmlands,applied_capital
979,249,c_suzail,b_hilp,no,farmlands,plains,farmlands,applied_weak_bitmap
980,249,c_suzail,b_jesters_green,no,farmlands,plains,farmlands,applied_weak_bitmap
981,249,c_suzail,b_gray_oaks,no,farmlands,plains,farmlands,applied_weak_bitmap
982,250,c_wyvernwater,b_wheloon,yes,farmlands,plains,farmlands,applied_capital
983,250,c_wyvernwater,b_redstone,no,farmlands,plains,farmlands,applied_weak_bitmap
984,250,c_wyvernwater,b_immersea,no,farmlands,plains,farmlands,applied_weak_bitmap
985,255,c_warmshores,b_warmshores,yes,hills,hills,hills,already_agreed
986,301,c_kings_forest,b_waymoot,yes,forest,plains,forest,applied_capital
987,301,c_kings_forest,b_stag_steads,no,forest,plains,forest,applied_weak_bitmap
988,252,c_marsember,b_marsember,yes,forest,plains,forest,applied_capital
989,252,c_marsember,b_sharmran_isle,no,forest,farmlands,forest,applied_weak_bitmap
990,252,c_marsember,b_antanmarans_isle,no,forest,plains,forest,applied_weak_bitmap
991,252,c_marsember,b_kings_tower,no,forest,farmlands,forest,applied_weak_bitmap
996,332,c_thunderstone,b_thunderstone,yes,marsh,plains,wetlands,applied_capital
997,332,c_thunderstone,b_besert,no,marsh,plains,wetlands,applied_weak_bitmap
998,332,c_thunderstone,b_ghars,no,marsh,plains,wetlands,applied_weak_bitmap
999,1564,c_vast_swamp,b_lost_refuge,yes,marsh,wetlands,wetlands,already_agreed
1000,1391,c_thunder_gap,b_thunderlun,yes,hills,mountains,hills,applied_capital
1001,1391,c_thunder_gap,b_volkumburgh,no,hills,hills,hills,already_agreed
1002,329,c_hullack_forest,b_tethgard,yes,forest,forest,forest,already_agreed
1003,329,c_hullack_forest,b_wyvernstones,no,forest,plains,forest,applied_weak_bitmap
1006,253,c_arabel,b_the_citadel,yes,farmlands,plains,farmlands,applied_capital
1007,253,c_arabel,b_arabel,no,farmlands,plains,farmlands,applied_weak_bitmap
1008,253,c_arabel,b_the_ladys_hall,no,farmlands,plains,farmlands,applied_weak_bitmap
1009,253,c_arabel,b_yeoman_bridge,no,farmlands,plains,farmlands,applied_weak_bitmap
1010,331,c_redspring,b_castle_kilgrave,yes,mountain,hills,mountains,applied_capital
1011,331,c_redspring,b_castle_crag,no,mountain,hills,hills,kept_strong_bitmap
1012,331,c_redspring,b_redspring,no,mountain,hills,hills,kept_strong_bitmap
1013,251,c_eveningstar,b_eveningstar,yes,hills,hills,hills,already_agreed
1014,251,c_eveningstar,b_espar,no,hills,plains,hills,applied_weak_bitmap
1015,251,c_eveningstar,b_tyrluk,no,hills,hills,hills,already_agreed
1016,251,c_eveningstar,b_harkstead,no,hills,hills,hills,already_agreed
1017,2516,c_high_horn,b_high_horn,yes,mountain,hills,mountains,applied_capital
1018,2516,c_high_horn,b_huthduth,no,mountain,hills,hills,kept_strong_bitmap
1019,286,c_storm_horns,b_skull_crag,yes,mountain,hills,mountains,applied_capital
1020,286,c_storm_horns,b_greatgaunt,no,mountain,hills,hills,kept_strong_bitmap
1039,403,c_sarshel,b_sarshel,yes,farmlands,plains,farmlands,applied_capital
1040,403,c_sarshel,b_thelnam,no,farmlands,plains,farmlands,applied_weak_bitmap
1041,403,c_sarshel,b_arns_cove,no,farmlands,hills,hills,kept_strong_bitmap
1045,1580,c_middenlands,b_mal,yes,farmlands,plains,farmlands,applied_capital
1046,1580,c_middenlands,b_black_rose,no,farmlands,plains,farmlands,applied_weak_bitmap
1049,1024,c_velprintalar,b_velprintalar,yes,farmlands,plains,farmlands,applied_capital
1050,1024,c_velprintalar,b_findar,no,farmlands,plains,farmlands,applied_weak_bitmap
1051,1024,c_velprintalar,b_corth,no,farmlands,plains,farmlands,applied_weak_bitmap
1052,1024,c_velprintalar,b_tahirba,no,farmlands,plains,farmlands,applied_weak_bitmap
1058,1028,c_emmech,b_emmech,yes,hills,hills,hills,already_agreed
1059,1028,c_emmech,b_viedana,no,hills,hills,hills,already_agreed
1062,1427,c_watchwall,b_thayguard,yes,mountain,hills,mountains,applied_capital
1063,1427,c_watchwall,b_glarondar,no,mountain,hills,hills,kept_strong_bitmap
1064,2437,c_relkaths_foot,b_royal_hall,yes,forest,plains,forest,applied_capital
1065,2437,c_relkaths_foot,b_relkaths_foot,no,forest,plains,forest,applied_weak_bitmap
1066,2437,c_relkaths_foot,b_house_of_the_leaflord,no,forest,plains,forest,applied_weak_bitmap
1067,1241,c_sunglade,b_sunglade,yes,forest,forest,forest,already_agreed
1068,1057,c_yuirwood,b_yuirin,yes,forest,plains,forest,applied_capital
1069,1057,c_yuirwood,b_caer_malla,no,forest,plains,forest,applied_weak_bitmap
1070,1057,c_yuirwood,b_enens,no,forest,plains,forest,applied_weak_bitmap
1071,1134,c_isle_of_prespur,b_badest,yes,coastal,plains,plains,kept_rule
1072,1137,c_alphar_and_kelthan,b_alphar,yes,coastal,plains,plains,kept_rule
1073,1136,c_dragonisle,b_immurks_hold,yes,coastal,plains,plains,kept_rule
1074,1138,c_the_jaws,b_harnor,yes,coastal,plains,plains,kept_rule
1075,1146,c_the_wayrock,b_kelpar,yes,coastal,plains,plains,kept_rule
1076,1135,c_whamite_isles,b_sthega,yes,coastal,plains,plains,kept_rule
1077,190,c_westgate,b_crownhall,yes,farmlands,plains,farmlands,applied_capital
1078,190,c_westgate,b_tidetown,no,farmlands,plains,farmlands,applied_weak_bitmap
1079,190,c_westgate,b_spirestone,no,farmlands,plains,farmlands,applied_weak_bitmap
1080,190,c_westgate,b_westarend,no,farmlands,plains,farmlands,applied_weak_bitmap
1084,185,c_elversult,b_moonstorm_house,yes,farmlands,plains,farmlands,applied_capital
1085,185,c_elversult,b_elversult,no,farmlands,plains,farmlands,applied_weak_bitmap
1086,185,c_elversult,b_temple_hill,no,farmlands,steppe,steppe,kept_strong_bitmap
1087,185,c_elversult,b_the_fair,no,farmlands,plains,farmlands,applied_weak_bitmap
1088,1430,c_ilipur,b_ilipur,yes,hills,steppe,hills,applied_capital
1089,1430,c_ilipur,b_bloodtower,no,hills,steppe,steppe,kept_strong_bitmap
1095,572,c_eastgulth,b_tanglefoot,yes,forest,plains,forest,applied_capital
1096,571,c_westgulth,b_gurnth,yes,forest,plains,forest,applied_capital
1097,1714,c_orbrekh_hills,b_little_orbrekh,yes,hills,hills,hills,already_agreed
1110,262,c_tantras,b_the_sea_tower,yes,farmlands,plains,farmlands,applied_capital
1111,262,c_tantras,b_tantras,no,farmlands,plains,farmlands,applied_weak_bitmap
1112,262,c_tantras,b_house_of_glory,no,farmlands,plains,farmlands,applied_weak_bitmap
1113,262,c_tantras,b_highbank_forest,no,farmlands,plains,farmlands,applied_weak_bitmap
1125,1202,c_grey_wood,b_caerenvalt,yes,forest,plains,forest,applied_capital
1129,1582,c_brynwood,b_duras_vale,yes,forest,plains,forest,applied_capital
1130,380,c_kings_reach,b_kings_reach,yes,hills,plains,hills,applied_capital
1131,380,c_kings_reach,b_swords_pool,no,hills,mountains,mountains,kept_strong_bitmap
1133,1569,c_earthfast,b_earthfast,yes,mountain,hills,mountains,applied_capital
1134,1569,c_earthfast,b_halrunedar,no,mountain,hills,hills,kept_strong_bitmap
1139,2471,c_hollow_mountain,b_hollow_mountain,yes,subterranean,mountains,mountains,already_agreed
1140,2471,c_hollow_mountain,b_deepfires,no,subterranean,mountains,mountains,already_agreed
1141,2471,c_hollow_mountain,b_glimmering_swords,no,subterranean,mountains,mountains,already_agreed
1142,256,c_selgaunt,b_selgaunt,yes,farmlands,plains,farmlands,applied_capital
1143,256,c_selgaunt,b_palace_of_the_hulorn,no,farmlands,hills,hills,kept_strong_bitmap
1144,256,c_selgaunt,b_the_high_bridge,no,farmlands,plains,farmlands,applied_weak_bitmap
1145,256,c_selgaunt,b_oxblood,no,farmlands,plains,farmlands,applied_weak_bitmap
1146,256,c_selgaunt,b_firehairs_house,no,farmlands,farmlands,farmlands,already_agreed
1147,258,c_saerloon,b_saerloon,yes,farmlands,plains,farmlands,applied_capital
1148,258,c_saerloon,b_dolphin_market,no,farmlands,plains,farmlands,applied_weak_bitmap
1149,258,c_saerloon,b_house_of_the_high_one,no,farmlands,plains,farmlands,applied_weak_bitmap
1150,258,c_saerloon,b_aria,no,farmlands,plains,farmlands,applied_weak_bitmap
1155,259,c_daerlun,b_daerlun,yes,farmlands,plains,farmlands,applied_capital
1156,259,c_daerlun,b_bergun_hall,no,farmlands,plains,farmlands,applied_weak_bitmap
1157,259,c_daerlun,b_house_of_firehair,no,farmlands,plains,farmlands,applied_weak_bitmap
1158,259,c_daerlun,b_griffonfang_bridge,no,farmlands,plains,farmlands,applied_weak_bitmap
1162,257,c_urmlaspyr,b_urmlaspyr,yes,farmlands,plains,farmlands,applied_capital
1163,257,c_urmlaspyr,b_waham,no,farmlands,plains,farmlands,applied_weak_bitmap
1164,257,c_urmlaspyr,b_sentry_hill,no,farmlands,plains,farmlands,applied_weak_bitmap
1182,1125,c_the_white_rocks,b_white_rocks,yes,coastal,plains,plains,kept_rule
1190,752,c_gundar_forest,b_gundar_kanga,yes,jungle,plains,jungle,applied_capital
1204,770,c_dustwall,b_bralizzar,yes,hills,hills,hills,already_agreed
1211,775,c_ajmer_forest,b_orodan,yes,jungle,jungle,jungle,already_agreed
1219,764,c_vaelan,b_vaelan,yes,farmlands,plains,farmlands,applied_capital
1220,764,c_vaelan,b_assur,no,farmlands,plains,farmlands,applied_weak_bitmap
1221,764,c_vaelan,b_atarem,no,farmlands,plains,farmlands,applied_weak_bitmap
1224,769,c_ormpe,b_ormpe,yes,farmlands,plains,farmlands,applied_capital
1225,769,c_ormpe,b_muramba,no,farmlands,plains,farmlands,applied_weak_bitmap
1226,769,c_ormpe,b_chanyist,no,farmlands,plains,farmlands,applied_weak_bitmap
1280,1211,c_budais_cleft,b_budais_cleft,yes,mountain,hills,mountains,applied_capital
1281,1211,c_budais_cleft,b_kerrechi,no,mountain,hills,hills,kept_strong_bitmap
1285,782,c_barbarians_road,b_anshola,yes,plains,plains,plains,already_agreed
1286,787,c_dalvind,b_ashavasa,yes,plains,plains,plains,already_agreed
1287,1220,c_stormy_high,b_stormy_high,yes,mountain,hills,mountains,applied_capital
1294,753,c_pyratar,b_pyratar,yes,farmlands,plains,farmlands,applied_capital
1295,753,c_pyratar,b_jeeti,no,farmlands,plains,farmlands,applied_weak_bitmap
1296,753,c_pyratar,b_angarany,no,farmlands,plains,farmlands,applied_weak_bitmap
1297,753,c_pyratar,b_pura,no,farmlands,plains,farmlands,applied_weak_bitmap
1298,754,c_des,b_des,yes,farmlands,plains,farmlands,applied_capital
1299,754,c_des,b_nisich,no,farmlands,plains,farmlands,applied_weak_bitmap
1300,754,c_des,b_despair,no,farmlands,plains,farmlands,applied_weak_bitmap
1301,755,c_myrmyr,b_myrmyr,yes,farmlands,plains,farmlands,applied_capital
1302,755,c_myrmyr,b_kulpurai,no,farmlands,plains,farmlands,applied_weak_bitmap
1303,759,c_zelpir,b_zelpir,yes,farmlands,plains,farmlands,applied_capital
1304,759,c_zelpir,b_abam,no,farmlands,plains,farmlands,applied_weak_bitmap
1308,758,c_golden_fields,b_ganak,yes,farmlands,farmlands,farmlands,already_agreed
1309,758,c_golden_fields,b_sish,no,farmlands,plains,farmlands,applied_weak_bitmap
1314,800,c_ship_isle,b_tannath,yes,coastal,plains,plains,kept_rule
1315,1140,c_sunset_rocks,b_mordyr,yes,coastal,plains,plains,kept_rule
1319,763,c_beast_lands,b_karat,yes,hills,plains,hills,applied_capital
1323,486,c_sharawood,b_sharawood,yes,jungle,jungle,jungle,already_agreed
1326,762,c_aerilpar_forest,b_banyshu,yes,jungle,jungle,jungle,already_agreed
1330,792,c_tharkar,b_tharkar,yes,hills,plains,hills,applied_capital
1331,792,c_tharkar,b_dasoda,no,hills,hills,hills,already_agreed
1332,792,c_tharkar,b_keton,no,hills,hills,hills,already_agreed
1333,792,c_tharkar,b_dimu,no,hills,hills,hills,already_agreed
1342,804,c_zendum,b_zendum,yes,hills,hills,hills,already_agreed
1343,804,c_zendum,b_henvafa,no,hills,hills,hills,already_agreed
1344,804,c_zendum,b_devysurys,no,hills,hills,hills,already_agreed
1345,804,c_zendum,b_muspil,no,hills,hills,hills,already_agreed
1346,821,c_ommvale,b_omm,yes,hills,hills,hills,already_agreed
1347,821,c_ommvale,b_orurva,no,hills,plains,hills,applied_weak_bitmap
1348,1232,c_firealm,b_firealm_tower,yes,mountain,hills,mountains,applied_capital
1349,1232,c_firealm,b_vorshtish,no,mountain,hills,hills,kept_strong_bitmap
1350,814,c_highstars,b_kemva,yes,hills,plains,hills,applied_capital
1351,814,c_highstars,b_thufuj,no,hills,hills,hills,already_agreed
1358,808,c_doegwood,b_iuham,yes,jungle,plains,jungle,applied_capital
1359,808,c_doegwood,b_masinamu,no,jungle,plains,jungle,applied_weak_bitmap
1362,811,c_edenvale,b_edenvale,yes,hills,plains,hills,applied_capital
1363,811,c_edenvale,b_akarin,no,hills,hills,hills,already_agreed
1364,811,c_edenvale,b_myizapu,no,hills,plains,hills,applied_weak_bitmap
1365,813,c_olstone,b_olstone,yes,mountain,hills,mountains,applied_capital
1366,813,c_olstone,b_pebrook,no,mountain,hills,hills,kept_strong_bitmap
1367,812,c_serpent_valley,b_jevall,yes,hills,plains,hills,applied_capital
1368,812,c_serpent_valley,b_alahita,no,hills,plains,hills,applied_weak_bitmap
1369,822,c_venasca,b_venasci,yes,hills,hills,hills,already_agreed
1372,1188,c_phantom_pass,b_banshee_hold,yes,mountain,hills,mountains,applied_capital
1379,1187,c_treggi_jungle,b_treggiland,yes,jungle,plains,jungle,applied_capital
1380,1184,c_beowood,b_beowood,yes,jungle,mountains,jungle,applied_capital
1385,1185,c_bjeoerns_pass,b_meadhall,yes,mountain,hills,mountains,applied_capital
1386,1189,c_nix,b_nixning,yes,mountain,hills,mountains,applied_capital
