field,value,uses
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4392, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4392, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4392, key='culture', op='=', value='troll', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4393, key='picture', op='=', value='GFX_evt_troll_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4396, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4396, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4396, key='culture', op='=', value='minotaur', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4397, key='picture', op='=', value='GFX_evt_minotaur_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4400, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4400, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4400, key='trait', op='=', value='creature_giant', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4401, key='picture', op='=', value='GFX_evt_giant_fire', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4404, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4404, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4404, key='culture', op='=', value='illithid', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4405, key='picture', op='=', value='GFX_evt_mind_flayers_2', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4408, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4408, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4408, key='culture', op='=', value='beholder', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4409, key='picture', op='=', value='GFX_evt_beholder_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4412, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4412, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4412, key='culture', op='=', value='aboleth', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4413, key='picture', op='=', value='GFX_evt_aboleth_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4416, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4416, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4416, key='trait', op='=', value='creature_dragon', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4417, key='picture', op='=', value='GFX_evt_dragon_2', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4420, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4420, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4420, key='trait', op='=', value='vampire', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4421, key='picture', op='=', value='GFX_evt_vampire_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4424, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4424, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4424, key='trait', op='=', value='natural_lycanthrope', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4425, key='picture', op='=', value='GFX_evt_werewolf', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4428, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4428, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4428, key='culture', op='=', value='naga', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4429, key='picture', op='=', value='GFX_evt_naga_2', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4432, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4432, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4432, key='culture', op='=', value='baatezu', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4433, key='picture', op='=', value='GFX_evt_devils_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4436, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4436, key='event_target:final_boss', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4436, key='culture', op='=', value='tanarri', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4437, key='picture', op='=', value='GFX_evt_demons_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,GFX_evt_rock_slide,1
picture,GFX_evt_myconid,1
picture,GFX_evt_tavern,1
picture,GFX_evt_sleeping_town_hf,1
picture,GFX_evt_arson_hf,1
picture,GFX_evt_campfire_hf,1
picture,GFX_evt_tavern_2,1
picture,"Block(entries=[Node(leading_comments=['#angel'], trailing_comment=None, blank_before=False, line=4431, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4432, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4433, key='culture_group', op='=', value='celestial_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4434, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4434, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4436, key='event_target:target_ruler', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4437, key='NOR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4438, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4439, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4440, key='region', op='=', value='shou_lung_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4441, key='region', op='=', value='katakoro_plateau_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4442, key='region', op='=', value='ama_region', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4445, key='has_landed_title', op='=', value='e_shou_lung_west_governor', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4446, key='primary_title', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4447, key='has_title_flag', op='=', value='pretender_shou_lung_empire', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4452, key='picture', op='=', value='GFX_evt_angels_2', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['#tanarri'], trailing_comment=None, blank_before=False, line=4455, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4456, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4457, key='culture', op='=', value='tanarri', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4458, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4458, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4460, key='event_target:target_ruler', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4461, key='NOR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4462, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4463, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4464, key='region', op='=', value='shou_lung_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4465, key='region', op='=', value='katakoro_plateau_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4466, key='region', op='=', value='ama_region', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4469, key='has_landed_title', op='=', value='e_shou_lung_west_governor', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4470, key='primary_title', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4471, key='has_title_flag', op='=', value='pretender_shou_lung_empire', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4476, key='picture', op='=', value='GFX_evt_demons_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['# gehreleth'], trailing_comment=None, blank_before=False, line=4479, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4480, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4481, key='culture', op='=', value='gehreleth', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4482, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4482, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4484, key='event_target:target_ruler', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4485, key='NOR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4486, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4487, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4488, key='region', op='=', value='shou_lung_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4489, key='region', op='=', value='katakoro_plateau_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4490, key='region', op='=', value='ama_region', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4493, key='has_landed_title', op='=', value='e_shou_lung_west_governor', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4494, key='primary_title', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4495, key='has_title_flag', op='=', value='pretender_shou_lung_empire', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4500, key='picture', op='=', value='GFX_evt_carceri_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['# yugoloth'], trailing_comment=None, blank_before=False, line=4503, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4504, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4505, key='culture', op='=', value='yugoloth', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4506, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4506, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4508, key='event_target:target_ruler', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4509, key='NOR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4510, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4511, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4512, key='region', op='=', value='shou_lung_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4513, key='region', op='=', value='katakoro_plateau_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4514, key='region', op='=', value='ama_region', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4517, key='has_landed_title', op='=', value='e_shou_lung_west_governor', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4518, key='primary_title', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4519, key='has_title_flag', op='=', value='pretender_shou_lung_empire', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4524, key='picture', op='=', value='GFX_evt_grey_waste_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['#baatezu'], trailing_comment=None, blank_before=False, line=4527, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4528, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4529, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4530, key='culture', op='=', value='baatezu', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4531, key='culture', op='=', value='ogre_magi', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4533, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4533, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4535, key='event_target:target_ruler', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4536, key='NOR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4537, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4538, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4539, key='region', op='=', value='shou_lung_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4540, key='region', op='=', value='katakoro_plateau_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4541, key='region', op='=', value='ama_region', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4544, key='has_landed_title', op='=', value='e_shou_lung_west_governor', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4545, key='primary_title', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4546, key='has_title_flag', op='=', value='pretender_shou_lung_empire', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4551, key='picture', op='=', value='GFX_evt_devils_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['#scro'], trailing_comment=None, blank_before=False, line=4554, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4555, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4556, key='culture', op='=', value='scro', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4557, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4557, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4560, key='picture', op='=', value='GFX_evt_orcs', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['# giants in grey'], trailing_comment=None, blank_before=False, line=4563, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4564, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4565, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4566, key='culture_group', op='=', value='celestial_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4567, key='culture_group', op='=', value='fiendish_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4568, key='culture', op='=', value='ogre_magi', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4570, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4570, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4572, key='event_target:target_ruler', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4573, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4574, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4575, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4576, key='region', op='=', value='shou_lung_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4577, key='region', op='=', value='katakoro_plateau_region', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4578, key='region', op='=', value='ama_region', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4581, key='has_landed_title', op='=', value='e_shou_lung_west_governor', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4582, key='primary_title', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4583, key='has_title_flag', op='=', value='pretender_shou_lung_empire', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4588, key='picture', op='=', value='GFX_evt_giants_in_grey', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['# Kara-Turan ships'], trailing_comment=None, blank_before=False, line=4591, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4592, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4593, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4596, key='picture', op='=', value='GFX_evt_treasure_fleet', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['#mortal crusader, update trigger when more invaders are added'], trailing_comment=None, blank_before=False, line=4599, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4600, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4601, key='NOR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4602, key='culture_group', op='=', value='celestial_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4603, key='culture_group', op='=', value='fiendish_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4604, key='culture', op='=', value='scro', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4606, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4606, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4609, key='picture', op='=', value='GFX_evt_mounted_knights_hf', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['#angel'], trailing_comment=None, blank_before=False, line=4812, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4812, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4812, key='culture_group', op='=', value='celestial_group', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4813, key='picture', op='=', value='GFX_evt_angels_2', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
