kind,key,uses
effect,prisoner,7
effect,is_within_diplo_range,7
effect,any_artifact,7
effect,new_artifact,7
effect,banish,7
effect,evilcat_remove_patrons,7
effect,event_target:elimination_target,7
effect,random_child,7
effect,distance_from_realm,7
effect,title,7
effect,event_target:introducing_partner,7
effect,current_heir,7
effect,event_target:raid_target,7
effect,spouse,7
effect,race_is_one_eyed,6
effect,stacking,6
effect,turn_undead_effect,6
effect,any_owned_bloodline,6
effect,adventure_cleanup_effect,6
effect,set_dueling_weapon_effect,6
effect,is_capital,6
effect,highcoaster,6
effect,mai,6
effect,culture_group,6
effect,diplomatic_immunity,6
effect,event_target:hermetic_collaborator,6
effect,select_random_hermetic_ingredient_effect,6
effect,remove_adopted_bloodline_members_effect,6
effect,halfelf_race_inheritance,6
effect,add_kinslayer_trait_effect,6
effect,capital_holding,6
effect,any_child,6
effect,lower_real_tier_than,6
effect,event_target:tourney_sponsor,6
effect,county,6
effect,is_consort,6
effect,fallback,6
effect,infertile_age_trigger,6
effect,religion_authority,6
effect,pick_random_class_effect,6
effect,short_name,6
effect,warpriests,6
effect,maintenance,6
effect,society_influence,6
effect,set_gender,5
effect,prompt_name,5
effect,player,5
effect,trivial_adv_xp_effect,5
effect,race_is_legless,5
effect,tb_duel_won_xp,5
effect,add_blood_splatter_effect,5
effect,realm_size,5
effect,num_of_count_titles_in_realm,5
effect,draeven,5
effect,ten_thousand_gods,5
effect,qisma,5
effect,pantheist_league,5
effect,muhjari,5
effect,ching,5
effect,sheng,5
effect,waka,5
effect,ti,5
effect,hungtse,5
effect,hai,5
effect,kozakuran,5
effect,spawn_great_commander_effect,5
effect,any_independent_ruler,5
effect,upgrade_strong_non_congenital_trait_effect,5
effect,upgrade_fair_non_congenital_trait_effect,5
effect,fertility,5
effect,any_courtier_or_vassal,5
effect,has_minor_title,5
effect,destroy_all_ingredients_effect,5
effect,set_description,5
effect,copy_lycanthrope_trait_of_prev_effect,5
effect,change_intrigue,5
effect,is_powerful,5
effect,where,5
effect,save_persistent_event_target,5
effect,scope,5
effect,give_job_title,5
effect,religion_has_polyamory,5
effect,is_friend,5
effect,add_spell_scar_effect,5
effect,true_father,5
effect,event_target:province_raid_target,5
effect,c_30550,5
effect,add_god_name,5
effect,spawn_random_courtier_effect,5
effect,num_of_vassals,5
effect,same_sex,5
effect,remove_lifestyle_trait_effect,4
effect,clr_duel_flags_effect,4
effect,remove_bloodline_member,4
effect,set_loser_flags_and_save_opponent_effect,4
effect,count,4
effect,amnian,4
effect,cormyrean,4
effect,impilturan,4
effect,hadhar,4
effect,badia,4
effect,wuhaltai,4
effect,chukien,4
effect,wang,4
effect,kao,4
effect,chu,4
effect,wanese,4
effect,koryoan,4
effect,event_target:invader_char,4
effect,any_war,4
effect,increase_visibility_effect,4
effect,upgrade_strong_congenital_trait_effect,4
effect,upgrade_smart_non_congenital_trait_effect,4
effect,upgrade_smart_congenital_trait_effect,4
effect,military_techpoints,4
effect,society_rank,4
effect,destroy_selected_ingredient_1_and_2_effect,4
effect,destroy_selected_ingredient_1_effect,4
effect,host,4
effect,clear_delayed_event,4
effect,spawn_random_ardling,4
effect,goliath_race_inheritance,4
effect,always,4
effect,copy_race_of_prev,4
effect,father_of_unborn,4
effect,event_target:immortal_suspector,4
effect,event_target:combatant_1,4
effect,new_bloodline,4
effect,set_player_character,4
effect,top_liege,4
effect,has_building,4
effect,same_society_as,4
effect,event_target:assassins_target,4
effect,is_offmap_ruler,4
effect,assassins_appropriate_target_trigger,4
effect,has_focus,4
effect,sorcerer,4
effect,trained_sorcerer,4
effect,journeyman_sorcerer,4
effect,expert_sorcerer,4
effect,master_sorcerer,4
effect,renowned_sorcerer,4
effect,is_lover,4
effect,random_province_character,4
effect,multiply_variable,4
effect,faerun_created_character_traits,4
effect,event_target:raid_candidate_2,4
effect,event_target:raid_candidate_3,4
effect,event_target:raid_candidate_4,4
effect,event_target:raid_candidate_1,4
effect,event_target:raider_candidate_2,4
effect,event_target:raider_candidate_3,4
effect,event_target:raider_candidate_1,4
effect,mod_adv_xp_effect,4
effect,religion_scope,4
effect,rebuild_god_name_effect,4
effect,build_holding,4
effect,add_wonder_upgrade,4
effect,c_dragonspear,4
effect,reduce_province_to_tribal,4
effect,spellplague_random_culture_swap,4
effect,any_sibling,4
effect,any_dynasty_member,4
effect,family_palace,4
effect,planar_summon_effect,4
effect,illusory_troops,4
effect,event_target:current_caliph,4
effect,is_playable,4
effect,faction,4
effect,become_cleric_effect,3
effect,leave_society,3
effect,culture_scope,3
effect,genetic_father,3
effect,genetic_mother,3
effect,remove_weak_congenital_trait_effect,3
effect,remove_dumb_congenital_trait_effect,3
effect,creature_illithid,3
effect,creature_beholder,3
effect,creature_fiend,3
effect,event_target:combatant_2,3
effect,set_potential_injury_flag_effect,3
effect,evaluate_duel_result_score_effect,3
effect,evaluate_extra_duel_result_score_effect,3
effect,send_duel_result_event_effect,3
effect,base_title,3
effect,set_winner_flags_and_save_opponent_effect,3
effect,bad_soldier_outcome_score,3
effect,good_soldier_outcome_score,3
effect,apply_generic_duel_victory_effect,3
effect,tethyrian,3
effect,damaran,3
effect,illuskan,3
effect,qarsan,3
effect,astok,3
effect,noga,3
effect,tabotan,3
effect,move_character,3
effect,interloper,3
effect,any_current_enemy,3
effect,join_attacker_wars,3
effect,end_war,3
effect,upgrade_fair_congenital_trait_effect,3
effect,culture_techpoints,3
effect,society_member_of,3
effect,add_mission_succeed_influence_effect,3
effect,add_mission_fail_influence_effect,3
effect,create_random_priest,3
effect,random_artifact,3
effect,transfer_artifact,3
effect,new_lover_effect,3
effect,pacifists_lose_piety_effect,3
effect,remove_all_classes,3
effect,human_racial,3
effect,remove_spouse,3
effect,remove_consort,3
effect,employer,3
effect,job_marshal,3
effect,detract_society_currency_minor_effect,3
effect,attacker,3
effect,player_heir,3
effect,tb_duel_lost_xp,3
effect,destroy_random_building,3
effect,status,3
effect,event_target:tax_discount_target,3
effect,inheritance,3
effect,matching_soldier_score,3
effect,change_stewardship,3
effect,change_diplomacy,3
effect,random_province,3
effect,event_target:target_republic,3
effect,legendary_sorcerer,3
effect,any_province_holding,3
effect,smart_5x_score,3
effect,is_married,3
effect,has_bloodline_flag,3
effect,num_of_settlements,3
effect,bloodthirsty_tiered_traits_effect,3
effect,persistent_event_target:religion_title,3
effect,is_evil_trigger,3
effect,has_education_learning_trigger,3
effect,is_member_of_any_knight_order_trigger,3
effect,is_member_of_any_monastic_order_trigger,3
effect,is_member_of_any_druid_society_trigger,3
effect,is_smart_trigger,3
effect,calc_reward_for_sacrifice_effect,3
effect,deities_of_fury,3
effect,enemy,3
effect,add_trait_silently_wounded_effect,3
effect,add_trait_silently_severely_injured_effect,3
effect,event_target:zariel,3
effect,grant_temp_landless_title_to_prev_effect,3
effect,c_neverwinter,3
effect,convert_to,3
effect,c_shoal_of_thirst,3
effect,add_wonder_stage,3
effect,c_cimbar,3
effect,k_cormyr,3
effect,c_ascalhorn,3
effect,is_powerful_vassal,3
effect,num_of_children,3
effect,any_faction_backer,3
effect,random_spouse,3
effect,become_druid_effect,2
effect,increase_cowardly_status_effect,2
effect,creature_orc,2
effect,creature_goblin,2
effect,creature_hobgoblin,2
effect,creature_bugbear,2
effect,creature_gnoll,2
effect,creature_ogre,2
effect,creature_kobold,2
effect,creature_drow,2
effect,creature_sahuagin,2
effect,undead,2
effect,creature_troll,2
effect,creature_minotaur,2
effect,creature_giant,2
effect,creature_aboleth,2
effect,creature_dragon,2
effect,vampire,2
effect,natural_lycanthrope,2
effect,creature_naga,2
effect,random_major_magic_item_effect,2
effect,random_art_object_effect,2
effect,random_minor_art_object_effect,2
effect,simulate_duel_effect,2
effect,simulate_duel_injury_effect,2
effect,is_island,2
effect,spawn_random_guardinal,2
effect,dalesman,2
effect,lantanna,2
effect,chultan,2
effect,thinguth,2
effect,durpari,2
effect,ulgarian,2
effect,fabada,2
effect,semphari,2
effect,murghomi,2
effect,padhran,2
effect,oigur,2
effect,kaghun,2
effect,taghur,2
effect,guychiang,2
effect,raumviran,2
effect,animist,2
effect,issacortae,2
effect,pazruki,2
effect,tayanulchi,2
effect,the_path,2
effect,chung_tao,2
effect,nine_travelers,2
effect,mahasiswa,2
effect,c_420,2
effect,c_419,2
effect,bawani,2
effect,seng,2
effect,kuong,2
effect,event_target:target_title,2
effect,join_defender_wars,2
effect,downgrade_smart_non_congenital_trait_effect,2
effect,same_realm,2
effect,event_target:sacrifice_for_science,2
effect,add_trait_depressed_effect,2
effect,destroy_random_ingredients_effect,2
effect,is_rival,2
effect,select_random_hermetic_ingredient_herb_effect,2
effect,select_random_hermetic_ingredient_animal_part_effect,2
effect,select_random_hermetic_ingredient_powder_effect,2
effect,select_random_hermetic_ingredient_liquid_effect,2
effect,cheap_laboratory,2
effect,normal_laboratory,2
effect,good_laboratory,2
effect,great_laboratory,2
effect,best_laboratory,2
effect,calculate_health_level_of_ingredient_1_effect,2
effect,has_undead_portrait,2
effect,dragon_race_inheritance,2
effect,race_is_part_human,2
effect,race_is_orcish,2
effect,race_is_yuanti,2
effect,tiefling_race_inheritance,2
effect,aasimar_race_inheritance,2
effect,is_humanoid,2
effect,race_is_goblinoid,2
effect,set_genasi_subtype,2
effect,is_grandparent_of,2
effect,is_ancestor_of,2
effect,remove_lover,2
effect,spawn_marriage_partner_effect,2
effect,scaled_prestige,2
effect,increase_visibility_minor_effect,2
effect,add_wonder,2
effect,job_spymaster,2
effect,debug_battle_death_counter_effect,2
effect,send_notifications_after_champion_stand_in_effect,2
effect,elder_concord,2
effect,is_allowed_to_loot,2
effect,has_game_rule,2
effect,any_neighbor_province,2
effect,event_target:ancestors_lover,2
effect,impregnate,2
effect,job_treasurer,2
effect,defender,2
effect,any_quester_targeting_this,2
effect,random_neighbor_province,2
effect,random_province_holding,2
effect,event_target:infidel_holding,2
effect,event_target:assassin_protege_2,2
effect,event_target:assassin_protege_3,2
effect,event_target:assassin_protege_1,2
effect,become_fighter_effect,2
effect,become_paladin_effect,2
effect,leave_court_and_die_effect,2
effect,has_religion_feature,2
effect,detract_society_currency_massive_effect,2
effect,detract_society_currency_major_effect,2
effect,event_target:lodge_hero,2
effect,is_inaccessible_or_incapable_trigger,2
effect,event_target:legendary_society,2
effect,event_target:target_new_doge,2
effect,aristocrat,2
effect,trained_aristocrat,2
effect,journeyman_aristocrat,2
effect,expert_aristocrat,2
effect,master_aristocrat,2
effect,renowned_aristocrat,2
effect,artificer,2
effect,trained_artificer,2
effect,journeyman_artificer,2
effect,expert_artificer,2
effect,master_artificer,2
effect,renowned_artificer,2
effect,barbarian,2
effect,trained_barbarian,2
effect,journeyman_barbarian,2
effect,expert_barbarian,2
effect,master_barbarian,2
effect,renowned_barbarian,2
effect,bard,2
effect,trained_bard,2
effect,journeyman_bard,2
effect,expert_bard,2
effect,master_bard,2
effect,renowned_bard,2
effect,cleric,2
effect,trained_cleric,2
effect,journeyman_cleric,2
effect,expert_cleric,2
effect,master_cleric,2
effect,renowned_cleric,2
effect,druid,2
effect,trained_druid,2
effect,journeyman_druid,2
effect,expert_druid,2
effect,master_druid,2
effect,renowned_druid,2
effect,fighter,2
effect,trained_fighter,2
effect,journeyman_fighter,2
effect,expert_fighter,2
effect,master_fighter,2
effect,renowned_fighter,2
effect,class_monk,2
effect,trained_monk,2
effect,journeyman_monk,2
effect,expert_monk,2
effect,master_monk,2
effect,renowned_monk,2
effect,paladin,2
effect,trained_paladin,2
effect,journeyman_paladin,2
effect,expert_paladin,2
effect,master_paladin,2
effect,renowned_paladin,2
effect,ranger,2
effect,trained_ranger,2
effect,journeyman_ranger,2
effect,expert_ranger,2
effect,master_ranger,2
effect,renowned_ranger,2
effect,rogue,2
effect,trained_rogue,2
effect,journeyman_rogue,2
effect,expert_rogue,2
effect,master_rogue,2
effect,renowned_rogue,2
effect,shadow,2
effect,trained_shadow,2
effect,journeyman_shadow,2
effect,expert_shadow,2
effect,master_shadow,2
effect,renowned_shadow,2
effect,warlock,2
effect,trained_warlock,2
effect,journeyman_warlock,2
effect,expert_warlock,2
effect,master_warlock,2
effect,renowned_warlock,2
effect,wizard,2
effect,trained_wizard,2
effect,journeyman_wizard,2
effect,expert_wizard,2
effect,master_wizard,2
effect,renowned_wizard,2
effect,psion,2
effect,trained_psion,2
effect,journeyman_psion,2
effect,expert_psion,2
effect,master_psion,2
effect,renowned_psion,2
effect,random_magic_weapon_effect,2
effect,random_magic_armor_effect,2
effect,random_magic_jewelry_effect,2
effect,random_magic_clothing_effect,2
effect,refill_holding_levy,2
effect,succession,2
effect,plot_target_char,2
effect,reveal_plot,2
effect,has_fair_trait_congenital_tier_3_trigger,2
effect,has_fair_trait_congenital_tier_2_trigger,2
effect,has_fair_trait_congenital_tier_1_trigger,2
effect,has_fair_trait_non_congenital_tier_3_trigger,2
effect,has_fair_trait_non_congenital_tier_2_trigger,2
effect,has_fair_trait_non_congenital_tier_1_trigger,2
effect,has_ugly_trait_congenital_tier_3_trigger,2
effect,has_ugly_trait_congenital_tier_2_trigger,2
effect,has_ugly_trait_congenital_tier_1_trigger,2
effect,has_ugly_trait_non_congenital_tier_3_trigger,2
effect,has_ugly_trait_non_congenital_tier_2_trigger,2
effect,has_ugly_trait_non_congenital_tier_1_trigger,2
effect,event_target:true_father,2
effect,refresh_immortal_age_effect,2
effect,spawn_random_oni,2
effect,has_landed_title,2
effect,secret_religion,2
effect,easy_adv_xp_effect,2
effect,is_paladin_class_allowed,2
effect,z_paladin,2
effect,has_education_martial_trigger,2
effect,is_strong_trigger,2
effect,event_target:jailer,2
effect,lolth_cult,2
effect,infernal,2
effect,church_of_cyric,2
effect,loviatar,2
effect,faceless_god,2
effect,dead_three,2
effect,geomancy,2
effect,abyssal_cult,2
effect,add_holding_slot,2
effect,siege,2
effect,has_province_modifier,2
effect,z_legendary_arcane,2
effect,k_army_of_shadows,2
effect,d_neverwinter,2
effect,c_mere_of_dead_men,2
effect,c_cinnabar,2
effect,c_darmshall,2
effect,c_myth_drannor,2
effect,c_hillsfar,2
effect,c_felbarr,2
effect,c_53007,2
effect,e_shaar,2
effect,among_most_powerful_vassals,2
effect,num_of_courtiers,2
effect,is_true_immortal,2
effect,trigger_if,2
effect,copy_title_laws,2
effect,refresh_minion_culture_province_modifiers_effect,2
effect,event_target:my_liege,2
effect,become_wizard_effect,1
effect,become_warlock_effect,1
effect,pick_martial_class_effect,1
effect,abdicate,1
effect,event_target:mercenary_title,1
effect,remove_claim,1
effect,add_trait_craven_effect,1
effect,remove_trait_brave_effect,1
effect,event_target:duel_society_title,1
effect,grant_kingdom_w_adjudication,1
effect,persistent_event_target:society_persist,1
effect,persistent_event_target:society_title_persist,1
effect,assign_sorcerer_trait,1
effect,apply_selected_duel_injury_effect,1
effect,event_target:party_member_1_ai_pick,1
effect,event_target:party_member_2_ai_pick,1
effect,event_target:party_member_3_ai_pick,1
effect,event_target:party_member_4_ai_pick,1
effect,triadic,1
effect,solar,1
effect,joyful,1
effect,halfling_pantheon,1
effect,lightfoot,1
effect,strongheart,1
effect,ghostwise,1
effect,dwarven_pantheon,1
effect,gold_dwarf,1
effect,shield_dwarf,1
effect,wild_dwarf,1
effect,gnome_pantheon,1
effect,gnome,1
effect,forest_gnome,1
effect,svirfneblin,1
effect,ubtao_worship,1
effect,katashakan,1
effect,elven_pantheon,1
effect,moon_elf,1
effect,sun_elf,1
effect,snow_elf,1
effect,avariel,1
effect,sylvan,1
effect,green_elf,1
effect,wood_elf,1
effect,lythari,1
effect,eilistraee,1
effect,drow,1
effect,lorendrow,1
effect,aevendrow,1
effect,bahamut,1
effect,dragonborn,1
effect,vayemniri,1
effect,thymari,1
effect,adama,1
effect,mari,1
effect,affa,1
effect,raurindi,1
effect,kahin,1
effect,khatin,1
effect,tuigan_shamanism,1
effect,tuigan,1
effect,quirish,1
effect,fankiang,1
effect,igidujin,1
effect,tsu_tsu,1
effect,dalat,1
effect,khassidi,1
effect,commani,1
effect,naican,1
effect,zamogedi,1
effect,korpokkur,1
effect,c_1015,1
effect,is_alive,1
effect,e_shou_lung_west_governor,1
effect,has_holder,1
effect,shou_lung,1
effect,has_status,1
effect,e_a_brotherhood,1
effect,downgrade_strong_non_congenital_trait_effect,1
effect,downgrade_strong_congenital_trait_effect,1
effect,health,1
effect,downgrade_fair_non_congenital_trait_effect,1
effect,downgrade_fair_congenital_trait_effect,1
effect,downgrade_smart_congenital_trait_effect,1
effect,race_is_handless,1
effect,race_can_fly,1
effect,interesting_courtier_selection_score,1
effect,prev_dislikes_this_score,1
effect,destroy_random_herb_or_animal_part_ingredients_effect,1
effect,event_target:apprentice_candidate,1
effect,add_society_currency_massive_effect,1
effect,calculate_health_level_of_ingredient_2_effect,1
effect,destroy_selected_ingredient_2_effect,1
effect,calculate_health_level_of_ingredient_1_and_2_effect,1
effect,calculate_health_level_of_all_ingredients_effect,1
effect,event_target:potion_target,1
effect,give_food_poisoning_effect,1
effect,hermetic_add_herbal_ingredient_effect,1
effect,hermetic_add_animal_ingredient_effect,1
effect,hermetic_add_misc_ingredient_effect,1
effect,br_remove_any_disease,1
effect,match_max,1
effect,remove_rival,1
effect,set_dynasty_flag,1
effect,minor_soul_corruption_effect,1
effect,disallow_new_battle_events_effect,1
effect,rank_1,1
effect,rank_2,1
effect,rank_3,1
effect,rank_4,1
effect,allow_new_battle_events_effect,1
effect,remove_caste_3_traits_effect,1
effect,random_close_relative,1
effect,random_dynasty_member_even_if_dead,1
effect,adjust_edge_case_cultures_effect,1
effect,cancel_pregnancy,1
effect,break_betrothal,1
effect,e_brotherhood_of_true_flame,1
effect,move,1
effect,set_council_malcontent,1
effect,event_target:tormtarget,1
effect,event_target:challenger_2,1
effect,apply_random_minor_injury_effect,1
effect,apply_merciful_modifier_effect,1
effect,handle_poison_effect,1
effect,independent,1
effect,war_with,1
effect,is_liege_of,1
effect,has_non_aggression_pact_with,1
effect,is_allied_with,1
effect,is_tributary,1
effect,suzerain,1
effect,is_occupied,1
effect,is_liege_or_above,1
effect,tech_naval,1
effect,can_naval_path_to,1
effect,raiding_ruler_trigger,1
effect,is_tribal,1
effect,is_nomadic,1
effect,treasury,1
effect,remove_disease_trait_effect,1
effect,add_cat_effect,1
effect,increase_prosperity_effect,1
effect,event_target:conversion_province,1
effect,add_trait_deceitful_effect,1
effect,remove_trait_honest_effect,1
effect,add_trait_brave_effect,1
effect,remove_trait_craven_effect,1
effect,add_trait_diligent_effect,1
effect,remove_trait_slothful_effect,1
effect,clear_secret_religion,1
effect,guardian,1
effect,k_black_altar,1
effect,d_magister,1
effect,obj_joyful_reject_hedonist,1
effect,obj_joyful_reject_drunkard,1
effect,activate_title,1
effect,d_fellowship_of_the_white_owl,1
effect,k_lotus_throne,1
effect,become_ranger_effect,1
effect,become_rogue_effect,1
effect,become_monk_effect,1
effect,select_and_save_fellow_society_member_effect,1
effect,strong_05x_score,1
effect,weak_2x_score,1
effect,set_bloodline_founder_religion_flag_effect,1
effect,flag_renounce_focus_for_war,1
effect,flag_renounce_focus_for_hunting,1
effect,flag_renounce_focus_for_rulership,1
effect,flag_renounce_focus_for_theology,1
effect,chronicle,1
effect,entry,1
effect,picture,1
effect,set_flag,1
effect,clr_flag,1
effect,set_society_progress,1
effect,add_1_point_to_legendary_progress_effect,1
effect,evaluate_legendary_progress_effect,1
effect,event_target:abductor,1
effect,same_liege,1
effect,event_target:target_province,1
effect,any_province,1
effect,job_chancellor,1
effect,job_spiritual,1
effect,hold_election,1
effect,this_abdicate_transfer_wealth_to_play_prev_effect,1
effect,clear_wealth,1
effect,event_target:prev_doge_chancellor_flag,1
effect,event_target:prev_doge_marshal_flag,1
effect,event_target:prev_doge_treasurer_flag,1
effect,event_target:prev_doge_spymaster_flag,1
effect,event_target:prev_doge_spiritual_flag,1
effect,event_target:prev_doge_councilmember_king_flag,1
effect,event_target:prev_doge_councilmember_emperor_flag,1
effect,legendary_aristocrat,1
effect,legendary_artificer,1
effect,legendary_barbarian,1
effect,legendary_bard,1
effect,legendary_cleric,1
effect,legendary_druid,1
effect,legendary_fighter,1
effect,legendary_monk,1
effect,legendary_paladin,1
effect,legendary_ranger,1
effect,legendary_rogue,1
effect,legendary_shadow,1
effect,legendary_warlock,1
effect,legendary_wizard,1
effect,legendary_psion,1
effect,class_upgrading_aristocratlvl1,1
effect,class_upgrading_aristocratlvl2,1
effect,class_upgrading_aristocratlvl3,1
effect,class_upgrading_aristocratlvl4,1
effect,class_upgrading_aristocratlvl5,1
effect,class_upgrading_aristocratlvl6,1
effect,class_upgrading_artificerlvl1,1
effect,class_upgrading_artificerlvl2,1
effect,class_upgrading_artificerlvl3,1
effect,class_upgrading_artificerlvl4,1
effect,class_upgrading_artificerlvl5,1
effect,class_upgrading_artificerlvl6,1
effect,class_upgrading_bardlvl1,1
effect,class_upgrading_bardlvl2,1
effect,class_upgrading_bardlvl3,1
effect,class_upgrading_bardlvl4,1
effect,class_upgrading_bardlvl5,1
effect,class_upgrading_bardlvl6,1
effect,class_upgrading_barbarianlvl1,1
effect,class_upgrading_barbarianlvl2,1
effect,class_upgrading_barbarianlvl3,1
effect,class_upgrading_barbarianlvl4,1
effect,class_upgrading_barbarianlvl5,1
effect,class_upgrading_barbarianlvl6,1
effect,class_upgrading_clericlvl1,1
effect,class_upgrading_clericlvl2,1
effect,class_upgrading_clericlvl3,1
effect,class_upgrading_clericlvl4,1
effect,class_upgrading_clericlvl5,1
effect,class_upgrading_clericlvl6,1
effect,class_upgrading_druidlvl1,1
effect,class_upgrading_druidlvl2,1
effect,class_upgrading_druidlvl3,1
effect,class_upgrading_druidlvl4,1
effect,class_upgrading_druidlvl5,1
effect,class_upgrading_druidlvl6,1
effect,class_upgrading_fighterlvl1,1
effect,class_upgrading_fighterlvl2,1
effect,class_upgrading_fighterlvl3,1
effect,class_upgrading_fighterlvl4,1
effect,class_upgrading_fighterlvl5,1
effect,class_upgrading_fighterlvl6,1
effect,class_upgrading_monklvl1,1
effect,class_upgrading_monklvl2,1
effect,class_upgrading_monklvl3,1
effect,class_upgrading_monklvl4,1
effect,class_upgrading_monklvl5,1
effect,class_upgrading_monklvl6,1
effect,class_upgrading_paladinlvl1,1
effect,class_upgrading_paladinlvl2,1
effect,class_upgrading_paladinlvl3,1
effect,class_upgrading_paladinlvl4,1
effect,class_upgrading_paladinlvl5,1
effect,class_upgrading_paladinlvl6,1
effect,class_upgrading_rangerlvl1,1
effect,class_upgrading_rangerlvl2,1
effect,class_upgrading_rangerlvl3,1
effect,class_upgrading_rangerlvl4,1
effect,class_upgrading_rangerlvl5,1
effect,class_upgrading_rangerlvl6,1
effect,class_upgrading_roguelvl1,1
effect,class_upgrading_roguelvl2,1
effect,class_upgrading_roguelvl3,1
effect,class_upgrading_roguelvl4,1
effect,class_upgrading_roguelvl5,1
effect,class_upgrading_roguelvl6,1
effect,class_upgrading_shadowlvl1,1
effect,class_upgrading_shadowlvl2,1
effect,class_upgrading_shadowlvl3,1
effect,class_upgrading_shadowlvl4,1
effect,class_upgrading_shadowlvl5,1
effect,class_upgrading_shadowlvl6,1
effect,class_upgrading_sorcererlvl1,1
effect,class_upgrading_sorcererlvl2,1
effect,class_upgrading_sorcererlvl3,1
effect,class_upgrading_sorcererlvl4,1
effect,class_upgrading_sorcererlvl5,1
effect,class_upgrading_sorcererlvl6,1
effect,class_upgrading_warlocklvl1,1
effect,class_upgrading_warlocklvl2,1
effect,class_upgrading_warlocklvl3,1
effect,class_upgrading_warlocklvl4,1
effect,class_upgrading_warlocklvl5,1
effect,class_upgrading_warlocklvl6,1
effect,class_upgrading_wizardlvl1,1
effect,class_upgrading_wizardlvl2,1
effect,class_upgrading_wizardlvl3,1
effect,class_upgrading_wizardlvl4,1
effect,class_upgrading_wizardlvl5,1
effect,class_upgrading_wizardlvl6,1
effect,class_upgrading_psionlvl1,1
effect,class_upgrading_psionlvl2,1
effect,class_upgrading_psionlvl3,1
effect,class_upgrading_psionlvl4,1
effect,class_upgrading_psionlvl5,1
effect,class_upgrading_psionlvl6,1
effect,enable_council_voting_on_issue,1
effect,select_patron_effect,1
effect,event_target:plot_artifact_stolen,1
effect,polyamour_current_event_2,1
effect,polyamour_current_event_3,1
effect,polyamour_current_event_4,1
effect,polyamour_current_event_5,1
effect,polyamour_current_event_6,1
effect,polyamour_current_event_7,1
effect,polyamour_current_event_8,1
effect,father_even_if_dead,1
effect,set_real_father,1
effect,remove_friend,1
effect,any_opinion_modifier_target,1
effect,spawn_random_disease,1
effect,mob_troops,1
effect,scaled_by_biggest_garrison,1
effect,cure_illness,1
effect,remove_trait_cynical_effect,1
effect,add_trait_fully_zealous_effect,1
effect,event_target:picked_culture,1
effect,simulate_on_birth_on_action_effect,1
effect,orcgfx,1
effect,grayorcgfx,1
effect,ogrillongfx,1
effect,ondontigfx,1
effect,tanarukkgfx,1
effect,scrogfx,1
effect,halforcgfx,1
effect,bugbeargfx,1
effect,goblingfx,1
effect,forestgoblingfx,1
effect,bakemonogfx,1
effect,dekantergfx,1
effect,hobgoblingfx,1
effect,dragongfx,1
effect,dragonspawngfx,1
effect,dragonborngfx,1
effect,strixikigfx,1
effect,koboldgfx,1
effect,arcticdwarfgfx,1
effect,derrogfx,1
effect,duergargfx,1
effect,golddwarfgfx,1
effect,korpokkurgfx,1
effect,dwarfgfx,1
effect,earthfastgfx,1
effect,wilddwarfgfx,1
effect,chultdwarfgfx,1
effect,earthrootgfx,1
effect,urdunnirgfx,1
effect,darkelfgfx,1
effect,drowgfx,1
effect,lorendrowgfx,1
effect,aevendrowgfx,1
effect,crintigfx,1
effect,draeglothgfx,1
effect,moonelfgfx,1
effect,elfgfx,1
effect,snowelfgfx,1
effect,feyrigfx,1
effect,seaelfgfx,1
effect,halfsunelfgfx,1
effect,halfmoonelfgfx,1
effect,halfseaelfgfx,1
effect,greenelfgfx,1
effect,sylvangfx,1
effect,poscadargfx,1
effect,halfwoodelfgfx,1
effect,halfgreenelfgfx,1
effect,eladringfx,1
effect,maraloigfx,1
effect,shadarkaigfx,1
effect,halfeladringfx,1
effect,halfshadarkaigfx,1
effect,cloudgiantgfx,1
effect,firegiantgfx,1
effect,frostgiantgfx,1
effect,giantgfx,1
effect,stonegiantgfx,1
effect,ashgiantgfx,1
effect,stormgiantgfx,1
effect,fomoriangfx,1
effect,ogresgfx,1
effect,ogrimagfx,1
effect,merrowgfx,1
effect,onigfx,1
effect,redonigfx,1
effect,woodgiantgfx,1
effect,halfogregfx,1
effect,desertgiantgfx,1
effect,junglegiantgfx,1
effect,reefgiantgfx,1
effect,cyclopsgfx,1
effect,earthtitangfx,1
effect,trollgfx,1
effect,goliathgfx,1
effect,stormgoliathgfx,1
effect,cloudgoliathgfx,1
effect,firegoliathgfx,1
effect,frostgoliathgfx,1
effect,halfgiantgfx,1
effect,deepimaskarigfx,1
effect,maviddigfx,1
effect,shadovargfx,1
effect,dtariggfx,1
effect,skulkgfx,1
effect,gnomesgfx,1
effect,forestgnomesgfx,1
effect,svirfneblingfx,1
effect,halflinggfx,1
effect,strongheartgfx,1
effect,ghostwisegfx,1
effect,shugfx,1
effect,necrarchgfx,1
effect,strigoigfx,1
effect,nehekharangfx,1
effect,carsteingfx,1
effect,undeaddwarfgfx,1
effect,vampiredwarfgfx,1
effect,undeadelfgfx,1
effect,lichelfgfx,1
effect,undeadgiantgfx,1
effect,undeadogregfx,1
effect,wraithgfx,1
effect,wightgfx,1
effect,dracolichgfx,1
effect,minotaurgfx,1
effect,yikariangfx,1
effect,gnollgfx,1
effect,halfgnollgfx,1
effect,tabaxigfx,1
effect,sahuagingfx,1
effect,kuotoagfx,1
effect,centaurgfx,1
effect,wemicgfx,1
effect,lamiagfx,1
effect,tengugfx,1
