transect,canvas_row,canvas_col,ck2_source,plain,deterrace,shipped,land
A,1842,5346,14301,14301,14562,15505,1
A,1842,5347,14301,14301,14465,15463,1
B,1962,4711,12085,12085,12123,10134,1
B,1962,4712,12639,12362,12360,10078,1
B,1962,4713,12639,12639,12619,10209,1
B,1962,4714,13193,12916,12805,10337,1
B,1962,4715,13193,13193,12913,10310,1
B,1962,4716,14024,13747,13748,10937,1
B,1962,4717,14024,14024,13861,10978,1
B,1962,4718,14024,14024,13976,11189,1
B,1962,4719,14024,14024,14072,11401,1
B,1962,4720,14578,14301,14151,11509,1
B,1962,4721,14578,14578,14207,11544,1
B,1962,4722,14301,14578,14232,11531,1
B,1962,4723,14301,14301,14219,11485,1
B,1962,4724,14301,14301,14167,11484,1
B,1962,4725,14301,14301,14085,11580,1
B,1962,4726,14024,14301,13981,11725,1
B,1962,4727,14024,14024,13855,11860,1
B,1962,4728,13470,13747,13694,11956,1
B,1962,4729,13470,13470,13577,12049,1
B,1962,4730,13470,13470,13476,12082,1
B,1962,4731,13470,13470,13368,12083,1
B,1962,4732,13193,13193,13231,12123,1
B,1962,4733,13193,13193,13041,12237,1
B,1962,4734,12639,12916,12770,12410,1
B,1962,4735,12639,12639,12566,12756,1
B,1962,4736,12085,12085,12201,12992,1
B,1962,4737,12085,12085,12038,13461,1
B,1962,4738,11808,11808,11879,13950,1
B,1962,4739,11531,11808,11716,14413,1
B,1962,4740,11531,11531,11573,14828,1
B,1962,4741,11254,11531,11458,15159,1
B,1962,4742,11254,11254,11366,15383,1
B,1962,4743,10977,11254,11300,15531,1
B,1962,4744,10977,10977,11262,15634,1
B,1962,4745,11254,10977,11258,15667,1
B,1962,4746,11254,11254,11288,15618,1
B,1962,4747,11531,11254,11349,14954,1
B,1962,4748,11531,11531,11425,13723,1
B,1962,4749,11808,11531,11485,12728,1
B,1962,4750,11808,11808,11481,12175,1
B,1962,4751,11808,11808,11473,10588,1
B,1962,4752,11808,11808,11458,4883,0
B,1962,4753,11531,11808,11446,4883,0
B,1962,4754,11531,11531,11457,4883,0
B,1962,4755,11531,11531,11502,4883,0
B,1962,4756,11531,11531,11503,4883,0
B,1962,4757,11531,11531,11463,4883,0
B,1962,4758,11531,11531,11412,4883,0
B,1962,4759,11254,11254,11368,4883,0
B,1962,4760,11254,11254,11331,4883,0
B,1962,4761,11254,11254,11301,4883,0
B,1962,4762,11254,11254,11280,4883,0
B,1962,4763,10977,10977,11277,4883,0
B,1962,4764,10977,10977,11299,9151,1
B,1962,4765,11531,11254,11339,9228,1
B,1962,4766,11531,11531,11375,9741,1
B,1962,4767,11531,11531,11379,10648,1
B,1962,4768,11531,11531,11334,11594,1
B,1962,4769,11254,11531,11233,11970,1
B,1962,4770,11254,11254,11101,12295,1
B,1962,4771,10423,10700,10714,11995,1
B,1962,4772,10423,10423,10582,11948,1
B,1962,4773,10423,10423,10473,11900,1
B,1962,4774,10423,10423,10383,11846,1
B,1962,4775,10146,10146,10309,11787,1
B,1962,4776,10146,10146,10251,11716,1
B,1962,4777,10146,10146,10204,11623,1
B,1962,4778,10146,10146,10164,11507,1
B,1962,4779,10146,10146,10129,11368,1
B,1962,4780,10146,10146,10093,11207,1
B,1962,4781,10146,10146,10056,11031,1
B,1962,4782,10146,10146,10015,10856,1
B,1962,4783,10146,10146,9967,10691,1
B,1962,4784,9869,10146,9908,10534,1
B,1962,4785,9869,9869,9837,10386,1
B,1962,4786,9592,9869,9752,10246,1
B,1962,4787,9592,9592,9657,10110,1
B,1962,4788,9592,9592,9556,9972,1
B,1962,4789,9592,9592,9453,9833,1
B,1962,4790,9038,9315,9357,9701,1
B,1962,4791,9038,9038,9275,9581,1
B,1962,4792,9038,9038,9211,9475,1
B,1962,4793,9038,9038,9163,9367,1
B,1962,4794,9038,9038,9118,9239,1
B,1962,4795,9038,9038,9069,9087,1
B,1962,4796,8761,9038,9010,8926,1
B,1962,4797,8761,8761,8942,8773,1
B,1962,4798,8761,8761,8868,8638,1
B,1962,4799,8761,8761,8796,8526,1
B,1962,4800,8484,8761,8733,8438,1
B,1962,4801,8484,8484,8690,8377,1
B,1962,4802,8484,8484,8678,8362,1
B,1962,4803,8484,8484,8700,8397,1
B,1962,4804,9038,8761,8740,8448,1
B,1962,4805,9038,9038,8772,8457,1
B,1962,4806,8761,9038,8771,8401,1
B,1962,4807,8761,8761,8733,8296,1
B,1962,4808,8484,8484,8677,8178,1
B,1962,4809,8484,8484,8636,8088,1
B,1962,4810,8484,8484,8631,8056,1
B,1962,4811,8484,8484,8667,8088,1
B,1962,4812,8761,8484,8741,8175,1
B,1962,4813,8761,8761,8848,8297,1
B,1962,4814,9315,9038,8985,8441,1
B,1962,4815,9315,9315,9134,8586,1
B,1962,4816,9592,9592,9265,8700,1
B,1962,4817,9592,9592,9381,8787,1
B,1962,4818,9869,9869,9486,8862,1
B,1962,4819,9869,9869,9571,8929,1
B,1962,4820,10146,10146,9616,8977,1
B,1962,4821,10146,10146,9590,8973,1
B,1962,4822,9592,9592,9484,8891,1
B,1962,4823,9592,9592,9393,8811,1
B,1962,4824,9592,9592,9337,8747,1
B,1962,4825,9592,9592,9306,8705,1
B,1962,4826,9592,9592,9290,8686,1
B,1962,4827,9315,9592,9285,8681,1
B,1962,4828,9315,9315,9287,8679,1
B,1962,4829,9315,9315,9297,8682,1
B,1962,4830,9315,9315,9316,8699,1
B,1962,4831,9592,9315,9345,8730,1
B,1962,4832,9592,9592,9385,8774,1
B,1962,4833,9592,9592,9436,8834,1
B,1962,4834,9592,9592,9496,8908,1
B,1962,4835,9592,9592,9564,8994,1
B,1962,4836,9592,9592,9639,9099,1
B,1962,4837,9869,9592,9727,8630,1
B,1962,4838,9869,9869,9834,8137,1
B,1962,4839,10146,9869,9961,7610,1
B,1962,4840,10146,10146,10098,4883,0
B,1962,4841,11531,10700,10190,4883,0
B,1962,4842,11531,11531,11455,4883,0
B,1962,4843,13193,12362,12317,4883,0
B,1962,4844,13193,13193,13482,4883,0
B,1962,4845,14024,13747,13782,4883,0
B,1962,4846,14024,14024,13923,4883,0
B,1962,4847,14301,14024,14093,4883,0
B,1962,4848,14301,14301,14249,10223,1
B,1962,4849,15132,14855,14853,11879,1
B,1962,4850,15132,15132,14954,13302,1
B,1962,4851,15132,15132,15055,14293,1
B,1962,4852,15132,15132,15127,15045,1
B,1962,4853,15132,15132,15166,15244,1
B,1962,4854,15132,15132,15179,15405,1
B,1962,4855,15132,15132,15174,15510,1
B,1962,4856,15132,15132,15161,15557,1
B,1962,4857,15132,15132,15146,15562,1
B,1962,4858,15132,15132,15133,15540,1
B,1962,4859,15132,15132,15118,15495,1
B,1962,4860,15132,15132,15098,15428,1
B,1962,4861,15132,15132,15067,15345,1
B,1962,4862,15132,15132,15027,15256,1
B,1962,4863,14855,14855,14982,15165,1
B,1962,4864,14855,14855,14940,15080,1
B,1962,4865,14855,14855,14910,14999,1
B,1962,4866,14855,14855,14892,14917,1
B,1962,4867,14855,14855,14884,14824,1
B,1962,4868,14855,14855,14879,14712,1
B,1962,4869,14855,14855,14873,14583,1
B,1962,4870,14855,14855,14866,14443,1
B,1962,4871,14855,14855,14860,14307,1
B,1962,4872,14855,14855,14856,14187,1
B,1962,4873,14855,14855,14853,14096,1
B,1962,4874,14855,14855,14852,14040,1
B,1962,4875,14855,14855,14850,14019,1
B,1962,4876,14855,14855,14847,14027,1
B,1962,4877,14855,14855,14842,14051,1
B,1962,4878,14855,14855,14834,14076,1
B,1962,4879,14855,14855,14823,14098,1
B,1962,4880,14855,14855,14809,14120,1
B,1962,4881,14855,14855,14795,14147,1
B,1962,4882,14855,14855,14788,14184,1
B,1962,4883,14855,14855,14791,14238,1
B,1962,4884,14855,14855,14808,14309,1
B,1962,4885,14855,14855,14833,14395,1
B,1962,4886,14855,14855,14862,14486,1
B,1962,4887,14855,14855,14889,14576,1
B,1962,4888,14855,14855,14913,14668,1
B,1962,4889,14855,14855,14936,14770,1
B,1962,4890,15132,15132,14956,14883,1
B,1962,4891,15132,15132,14970,15008,1
B,1962,4892,15132,15132,14973,15139,1
B,1962,4893,15132,15132,14964,15257,1
B,1962,4894,14855,14855,14943,15335,1
B,1962,4895,14855,14855,14914,15375,1
B,1962,4896,14855,14855,14876,15395,1
B,1962,4897,14855,14855,14827,15410,1
B,1962,4898,14578,14578,14774,15425,1
B,1962,4899,14578,14578,14728,15445,1
B,1962,4900,14578,14578,14702,15463,1
B,1962,4901,14578,14578,14703,15477,1
B,1962,4902,14578,14578,14729,15497,1
B,1962,4903,14578,14578,14771,15531,1
B,1962,4904,14855,14855,14811,15572,1
B,1962,4905,14855,14855,14840,15607,1
B,1962,4906,14855,14855,14858,15625,1
B,1962,4907,14855,14855,14875,15616,1
B,1962,4908,14855,14855,14903,15581,1
B,1962,4909,15132,14855,14940,15527,1
B,1962,4910,15132,15132,14980,15459,1
B,1962,4911,14855,15132,15016,15383,1
B,1962,4912,14855,14855,15047,15307,1
B,1962,4913,15132,14855,15073,15246,1
B,1962,4914,15132,15132,15092,15206,1
B,1962,4915,15132,15132,15100,15188,1
B,1962,4916,15132,15132,15094,15202,1
B,1962,4917,14855,15132,15076,15258,1
B,1962,4918,14855,14855,15049,15353,1
B,1962,4919,15132,14855,15014,15470,1
B,1962,4920,15132,15132,14968,15590,1
B,1962,4921,14855,15132,14908,15692,1
B,1962,4922,14855,14855,14836,15764,1
B,1962,4923,14578,14578,14757,15809,1
B,1962,4924,14578,14578,14682,15838,1
B,1962,4925,14578,14578,14620,15864,1
B,1962,4926,14578,14578,14575,15896,1
B,1962,4927,14578,14578,14545,15931,1
B,1962,4928,14578,14578,14523,15961,1
B,1962,4929,14578,14578,14501,15974,1
B,1962,4930,14578,14578,14467,15962,1
B,1962,4931,14578,14578,14406,15916,1
B,1962,4932,14578,14578,14315,15839,1
B,1962,4933,14024,14301,14227,15765,1
B,1962,4934,14024,14024,14192,15723,1
B,1962,4935,14024,13747,14227,15705,1
B,1962,4936,14024,14024,14335,15707,1
B,1962,4937,15132,14578,14515,15723,1
B,1962,4938,15132,15132,14817,15814,1
B,1962,4939,15409,15409,15061,15837,1
B,1962,4940,15409,15409,15139,15719,1
B,1962,4941,15132,15409,15130,15537,1
B,1962,4942,15132,15132,15043,15304,1
B,1962,4943,14578,14855,14876,15046,1
B,1962,4944,14578,14578,14539,14671,1
B,1962,4945,14301,14301,14342,14454,1
B,1962,4946,14301,14301,14177,14263,1
B,1962,4947,13747,14024,14026,14055,1
B,1962,4948,13747,13470,13604,13500,1
B,1962,4949,12916,13193,13504,13200,1
B,1962,4950,12916,12916,12664,12205,1
B,1962,4951,12639,12639,12642,12180,1
B,1962,4952,12362,12639,12603,12193,1
B,1962,4953,12362,12362,12541,12058,1
B,1962,4954,12085,12362,12502,12197,1
B,1962,4955,12085,12085,12502,12230,1
B,1962,4956,12639,12085,12547,12363,1
B,1962,4957,12639,12362,12627,12629,1
B,1962,4958,13470,12916,12710,12783,1
B,1962,4959,13470,13470,13451,13370,1
B,1962,4960,13747,13747,13567,13347,1
B,1962,4961,13747,13747,13731,13425,1
B,1962,4962,14024,13747,13908,13534,1
B,1962,4963,14024,14024,14105,13658,1
B,1962,4964,14578,14301,14315,13799,1
B,1962,4965,14578,14578,14564,13993,1
B,1962,4966,15132,14855,14727,14130,1
B,1962,4967,15132,15132,14828,14244,1
B,1962,4968,14855,15132,14891,14347,1
B,1962,4969,14855,14855,14943,14450,1
B,1962,4970,14855,14855,15006,14570,1
B,1962,4971,14855,14855,15095,14701,1
B,1962,4972,15686,15132,15225,14846,1
B,1962,4973,15686,15686,15482,15103,1
B,1962,4974,16241,15964,15735,15316,1
B,1962,4975,16241,16241,15813,15268,1
B,1962,4976,17072,16795,16900,16196,1
B,1962,4977,17072,17072,16991,16237,1
B,1962,4978,17349,17349,17143,16485,1
B,1962,4979,17349,17349,17312,16799,1
B,1962,4980,17903,17626,17471,17056,1
B,1962,4981,17903,17903,17593,17181,1
B,1962,4982,17903,17903,17656,17124,1
B,1962,4983,17903,17903,17648,16905,1
B,1962,4984,17349,17626,17569,16604,1
B,1962,4985,17349,17349,17496,16361,1
B,1962,4986,17349,17072,17492,16238,1
B,1962,4987,17349,17349,17529,16209,1
B,1962,4988,18180,17903,18090,16766,1
B,1962,4989,18180,18180,18089,16807,1
B,1962,4990,18180,18180,18093,16856,1
B,1962,4991,18180,18180,18039,16781,1
B,1962,4992,17626,17626,17648,16285,1
B,1962,4993,17626,17626,17591,16164,1
B,1962,4994,17072,17349,17646,16387,1
B,1962,4995,15132,16518,16556,15718,1
B,1962,4996,15132,15409,14900,14541,1
B,1962,4997,14578,14855,14771,14766,1
B,1962,4998,14578,14578,14726,14939,1
B,1962,4999,14578,14578,14690,15057,1
B,1962,5000,14578,14578,14659,15161,1
B,1962,5001,14578,14578,14625,15249,1
B,1962,5002,14578,14578,14582,15300,1
B,1962,5003,14578,14578,14526,15291,1
B,1962,5004,14578,14578,14461,15221,1
B,1962,5005,14301,14578,14397,15111,1
B,1962,5006,14301,14301,14345,14969,1
B,1962,5007,14301,14301,14316,14796,1
B,1962,5008,14301,14301,14309,14619,1
B,1962,5009,14301,14301,14318,14484,1
B,1962,5010,14301,14301,14337,14398,1
B,1962,5011,14301,14301,14358,14327,1
B,1962,5012,14301,14301,14368,14247,1
B,1962,5013,14578,14578,14351,14163,1
B,1962,5014,14578,14578,14292,14085,1
B,1962,5015,14024,14301,14191,14010,1
B,1962,5016,14024,14024,14087,13958,1
B,1962,5017,13747,13747,14002,13929,1
B,1962,5018,13747,13747,13932,13911,1
B,1962,5019,13747,13747,13869,13892,1
B,1962,5020,13747,13747,13810,13873,1
B,1962,5021,13747,13747,13758,13858,1
B,1962,5022,13747,13747,13716,13850,1
B,1962,5023,13470,13470,13691,13848,1
B,1962,5024,13470,13470,13683,13850,1
B,1962,5025,13747,13747,13688,13855,1
B,1962,5026,13747,13747,13699,13868,1
B,1962,5027,13747,13747,13705,13885,1
B,1962,5028,13747,13747,13703,13889,1
B,1962,5029,13470,13470,13703,13866,1
B,1962,5030,13470,13470,13724,13822,1
B,1962,5031,13747,13470,13780,13776,1
B,1962,5032,13747,14024,13879,13746,1
B,1962,5033,14578,14301,14001,13735,1
B,1962,5034,14578,14578,14116,13727,1
B,1962,5035,14301,14301,14209,13719,1
B,1962,5036,14301,14301,14286,13719,1
B,1962,5037,14301,14301,14353,13731,1
B,1962,5038,14578,14301,14411,13741,1
B,1962,5039,14578,14578,14448,13719,1
B,1962,5040,14578,14578,14453,13650,1
B,1962,5041,14578,14578,14415,13541,1
B,1962,5042,14024,14301,14330,13416,1
B,1962,5043,14024,14024,14201,13296,1
B,1962,5044,13747,14024,14036,13195,1
B,1962,5045,13747,13747,13833,13105,1
B,1962,5046,13193,13470,13645,13061,1
B,1962,5047,13193,13193,13502,13068,1
B,1962,5048,13193,13193,13402,13106,1
B,1962,5049,13193,13193,13339,13165,1
B,1962,5050,13193,13193,13302,13237,1
B,1962,5051,13193,13193,13280,13322,1
B,1962,5052,13193,13193,13258,13431,1
B,1962,5053,13193,13193,13225,13564,1
B,1962,5054,13193,13193,13173,13686,1
B,1962,5055,13193,13193,13102,13760,1
B,1962,5056,12916,13193,13014,13782,1
B,1962,5057,12916,12916,12913,13769,1
B,1962,5058,12639,12639,12800,13746,1
B,1962,5059,12639,12639,12678,13731,1
B,1962,5060,12362,12639,12550,13730,1
B,1962,5061,12362,12362,12421,13743,1
B,1962,5062,11808,12085,12295,13766,1
B,1962,5063,11808,11808,12183,13790,1
B,1962,5064,11531,11531,12105,13805,1
B,1962,5065,11531,11531,12071,13810,1
B,1962,5066,12085,11808,12067,13801,1
B,1962,5067,12085,12085,12067,13762,1
B,1962,5068,12085,12085,12048,13679,1
B,1962,5069,12085,12085,12002,13552,1
B,1962,5070,11808,12085,11924,13396,1
B,1962,5071,11808,11808,11815,13226,1
B,1962,5072,11254,11254,11695,13067,1
B,1962,5073,11254,11254,11611,12941,1
B,1962,5074,11808,11531,11571,12830,1
B,1962,5075,11808,11808,11566,12728,1
B,1962,5076,11531,11531,11583,12637,1
B,1962,5077,11531,11531,11616,12546,1
B,1962,5078,11531,11531,11662,12461,1
B,1962,5079,11531,11531,11721,12403,1
B,1962,5080,11808,11531,11793,12341,1
B,1962,5081,12916,12085,11861,12212,1
B,1962,5082,12916,12639,12578,12711,1
B,1962,5083,12639,12916,12637,12650,1
B,1962,5084,12639,12639,12690,12731,1
B,1962,5085,12639,12639,12721,12881,1
B,1962,5086,12639,12639,12721,13024,1
B,1962,5087,12639,12639,12687,13113,1
B,1962,5088,12639,12639,12613,13105,1
B,1962,5089,12362,12639,12494,12995,1
B,1962,5090,12362,12362,12335,12834,1
B,1962,5091,12085,12362,12160,12691,1
B,1962,5092,12085,12085,11973,12570,1
B,1962,5093,11531,11808,11778,12445,1
B,1962,5094,11531,11531,11583,12302,1
B,1962,5095,11254,11531,11394,12135,1
B,1962,5096,11254,11254,11209,11945,1
B,1962,5097,10700,10977,11032,11737,1
B,1962,5098,10700,10700,10879,11521,1
B,1962,5099,10423,10423,10775,11336,1
B,1962,5100,10423,10423,10730,11235,1
B,1962,5101,10700,10423,10749,11250,1
B,1962,5102,10700,10700,10833,11362,1
B,1962,5103,11254,10977,10986,11540,1
B,1962,5104,11254,11254,11207,11770,1
B,1962,5105,11531,11531,11416,11969,1
B,1962,5106,11531,11531,11616,12147,1
B,1962,5107,12085,11808,11799,12310,1
B,1962,5108,12085,12085,11957,12465,1
B,1962,5109,12362,12362,12071,12607,1
B,1962,5110,12362,12362,12141,12746,1
B,1962,5111,12362,12362,12172,12869,1
B,1962,5112,12362,12362,12171,12937,1
B,1962,5113,12085,12085,12146,12914,1
B,1962,5114,12085,12085,12104,12792,1
B,1962,5115,11808,11808,12055,12585,1
B,1962,5116,11808,11808,12001,12323,1
B,1962,5117,11808,11808,11941,12036,1
B,1962,5118,11808,11808,11870,11732,1
B,1962,5119,11808,11808,11778,11404,1
B,1962,5120,11808,11808,11655,11079,1
B,1962,5121,11254,11531,11501,10802,1
B,1962,5122,11254,10977,11016,10262,1
B,1962,5123,10700,10700,10900,10107,1
B,1962,5124,10977,10700,10804,9980,1
B,1962,5125,10977,10977,10732,9924,1
B,1962,5126,10700,10977,10682,9949,1
B,1962,5127,10700,10700,10657,9995,1
B,1962,5128,10700,10700,10660,9982,1
B,1962,5129,10700,10700,10688,9908,1
B,1962,5130,10977,10700,10732,9860,1
B,1962,5131,10977,10977,10777,9938,1
B,1962,5132,10700,10977,10817,10165,1
B,1962,5133,10700,10700,10851,10473,1
B,1962,5134,10977,10700,10888,10781,1
B,1962,5135,10977,10977,10934,11052,1
B,1962,5136,10977,10977,10994,11287,1
B,1962,5137,10977,10977,11065,11512,1
B,1962,5138,11531,11254,11141,11775,1
B,1962,5139,11531,11531,11212,12086,1
B,1962,5140,11254,11531,11281,12385,1
B,1962,5141,11254,11254,11359,12611,1
B,1962,5142,11531,11254,11464,12803,1
B,1962,5143,11531,11531,11602,13060,1
B,1962,5144,12085,11808,11730,13401,1
B,1962,5145,12085,12085,11825,13768,1
B,1962,5146,12085,12085,11885,14049,1
B,1962,5147,12085,12085,11920,14162,1
B,1962,5148,11808,11808,11944,14139,1
B,1962,5149,11808,11808,11980,14054,1
B,1962,5150,12085,11808,12047,13919,1
B,1962,5151,12085,12085,12161,13731,1
B,1962,5152,12639,12362,12318,13533,1
B,1962,5153,12639,12639,12490,13394,1
B,1962,5154,13193,12916,12894,13627,1
B,1962,5155,13193,13193,13060,13817,1
B,1962,5156,13193,13193,13195,14129,1
B,1962,5157,13193,13193,13293,14464,1
B,1962,5158,13470,13470,13351,14735,1
B,1962,5159,13470,13470,13367,14867,1
B,1962,5160,13470,13470,13343,14809,1
B,1962,5161,13470,13470,13282,14580,1
B,1962,5162,12916,13193,13202,14220,1
B,1962,5163,12916,12916,13129,13739,1
B,1962,5164,12916,12916,13076,13116,1
B,1962,5165,12916,12916,13041,12292,1
B,1962,5166,13193,13193,13010,11179,1
B,1962,5167,12916,13193,12969,9833,1
B,1962,5168,12916,13193,12911,8520,1
B,1962,5169,12085,12639,12831,7517,1
B,1962,5170,12085,12085,12327,6660,1
B,1962,5171,12085,12085,12280,6519,1
B,1962,5172,12085,12085,12224,6649,1
B,1962,5173,10977,11808,12165,6930,1
B,1962,5174,10977,11254,11157,6533,1
B,1962,5175,10146,10700,11106,6766,1
B,1962,5176,10146,10146,10052,6302,1
B,1962,5177,9038,9869,10046,6760,1
B,1962,5178,9038,9038,9063,6596,1
B,1962,5179,8207,8484,8270,6502,1
B,1962,5180,8207,8207,8218,6716,1
B,1962,5181,8207,8207,8170,6752,1
B,1962,5182,8207,8207,8169,6801,1
B,1962,5183,8484,8207,8229,6817,1
B,1962,5184,8484,8484,8353,6752,1
B,1962,5185,8761,8484,8539,6699,1
B,1962,5186,8761,8761,8783,6708,1
B,1962,5187,9315,9038,9127,6730,1
B,1962,5188,9315,9315,9285,6660,1
B,1962,5189,9869,9592,9391,6644,1
B,1962,5190,9869,9869,9453,6608,1
B,1962,5191,10977,10423,10314,7193,1
B,1962,5192,10977,10977,10918,7568,1
B,1962,5193,11531,11254,11598,8117,1
B,1962,5194,11531,11531,11751,8300,1
B,1962,5195,11808,11808,11887,8479,1
B,1962,5196,11808,11808,11981,8601,1
B,1962,5197,11808,11808,12045,8800,1
B,1962,5198,11808,11808,12144,9229,1
B,1962,5199,12639,12362,12428,9953,1
B,1962,5200,12639,12916,13118,11070,1
B,1962,5201,13470,13193,13307,11683,1
B,1962,5202,13470,13470,13523,12278,1
B,1962,5203,14301,14024,13774,12717,1
B,1962,5204,14301,14578,14625,13606,1
B,1962,5205,15964,15686,15953,15149,1
B,1962,5206,15964,16241,15971,15772,1
B,1962,5207,16241,16241,15971,16603,1
B,1962,5208,16241,16241,15916,17317,1
B,1962,5209,15686,15964,15775,17757,1
B,1962,5210,14855,15409,15363,17767,1
B,1962,5211,14855,15132,15230,17968,1
B,1962,5212,14301,14578,14705,17744,1
B,1962,5213,14301,14301,14547,17862,1
B,1962,5214,14024,14301,14376,17943,1
B,1962,5215,14024,14024,14241,18046,1
B,1962,5216,13747,14024,14148,18162,1
B,1962,5217,13747,13747,14098,18224,1
B,1962,5218,14024,13747,14090,18186,1
B,1962,5219,14024,14024,14121,18083,1
B,1962,5220,14301,14024,14195,17992,1
B,1962,5221,14301,14301,14315,17969,1
B,1962,5222,14855,14578,14488,17987,1
B,1962,5223,14855,14855,14678,17909,1
B,1962,5224,15964,15409,15253,18057,1
B,1962,5225,15964,15964,16116,18458,1
B,1962,5226,16518,16241,16164,18144,1
B,1962,5227,16518,16518,16214,17870,1
B,1962,5228,17626,17072,17313,18549,1
B,1962,5229,17626,17626,17373,18116,1
B,1962,5230,18734,18180,18311,18623,1
B,1962,5231,18734,18734,19053,19010,1
B,1962,5232,19288,19011,19208,18783,1
B,1962,5233,19288,19288,19314,18422,1
B,1962,5234,20119,19565,19302,17907,1
B,1962,5235,20119,20119,20555,18729,1
B,1962,5236,21227,20673,20713,18672,1
B,1962,5237,21227,21227,21048,19045,1
B,1962,5238,21781,21504,21252,19376,1
B,1962,5239,21781,21781,21446,19585,1
B,1962,5240,22612,22335,22329,20409,1
B,1962,5241,22612,22612,22416,20549,1
B,1962,5242,22612,22612,22531,20869,1
B,1962,5243,22612,22612,22635,21247,1
B,1962,5244,23443,23166,23285,22283,1
B,1962,5245,23443,23443,23433,23033,1
B,1962,5246,23997,23720,23590,23954,1
B,1962,5247,23997,24274,24238,25399,1
B,1962,5248,24828,24551,24375,26312,1
B,1962,5249,24828,24828,24560,27142,1
B,1962,5250,25105,25105,24759,27719,1
B,1962,5251,25105,25105,24948,28141,1
B,1962,5252,25659,25382,25110,28645,1
B,1962,5253,26490,25936,25719,29697,1
B,1962,5254,26490,26213,25783,30124,1
B,1962,5255,27044,26767,26585,31184,1
B,1962,5256,27044,27044,26577,31409,1
B,1962,5257,26490,26767,26540,31528,1
B,1962,5258,26490,26490,26472,31406,1
B,1962,5259,26767,26490,26430,30984,1
B,1962,5260,26767,26767,26450,30230,1
B,1962,5261,26490,26767,26516,29077,1
B,1962,5262,26490,26490,26556,27429,1
B,1962,5263,27598,26767,26524,25413,1
B,1962,5264,27598,27598,28077,25167,1
B,1962,5265,28429,27875,28166,23995,1
B,1962,5266,28429,28429,28301,23298,1
B,1962,5267,29537,28983,29173,23644,1
B,1962,5268,29537,29537,29303,23832,1
B,1962,5269,29537,29537,29410,24743,1
B,1962,5270,29537,29537,29475,25899,1
B,1962,5271,29260,29260,29538,26664,1
B,1962,5272,29260,29260,29496,26740,1
B,1962,5273,29260,29260,29283,26331,1
B,1962,5274,29260,29260,29069,25743,1
B,1962,5275,28429,28706,28615,24389,1
B,1962,5276,28429,28429,28370,22295,1
B,1962,5277,27875,28152,28242,19654,1
B,1962,5278,27875,27875,28162,17392,1
B,1962,5279,26213,27044,26795,15060,1
B,1962,5280,26213,25936,25521,13963,1
B,1962,5281,24828,25382,25589,14695,1
B,1962,5282,24828,24551,24260,14301,1
B,1962,5283,23720,23997,24000,14757,1
B,1962,5284,23720,23720,23873,15293,1
B,1962,5285,23720,23720,23790,15849,1
B,1962,5286,23720,23720,23720,16295,1
B,1962,5287,23720,23720,23623,16554,1
B,1962,5288,23720,23720,23652,16845,1
B,1962,5289,24551,24274,23970,17463,1
B,1962,5290,24551,24828,25250,19218,1
B,1962,5291,25105,25105,25269,19877,1
B,1962,5292,25105,25105,25276,20440,1
B,1962,5293,24274,24551,24439,20129,1
B,1962,5294,22612,23997,23923,20317,1
B,1962,5295,22612,22889,22222,19367,1
B,1962,5296,21504,22335,22095,19830,1
B,1962,5297,21504,21781,22135,20655,1
B,1962,5298,19288,20950,20839,20677,1
B,1962,5299,19288,19565,19434,20613,1
B,1962,5300,18734,19011,19135,20925,1
B,1962,5301,18734,18734,19065,20741,1
B,1962,5302,19011,18734,19066,20442,1
B,1962,5303,19011,19011,19122,20346,1
B,1962,5304,19565,19288,19214,20450,1
B,1962,5305,19565,19565,19308,20657,1
B,1962,5306,19565,19565,19376,20860,1
B,1962,5307,19565,19565,19410,20928,1
B,1962,5308,19565,19565,19411,20770,1
B,1962,5309,19565,19565,19376,20375,1
B,1962,5310,19565,19565,19293,19847,1
B,1962,5311,19565,19565,19251,19483,1
B,1962,5312,19565,19565,19239,19401,1
B,1962,5313,19565,19565,19248,19526,1
B,1962,5314,19565,19565,19268,19705,1
B,1962,5315,19565,19565,19289,19906,1
B,1962,5316,19288,19288,19310,20173,1
B,1962,5317,19288,19288,19294,20415,1
B,1962,5318,19288,19288,19258,20551,1
B,1962,5319,19288,19288,19216,20599,1
B,1962,5320,19011,19011,19176,20620,1
B,1962,5321,19011,19011,19137,20610,1
B,1962,5322,19288,19288,19095,20549,1
B,1962,5323,19288,19288,19054,20455,1
B,1962,5324,19011,19288,19018,20356,1
B,1962,5325,19011,19011,18992,20271,1
B,1962,5326,19011,19011,18976,20217,1
B,1962,5327,19011,19011,18964,20197,1
B,1962,5328,19288,19288,18945,20197,1
B,1962,5329,19288,19288,18913,20225,1
B,1962,5330,19011,19011,18864,20299,1
B,1962,5331,19011,19011,18801,20408,1
B,1962,5332,19011,19011,18728,20501,1
B,1962,5333,19011,19011,18650,20523,1
B,1962,5334,18734,18734,18565,20455,1
B,1962,5335,18734,18734,18466,20312,1
B,1962,5336,18457,18457,18354,20099,1
B,1962,5337,18180,18457,18239,19832,1
B,1962,5338,18180,18180,18127,19584,1
B,1962,5339,17626,18180,18025,19402,1
B,1962,5340,17626,17626,17421,18680,1
B,1962,5341,17072,17349,17320,18333,1
B,1962,5342,17072,17072,17203,17935,1
