region,transect,y,x,land,plain_rescale,build15,after
thay,rim,1832,4800,1,7099,7154,7413
thay,rim,1832,4801,1,7376,7238,7518
thay,rim,1832,4802,1,7653,7293,7604
thay,rim,1832,4803,1,7930,7288,7654
thay,rim,1832,4804,1,7930,7276,7682
thay,rim,1832,4805,1,7653,7325,7716
thay,rim,1832,4806,1,7653,7451,7758
thay,rim,1832,4807,1,7653,7613,7801
thay,rim,1832,4808,1,7653,7769,7841
thay,rim,1832,4809,1,7653,7891,7879
thay,rim,1832,4810,1,7930,7971,7918
thay,rim,1832,4811,1,7930,8007,7956
thay,rim,1832,4812,1,8207,8008,7987
thay,rim,1832,4813,1,7930,7986,8015
thay,rim,1832,4814,1,7930,7957,8045
thay,rim,1832,4815,1,7930,7939,8079
thay,rim,1832,4816,1,7930,7948,8123
thay,rim,1832,4817,1,7930,7985,8170
thay,rim,1832,4818,1,8207,8048,8208
thay,rim,1832,4819,1,8207,8133,8248
thay,rim,1832,4820,1,8207,8225,8306
thay,rim,1832,4821,1,8207,8326,8375
thay,rim,1832,4822,1,8484,8471,8483
thay,rim,1832,4823,1,8484,8686,8676
thay,rim,1832,4824,1,8761,8973,8961
thay,rim,1832,4825,1,9315,8677,9259
thay,rim,1832,4826,1,10423,9002,10535
thay,rim,1832,4827,1,10977,8270,10626
thay,rim,1832,4828,0,11808,4883,4883
thay,rim,1832,4829,0,12085,4883,4883
thay,rim,1832,4830,0,12639,4883,4883
thay,rim,1832,4831,0,12639,4883,4883
thay,rim,1832,4832,0,12916,4883,4883
thay,rim,1832,4833,0,12639,4883,4883
thay,rim,1832,4834,0,12085,4883,4883
thay,rim,1832,4835,0,12085,4883,4883
thay,rim,1832,4836,0,12085,4883,4883
thay,rim,1832,4837,0,12639,4883,4883
thay,rim,1832,4838,1,12916,9692,12981
thay,rim,1832,4839,1,12916,9752,13085
thay,rim,1832,4840,1,12916,10289,13189
thay,rim,1832,4841,1,13193,11255,13229
thay,rim,1832,4842,1,14024,12806,14019
thay,rim,1832,4843,1,14024,12764,13973
thay,rim,1832,4844,1,14024,12731,13917
thay,rim,1832,4845,1,13747,12697,13846
thay,rim,1832,4846,1,13470,12877,13798
thay,rim,1832,4847,1,13470,13451,13817
thay,rim,1832,4848,1,13747,14038,13930
thay,rim,1832,4849,1,14301,14164,14097
thay,rim,1832,4850,1,14578,14184,14164
thay,rim,1832,4851,1,15132,15017,15042
thay,rim,1832,4852,1,15409,15082,15155
thay,rim,1832,4853,1,15686,15371,15471
thay,rim,1832,4854,1,15964,15605,15689
thay,rim,1832,4855,1,16241,15769,15818
thay,rim,1832,4856,1,16241,15850,15871
thay,rim,1832,4857,1,16241,15847,15842
thay,rim,1832,4858,1,15964,15792,15753
thay,rim,1832,4859,1,15409,15537,15446
thay,rim,1832,4860,1,14855,15468,15320
thay,rim,1832,4861,1,14301,14276,14093
thay,rim,1832,4862,1,14024,14249,14065
thay,rim,1832,4863,1,14024,14101,13938
thay,rim,1832,4864,1,13747,13883,13742
thay,rim,1832,4865,1,13193,13353,13218
thay,rim,1832,4866,1,12916,13211,13073
thay,rim,1832,4867,1,12639,13096,12972
thay,rim,1832,4868,1,12916,13005,12926
thay,rim,1832,4869,1,13470,13553,13527
thay,rim,1832,4870,1,14024,13559,13549
thay,rim,1832,4871,1,14024,13630,13587
thay,rim,1832,4872,1,14024,13723,13595
thay,rim,1832,4873,1,13747,13781,13567
thay,rim,1832,4874,1,13470,13801,13524
thay,rim,1832,4875,1,13193,13800,13520
thay,rim,1832,4876,1,13193,13779,13549
thay,rim,1832,4877,1,13747,13770,13600
thay,rim,1832,4878,1,13747,13825,13707
thay,rim,1832,4879,1,13470,13899,13831
thay,rim,1832,4880,1,14024,13908,13874
thay,rim,1832,4881,1,15132,15230,15218
thay,rim,1832,4882,1,15964,14381,15903
thay,rim,1832,4883,1,17349,13904,17353
thay,rim,1832,4884,1,19842,13510,19634
thay,rim,1832,4885,0,22058,4883,4883
thay,rim,1832,4886,0,22889,4883,4883
thay,rim,1832,4887,0,22889,4883,4883
thay,rim,1832,4888,0,22889,4883,4883
thay,rim,1832,4889,0,22889,4883,4883
thay,rim,1832,4890,0,23166,4883,4883
thay,rim,1832,4891,0,23166,4883,4883
thay,rim,1832,4892,0,22889,4883,4883
thay,rim,1832,4893,1,22612,15357,22777
thay,rim,1832,4894,1,22612,17862,22818
thay,rim,1832,4895,1,22889,20406,22878
thay,rim,1832,4896,1,22889,23002,22959
thay,rim,1832,4897,1,22889,23160,23074
thay,rim,1832,4898,1,23166,23369,23247
thay,rim,1832,4899,1,23443,23527,23391
thay,rim,1832,4900,1,23720,23577,23467
thay,rim,1832,4901,1,23720,23512,23474
thay,rim,1832,4902,1,23720,23357,23413
thay,rim,1832,4903,1,23166,23010,23152
thay,rim,1832,4904,1,22889,22785,22994
thay,rim,1832,4905,1,22889,22601,22855
thay,rim,1832,4906,1,22889,22455,22735
thay,rim,1832,4907,1,22612,22332,22623
thay,rim,1832,4908,1,22335,22196,22487
thay,rim,1832,4909,1,22058,22031,22310
thay,rim,1832,4910,1,22058,21867,22110
thay,rim,1832,4911,1,22058,21730,21910
thay,rim,1832,4912,1,21504,21595,21688
thay,rim,1832,4913,1,21227,21558,21553
thay,rim,1832,4914,1,21504,21543,21442
thay,rim,1832,4915,1,21227,21516,21339
thay,rim,1832,4916,1,20950,21482,21257
thay,rim,1832,4917,1,20950,21447,21212
thay,rim,1832,4918,1,20950,21412,21207
thay,rim,1832,4919,1,21227,21382,21236
thay,rim,1832,4920,1,21504,21367,21288
thay,rim,1832,4921,1,21504,21364,21368
thay,rim,1832,4922,1,21504,21367,21409
thay,rim,1832,4923,1,21504,21379,21462
thay,rim,1832,4924,1,21504,21408,21513
thay,rim,1832,4925,1,21781,21455,21561
thay,rim,1832,4926,1,21781,21515,21591
thay,rim,1832,4927,1,21504,21578,21600
thay,rim,1832,4928,1,21504,21644,21599
thay,rim,1832,4929,1,21504,21726,21602
thay,rim,1832,4930,1,21504,21822,21618
thay,rim,1832,4931,1,21504,21916,21648
thay,rim,1832,4932,1,21781,22004,21679
thay,rim,1832,4933,1,21781,22068,21698
thay,rim,1832,4934,1,21781,22074,21698
thay,rim,1832,4935,1,21504,22028,21705
thay,rim,1832,4936,1,21504,21961,21770
thay,rim,1832,4937,1,21504,21889,21916
thay,rim,1832,4938,1,21781,21904,22129
thay,rim,1832,4939,1,22058,22127,22388
thay,rim,1832,4940,1,22058,22420,22580
thay,rim,1832,4941,1,22612,22434,22480
thay,rim,1832,4942,1,23166,23406,23337
thay,rim,1832,4943,1,23443,23218,23008
thay,rim,1832,4944,1,23720,23443,23161
thay,rim,1832,4945,1,23720,23687,23536
thay,rim,1832,4946,1,23720,23766,23879
thay,rim,1832,4947,1,23720,23787,24049
thay,rim,1832,4948,1,23166,22747,22975
thay,rim,1832,4949,1,22889,22817,23041
thay,rim,1832,4950,1,22889,22750,23091
thay,rim,1832,4951,1,22612,22696,23092
thay,rim,1832,4952,1,22612,22864,23131
thay,rim,1832,4953,1,22612,23185,23191
thay,rim,1832,4954,1,22889,23361,23119
thay,rim,1832,4955,1,23443,23965,23776
thay,rim,1832,4956,1,23997,24108,24345
thay,rim,1832,4957,1,23997,24040,24606
thay,rim,1832,4958,1,24551,23990,24497
thay,rim,1832,4959,1,24828,23799,24304
thay,rim,1832,4960,1,25105,24378,25245
thay,rim,1832,4961,1,25382,24666,25800
thay,rim,1832,4962,1,25659,25191,26056
thay,rim,1832,4963,1,25659,25627,25850
thay,rim,1832,4964,1,25382,25913,25498
thay,rim,1832,4965,1,25105,26088,25360
thay,rim,1832,4966,1,25382,26054,25483
thay,rim,1832,4967,1,26213,26527,26352
thay,rim,1832,4968,1,26213,26249,26381
thay,rim,1832,4969,1,26213,26063,26395
thay,rim,1832,4970,1,26490,25889,26352
thay,rim,1832,4971,1,26490,25745,26236
thay,rim,1832,4972,1,26213,25662,26198
thay,rim,1832,4973,1,25659,24905,25509
thay,rim,1832,4974,1,25382,25019,25361
thay,rim,1832,4975,1,25382,25525,25223
thay,rim,1832,4976,1,25382,26194,25392
thay,rim,1832,4977,1,25659,26497,25632
thay,rim,1832,4978,1,26490,27728,26962
thay,rim,1832,4979,1,26767,27488,26755
thay,rim,1832,4980,1,26767,27443,26757
thay,rim,1832,4981,1,26767,27444,26888
thay,rim,1832,4982,1,26767,27286,26918
thay,rim,1832,4983,1,26767,26912,26755
thay,rim,1832,4984,1,26767,26505,26518
thay,rim,1832,4985,1,26490,26266,26346
thay,rim,1832,4986,1,25936,26199,26244
thay,rim,1832,4987,1,25382,25513,25485
thay,rim,1832,4988,1,24828,25448,25380
thay,rim,1832,4989,1,24828,25143,25098
thay,rim,1832,4990,1,25105,24857,24854
thay,rim,1832,4991,1,24828,24677,24703
thay,rim,1832,4992,1,24551,24239,24296
thay,rim,1832,4993,1,24274,24127,24228
thay,rim,1832,4994,1,23720,23583,23744
thay,rim,1832,4995,1,23166,23251,23556
thay,rim,1832,4996,1,23166,22821,23384
thay,rim,1832,4997,1,23166,22404,23205
thay,rim,1832,4998,1,23443,22287,23130
thay,rim,1832,4999,1,23443,22557,23227
thay,rim,1832,5000,1,23166,23020,23434
thay,rim,1832,5001,1,23166,23454,23648
thay,rim,1832,5002,1,23720,23973,23983
thay,rim,1832,5003,1,24274,24962,24769
thay,rim,1832,5004,1,24551,25296,24897
thay,rim,1832,5005,1,25105,25940,25417
thay,rim,1832,5006,1,25382,26107,25589
thay,rim,1832,5007,1,25659,25979,25593
thay,rim,1832,5008,1,26490,26472,26296
thay,rim,1832,5009,1,26490,26221,26233
thay,rim,1832,5010,1,26213,26294,26402
thay,rim,1832,5011,1,26490,26449,26574
thay,rim,1832,5012,1,26767,26482,26552
thay,rim,1832,5013,1,26767,26606,26485
thay,rim,1832,5014,1,26490,26983,26543
thay,rim,1832,5015,1,25936,26454,25716
thay,rim,1832,5016,1,25382,26703,25846
thay,rim,1832,5017,1,25382,26690,25915
thay,rim,1832,5018,1,25659,26554,25941
thay,rim,1832,5019,1,25382,26420,25917
thay,rim,1832,5020,1,25105,26314,25887
thay,rim,1832,5021,1,25382,26140,25918
thay,rim,1832,5022,1,25659,25813,25960
thay,rim,1832,5023,1,25936,25433,25900
thay,rim,1832,5024,1,25659,25284,25753
thay,rim,1832,5025,1,25105,25064,25144
thay,rim,1832,5026,1,24551,24829,24338
thay,rim,1832,5027,1,23997,25012,24088
thay,rim,1832,5028,1,23997,25132,24002
thay,rim,1832,5029,1,24274,25386,24126
thay,rim,1832,5030,1,24551,25907,24614
thay,rim,1832,5031,1,25105,25758,24790
thay,rim,1832,5032,1,25936,26126,25865
thay,rim,1832,5033,1,27044,26638,27066
thay,rim,1832,5034,1,27875,27228,27975
thay,rim,1832,5035,1,28152,27466,28157
thay,rim,1832,5036,1,28152,27983,28349
thay,rim,1832,5037,1,27875,28221,28155
thay,rim,1832,5038,1,27875,28146,27927
thay,rim,1832,5039,1,28429,28003,28181
thay,rim,1832,5040,1,28429,27459,28248
thay,rim,1832,5041,1,28152,26882,27940
thay,rim,1832,5042,1,28152,26800,27810
thay,rim,1832,5043,1,27321,25907,26958
thay,rim,1832,5044,1,27044,26029,27247
thay,rim,1832,5045,1,26490,25477,26676
thay,rim,1832,5046,1,26213,25572,26498
thay,rim,1832,5047,1,25659,25123,25733
thay,rim,1832,5048,1,25659,25188,25512
thay,rim,1832,5049,1,25105,24925,24902
thay,rim,1832,5050,1,24551,24978,24599
thay,rim,1832,5051,1,23997,23967,23422
thay,rim,1832,5052,1,23720,23917,23474
thay,rim,1832,5053,1,22612,22458,22259
thay,rim,1832,5054,1,21781,21736,21756
thay,rim,1832,5055,1,20396,20325,20401
thay,rim,1832,5056,1,18734,19077,19011
thay,rim,1832,5057,1,17072,17564,17309
thay,rim,1832,5058,1,15686,15986,15685
thay,rim,1832,5059,1,14301,14272,14030
thay,rim,1832,5060,1,12916,12894,12620
thay,rim,1832,5061,1,11808,12213,11832
thay,rim,1832,5062,1,10700,10922,10548
thay,rim,1832,5063,1,10146,10786,10491
thay,rim,1832,5064,1,9592,9812,9474
thay,rim,1832,5065,1,9315,9580,9153
thay,rim,1832,5066,1,8761,9107,8778
thay,rim,1832,5067,1,8484,8848,8744
thay,rim,1832,5068,1,8207,8767,8787
thay,rim,1832,5069,1,8484,8799,8828
thay,rim,1832,5070,1,8484,8877,8922
thay,rim,1832,5071,1,8761,9001,9071
thay,rim,1832,5072,1,9038,9179,9170
thay,rim,1832,5073,1,9315,9385,9151
thay,rim,1832,5074,1,9315,9550,9053
thay,rim,1832,5075,1,9315,9534,8936
thay,rim,1832,5076,1,9038,9284,8876
thay,rim,1832,5077,1,8761,8896,8919
thay,rim,1832,5078,1,8761,8488,8963
thay,rim,1832,5079,1,8484,7744,8455
thay,rim,1832,5080,1,8207,7395,8113
thay,rim,1832,5081,1,7653,7056,7702
thay,rim,1832,5082,1,7099,6355,6886
thay,rim,1832,5083,1,6268,6139,6576
thay,rim,1832,5084,1,5437,5309,5711
thay,rim,1832,5085,1,5714,5213,5664
thay,rim,1832,5086,1,5437,5088,5463
thay,rim,1832,5087,1,5437,5027,5301
thay,rim,1832,5088,0,4780,4680,4680
thay,rim,1832,5089,0,4677,4476,4476
thay,rim,1832,5090,0,4677,4273,4273
thay,rim,1832,5091,0,4677,4069,4069
thay,rim,1832,5092,0,4626,3866,3866
thay,rim,1832,5093,0,4626,3662,3662
thay,rim,1832,5094,0,4626,3459,3459
thay,rim,1832,5095,0,4626,3255,3255
thay,rim,1832,5096,0,4626,3052,3052
thay,rim,1832,5097,0,4626,2848,2848
thay,rim,1832,5098,0,4575,2645,2645
thay,rim,1832,5099,0,4575,2442,2442
thay,rim,1832,5100,0,4575,2238,2238
thay,rim,1832,5101,0,4575,2035,2035
thay,rim,1832,5102,0,4575,1831,1831
thay,rim,1832,5103,0,4575,1628,1628
thay,rim,1832,5104,0,4575,1424,1424
thay,rim,1832,5105,0,4575,1221,1221
thay,rim,1832,5106,0,4575,1017,1017
thay,rim,1832,5107,0,4575,814,814
thay,rim,1832,5108,0,4575,610,610
thay,rim,1832,5109,0,4575,407,407
thay,rim,1832,5110,0,4575,203,203
thay,rim,1832,5111,0,4523,0,0
thay,rim,1832,5112,0,4523,0,0
thay,rim,1832,5113,0,4523,0,0
thay,rim,1832,5114,0,4523,0,0
thay,rim,1832,5115,0,4523,0,0
thay,rim,1832,5116,0,4523,0,0
thay,rim,1832,5117,0,4523,0,0
thay,rim,1832,5118,0,4523,116,116
thay,rim,1832,5119,0,4523,243,243
thay,rim,1832,5120,0,4523,365,365
thay,rim,1832,5121,0,4523,482,482
thay,rim,1832,5122,0,4523,591,591
thay,rim,1832,5123,0,4523,708,708
thay,rim,1832,5124,0,4523,855,855
thay,rim,1832,5125,0,4523,996,996
thay,rim,1832,5126,0,4523,1131,1131
thay,rim,1832,5127,0,4523,1261,1261
thay,rim,1832,5128,0,4523,1383,1383
thay,rim,1832,5129,0,4523,1497,1497
thay,rim,1832,5130,0,4523,1602,1602
thay,rim,1832,5131,0,4523,1698,1698
thay,rim,1832,5132,0,4523,1784,1784
thay,rim,1832,5133,0,4523,1858,1858
thay,rim,1832,5134,0,4523,1949,1949
thay,rim,1832,5135,0,4523,2056,2056
thay,rim,1832,5136,0,4523,2153,2153
thay,rim,1832,5137,0,4523,2238,2238
thay,rim,1832,5138,0,4523,2309,2309
thay,rim,1832,5139,0,4523,2366,2366
thay,rim,1832,5140,0,4523,2408,2408
thay,rim,1832,5141,0,4523,2433,2433
thay,rim,1832,5142,0,4523,2442,2442
thay,rim,1832,5143,0,4575,2433,2433
thay,rim,1832,5144,0,4575,2408,2408
thay,rim,1832,5145,0,4575,2366,2366
thay,rim,1832,5146,0,4575,2334,2334
thay,rim,1832,5147,0,4575,2425,2425
thay,rim,1832,5148,0,4575,2502,2502
thay,rim,1832,5149,0,4575,2563,2563
thay,rim,1832,5150,0,4575,2608,2608
thay,rim,1832,5151,0,4575,2636,2636
thay,rim,1832,5152,0,4575,2645,2645
thay,rim,1832,5153,0,4575,2645,2645
thay,rim,1832,5154,0,4575,2636,2636
thay,rim,1832,5155,0,4575,2608,2608
thay,rim,1832,5156,0,4575,2563,2563
thay,rim,1832,5157,0,4575,2502,2502
thay,rim,1832,5158,0,4626,2425,2425
thay,rim,1832,5159,0,4626,2334,2334
thay,rim,1832,5160,0,4626,2433,2433
thay,rim,1832,5161,0,4626,2563,2563
thay,rim,1832,5162,0,4626,2720,2720
thay,rim,1832,5163,0,4626,2869,2869
thay,rim,1832,5164,0,4626,3007,3007
thay,rim,1832,5165,0,4626,3133,3133
thay,rim,1832,5166,0,4626,3294,3294
thay,rim,1832,5167,0,4626,3444,3444
thay,rim,1832,5168,0,4626,3645,3645
thay,rim,1832,5169,0,4626,3846,3846
thay,rim,1832,5170,0,4677,4044,4044
thay,rim,1832,5171,0,4677,4240,4240
thay,rim,1832,5172,0,4677,4428,4428
thay,rim,1832,5173,0,4729,4595,4595
thay,rim,1832,5174,1,4832,4884,4885
thay,rim,1832,5175,1,4883,4884,4885
thay,rim,1832,5176,1,4832,4884,4885
thay,rim,1832,5177,1,5160,5308,5376
thay,rim,1832,5178,1,5714,5407,5404
thay,rim,1832,5179,1,5714,5793,5601
thay,rim,1832,5180,1,5714,6320,5898
thay,rim,1832,5181,1,5991,6494,5914
thay,rim,1832,5182,1,7099,8305,7491
thay,rim,1832,5183,1,7653,8575,7493
thay,rim,1832,5184,1,8207,8780,7513
thay,rim,1832,5185,1,9038,9737,8552
thay,rim,1832,5186,1,9869,10379,9503
thay,rim,1832,5187,1,10700,11119,10653
thay,rim,1832,5188,1,10977,10883,10855
thay,rim,1832,5189,1,11531,11574,11892
thay,rim,1832,5190,1,12085,11625,12080
thay,rim,1832,5191,1,12362,11806,12197
thay,rim,1832,5192,1,12362,11969,12196
thay,rim,1832,5193,1,12085,12066,12079
thay,rim,1832,5194,1,12085,12192,11926
thay,rim,1832,5195,1,12085,12355,11835
thay,rim,1832,5196,1,12085,12442,11896
thay,rim,1832,5197,1,12085,12403,12066
thay,rim,1832,5198,1,12085,12311,12159
thay,rim,1832,5199,1,11808,12239,12161
thay,rim,1832,5200,1,11808,12184,12239
thay,rim,1832,5201,1,11531,12111,12338
thay,rim,1832,5202,1,11531,12016,12216
thay,rim,1832,5203,1,11531,11931,11909
thay,rim,1832,5204,1,11531,11878,11675
thay,rim,1832,5205,1,11531,11849,11614
thay,rim,1832,5206,1,11531,11837,11644
thay,rim,1832,5207,1,11531,11870,11675
thay,rim,1832,5208,1,11531,11975,11636
thay,rim,1832,5209,1,11808,12105,11569
thay,rim,1832,5210,1,11808,12147,11593
thay,rim,1832,5211,1,11808,12030,11679
thay,rim,1832,5212,1,11808,11813,11709
thay,rim,1832,5213,1,12085,11623,11731
thay,rim,1832,5214,1,12085,11541,11850
thay,rim,1832,5215,1,11808,11569,11996
thay,rim,1832,5216,1,11808,11673,12049
thay,rim,1832,5217,1,11808,11819,12041
thay,rim,1832,5218,1,11808,11973,12069
thay,rim,1832,5219,1,12085,12112,12119
thay,rim,1832,5220,1,12085,12216,12095
thay,rim,1832,5221,1,12085,12248,12012
thay,rim,1832,5222,1,12085,12186,12024
thay,rim,1832,5223,1,12085,12070,12166
thay,rim,1832,5224,1,12362,11961,12304
thay,rim,1832,5225,1,12639,11869,12419
thay,rim,1832,5226,1,12916,11789,12645
thay,rim,1832,5227,1,12916,11757,12988
thay,rim,1832,5228,1,12639,11795,13279
thay,rim,1832,5229,1,12916,11886,13401
thay,rim,1832,5230,1,12916,12004,13403
thay,rim,1832,5231,1,13193,12140,13421
thay,rim,1832,5232,1,13470,12317,13498
thay,rim,1832,5233,1,13470,12562,13585
thay,rim,1832,5234,1,13470,12837,13713
thay,rim,1832,5235,1,13470,13087,13848
thay,rim,1832,5236,1,13470,13373,13756
thay,rim,1832,5237,1,13747,13716,13468
thay,rim,1832,5238,1,14024,13895,13428
thay,rim,1832,5239,1,14578,13710,13671
thay,rim,1832,5240,1,15132,14137,14450
thay,rim,1832,5241,1,15132,14140,14249
thay,rim,1832,5242,1,15409,14651,14509
thay,rim,1832,5243,1,15409,15228,14511
thay,rim,1832,5244,1,15132,15514,14858
thay,rim,1832,5245,1,15132,15599,15622
thay,rim,1832,5246,1,15686,15897,16195
thay,rim,1832,5247,1,15964,16101,16009
thay,rim,1832,5248,1,16241,16318,15757
thay,rim,1832,5249,1,16241,16587,15895
thay,rim,1832,5250,1,16518,16957,16270
thay,rim,1832,5251,1,16518,17232,16643
thay,rim,1832,5252,1,16795,17113,16973
thay,rim,1832,5253,1,17349,17564,18113
thay,rim,1832,5254,1,17626,17220,18209
thay,rim,1832,5255,1,18180,17565,18458
thay,rim,1832,5256,1,18457,17866,18175
thay,rim,1832,5257,1,18180,18478,18056
thay,rim,1832,5258,1,18180,19068,18357
thay,rim,1832,5259,1,18457,19038,18768
thay,rim,1832,5260,1,19565,19845,20214
thay,rim,1832,5261,1,19842,19533,20106
thay,rim,1832,5262,1,19842,19623,20188
thay,rim,1832,5263,1,20119,19437,20191
thay,rim,1832,5264,1,20396,18913,19590
thay,rim,1832,5265,1,20396,18875,19219
thay,rim,1832,5266,1,19842,19657,19219
thay,rim,1832,5267,1,20396,20578,19362
thay,rim,1832,5268,1,21227,22279,21212
thay,rim,1832,5269,1,22058,22662,21571
thay,rim,1832,5270,1,23166,23856,22813
thay,rim,1832,5271,1,24274,24553,23955
thay,rim,1832,5272,1,25659,25334,25285
thay,rim,1832,5273,1,26490,26027,26279
thay,rim,1832,5274,1,27321,26938,27300
thay,rim,1832,5275,1,27598,26979,27380
thay,rim,1832,5276,1,28152,27499,27869
thay,rim,1832,5277,1,28429,27813,28193
thay,rim,1832,5278,1,28706,27877,28473
thay,rim,1832,5279,1,29260,28847,29765
thay,rim,1832,5280,1,29537,28819,29846
thay,rim,1832,5281,1,29814,29087,29888
thay,rim,1832,5282,1,29814,29257,29756
thay,rim,1832,5283,1,29537,29144,29615
thay,rim,1832,5284,1,29260,28929,29655
thay,rim,1832,5285,1,29260,28850,29684
thay,rim,1832,5286,1,29260,29092,29557
thay,rim,1832,5287,1,28706,28755,28670
thay,rim,1832,5288,1,28706,29058,28785
thay,rim,1832,5289,1,28706,29118,29065
thay,rim,1832,5290,1,28983,29160,29347
thay,rim,1832,5291,1,29260,29307,29507
thay,rim,1832,5292,1,28983,29478,29473
thay,rim,1832,5293,1,29814,29606,29279
thay,rim,1832,5294,1,29814,29546,29003
thay,rim,1832,5295,1,29537,29274,28914
thay,rim,1832,5296,1,29537,28816,29099
thay,rim,1832,5297,1,29260,28241,29223
thay,rim,1832,5298,1,28983,27703,28979
thay,rim,1832,5299,1,28429,27559,28642
thay,rim,1832,5300,1,27598,27290,27864
thay,rim,1832,5301,1,26490,26609,26544
thay,rim,1832,5302,1,25936,26788,26324
thay,rim,1832,5303,1,25382,25562,25320
thay,rim,1832,5304,1,24828,25100,25427
thay,rim,1832,5305,1,24274,24162,24645
thay,rim,1832,5306,1,23166,23479,23593
thay,rim,1832,5307,1,22058,22265,22192
thay,rim,1832,5308,1,21781,21563,21817
thay,rim,1832,5309,1,21504,20630,21246
thay,rim,1832,5310,1,21227,20307,20984
