# GENERATED by scripts/build_loc_key_map.py - do not hand-edit.
# Read by the `loc` step as [loc] key_map. `mode`: `rename` drops the
# CK2 key, `copy` emits the text under both keys.
#   traits: 1084 rows
#   titles: 5664 rows
#   cultures_religions: 1384 rows
ck2_key,ck3_key,mode,source
b_eltabbar,b_eltabbar_adj,copy,titles
b_elturel,b_elturel_adj,copy,titles
b_elven_court,b_elven_court_adj,copy,titles
b_elven_port,b_elven_port_adj,copy,titles
b_elventree,b_elventree_adj,copy,titles
b_elveswatch,b_elveswatch_adj,copy,titles
b_emmech,b_emmech_adj,copy,titles
b_emu,b_emu_adj,copy,titles
b_end_of_light,b_end_of_light_adj,copy,titles
b_endar_aglandtor,b_endar_aglandtor_adj,copy,titles
b_equan,b_equan_adj,copy,titles
b_erath,b_erath_adj,copy,titles
b_erebos,b_erebos_adj,copy,titles
b_ermani,b_ermani_adj,copy,titles
b_errusk,b_errusk_adj,copy,titles
b_eryndlyn,b_eryndlyn_adj,copy,titles
b_esbresh,b_esbresh_adj,copy,titles
b_escalant,b_escalant_adj,copy,titles
b_esford,b_esford_adj,copy,titles
b_eshpurta,b_eshpurta_adj,copy,titles
b_eski,b_eski_adj,copy,titles
b_esmeltaran,b_esmeltaran_adj,copy,titles
b_esparaal,b_esparaal_adj,copy,titles
b_essembra,b_essembra_adj,copy,titles
b_estacell,b_estacell_adj,copy,titles
b_estafern,b_estafern_adj,copy,titles
b_ethvale,b_ethvale_adj,copy,titles
b_etuabe,b_etuabe_adj,copy,titles
b_eveningstar,b_eveningstar_adj,copy,titles
b_everantha,b_everantha_adj,copy,titles
b_evermelt,b_evermelt_adj,copy,titles
b_everwinter,b_everwinter_adj,copy,titles
b_evth,b_evth_adj,copy,titles
b_evus,b_evus_adj,copy,titles
b_eye_of_insight,b_eye_of_insight_adj,copy,titles
b_eyrie,b_eyrie_adj,copy,titles
b_faeniel,b_faeniel_adj,copy,titles
b_faeressar,b_faeressar_adj,copy,titles
b_faerntarn,b_faerntarn_adj,copy,titles
b_fahhas,b_fahhas_adj,copy,titles
b_faihakus,b_faihakus_adj,copy,titles
b_fanedown,b_fanedown_adj,copy,titles
b_fangjaws_hold,b_fangjaws_hold_adj,copy,titles
b_fanus,b_fanus_adj,copy,titles
b_far_nemoree,b_far_nemoree_adj,copy,titles
b_farahah,b_farahah_adj,copy,titles
b_farmeadows,b_farmeadows_adj,copy,titles
b_farpoint,b_farpoint_adj,copy,titles
b_fasa,b_fasa_adj,copy,titles
b_fasriul,b_fasriul_adj,copy,titles
b_fatuta_chuba,b_fatuta_chuba_adj,copy,titles
b_feathered_port,b_feathered_port_adj,copy,titles
b_feifeng,b_feifeng_adj,copy,titles
b_fendarls_gate,b_fendarls_gate_adj,copy,titles
b_fenders_run,b_fenders_run_adj,copy,titles
b_fengze,b_fengze_adj,copy,titles
b_fenton,b_fenton_adj,copy,titles
b_fenzorwyn,b_fenzorwyn_adj,copy,titles
b_fereej_al_amail,b_fereej_al_amail_adj,copy,titles
b_fida,b_fida_adj,copy,titles
b_fields_of_nun,b_fields_of_nun_adj,copy,titles
b_finback,b_finback_adj,copy,titles
b_finders_keep,b_finders_keep_adj,copy,titles
b_fir_palace,b_fir_palace_adj,copy,titles
b_firealm_tower,b_firealm_tower_adj,copy,titles
b_firecaverns,b_firecaverns_adj,copy,titles
b_fireforges,b_fireforges_adj,copy,titles
b_firehammer_hold,b_firehammer_hold_adj,copy,titles
b_firepost,b_firepost_adj,copy,titles
b_firetrees,b_firetrees_adj,copy,titles
b_firewine_bridge,b_firewine_bridge_adj,copy,titles
b_five_guard,b_five_guard_adj,copy,titles
b_five_lions,b_five_lions_adj,copy,titles
b_five_spears_hold,b_five_spears_hold_adj,copy,titles
b_flamhold,b_flamhold_adj,copy,titles
b_flamsterd,b_flamsterd_adj,copy,titles
b_flatshield_rise,b_flatshield_rise_adj,copy,titles
b_flint_rock,b_flint_rock_adj,copy,titles
b_floshin_manor,b_floshin_manor_adj,copy,titles
b_flyndagol,b_flyndagol_adj,copy,titles
b_forgefires,b_forgefires_adj,copy,titles
b_forharn,b_forharn_adj,copy,titles
b_forol,b_forol_adj,copy,titles
b_fort_arran,b_fort_arran_adj,copy,titles
b_fort_blumantle,b_fort_blumantle_adj,copy,titles
b_fort_ilbratha,b_fort_ilbratha_adj,copy,titles
b_fort_mirasandoral,b_fort_mirasandoral_adj,copy,titles
b_fort_teqlar,b_fort_teqlar_adj,copy,titles
b_fortress_clymph,b_fortress_clymph_adj,copy,titles
b_fortress_eyegad,b_fortress_eyegad_adj,copy,titles
b_fortress_narder,b_fortress_narder_adj,copy,titles
b_fortress_of_the_five_vultures,b_fortress_of_the_five_vultures_adj,copy,titles
b_fortress_of_the_old_man,b_fortress_of_the_old_man_adj,copy,titles
b_freedale,b_freedale_adj,copy,titles
b_friendly_arm_inn,b_friendly_arm_inn_adj,copy,titles
b_frosteeth,b_frosteeth_adj,copy,titles
b_frosthold,b_frosthold_adj,copy,titles
b_frostrill,b_frostrill_adj,copy,titles
b_frozen_flindyke,b_frozen_flindyke_adj,copy,titles
b_fujegat,b_fujegat_adj,copy,titles
b_fukiow,b_fukiow_adj,copy,titles
b_funashi,b_funashi_adj,copy,titles
b_fusselflow,b_fusselflow_adj,copy,titles
b_fustat,b_fustat_adj,copy,titles
b_gafolh,b_gafolh_adj,copy,titles
b_gallads_garden,b_gallads_garden_adj,copy,titles
b_galuka,b_galuka_adj,copy,titles
b_gamruhan,b_gamruhan_adj,copy,titles
b_gana,b_gana_adj,copy,titles
b_ganak,b_ganak_adj,copy,titles
b_gapure,b_gapure_adj,copy,titles
b_gartthalt,b_gartthalt_adj,copy,titles
b_gauntlgrym,b_gauntlgrym_adj,copy,titles
b_gauros_keep,b_gauros_keep_adj,copy,titles
b_gavelstone,b_gavelstone_adj,copy,titles
b_geman,b_geman_adj,copy,titles
b_genies_garden,b_genies_garden_adj,copy,titles
b_genval,b_genval_adj,copy,titles
b_gerns_hold,b_gerns_hold_adj,copy,titles
b_gers,b_gers_adj,copy,titles
b_ghadal,b_ghadal_adj,copy,titles
b_ghajar,b_ghajar_adj,copy,titles
b_gheldaneth,b_gheldaneth_adj,copy,titles
b_giant_gap,b_giant_gap_adj,copy,titles
b_gildenglade,b_gildenglade_adj,copy,titles
b_gimise,b_gimise_adj,copy,titles
b_giniracha,b_giniracha_adj,copy,titles
b_giteyosha,b_giteyosha_adj,copy,titles
b_glakis,b_glakis_adj,copy,titles
b_glarn,b_glarn_adj,copy,titles
b_glaurachyndaar,b_glaurachyndaar_adj,copy,titles
b_glister,b_glister_adj,copy,titles
b_glitterdelve,b_glitterdelve_adj,copy,titles
b_gnarhelm,b_gnarhelm_adj,copy,titles
b_goldenfields,b_goldenfields_adj,copy,titles
b_goliad,b_goliad_adj,copy,titles
b_gomwenk,b_gomwenk_adj,copy,titles
b_gondistho,b_gondistho_adj,copy,titles
b_gontal,b_gontal_adj,copy,titles
b_good_mead,b_good_mead_adj,copy,titles
b_gorag_citadel,b_gorag_citadel_adj,copy,titles
b_goulous,b_goulous_adj,copy,titles
b_gracklstugh,b_gracklstugh_adj,copy,titles
b_graevelwood,b_graevelwood_adj,copy,titles
b_granite_tower,b_granite_tower_adj,copy,titles
b_graskynar,b_graskynar_adj,copy,titles
b_graulthanc,b_graulthanc_adj,copy,titles
b_graxan,b_graxan_adj,copy,titles
b_graystaad,b_graystaad_adj,copy,titles
b_greenest,b_greenest_adj,copy,titles
b_greengrove,b_greengrove_adj,copy,titles
b_greenleaf_vale,b_greenleaf_vale_adj,copy,titles
b_greentree_haven,b_greentree_haven_adj,copy,titles
b_greyhome,b_greyhome_adj,copy,titles
b_griffons_nest,b_griffons_nest_adj,copy,titles
b_griffonwatch_keep,b_griffonwatch_keep_adj,copy,titles
b_grimroost,b_grimroost_adj,copy,titles
b_grunwald,b_grunwald_adj,copy,titles
b_guallidurth,b_guallidurth_adj,copy,titles
b_guihar,b_guihar_adj,copy,titles
b_guilmarl,b_guilmarl_adj,copy,titles
b_guizen,b_guizen_adj,copy,titles
b_gukh,b_gukh_adj,copy,titles
b_gull_nest,b_gull_nest_adj,copy,titles
b_gundar_kanga,b_gundar_kanga_adj,copy,titles
b_gundbarg,b_gundbarg_adj,copy,titles
b_gurnth,b_gurnth_adj,copy,titles
b_gurvandene,b_gurvandene_adj,copy,titles
b_guth,b_guth_adj,copy,titles
b_haantamm,b_haantamm_adj,copy,titles
b_haelev,b_haelev_adj,copy,titles
b_hafaya,b_hafaya_adj,copy,titles
b_hahami,b_hahami_adj,copy,titles
b_hai,b_hai_adj,copy,titles
b_haimang,b_haimang_adj,copy,titles
b_haimaq,b_haimaq_adj,copy,titles
b_hakim,b_hakim_adj,copy,titles
b_halagard,b_halagard_adj,copy,titles
b_halanaskarr,b_halanaskarr_adj,copy,titles
b_halarahh,b_halarahh_adj,copy,titles
b_halaze,b_halaze_adj,copy,titles
b_halfhap,b_halfhap_adj,copy,titles
b_hall_of_echoes,b_hall_of_echoes_adj,copy,titles
b_hall_of_kings,b_hall_of_kings_adj,copy,titles
b_hall_of_the_elders,b_hall_of_the_elders_adj,copy,titles
b_halorar,b_halorar_adj,copy,titles
b_halriden,b_halriden_adj,copy,titles
b_halvans_wood,b_halvans_wood_adj,copy,titles
b_halwa,b_halwa_adj,copy,titles
b_hame,b_hame_adj,copy,titles
b_hamid,b_hamid_adj,copy,titles
b_hammer_and_anvil,b_hammer_and_anvil_adj,copy,titles
b_hammer_hall,b_hammer_hall_adj,copy,titles
b_hammerstaad,b_hammerstaad_adj,copy,titles
b_hap,b_hap_adj,copy,titles
b_harb,b_harb_adj,copy,titles
b_hardangheight,b_hardangheight_adj,copy,titles
b_hardbuckler,b_hardbuckler_adj,copy,titles
b_hardcastle,b_hardcastle_adj,copy,titles
b_harglast,b_harglast_adj,copy,titles
b_harheldur,b_harheldur_adj,copy,titles
b_harlending,b_harlending_adj,copy,titles
b_harngel,b_harngel_adj,copy,titles
b_harnor,b_harnor_adj,copy,titles
b_harrowdale,b_harrowdale_adj,copy,titles
b_hartblood_spring,b_hartblood_spring_adj,copy,titles
b_hartvold,b_hartvold_adj,copy,titles
b_hatgiainli,b_hatgiainli_adj,copy,titles
b_havraquoar,b_havraquoar_adj,copy,titles
b_hawa,b_hawa_adj,copy,titles
b_hawks_nest,b_hawks_nest_adj,copy,titles
b_hawksroost,b_hawksroost_adj,copy,titles
b_haxkhun,b_haxkhun_adj,copy,titles
b_hayyir,b_hayyir_adj,copy,titles
b_hazuth,b_hazuth_adj,copy,titles
b_hedrun,b_hedrun_adj,copy,titles
b_heldapan,b_heldapan_adj,copy,titles
b_helespa,b_helespa_adj,copy,titles
b_heliogabalus,b_heliogabalus_adj,copy,titles
b_hellgate_keep,b_hellgate_keep_adj,copy,titles
b_helms_hold,b_helms_hold_adj,copy,titles
b_helmsa,b_helmsa_adj,copy,titles
b_helmsdale,b_helmsdale_adj,copy,titles
b_helvara,b_helvara_adj,copy,titles
b_hengfena,b_hengfena_adj,copy,titles
b_heptios,b_heptios_adj,copy,titles
b_herath,b_herath_adj,copy,titles
b_heroes_height,b_heroes_height_adj,copy,titles
b_heroes_helm,b_heroes_helm_adj,copy,titles
b_hesparin,b_hesparin_adj,copy,titles
b_hespheira,b_hespheira_adj,copy,titles
b_hethar,b_hethar_adj,copy,titles
b_hidden_hopes,b_hidden_hopes_adj,copy,titles
b_hidden_vale,b_hidden_vale_adj,copy,titles
b_high_hall,b_high_hall_adj,copy,titles
b_high_horn,b_high_horn_adj,copy,titles
b_highcastle,b_highcastle_adj,copy,titles
b_highluthholt,b_highluthholt_adj,copy,titles
b_highmoon,b_highmoon_adj,copy,titles
b_highplume_station,b_highplume_station_adj,copy,titles
b_hillfort_ishla,b_hillfort_ishla_adj,copy,titles
b_hillfort_keshla,b_hillfort_keshla_adj,copy,titles
b_hillfort_torbold,b_hillfort_torbold_adj,copy,titles
b_hillgard,b_hillgard_adj,copy,titles
b_hillmarch,b_hillmarch_adj,copy,titles
b_hills_edge,b_hills_edge_adj,copy,titles
b_hillsafar_hall,b_hillsafar_hall_adj,copy,titles
b_hilm,b_hilm_adj,copy,titles
b_hisari,b_hisari_adj,copy,titles
b_hiyal,b_hiyal_adj,copy,titles
b_hlammach,b_hlammach_adj,copy,titles
b_hlath,b_hlath_adj,copy,titles
b_hlaungadath,b_hlaungadath_adj,copy,titles
b_hlintar,b_hlintar_adj,copy,titles
b_hlondeth,b_hlondeth_adj,copy,titles
b_hluthvar,b_hluthvar_adj,copy,titles
b_hoarbridge,b_hoarbridge_adj,copy,titles
b_holdensword,b_holdensword_adj,copy,titles
b_hollow_mountain,b_hollow_mountain_adj,copy,titles
b_holyheart_house,b_holyheart_house_adj,copy,titles
b_horaholm,b_horaholm_adj,copy,titles
b_horn_of_afyal,b_horn_of_afyal_adj,copy,titles
b_house_of_holy_suffering,b_house_of_holy_suffering_adj,copy,titles
b_house_of_lolth,b_house_of_lolth_adj,copy,titles
b_hrakhamar,b_hrakhamar_adj,copy,titles
b_huai,b_huai_adj,copy,titles
b_hudariyah,b_hudariyah_adj,copy,titles
b_huddagh,b_huddagh_adj,copy,titles
b_hudid,b_hudid_adj,copy,titles
b_hulan,b_hulan_adj,copy,titles
b_hulm,b_hulm_adj,copy,titles
b_hundard,b_hundard_adj,copy,titles
b_hundelstone,b_hundelstone_adj,copy,titles
b_hundred_spears,b_hundred_spears_adj,copy,titles
b_huorm,b_huorm_adj,copy,titles
b_huplik,b_huplik_adj,copy,titles
b_huzuz,b_huzuz_adj,copy,titles
b_hykopgrok,b_hykopgrok_adj,copy,titles
b_ibelgrak,b_ibelgrak_adj,copy,titles
b_ibreb,b_ibreb_adj,copy,titles
b_icelace,b_icelace_adj,copy,titles
b_icespire_peak,b_icespire_peak_adj,copy,titles
b_icewind_coast,b_icewind_coast_adj,copy,titles
b_igenghack,b_igenghack_adj,copy,titles
b_ihyrennstar,b_ihyrennstar_adj,copy,titles
b_iirgar,b_iirgar_adj,copy,titles
b_iisilmark,b_iisilmark_adj,copy,titles
b_ilimar,b_ilimar_adj,copy,titles
b_ilinvur,b_ilinvur_adj,copy,titles
b_iliphanar,b_iliphanar_adj,copy,titles
b_ilipur,b_ilipur_adj,copy,titles
b_iljak,b_iljak_adj,copy,titles
b_illefarn_keep,b_illefarn_keep_adj,copy,titles
b_illix,b_illix_adj,copy,titles
b_illuks,b_illuks_adj,copy,titles
b_ilmwatch,b_ilmwatch_adj,copy,titles
b_iltkazar,b_iltkazar_adj,copy,titles
b_imajuvisik,b_imajuvisik_adj,copy,titles
b_imdolphyn,b_imdolphyn_adj,copy,titles
b_imkath,b_imkath_adj,copy,titles
b_immilmar,b_immilmar_adj,copy,titles
b_immurks_hold,b_immurks_hold_adj,copy,titles
b_imnescar,b_imnescar_adj,copy,titles
b_imroley,b_imroley_adj,copy,titles
b_imval_vale,b_imval_vale_adj,copy,titles
b_ingdals_arm,b_ingdals_arm_adj,copy,titles
b_ingmur,b_ingmur_adj,copy,titles
b_ings,b_ings_adj,copy,titles
b_inkrath,b_inkrath_adj,copy,titles
b_innarlith,b_innarlith_adj,copy,titles
b_intibah,b_intibah_adj,copy,titles
b_inupras,b_inupras_adj,copy,titles
b_iomaport,b_iomaport_adj,copy,titles
b_iouloum,b_iouloum_adj,copy,titles
b_iphlain,b_iphlain_adj,copy,titles
b_irahat,b_irahat_adj,copy,titles
b_iritasker,b_iritasker_adj,copy,titles
b_ironfang_deep,b_ironfang_deep_adj,copy,titles
b_ironfang_keep,b_ironfang_keep_adj,copy,titles
b_ironmaster,b_ironmaster_adj,copy,titles
b_ironspur,b_ironspur_adj,copy,titles
b_isfasan,b_isfasan_adj,copy,titles
b_ishamar,b_ishamar_adj,copy,titles
b_ishau,b_ishau_adj,copy,titles
b_iskashyoll,b_iskashyoll_adj,copy,titles
b_istafa,b_istafa_adj,copy,titles
b_ithal_pass,b_ithal_pass_adj,copy,titles
b_ithan,b_ithan_adj,copy,titles
b_ithmong,b_ithmong_adj,copy,titles
b_itiraf,b_itiraf_adj,copy,titles
b_iuham,b_iuham_adj,copy,titles
b_ixinos,b_ixinos_adj,copy,titles
b_ixxim,b_ixxim_adj,copy,titles
b_iyrandrar,b_iyrandrar_adj,copy,titles
b_izots_tomb,b_izots_tomb_adj,copy,titles
b_jaasa_hold,b_jaasa_hold_adj,copy,titles
b_jab,b_jab_adj,copy,titles
b_jabal_sarahin,b_jabal_sarahin_adj,copy,titles
b_jade_gate,b_jade_gate_adj,copy,titles
b_jahaai,b_jahaai_adj,copy,titles
b_jahaka,b_jahaka_adj,copy,titles
b_jajam,b_jajam_adj,copy,titles
b_jalanthar,b_jalanthar_adj,copy,titles
b_jamal,b_jamal_adj,copy,titles
b_jaria,b_jaria_adj,copy,titles
b_jarir,b_jarir_adj,copy,titles
b_jebafi,b_jebafi_adj,copy,titles
b_jellik,b_jellik_adj,copy,titles
b_jelnesh,b_jelnesh_adj,copy,titles
b_jelvym,b_jelvym_adj,copy,titles
b_jeradin,b_jeradin_adj,copy,titles
b_jeranjah,b_jeranjah_adj,copy,titles
b_jevall,b_jevall_adj,copy,titles
b_jhaansciim,b_jhaansciim_adj,copy,titles
b_jhalhoran,b_jhalhoran_adj,copy,titles
b_jhalolokati,b_jhalolokati_adj,copy,titles
b_jianggong,b_jianggong_adj,copy,titles
b_jiaoguan,b_jiaoguan_adj,copy,titles
b_jinchou,b_jinchou_adj,copy,titles
b_jingong,b_jingong_adj,copy,titles
b_jinutt,b_jinutt_adj,copy,titles
b_jockteleg,b_jockteleg_adj,copy,titles
b_jokkursbay,b_jokkursbay_adj,copy,titles
b_jorhat_shan,b_jorhat_shan_adj,copy,titles
b_joums,b_joums_adj,copy,titles
b_joya,b_joya_adj,copy,titles
b_jugicha,b_jugicha_adj,copy,titles
b_jullatgrave,b_jullatgrave_adj,copy,titles
b_julrish,b_julrish_adj,copy,titles
b_jumlat,b_jumlat_adj,copy,titles
b_jurash,b_jurash_adj,copy,titles
b_kaarekh,b_kaarekh_adj,copy,titles
b_kadarasto,b_kadarasto_adj,copy,titles
b_kaget,b_kaget_adj,copy,titles
b_kai_shan,b_kai_shan_adj,copy,titles
b_kajiaruti,b_kajiaruti_adj,copy,titles
b_kakhi,b_kakhi_adj,copy,titles
b_kalathtyr,b_kalathtyr_adj,copy,titles
b_kalax,b_kalax_adj,copy,titles
b_kaleth,b_kaleth_adj,copy,titles
b_kalish,b_kalish_adj,copy,titles
b_kalmins_grove,b_kalmins_grove_adj,copy,titles
b_kaluth,b_kaluth_adj,copy,titles
b_kanaglym,b_kanaglym_adj,copy,titles
b_kangste,b_kangste_adj,copy,titles
b_kannur,b_kannur_adj,copy,titles
b_kanori,b_kanori_adj,copy,titles
b_kaoll,b_kaoll_adj,copy,titles
b_kapuli,b_kapuli_adj,copy,titles
b_karat,b_karat_adj,copy,titles
b_karmhold,b_karmhold_adj,copy,titles
b_karns,b_karns_adj,copy,titles
b_karon,b_karon_adj,copy,titles
b_karse,b_karse_adj,copy,titles
b_karsus_keep,b_karsus_keep_adj,copy,titles
b_karza,b_karza_adj,copy,titles
b_karzuwa,b_karzuwa_adj,copy,titles
b_kasal,b_kasal_adj,copy,titles
b_kasawak,b_kasawak_adj,copy,titles
b_kash,b_kash_adj,copy,titles
b_kasidikals_keep,b_kasidikals_keep_adj,copy,titles
b_kaslaib,b_kaslaib_adj,copy,titles
b_kasper,b_kasper_adj,copy,titles
b_kassa_stand,b_kassa_stand_adj,copy,titles
b_kavu,b_kavu_adj,copy,titles
b_kayari,b_kayari_adj,copy,titles
b_kaz,b_kaz_adj,copy,titles
b_keczulla,b_keczulla_adj,copy,titles
b_keep_of_dawn,b_keep_of_dawn_adj,copy,titles
b_keep_of_pale_night,b_keep_of_pale_night_adj,copy,titles
b_kelazzan,b_kelazzan_adj,copy,titles
b_keldsgar,b_keldsgar_adj,copy,titles
b_kelereng,b_kelereng_adj,copy,titles
b_kellesar,b_kellesar_adj,copy,titles
b_kelpar,b_kelpar_adj,copy,titles
b_keltar,b_keltar_adj,copy,titles
b_keltash,b_keltash_adj,copy,titles
b_keluthar,b_keluthar_adj,copy,titles
b_kelvins_cairn,b_kelvins_cairn_adj,copy,titles
b_kemati,b_kemati_adj,copy,titles
b_kemva,b_kemva_adj,copy,titles
b_kengarun,b_kengarun_adj,copy,titles
b_kens_rise,b_kens_rise_adj,copy,titles
b_kenvale,b_kenvale_adj,copy,titles
b_kesker,b_kesker_adj,copy,titles
b_ket_bel,b_ket_bel_adj,copy,titles
b_kethid,b_kethid_adj,copy,titles
b_khaa,b_khaa_adj,copy,titles
b_khaelud,b_khaelud_adj,copy,titles
b_khapo,b_khapo_adj,copy,titles
b_kharaifat,b_kharaifat_adj,copy,titles
b_khedvallahir,b_khedvallahir_adj,copy,titles
b_khelas,b_khelas_adj,copy,titles
b_kheldell,b_kheldell_adj,copy,titles
b_kheldrivver,b_kheldrivver_adj,copy,titles
b_khephal,b_khephal_adj,copy,titles
b_khivak,b_khivak_adj,copy,titles
b_khlarsamryn,b_khlarsamryn_adj,copy,titles
b_khol,b_khol_adj,copy,titles
b_kholassa,b_kholassa_adj,copy,titles
b_kholtar,b_kholtar_adj,copy,titles
b_khor_biligat,b_khor_biligat_adj,copy,titles
b_khuld,b_khuld_adj,copy,titles
b_kiasia,b_kiasia_adj,copy,titles
b_kilad,b_kilad_adj,copy,titles
b_kilastann,b_kilastann_adj,copy,titles
b_kinbrace,b_kinbrace_adj,copy,titles
b_kindle,b_kindle_adj,copy,titles
b_kings_reach,b_kings_reach_adj,copy,titles
b_kingsbay,b_kingsbay_adj,copy,titles
b_kinyo,b_kinyo_adj,copy,titles
b_kir_sabal,b_kir_sabal_adj,copy,titles
b_kirgard,b_kirgard_adj,copy,titles
b_kitbezi,b_kitbezi_adj,copy,titles
b_kituzeelal,b_kituzeelal_adj,copy,titles
b_klaidson,b_klaidson_adj,copy,titles
b_klionna,b_klionna_adj,copy,titles
b_klondor,b_klondor_adj,copy,titles
b_klossolo,b_klossolo_adj,copy,titles
b_kochar_steppe,b_kochar_steppe_adj,copy,titles
b_kochung,b_kochung_adj,copy,titles
b_kolapur,b_kolapur_adj,copy,titles
b_kolium,b_kolium_adj,copy,titles
b_kollyat,b_kollyat_adj,copy,titles
b_konigheim,b_konigheim_adj,copy,titles
b_konigstadt,b_konigstadt_adj,copy,titles
b_korar,b_korar_adj,copy,titles
b_kork,b_kork_adj,copy,titles
b_kormul,b_kormul_adj,copy,titles
b_kothask,b_kothask_adj,copy,titles
b_kouangi,b_kouangi_adj,copy,titles
b_kourmira,b_kourmira_adj,copy,titles
b_krak_al_mazhar,b_krak_al_mazhar_adj,copy,titles
b_krak_al_niraan,b_krak_al_niraan_adj,copy,titles
b_krak_al_sajjaan,b_krak_al_sajjaan_adj,copy,titles
b_krak_al_shidda,b_krak_al_shidda_adj,copy,titles
b_krak_al_uruj,b_krak_al_uruj_adj,copy,titles
b_krenatir,b_krenatir_adj,copy,titles
b_krenlith,b_krenlith_adj,copy,titles
b_kresttet,b_kresttet_adj,copy,titles
b_kront,b_kront_adj,copy,titles
b_ku_akh,b_ku_akh_adj,copy,titles
b_kufa,b_kufa_adj,copy,titles
b_kuldahar,b_kuldahar_adj,copy,titles
b_kuo_meilan,b_kuo_meilan_adj,copy,titles
b_kupote,b_kupote_adj,copy,titles
b_kuraakim,b_kuraakim_adj,copy,titles
b_kurrsh,b_kurrsh_adj,copy,titles
b_kurth,b_kurth_adj,copy,titles
b_kushk,b_kushk_adj,copy,titles
b_kustaelau,b_kustaelau_adj,copy,titles
b_kuthnuk,b_kuthnuk_adj,copy,titles
b_kwachow,b_kwachow_adj,copy,titles
b_kzelter,b_kzelter_adj,copy,titles
b_laas,b_laas_adj,copy,titles
b_lachom,b_lachom_adj,copy,titles
b_lady_dove,b_lady_dove_adj,copy,titles
b_lagiluri,b_lagiluri_adj,copy,titles
b_lahib,b_lahib_adj,copy,titles
b_laila,b_laila_adj,copy,titles
b_lair_of_the_eye,b_lair_of_the_eye_adj,copy,titles
b_laiwei,b_laiwei_adj,copy,titles
b_lajang,b_lajang_adj,copy,titles
b_lamrar,b_lamrar_adj,copy,titles
b_lan,b_lan_adj,copy,titles
b_landithust,b_landithust_adj,copy,titles
b_langdarma,b_langdarma_adj,copy,titles
b_laothkund,b_laothkund_adj,copy,titles
b_laou,b_laou_adj,copy,titles
b_lapaalis_waters,b_lapaalis_waters_adj,copy,titles
b_lapalgard,b_lapalgard_adj,copy,titles
b_lapalstar,b_lapalstar_adj,copy,titles
b_laphe,b_laphe_adj,copy,titles
b_larut,b_larut_adj,copy,titles
b_lashghar,b_lashghar_adj,copy,titles
b_lashloc,b_lashloc_adj,copy,titles
b_last_stop,b_last_stop_adj,copy,titles
b_lastarr,b_lastarr_adj,copy,titles
b_laviguer,b_laviguer_adj,copy,titles
b_leaping_hold,b_leaping_hold_adj,copy,titles
b_leilon,b_leilon_adj,copy,titles
b_leopard_shan,b_leopard_shan_adj,copy,titles
b_lethtar,b_lethtar_adj,copy,titles
b_lethywald,b_lethywald_adj,copy,titles
b_lexx,b_lexx_adj,copy,titles
b_lhair,b_lhair_adj,copy,titles
b_lheshayl,b_lheshayl_adj,copy,titles
b_lhesper,b_lhesper_adj,copy,titles
b_lhestyns_hearth,b_lhestyns_hearth_adj,copy,titles
b_li_raz,b_li_raz_adj,copy,titles
b_lighthouse_keep,b_lighthouse_keep_adj,copy,titles
b_liham,b_liham_adj,copy,titles
b_lilinuk,b_lilinuk_adj,copy,titles
b_limjung,b_limjung_adj,copy,titles
b_lin,b_lin_adj,copy,titles
b_lion_rock,b_lion_rock_adj,copy,titles
b_lions_eye,b_lions_eye_adj,copy,titles
b_lipo,b_lipo_adj,copy,titles
b_little_orbrekh,b_little_orbrekh_adj,copy,titles
b_llewellyn,b_llewellyn_adj,copy,titles
b_llorkh,b_llorkh_adj,copy,titles
b_llurth_dreier,b_llurth_dreier_adj,copy,titles
b_lo_pan,b_lo_pan_adj,copy,titles
b_lo_tu,b_lo_tu_adj,copy,titles
b_loeng,b_loeng_adj,copy,titles
b_lomatra,b_lomatra_adj,copy,titles
b_lonefang,b_lonefang_adj,copy,titles
b_longsaddle,b_longsaddle_adj,copy,titles
b_loranse,b_loranse_adj,copy,titles
b_lost_refuge,b_lost_refuge_adj,copy,titles
b_lothen,b_lothen_adj,copy,titles
b_loudwater,b_loudwater_adj,copy,titles
b_loulan,b_loulan_adj,copy,titles
b_luenath,b_luenath_adj,copy,titles
b_lugabi,b_lugabi_adj,copy,titles
b_lugotak,b_lugotak_adj,copy,titles
b_lundar,b_lundar_adj,copy,titles
b_lundeth,b_lundeth_adj,copy,titles
b_luntse_dzong,b_luntse_dzong_adj,copy,titles
b_lupeiros,b_lupeiros_adj,copy,titles
b_lushpool,b_lushpool_adj,copy,titles
b_lylkara,b_lylkara_adj,copy,titles
b_lylorn,b_lylorn_adj,copy,titles
b_lyndar,b_lyndar_adj,copy,titles
b_lyrabar,b_lyrabar_adj,copy,titles
b_maarlith,b_maarlith_adj,copy,titles
b_maatar,b_maatar_adj,copy,titles
b_mabasha,b_mabasha_adj,copy,titles
b_mache,b_mache_adj,copy,titles
b_madirah,b_madirah_adj,copy,titles
b_maelar,b_maelar_adj,copy,titles
b_maelevarar,b_maelevarar_adj,copy,titles
b_maer_dualdon,b_maer_dualdon_adj,copy,titles
b_maerch,b_maerch_adj,copy,titles
b_maerchlin,b_maerchlin_adj,copy,titles
b_maerduuth,b_maerduuth_adj,copy,titles
b_maeruhal,b_maeruhal_adj,copy,titles
b_maerzalar,b_maerzalar_adj,copy,titles
b_mafrad,b_mafrad_adj,copy,titles
